,Arolla / Hydrologie (Tsijiore_Nouve_-_Debit),C: Arolla / Hydrologie (Tsijiore_Nouve_-_Debit) (1. Année précédente),C: Arolla / Hydrologie (Tsijiore_Nouve_-_Debit) (2. Année précédente),C: Arolla / Hydrologie (Tsijiore_Nouve_-_Debit) (3. Année précédente),C: Arolla / Hydrologie (Tsijiore_Nouve_-_Debit) (4. Année précédente)
5/1/2019 0:15,0.039624,0.037,0.007277,0.004,0.046656
5/1/2019 0:30,0.039624,0.0362,0.007,0.004,0.046
5/1/2019 0:45,0.039624,0.036467,0.007,0.004,0.047621
5/1/2019 1:00,0.039624,0.035156,0.0066,0.004,0.047322
5/1/2019 1:15,0.039624,0.035,0.0052,0.004,0.046
5/1/2019 1:30,0.039624,0.035,0.004568,0.004,0.046
5/1/2019 1:45,0.039624,0.034733,0.0042,0.004,0.046
5/1/2019 2:00,0.039624,0.0346,0.004,0.004,0.045733
5/1/2019 2:15,0.039624,0.033823,0.0044,0.004,0.046
5/1/2019 2:30,0.039624,0.033,0.004,0.004,0.045867
5/1/2019 2:45,0.039624,0.033,0.004,0.004,0.045867
5/1/2019 3:00,0.039624,0.033,0.004,0.004,0.044133
5/1/2019 3:15,0.039624,0.033,0.004,0.004,0.044
5/1/2019 3:30,0.039624,0.033,0.004,0.004,0.044
5/1/2019 3:45,0.039624,0.032733,0.004,0.004,0.044
5/1/2019 4:00,0.039624,0.031167,0.004,0.004,0.043733
5/1/2019 4:15,0.039624,0.031,0.004,0.004,0.044
5/1/2019 4:30,0.039624,0.031,0.002667,0.002,0.043733
5/1/2019 4:45,0.039624,0.031,0.002933,0.002,0.042267
5/1/2019 5:00,0.039624,0.0306,0.002533,0.002,0.042
5/1/2019 5:15,0.039624,0.030483,0.002,0.002267,0.042
5/1/2019 5:30,0.039624,0.028,0.002,0.002,0.042
5/1/2019 5:45,0.039624,0.028,0.002,0.002,0.041185
5/1/2019 6:00,0.039624,0.028,0.002267,0.002,0.0416
5/1/2019 6:15,0.039624,0.027733,0.002,0.002,0.041632
5/1/2019 6:30,0.039624,0.027733,0.002,0.002,0.0412
5/1/2019 6:45,0.039624,0.027342,0.002133,0.002,0.040583
5/1/2019 7:00,0.039624,0.026,0.002,0.002,0.0398
5/1/2019 7:15,0.039624,0.026,0.002,0.002,0.039
5/1/2019 7:30,0.039624,0.026,0.002,0.002,0.038867
5/1/2019 7:45,0.039624,0.026,0.002133,0.002133,0.038467
5/1/2019 8:00,0.039624,0.025867,0.002,0.002,0.038467
5/1/2019 8:15,0.039624,0.025733,0.002,0.002,0.038478
5/1/2019 8:30,0.039624,0.025733,0.002,0.002,0.038211
5/1/2019 8:45,0.039624,0.024989,0.002,0.002,0.0386
5/1/2019 9:00,0.039624,0.024,0.002133,0.002,0.0382
5/1/2019 9:15,0.039624,0.024,0.002,0.002,0.038056
5/1/2019 9:30,0.039624,0.024,0.002,0.002,0.037
5/1/2019 9:45,0.039624,0.024,0.002,0.002,0.037
5/1/2019 10:00,0.039624,0.024,0.002,0.002,0.037
5/1/2019 10:15,0.039624,0.0236,0.002,0.002,0.037
5/1/2019 10:30,0.039624,0.023733,0.002,0.002,0.037
5/1/2019 10:45,0.039624,0.023467,0.002,0.002,0.037
5/1/2019 11:00,0.039624,0.023867,0.002,0.002,0.037
5/1/2019 11:15,0.039624,0.022589,0.002,0.002,0.037
5/1/2019 11:30,0.039624,0.022,0.002,0.002,0.037
5/1/2019 11:45,0.039624,0.022,0.002,0.002,0.037
5/1/2019 12:00,0.039624,0.022,0.002,0.002,0.037
5/1/2019 12:15,0.039624,0.022,0.002,0.002,0.037
5/1/2019 12:30,0.039624,0.021733,0.002,0.002,0.037
5/1/2019 12:45,0.039624,0.021342,0.002,0.002,0.037267
5/1/2019 13:00,0.039624,0.021433,0.002,0.002,0.038467
5/1/2019 13:15,0.039624,0.021467,0.001711,0.002,0.0386
5/1/2019 13:30,0.039624,0.0216,0.001867,0.002,0.038589
5/1/2019 13:45,0.039624,0.021467,0.002,0.002,0.038733
5/1/2019 14:00,0.039624,0.020933,0.001033,0.002,0.039
5/1/2019 14:15,0.039624,0.0204,0.000163,0.002,0.039
5/1/2019 14:30,0.039624,0.02,0,0.002,0.041217
5/1/2019 14:45,0.039624,0.02,0,0.002,0.041385
5/1/2019 15:00,0.039624,0.02,0,0.002,0.041585
5/1/2019 15:15,0.039624,0.02,0,0.002,0.042
5/1/2019 15:30,0.039624,0.02,0,0.002,0.043611
5/1/2019 15:45,0.039624,0.02,0,0.002,0.043733
5/1/2019 16:00,0.039624,0.02,0,0.002,0.044
5/1/2019 16:15,0.039624,0.0199,0,0.002,0.044
5/1/2019 16:30,0.039624,0.019256,0,0.002267,0.045888
5/1/2019 16:45,0.039624,0.019034,0,0.002,0.045733
5/1/2019 17:00,0.039624,0.019256,0,0.002,0.047211
5/1/2019 17:15,0.039624,0.01931,9.3E-05,0.002,0.047733
5/1/2019 17:30,0.039624,0.019033,0,0.002,0.048411
5/1/2019 17:45,0.039624,0.018178,0,0.002,0.0488
5/1/2019 18:00,0.039624,0.018,0,0.002,0.051611
5/1/2019 18:15,0.039624,0.018,0,0.002,0.052417
5/1/2019 18:30,0.039624,0.018,0,0.002,0.055
5/1/2019 18:45,0.039624,0.018,0,0.002133,0.055944
5/1/2019 19:00,0.039624,0.016683,0,0.002,0.057
5/1/2019 19:15,0.039624,0.0167,0,0.002,0.058067
5/1/2019 19:30,0.039624,0.016717,0,0.002,0.058888
5/1/2019 19:45,0.039624,0.01665,0,0.002,0.060078
5/1/2019 20:00,0.039624,0.01625,0,0.002,0.061
5/1/2019 20:15,0.039624,0.015,0,0.002,0.061944
5/1/2019 20:30,0.039624,0.015,0.000244,0.002133,0.063
5/1/2019 20:45,0.039624,0.015,0,0.002,0.063
5/1/2019 21:00,0.039624,0.015,0,0.002,0.065617
5/1/2019 21:15,0.039624,0.0146,0,0.002,0.066
5/1/2019 21:30,0.039624,0.013712,0,0.002,0.067344
5/1/2019 21:45,0.039624,0.013878,0,0.002,0.068156
5/1/2019 22:00,0.039624,0.014244,0,0.002,0.07
5/1/2019 22:15,0.039624,0.013733,0,0.002,0.07
5/1/2019 22:30,0.039624,0.01369,0,0.002133,0.071611
5/1/2019 22:45,0.039624,0.014033,0,0.002,0.074088
5/1/2019 23:00,0.039624,0.013,0,0.002,0.0759
5/1/2019 23:15,0.039624,0.013,0,0.002,0.080078
5/1/2019 23:30,0.039624,0.013,0,0.002,0.0826
5/1/2019 23:45,0.039624,0.013,0.000133,0.002,0.085906
5/2/2019 0:00,0.039624,0.013,0,0.002,0.090211
5/2/2019 0:15,0.039624,0.013,0,0.002,0.093211
5/2/2019 0:30,0.039624,0.013,0,0.002,0.096289
5/2/2019 0:45,0.039624,0.011933,0,0.002,0.100417
5/2/2019 1:00,0.039624,0.011722,0,0.002,0.103278
5/2/2019 1:15,0.039624,0.011533,0,0.002,0.1064
5/2/2019 1:30,0.039624,0.011792,0,0.002,0.109705
5/2/2019 1:45,0.039624,0.011556,0,0.002,0.113622
5/2/2019 2:00,0.039624,0.011777,0,0.002,0.115067
5/2/2019 2:15,0.039624,0.011712,0,0.002,0.116811
5/2/2019 2:30,0.039624,0.011,0,0.002,0.118544
5/2/2019 2:45,0.039624,0.011,0,0.002,0.118522
5/2/2019 3:00,0.039624,0.011,0,0.002,0.118
5/2/2019 3:15,0.039624,0.011,0.000112,0.002,0.118
5/2/2019 3:30,0.039624,0.011,0,0.002,0.118944
5/2/2019 3:45,0.039624,0.011,0,0.002,0.12
5/2/2019 4:00,0.039624,0.011,0,0.002,0.119722
5/2/2019 4:15,0.039624,0.011,0,0.002,0.1184
5/2/2019 4:30,0.039624,0.011,0,0.002,0.118
5/2/2019 4:45,0.039624,0.011,0,0.002,0.116922
5/2/2019 5:00,0.039624,0.009744,0,0.002,0.116
5/2/2019 5:15,0.039624,0.009667,0,0.002,0.115189
5/2/2019 5:30,0.039624,0.0095,0,0.002,0.114
5/2/2019 5:45,0.039624,0.009268,0,0.002,0.113056
5/2/2019 6:00,0.039624,0.009133,0,0.002,0.111183
5/2/2019 6:15,0.039624,0.009456,0,0.002,0.109
5/2/2019 6:30,0.039624,0.009533,0,0.002,0.107656
5/2/2019 6:45,0.039624,0.009267,0,0.002,0.106722
5/2/2019 7:00,0.039624,0.009563,0,0.002,0.104856
5/2/2019 7:15,0.039624,0.009,0,0.002,0.103
5/2/2019 7:30,0.039624,0.009,0,0.002,0.101389
5/2/2019 7:45,0.039624,0.009,0,0.002,0.099767
5/2/2019 8:00,0.039624,0.009,0,0.002,0.098
5/2/2019 8:15,0.039624,0.009,0,0.002,0.096789
5/2/2019 8:30,0.039624,0.009,0,0.002,0.095856
5/2/2019 8:45,0.039624,0.009,0,0.002,0.094
5/2/2019 9:00,0.039624,0.009,0,0.002,0.094
5/2/2019 9:15,0.039624,0.009,0,0.002,0.092256
5/2/2019 9:30,0.039624,0.009,0,0.002,0.092
5/2/2019 9:45,0.039624,0.008733,0,0.002,0.090256
5/2/2019 10:00,0.039624,0.00729,0,0.002,0.088983
5/2/2019 10:15,0.039624,0.007533,0,0.002,0.087
5/2/2019 10:30,0.039624,0.007556,0,0.002,0.0866
5/2/2019 10:45,0.039624,0.007133,0,0.002,0.085922
5/2/2019 11:00,0.039624,0.007533,0,0.002,0.085
5/2/2019 11:15,0.039624,0.007267,0,0.002,0.085
5/2/2019 11:30,0.039624,0.007444,0,0.002,0.085
5/2/2019 11:45,0.039624,0.007533,0,0.002,0.085
5/2/2019 12:00,0.039624,0.007567,0,0.002,0.086211
5/2/2019 12:15,0.039624,0.007267,0,0.002,0.087
5/2/2019 12:30,0.039624,0.0074,0,0.002,0.088017
5/2/2019 12:45,0.039624,0.007267,0,0.002,0.089185
5/2/2019 13:00,0.039624,0.007567,0,0.002,0.089344
5/2/2019 13:15,0.039624,0.007478,0,0.002,0.092278
5/2/2019 13:30,0.039624,0.007267,0,0.002,0.094411
5/2/2019 13:45,0.039624,0.007522,0,0.002,0.096678
5/2/2019 14:00,0.039624,0.007511,0,0.002,0.099617
5/2/2019 14:15,0.039624,0.00727,0,0.002,0.102644
5/2/2019 14:30,0.039624,0.007567,0,0.002,0.106078
5/2/2019 14:45,0.039624,0.007533,0,0.002,0.109056
5/2/2019 15:00,0.039624,0.007478,0,0.002,0.112678
5/2/2019 15:15,0.039624,0.007133,0,0.002,0.115356
5/2/2019 15:30,0.039624,0.00743,0,0.002,0.118144
5/2/2019 15:45,0.039624,0.007533,0,0.002,0.120278
5/2/2019 16:00,0.039624,0.0074,0,0.002,0.123433
5/2/2019 16:15,0.039624,0.007511,0,0.002,0.126211
5/2/2019 16:30,0.039624,0.007267,0,0.002,0.127956
5/2/2019 16:45,0.039624,0.007456,0,0.002,0.129
5/2/2019 17:00,0.039624,0.007533,0,0.002278,0.129533
5/2/2019 17:15,0.039624,0.007533,0,0.002,0.130744
5/2/2019 17:30,0.039624,0.007267,0,0.002,0.132078
5/2/2019 17:45,0.039624,0.007,0,0.002,0.133617
5/2/2019 18:00,0.039624,0.007,0,0.002267,0.136
5/2/2019 18:15,0.039624,0.007,0,0.003478,0.136956
5/2/2019 18:30,0.039624,0.007,0,0.003611,0.138267
5/2/2019 18:45,0.039624,0.007,0,0.004,0.138944
5/2/2019 19:00,0.039624,0.007,0,0.004,0.139456
5/2/2019 19:15,0.039624,0.007,0,0.004,0.138667
5/2/2019 19:30,0.039624,0.007,0,0.004,0.137467
5/2/2019 19:45,0.039624,0.007,0,0.004,0.14
5/2/2019 20:00,0.039624,0.007,0,0.004,0.14
5/2/2019 20:15,0.039624,0.007,0,0.004,0.14
5/2/2019 20:30,0.039624,0.007,0,0.004,0.141344
5/2/2019 20:45,0.039624,0.007,0.000267,0.004,0.142
5/2/2019 21:00,0.039624,0.007,0,0.004,0.144
5/2/2019 21:15,0.039624,0.0066,0,0.004,0.146217
5/2/2019 21:30,0.039624,0.004422,0,0.004,0.147944
5/2/2019 21:45,0.039624,0.0042,0,0.004,0.149
5/2/2019 22:00,0.039624,0.0044,0,0.004,0.150744
5/2/2019 22:15,0.039624,0.0044,0,0.004,0.152478
5/2/2019 22:30,0.039624,0.0042,0,0.004,0.155617
5/2/2019 22:45,0.039624,0.0042,0,0.004,0.159478
5/2/2019 23:00,0.039624,0.0042,0,0.004,0.162144
5/2/2019 23:15,0.039624,0.0044,0.000133,0.004,0.164811
5/2/2019 23:30,0.039624,0.0042,0,0.004,0.169105
5/2/2019 23:45,0.039624,0.004,0,0.004,0.171811
5/3/2019 0:00,0.039624,0.004444,0,0.004,0.173822
5/3/2019 0:15,0.033324,0.004449,0,0.004,0.176733
5/3/2019 0:30,0.033324,0.0042,0,0.004,0.178494
5/3/2019 0:45,0.033324,0.004,0,0.004,0.182678
5/3/2019 1:00,0.033324,0.004,0,0.004,0.184411
5/3/2019 1:15,0.033324,0.004,0,0.004,0.186
5/3/2019 1:30,0.033324,0.004,0,0.004,0.188944
5/3/2019 1:45,0.033324,0.004,0,0.004,0.190617
5/3/2019 2:00,0.033324,0.004,0,0.004,0.193
5/3/2019 2:15,0.033324,0.004,0,0.004,0.194888
5/3/2019 2:30,0.033324,0.004,0,0.0042,0.195
5/3/2019 2:45,0.033324,0.004,0,0.004,0.197
5/3/2019 3:00,0.033324,0.004,0,0.004,0.198344
5/3/2019 3:15,0.033324,0.004,0,0.004,0.199
5/3/2019 3:30,0.033324,0.004,0,0.004,0.198723
5/3/2019 3:45,0.033324,0.004,0,0.004,0.199
5/3/2019 4:00,0.033324,0.004,0,0.004,0.199
5/3/2019 4:15,0.033324,0.004,0,0.004,0.198333
5/3/2019 4:30,0.033324,0.004,0,0.004,0.199
5/3/2019 4:45,0.033324,0.004,0,0.004,0.197112
5/3/2019 5:00,0.033324,0.004,0,0.004,0.196189
5/3/2019 5:15,0.033324,0.004,0,0.004,0.195389
5/3/2019 5:30,0.033324,0.004,0,0.004,0.193256
5/3/2019 5:45,0.033324,0.004,0,0.004,0.19
5/3/2019 6:00,0.033324,0.004,0,0.004,0.188
5/3/2019 6:15,0.033324,0.0028,0,0.004,0.186111
5/3/2019 6:30,0.033324,0.002033,0,0.004,0.184267
5/3/2019 6:45,0.033324,0.002267,0,0.004,0.183189
5/3/2019 7:00,0.033324,0.002,0,0.004,0.180783
5/3/2019 7:15,0.033324,0.002,0,0.004,0.178189
5/3/2019 7:30,0.033324,0.002267,0,0.004,0.176333
5/3/2019 7:45,0.033324,0.002,0,0.004,0.174979
5/3/2019 8:00,0.033324,0.002,0,0.004,0.173256
5/3/2019 8:15,0.033324,0.002167,0,0.004,0.171112
5/3/2019 8:30,0.033324,0.002,0,0.004,0.168783
5/3/2019 8:45,0.033324,0.002333,0,0.004,0.167733
5/3/2019 9:00,0.033324,0.002,0,0.004,0.167344
5/3/2019 9:15,0.033324,0.002,0,0.004,0.166922
5/3/2019 9:30,0.033324,0.002133,0,0.003856,0.166
5/3/2019 9:45,0.033324,0.002,0,0.003078,0.166
5/3/2019 10:00,0.033324,0.002,0,0.002779,0.165867
5/3/2019 10:15,0.033324,0.002133,0,0.0028,0.165733
5/3/2019 10:30,0.033324,0.002,0,0.002411,0.16561
5/3/2019 10:45,0.033324,0.002,0,0.003733,0.165733
5/3/2019 11:00,0.033324,0.002267,0,0.002789,0.167211
5/3/2019 11:15,0.033324,0.002,0,0.003333,0.167867
5/3/2019 11:30,0.033324,0.002133,0,0.002256,0.169417
5/3/2019 11:45,0.033324,0.002,0,0.002522,0.172333
5/3/2019 12:00,0.033324,0.002,0,0.002,0.173811
5/3/2019 12:15,0.033324,0.002,0,0.002112,0.175
5/3/2019 12:30,0.033324,0.002133,0,0.002533,0.175678
5/3/2019 12:45,0.033324,0.002,0,0.002267,0.179705
5/3/2019 13:00,0.033324,0.002233,0,0.002,0.182544
5/3/2019 13:15,0.033324,0.002,0,0.002,0.185489
5/3/2019 13:30,0.033324,0.002,0,0.002933,0.189078
5/3/2019 13:45,0.033324,0.002267,0,0.003333,0.193144
5/3/2019 14:00,0.033324,0.002,0,0.003723,0.195611
5/3/2019 14:15,0.033324,0.002267,0,0.003733,0.198478
5/3/2019 14:30,0.033324,0.002,0,0.004,0.200744
5/3/2019 14:45,0.033324,0.002,0,0.004,0.201828
5/3/2019 15:00,0.033324,0.002133,0,0.004,0.205232
5/3/2019 15:15,0.033324,0.003011,0,0.004,0.207611
5/3/2019 15:30,0.033324,0.003333,0,0.004,0.211233
5/3/2019 15:45,0.033324,0.004,0,0.004,0.216217
5/3/2019 16:00,0.033324,0.004,0.000267,0.004,0.217022
5/3/2019 16:15,0.033324,0.004,0,0.004,0.221678
5/3/2019 16:30,0.033324,0.004,0,0.004,0.224628
5/3/2019 16:45,0.033324,0.004,0,0.004,0.226961
5/3/2019 17:00,0.033324,0.004,0,0.004,0.23
5/3/2019 17:15,0.033324,0.004,0,0.004,0.230411
5/3/2019 17:30,0.033324,0.004,0,0.004,0.233889
5/3/2019 17:45,0.033324,0.004,0,0.004,0.234933
5/3/2019 18:00,0.033324,0.0042,0,0.004,0.240028
5/3/2019 18:15,0.033324,0.0044,0,0.004,0.241411
5/3/2019 18:30,0.033324,0.0042,0.000133,0.004,0.242478
5/3/2019 18:45,0.033324,0.0044,0,0.004,0.244478
5/3/2019 19:00,0.033324,0.006965,0,0.004,0.243778
5/3/2019 19:15,0.033324,0.007,0,0.004,0.244133
5/3/2019 19:30,0.033324,0.007,0,0.004,0.244467
5/3/2019 19:45,0.033324,0.007267,0,0.004,0.243922
5/3/2019 20:00,0.033324,0.007533,0,0.004,0.24339
5/3/2019 20:15,0.033324,0.007611,0,0.004,0.243122
5/3/2019 20:30,0.033324,0.009,0,0.004,0.242477
5/3/2019 20:45,0.033324,0.009,0.000267,0.004,0.241
5/3/2019 21:00,0.033324,0.009267,0,0.004,0.2386
5/3/2019 21:15,0.033324,0.009478,0,0.004,0.2368
5/3/2019 21:30,0.033324,0.010568,0,0.004,0.236912
5/3/2019 21:45,0.033324,0.011,0,0.004,0.233722
5/3/2019 22:00,0.033324,0.011133,0,0.004,0.233322
5/3/2019 22:15,0.033324,0.01191,0,0.004,0.230111
5/3/2019 22:30,0.033324,0.012411,0,0.004,0.229888
5/3/2019 22:45,0.033324,0.013,0.000644,0.004,0.23
5/3/2019 23:00,0.033324,0.013333,0.0012,0.004,0.228922
5/3/2019 23:15,0.033324,0.013889,0.001733,0.004,0.226983
5/3/2019 23:30,0.033324,0.013675,0.001067,0.004,0.224467
5/3/2019 23:45,0.033324,0.014585,0.000667,0.003056,0.223522
5/4/2019 0:00,0.033324,0.015,0.0016,0.002278,0.220578
5/4/2019 0:15,0.032699,0.015,0.001323,0.002112,0.218589
5/4/2019 0:30,0.032699,0.015,0.002,0.002,0.217133
5/4/2019 0:45,0.032699,0.016533,0.0008,0.002,0.214983
5/4/2019 1:00,0.032699,0.01655,0.000533,0.002,0.211578
5/4/2019 1:15,0.032699,0.016283,0,0.002,0.21
5/4/2019 1:30,0.032699,0.0169,0,0.002,0.209456
5/4/2019 1:45,0.032699,0.0166,0,0.002,0.207322
5/4/2019 2:00,0.032699,0.016517,0,0.002,0.204639
5/4/2019 2:15,0.032699,0.01635,0,0.002133,0.203744
5/4/2019 2:30,0.032699,0.016333,0,0.002,0.201644
5/4/2019 2:45,0.032699,0.016815,0,0.002,0.199656
5/4/2019 3:00,0.032699,0.0162,0,0.002,0.199
5/4/2019 3:15,0.032699,0.01655,0,0.002,0.197789
5/4/2019 3:30,0.032699,0.016533,0.000267,0.002,0.195256
5/4/2019 3:45,0.032699,0.016162,0,0.002,0.194189
5/4/2019 4:00,0.032699,0.0163,0,0.002,0.193
5/4/2019 4:15,0.032699,0.01665,0,0.002,0.192383
5/4/2019 4:30,0.032699,0.016987,0,0.002,0.19
5/4/2019 4:45,0.032699,0.016372,0,0.002,0.188656
5/4/2019 5:00,0.032699,0.016667,0,0.002,0.187056
5/4/2019 5:15,0.032699,0.0168,0,0.002,0.185322
5/4/2019 5:30,0.032699,0.016733,0,0.002,0.184
5/4/2019 5:45,0.032699,0.015667,0,0.002,0.182922
5/4/2019 6:00,0.032699,0.0154,0.000133,0.002,0.180617
5/4/2019 6:15,0.032699,0.0154,0,0.002,0.179983
5/4/2019 6:30,0.032699,0.015,0,0.002,0.179
5/4/2019 6:45,0.032699,0.015,0,0.002,0.178211
5/4/2019 7:00,0.032699,0.015,0,0.002,0.177789
5/4/2019 7:15,0.032699,0.015,0,0.002,0.176722
5/4/2019 7:30,0.032699,0.015,0,0.002,0.175
5/4/2019 7:45,0.032699,0.015,0,0.002,0.175
5/4/2019 8:00,0.032699,0.013901,0,0.002,0.173922
5/4/2019 8:15,0.032699,0.0137,0,0.002,0.172722
5/4/2019 8:30,0.032699,0.013966,0,0.002,0.17059
5/4/2019 8:45,0.032699,0.013878,0,0.002,0.171922
5/4/2019 9:00,0.032699,0.013548,0,0.002,0.170783
5/4/2019 9:15,0.032699,0.013952,0.000133,0.002,0.168
5/4/2019 9:30,0.032699,0.013667,0,0.002,0.167733
5/4/2019 9:45,0.032699,0.013433,0,0.002,0.167467
5/4/2019 10:00,0.032699,0.013267,0,0.002,0.166256
5/4/2019 10:15,0.032699,0.013133,0,0.002,0.165733
5/4/2019 10:30,0.032699,0.013,0,0.002,0.165867
5/4/2019 10:45,0.032699,0.013,0,0.002,0.165733
5/4/2019 11:00,0.032699,0.013,0,0.002,0.165322
5/4/2019 11:15,0.032699,0.013,0,0.002,0.162522
5/4/2019 11:30,0.032699,0.013,0,0.002,0.162544
5/4/2019 11:45,0.032699,0.013,0,0.002,0.163888
5/4/2019 12:00,0.032699,0.013,0,0.002,0.165222
5/4/2019 12:15,0.032699,0.013,0,0.002,0.167467
5/4/2019 12:30,0.032699,0.013,0,0.002,0.169817
5/4/2019 12:45,0.032699,0.013,0,0.002,0.171411
5/4/2019 13:00,0.032699,0.013489,0,0.002,0.173667
5/4/2019 13:15,0.032699,0.013867,0,0.002,0.175944
5/4/2019 13:30,0.032699,0.01381,0,0.002,0.17935
5/4/2019 13:45,0.032699,0.014689,0.000133,0.002,0.183756
5/4/2019 14:00,0.032699,0.015,0,0.002,0.186956
5/4/2019 14:15,0.032699,0.0156,0,0.002,0.192094
5/4/2019 14:30,0.032699,0.016717,0,0.002,0.196489
5/4/2019 14:45,0.032699,0.018,0,0.002,0.200211
5/4/2019 15:00,0.032699,0.019422,0,0.002,0.207239
5/4/2019 15:15,0.032699,0.020667,0,0.002,0.213972
5/4/2019 15:30,0.032699,0.022074,0,0.002267,0.216556
5/4/2019 15:45,0.032699,0.024,0,0.002,0.224278
5/4/2019 16:00,0.032699,0.025811,0,0.002,0.229211
5/4/2019 16:15,0.032699,0.028,0,0.002,0.232967
5/4/2019 16:30,0.032699,0.031733,0,0.002,0.240994
5/4/2019 16:45,0.032699,0.034133,0,0.002,0.245411
5/4/2019 17:00,0.032699,0.037533,0.000133,0.002678,0.251239
5/4/2019 17:15,0.032699,0.040533,0,0.002944,0.254966
5/4/2019 17:30,0.032699,0.044022,0,0.004,0.259611
5/4/2019 17:45,0.032699,0.047144,0,0.004,0.260217
5/4/2019 18:00,0.032699,0.050519,0,0.004,0.265566
5/4/2019 18:15,0.032699,0.0539,0,0.004,0.268356
5/4/2019 18:30,0.032699,0.0577,0,0.004,0.271811
5/4/2019 18:45,0.032699,0.060689,0,0.004,0.277756
5/4/2019 19:00,0.032699,0.06495,0,0.004,0.282022
5/4/2019 19:15,0.032699,0.066589,0,0.004,0.2856
5/4/2019 19:30,0.032699,0.069844,0,0.004,0.289156
5/4/2019 19:45,0.032699,0.072622,0.000267,0.004,0.292766
5/4/2019 20:00,0.032699,0.075333,0.001733,0.004,0.2946
5/4/2019 20:15,0.032699,0.077233,0.002,0.004,0.295678
5/4/2019 20:30,0.032699,0.079,0.001867,0.0044,0.296678
5/4/2019 20:45,0.032699,0.080267,0.002,0.004617,0.299217
5/4/2019 21:00,0.032699,0.081,0.001867,0.007,0.302956
5/4/2019 21:15,0.032699,0.081,0.002,0.007,0.304411
5/4/2019 21:30,0.032699,0.082611,0.001045,0.007,0.304389
5/4/2019 21:45,0.032699,0.083,0.001811,0.007,0.306133
5/4/2019 22:00,0.032699,0.083,0.001467,0.007,0.3048
5/4/2019 22:15,0.032699,0.083,0.000944,0.007,0.303467
5/4/2019 22:30,0.032699,0.083,0.001067,0.007,0.304122
5/4/2019 22:45,0.032699,0.082733,0.001067,0.007,0.303889
5/4/2019 23:00,0.032699,0.081822,0.0004,0.007,0.302789
5/4/2019 23:15,0.032699,0.081,0.000533,0.007,0.301333
5/4/2019 23:30,0.032699,0.081,0.001344,0.007,0.300561
5/4/2019 23:45,0.032699,0.079744,0.001189,0.007,0.299973
5/5/2019 0:00,0.032699,0.079,0.000944,0.007133,0.300901
5/5/2019 0:15,0.030507,0.078244,0,0.007,0.29865
5/5/2019 0:30,0.030507,0.077,0.0005,0.007,0.2988
5/5/2019 0:45,0.030507,0.076283,0.000944,0.007,0.296456
5/5/2019 1:00,0.030507,0.074,0.000944,0.007,0.294456
5/5/2019 1:15,0.030507,0.073778,0.000133,0.007,0.2923
5/5/2019 1:30,0.030507,0.072,0,0.007,0.292898
5/5/2019 1:45,0.030507,0.072,0,0.007,0.290302
5/5/2019 2:00,0.030507,0.070189,0,0.007,0.290189
5/5/2019 2:15,0.030507,0.07,0,0.007,0.288456
5/5/2019 2:30,0.030507,0.068422,0,0.007,0.284983
5/5/2019 2:45,0.030507,0.068,0,0.007,0.282933
5/5/2019 3:00,0.030507,0.066008,0,0.007,0.280922
5/5/2019 3:15,0.030507,0.065883,0,0.007,0.279589
5/5/2019 3:30,0.030507,0.063,0,0.006383,0.278278
5/5/2019 3:45,0.030507,0.063,0,0.0044,0.278512
5/5/2019 4:00,0.030507,0.061422,0,0.004,0.276789
5/5/2019 4:15,0.030507,0.061,0.000267,0.0046,0.274583
5/5/2019 4:30,0.030507,0.059422,0,0.004,0.272733
5/5/2019 4:45,0.030507,0.059,0,0.004,0.271244
5/5/2019 5:00,0.030507,0.058567,0,0.0042,0.269111
5/5/2019 5:15,0.030507,0.057,0,0.004,0.268078
5/5/2019 5:30,0.030507,0.056533,0,0.004,0.267112
5/5/2019 5:45,0.030507,0.055,0,0.004,0.266056
5/5/2019 6:00,0.030507,0.055,0,0.0042,0.264589
5/5/2019 6:15,0.030507,0.052467,0,0.004,0.26225
5/5/2019 6:30,0.030507,0.052,0,0.004,0.260783
5/5/2019 6:45,0.030507,0.051811,0,0.004,0.259322
5/5/2019 7:00,0.030507,0.05,0,0.004,0.258466
5/5/2019 7:15,0.030507,0.05,0,0.004,0.256511
5/5/2019 7:30,0.030507,0.049389,0,0.004,0.254656
5/5/2019 7:45,0.030507,0.048,0,0.004,0.253
5/5/2019 8:00,0.030507,0.048,0,0.004,0.254944
5/5/2019 8:15,0.030507,0.047256,0,0.004,0.255467
5/5/2019 8:30,0.030507,0.046,0,0.004,0.256
5/5/2019 8:45,0.030507,0.046,0,0.004,0.257888
5/5/2019 9:00,0.030507,0.045811,0,0.004,0.257478
5/5/2019 9:15,0.030507,0.044,0,0.004,0.257161
5/5/2019 9:30,0.030507,0.044,0,0.004,0.263
5/5/2019 9:45,0.030507,0.044,0,0.004,0.26611
5/5/2019 10:00,0.030507,0.044,0,0.003733,0.269811
5/5/2019 10:15,0.030507,0.044,0,0.002256,0.272611
5/5/2019 10:30,0.030507,0.042933,0,0.002,0.276506
5/5/2019 10:45,0.030507,0.0424,0,0.002133,0.281356
5/5/2019 11:00,0.030507,0.042,0,0.002,0.28555
5/5/2019 11:15,0.030507,0.042,0,0.002256,0.293844
5/5/2019 11:30,0.030507,0.043067,0,0.002411,0.302439
