,Zmutt / Hydrologie (Gornera_-_Debit_prise),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (1. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (2. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (3. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (4. Année précédente)
5/1/2019 0:15,0.907615,1.955067,0.367394,0.937,1.469
5/1/2019 0:30,0.907615,1.95,0.343396,0.929394,1.441089
5/1/2019 0:45,0.907615,1.9439,0.338,0.912539,1.438793
5/1/2019 1:00,0.907615,1.940133,0.340655,0.907006,1.437
5/1/2019 1:15,0.907615,1.923689,0.338,0.904933,1.422361
5/1/2019 1:30,0.907615,1.913,0.332933,0.905122,1.410133
5/1/2019 1:45,0.907615,1.913,0.312033,0.902467,1.410133
5/1/2019 2:00,0.907615,1.906244,0.302533,0.9,1.406
5/1/2019 2:15,0.907615,1.8902,0.302533,0.9,1.391361
5/1/2019 2:30,0.907615,1.883075,0.305067,0.9,1.375
5/1/2019 2:45,0.907615,1.880067,0.30526,0.9,1.379291
5/1/2019 3:00,0.907615,1.875,0.305067,0.9,1.375
5/1/2019 3:15,0.907615,1.868456,0.305911,0.897533,1.375
5/1/2019 3:30,0.907615,1.858322,0.322606,0.9,1.352094
5/1/2019 3:45,0.907615,1.8446,0.327867,0.897533,1.346067
5/1/2019 4:00,0.907615,1.839533,0.338,0.897533,1.344
5/1/2019 4:15,0.907615,1.837,0.331825,0.9,1.344
5/1/2019 4:30,0.907615,1.837,0.335871,0.897533,1.344
5/1/2019 4:45,0.907615,1.818089,0.335467,0.887667,1.318059
5/1/2019 5:00,0.907615,1.815194,0.332933,0.867933,1.312
5/1/2019 5:15,0.907615,1.805961,0.338,0.870006,1.316267
5/1/2019 5:30,0.907615,1.8,0.332933,0.863,1.312
5/1/2019 5:45,0.907615,1.8,0.335467,0.865655,1.312
5/1/2019 6:00,0.907615,1.8,0.338,0.865467,1.303561
5/1/2019 6:15,0.907615,1.785644,0.335467,0.863,1.283225
5/1/2019 6:30,0.907615,1.778678,0.338,0.863,1.283067
5/1/2019 6:45,0.907615,1.767225,0.338,0.863,1.281
5/1/2019 7:00,0.907615,1.762,0.338,0.860467,1.281
5/1/2019 7:15,0.907615,1.762,0.338,0.835133,1.281
5/1/2019 7:30,0.907615,1.762,0.338,0.830067,1.276867
5/1/2019 7:45,0.907615,1.744733,0.338,0.835133,1.252067
5/1/2019 8:00,0.907615,1.734867,0.338,0.827533,1.25
5/1/2019 8:15,0.907615,1.727467,0.338,0.832389,1.25
5/1/2019 8:30,0.907615,1.727467,0.338,0.835327,1.25
5/1/2019 8:45,0.907615,1.725,0.338,0.827533,1.245867
5/1/2019 9:00,0.907615,1.725,0.340672,0.825,1.229003
5/1/2019 9:15,0.907615,1.722467,0.338,0.825,1.221067
5/1/2019 9:30,0.907615,1.719933,0.338,0.825,1.219
5/1/2019 9:45,0.907615,1.69504,0.340467,0.825,1.221067
5/1/2019 10:00,0.907615,1.584667,0.338,0.825,1.219
5/1/2019 10:15,0.907615,1.692067,0.342933,0.825,1.219
5/1/2019 10:30,0.907615,1.687,0.342933,0.825,1.219
5/1/2019 10:45,0.907615,1.687,0.338,0.822467,1.219
5/1/2019 11:00,0.907615,1.673786,0.345811,0.825,1.216867
5/1/2019 11:15,0.907615,1.680628,0.342539,0.825,1.214733
5/1/2019 11:30,0.907615,1.681517,0.342933,0.825,1.208439
5/1/2019 11:45,0.907615,1.515006,0.342933,0.825,1.210467
5/1/2019 12:00,0.907615,1.662744,0.364945,0.819933,1.219
5/1/2019 12:15,0.907615,1.654933,0.370067,0.825,1.216867
5/1/2019 12:30,0.907615,1.65,0.370067,0.825,1.219
5/1/2019 12:45,0.907615,1.652467,0.375,0.825,1.219
5/1/2019 13:00,0.907615,1.65,0.369878,0.825,1.219
5/1/2019 13:15,0.907615,1.65,0.372533,0.822467,1.219
5/1/2019 13:30,0.907615,1.654933,0.347867,0.825,1.225372
5/1/2019 13:45,0.907615,1.65,0.342933,0.825,1.25
5/1/2019 14:00,0.907615,1.652467,0.340467,0.819933,1.25
5/1/2019 14:15,0.907615,1.65,0.342933,0.825,1.266706
5/1/2019 14:30,0.907615,1.65,0.340878,0.801795,1.281
5/1/2019 14:45,0.907615,1.65275,0.338,0.794195,1.281
5/1/2019 15:00,0.907615,1.6655,0.338,0.797133,1.287372
5/1/2019 15:15,0.907615,1.688,0.338,0.789533,1.312
5/1/2019 15:30,0.907615,1.712667,0.338,0.7946,1.316445
5/1/2019 15:45,0.907615,1.732071,0.338,0.792278,1.344
5/1/2019 16:00,0.907615,1.743961,0.338,0.799456,1.362772
5/1/2019 16:15,0.907615,1.768011,0.332933,0.794794,1.375
5/1/2019 16:30,0.907615,1.792267,0.338,0.807056,1.393772
5/1/2019 16:45,0.907615,1.812,0.333356,0.817805,1.422706
5/1/2019 17:00,0.907615,1.837756,0.332933,0.825,1.443578
5/1/2019 17:15,0.907615,1.852357,0.338,0.822467,1.481572
5/1/2019 17:30,0.907615,1.871744,0.335467,0.817189,1.504133
5/1/2019 17:45,0.907615,1.883433,0.338,0.817805,1.529263
5/1/2019 18:00,0.907615,1.906266,0.338,0.814656,1.539267
5/1/2019 18:15,0.907615,1.936578,0.338,0.799667,1.560264
5/1/2019 18:30,0.907615,1.946601,0.335467,0.797327,1.562
5/1/2019 18:45,0.907615,1.957067,0.338,0.797344,1.562
5/1/2019 19:00,0.907615,1.975,0.338,0.789533,1.5684
5/1/2019 19:15,0.907615,1.999,0.338,0.796922,1.564133
5/1/2019 19:30,0.907615,2.025828,0.338,0.7946,1.562
5/1/2019 19:45,0.907615,2.025079,0.338,0.792067,1.562
5/1/2019 20:00,0.907615,2.050667,0.338,0.7946,1.547533
5/1/2019 20:15,0.907615,2.0472,0.332581,0.799878,1.535133
5/1/2019 20:30,0.907615,2.0444,0.332933,0.804733,1.533067
5/1/2019 20:45,0.907615,2.0366,0.338,0.825,1.531
5/1/2019 21:00,0.907615,2.031,0.338,0.812131,1.526867
5/1/2019 21:15,0.907615,2.027133,0.338,0.799667,1.509702
5/1/2019 21:30,0.907615,2.020282,0.338,0.802393,1.504291
5/1/2019 21:45,0.907615,2.015417,0.338,0.8174,1.5
5/1/2019 22:00,0.907615,2.0074,0.340467,0.825,1.5
5/1/2019 22:15,0.907615,1.997169,0.340467,0.822467,1.485375
5/1/2019 22:30,0.907615,1.986938,0.342933,0.825,1.483294
5/1/2019 22:45,0.907615,1.976706,0.340467,0.825,1.481055
5/1/2019 23:00,0.907615,1.966475,0.3454,0.822467,1.482367
5/1/2019 23:15,0.907615,1.956244,0.342933,0.825,1.491733
5/1/2019 23:30,0.907615,1.946013,0.375,0.825,1.5
5/1/2019 23:45,0.907615,1.935781,0.372533,0.825,1.51273
5/2/2019 0:00,0.907615,1.92555,0.372533,0.825,1.526006
5/2/2019 0:15,0.891292,1.91252,0.362256,0.830067,1.56255
5/2/2019 0:30,0.891292,1.899489,0.342933,0.835344,1.594
5/2/2019 0:45,0.891292,1.886459,0.338,0.8326,1.650144
5/2/2019 1:00,0.891292,1.873428,0.314989,0.832811,1.708511
5/2/2019 1:15,0.891292,1.865617,0.307794,0.829662,1.751033
5/2/2019 1:30,0.891292,1.837867,0.3,0.832389,1.760333
5/2/2019 1:45,0.891292,1.843622,0.3,0.834922,1.768428
5/2/2019 2:00,0.891292,1.8354,0.3,0.852867,1.772891
5/2/2019 2:15,0.891292,1.83355,0.3,0.863,1.776867
5/2/2019 2:30,0.891292,1.828,0.292394,0.857933,1.781
5/2/2019 2:45,0.891292,1.815333,0.265467,0.863,1.801839
5/2/2019 3:00,0.891292,1.798444,0.263,0.863,1.8058
5/2/2019 3:15,0.891292,1.79,0.263,0.863,1.812
5/2/2019 3:30,0.891292,1.793096,0.255189,0.863,1.83995
5/2/2019 3:45,0.891292,1.784933,0.2326,0.863,1.875015
5/2/2019 4:00,0.891292,1.764667,0.230067,0.863,1.94815
5/2/2019 4:15,0.891292,1.757067,0.227533,0.863,1.985705
5/2/2019 4:30,0.891292,1.752,0.225,0.863,2
5/2/2019 4:45,0.891292,1.747067,0.225,0.863,2
5/2/2019 5:00,0.891292,1.725295,0.225,0.863,1.997761
5/2/2019 5:15,0.891292,1.719933,0.225,0.863,1.9648
5/2/2019 5:30,0.891292,1.708422,0.222467,0.863,1.9434
5/2/2019 5:45,0.891292,1.697733,0.222467,0.863,1.922361
5/2/2019 6:00,0.891292,1.680467,0.222871,0.863,1.901867
5/2/2019 6:15,0.891292,1.675467,0.219933,0.863,1.875
5/2/2019 6:30,0.891292,1.651259,0.225,0.865467,1.858294
5/2/2019 6:45,0.891292,1.644856,0.225,0.863,1.835289
5/2/2019 7:00,0.891292,1.64,0.242944,0.865467,1.809717
5/2/2019 7:15,0.891292,1.616173,0.263,0.867933,1.786856
5/2/2019 7:30,0.891292,1.607933,0.263,0.863,1.7686
5/2/2019 7:45,0.891292,1.586533,0.263,0.865467,1.745522
5/2/2019 8:00,0.891292,1.570067,0.290339,0.865467,1.723133
5/2/2019 8:15,0.891292,1.565,0.302744,0.865467,1.719
5/2/2019 8:30,0.891292,1.533826,0.33274,0.865467,1.6934
5/2/2019 8:45,0.891292,1.529533,0.335256,0.863,1.680628
5/2/2019 9:00,0.891292,1.522067,0.34101,0.865467,1.660133
5/2/2019 9:15,0.891292,1.4974,0.370067,0.867933,1.651694
5/2/2019 9:30,0.891292,1.49,0.35465,0.865467,1.639797
5/2/2019 9:45,0.891292,1.49,0.340467,0.865467,1.627067
5/2/2019 10:00,0.891292,1.465089,0.338,0.870606,1.627067
5/2/2019 10:15,0.891292,1.452,0.338,0.863,1.625
5/2/2019 10:30,0.891292,1.439667,0.309922,0.865467,1.6064
5/2/2019 10:45,0.891292,1.449533,0.310133,0.867933,1.608137
5/2/2019 11:00,0.891292,1.421372,0.325877,0.865467,1.621039
5/2/2019 11:15,0.891292,1.417467,0.390006,0.867933,1.633439
5/2/2019 11:30,0.891292,1.415,0.414744,0.883127,1.6498
5/2/2019 11:45,0.891292,1.415,0.434237,0.885012,1.68113
5/2/2019 12:00,0.891292,1.3979,0.467678,0.895067,1.716906
5/2/2019 12:15,0.891292,1.405482,0.484122,0.874939,1.760506
5/2/2019 12:30,0.891292,1.397689,0.434378,0.877594,1.812483
5/2/2019 12:45,0.891292,1.415,0.374589,0.867933,1.858639
5/2/2019 13:00,0.891292,1.415,0.335256,0.872661,1.93335
5/2/2019 13:15,0.891292,1.411851,0.274233,0.870606,2.000345
5/2/2019 13:30,0.891292,1.423839,0,0.865467,2.067055
5/2/2019 13:45,0.891292,1.426306,0,0.865467,2.173322
5/2/2019 14:00,0.891292,1.464667,0,0.863,2.283722
5/2/2019 14:15,0.891292,1.484089,0,0.863,2.398767
5/2/2019 14:30,0.891292,1.517133,0,0.865655,2.469256
5/2/2019 14:45,0.891292,1.546148,0,0.863,2.539611
5/2/2019 15:00,0.891292,1.578933,0,0.863,2.614667
5/2/2019 15:15,0.891292,1.614306,0,0.863,2.67295
5/2/2019 15:30,0.891292,1.646967,0,0.837456,2.739839
5/2/2019 15:45,0.891292,1.678,0,0.825,2.795639
5/2/2019 16:00,0.891292,1.714589,0,0.825,2.818756
5/2/2019 16:15,0.891292,1.756355,0,0.799456,2.856572
5/2/2019 16:30,0.891292,1.791689,0,0.817611,2.881544
5/2/2019 16:45,0.891292,1.8317,0,0.825,2.908239
5/2/2019 17:00,0.891292,1.862533,0.254611,0.8326,2.903933
5/2/2019 17:15,0.891292,1.8983,0.338,0.860871,2.893428
5/2/2019 17:30,0.891292,1.920789,0.339713,0.878006,2.879133
5/2/2019 17:45,0.891292,1.959422,0.342933,0.9,2.875
5/2/2019 18:00,0.891292,1.994239,0.340467,0.940083,2.878961
5/2/2019 18:15,0.891292,2.022083,0.340467,0.975,2.895667
5/2/2019 18:30,0.891292,2.052,0.342933,0.975,2.916506
5/2/2019 18:45,0.891292,2.078811,0.345606,0.994939,2.916161
5/2/2019 19:00,0.891292,2.111378,0.339713,1.012,2.908224
5/2/2019 19:15,0.891292,2.127,0.342933,1.006878,2.8936
5/2/2019 19:30,0.891292,2.143467,0.339713,0.999667,2.891533
5/2/2019 19:45,0.891292,2.167533,0.344012,0.994528,2.906
5/2/2019 20:00,0.891292,2.1726,0.339388,0.992455,2.885161
5/2/2019 20:15,0.891292,2.181678,0.342933,0.979933,2.899972
5/2/2019 20:30,0.891292,2.192867,0.340467,0.975,2.9122
5/2/2019 20:45,0.891292,2.197933,0.340467,0.975,2.897733
5/2/2019 21:00,0.891292,2.216772,0.340467,0.954522,2.906
5/2/2019 21:15,0.891292,2.229791,0.338,0.939533,2.899642
5/2/2019 21:30,0.891292,2.218006,0.338,0.939533,2.906
5/2/2019 21:45,0.891292,2.2215,0.338,0.937,2.914611
5/2/2019 22:00,0.891292,2.2326,0.338,0.937,2.962711
5/2/2019 22:15,0.891292,2.227667,0.338,0.919528,2.987772
5/2/2019 22:30,0.891292,2.210267,0.342933,0.909867,3.035635
5/2/2019 22:45,0.891292,2.19645,0.338,0.912145,3.077111
5/2/2019 23:00,0.891292,2.182634,0.342933,0.902073,3.133439
5/2/2019 23:15,0.891292,2.168817,0.342933,0.9,3.178905
5/2/2019 23:30,0.891292,2.155,0.340467,0.9,3.208511
5/2/2019 23:45,0.891292,2.131304,0.340467,0.894861,3.229506
5/3/2019 0:00,0.891292,2.107608,0.338,0.895409,3.239667
5/3/2019 0:15,0.943533,2.083911,0.340809,0.8704,3.2438
5/3/2019 0:30,0.943533,2.035134,0.338839,0.863,3.223133
5/3/2019 0:45,0.943533,1.986356,0.342933,0.865467,3.205917
5/3/2019 1:00,0.943533,1.937578,0.338,0.865467,3.185263
5/3/2019 1:15,0.943533,1.8888,0.343122,0.863,3.164267
5/3/2019 1:30,0.943533,1.865944,0.340467,0.863,3.141361
5/3/2019 1:45,0.943533,1.843088,0.342933,0.863,3.110361
5/3/2019 2:00,0.943533,1.820232,0.338,0.860871,3.085289
5/3/2019 2:15,0.943533,1.797376,0.342933,0.847589,3.053561
5/3/2019 2:30,0.943533,1.77452,0.338,0.8326,3.032894
5/3/2019 2:45,0.943533,1.751664,0.338,0.832811,2.997933
5/3/2019 3:00,0.943533,1.728808,0.338,0.832195,2.964159
5/3/2019 3:15,0.943533,1.705952,0.338,0.832195,2.932694
5/3/2019 3:30,0.943533,1.683096,0.338,0.825,2.903761
5/3/2019 3:45,0.943533,1.674933,0.338,0.825,2.866561
5/3/2019 4:00,0.943533,1.654667,0.338,0.825,2.837356
5/3/2019 4:15,0.943533,1.647067,0.338,0.825,2.809761
5/3/2019 4:30,0.943533,1.642,0.338,0.825,2.781
5/3/2019 4:45,0.943533,1.637067,0.338,0.819722,2.747589
5/3/2019 5:00,0.943533,1.615295,0.338,0.807267,2.714556
5/3/2019 5:15,0.943533,1.609933,0.332933,0.804522,2.684761
5/3/2019 5:30,0.943533,1.598422,0.3228,0.792067,2.656
5/3/2019 5:45,0.943533,1.587733,0.305067,0.789533,2.633094
5/3/2019 6:00,0.943533,1.570467,0.307811,0.797344,2.614495
5/3/2019 6:15,0.943533,1.565467,0.3,0.789533,2.581089
5/3/2019 6:30,0.943533,1.541259,0.30526,0.7946,2.553561
5/3/2019 6:45,0.943533,1.534856,0.3,0.792067,2.526694
5/3/2019 7:00,0.943533,1.53,0.3,0.7946,2.5
5/3/2019 7:15,0.943533,1.506173,0.3,0.825,2.475028
5/3/2019 7:30,0.943533,1.497933,0.3,0.822467,2.451933
5/3/2019 7:45,0.943533,1.476533,0.3,0.825,2.424428
5/3/2019 8:00,0.943533,1.460067,0.3,0.822467,2.408224
5/3/2019 8:15,0.943533,1.455,0.3,0.825,2.378961
5/3/2019 8:30,0.943533,1.423826,0.305067,0.822256,2.347961
5/3/2019 8:45,0.943533,1.419533,0.317944,0.822871,2.344
5/3/2019 9:00,0.943533,1.412067,0.338,0.822467,2.320356
5/3/2019 9:15,0.943533,1.3874,0.365956,0.825,2.307694
5/3/2019 9:30,0.943533,1.38,0.372533,0.825,2.281
5/3/2019 9:45,0.943533,1.38,0.375,0.825,2.281
5/3/2019 10:00,0.943533,1.355089,0.365527,0.822467,2.260161
5/3/2019 10:15,0.943533,1.342,0.375,0.825,2.25
5/3/2019 10:30,0.943533,1.329667,0.375,0.825,2.25
5/3/2019 10:45,0.943533,1.339533,0.375,0.825,2.25
5/3/2019 11:00,0.943533,1.311372,0.375,0.825,2.245867
5/3/2019 11:15,0.943533,1.307467,0.375,0.825,2.254133
5/3/2019 11:30,0.943533,1.305,0.375,0.835344,2.272906
5/3/2019 11:45,0.943533,1.305,0.375,0.830067,2.281
5/3/2019 12:00,0.943533,1.2879,0.338,0.830067,2.316444
5/3/2019 12:15,0.943533,1.295482,0.340655,0.832195,2.344
5/3/2019 12:30,0.943533,1.287689,0.338,0.832389,2.381372
5/3/2019 12:45,0.943533,1.305,0.338,0.827533,2.422705
5/3/2019 13:00,0.943533,1.305,0.338,0.833005,2.456378
5/3/2019 13:15,0.943533,1.301851,0.338,0.827744,2.508439
5/3/2019 13:30,0.943533,1.313839,0.338,0.827129,2.56675
5/3/2019 13:45,0.943533,1.316306,0.338,0.827533,2.625345
5/3/2019 14:00,0.943533,1.354667,0.338,0.825,2.714844
5/3/2019 14:15,0.943533,1.374089,0.338,0.825,2.737945
5/3/2019 14:30,0.943533,1.407133,0.338,0.825,2.823189
5/3/2019 14:45,0.943533,1.436148,0.338,0.819933,2.916922
5/3/2019 15:00,0.943533,1.468933,0.338,0.819933,3.000345
5/3/2019 15:15,0.943533,1.504306,0.342933,0.797344,3.070778
5/3/2019 15:30,0.943533,1.536967,0.338,0.825,3.135505
5/3/2019 15:45,0.943533,1.568,0.340467,0.837878,3.245801
5/3/2019 16:00,0.943533,1.604589,0.340467,0.878006,3.409235
5/3/2019 16:15,0.943533,1.646355,0.342933,0.904933,3.565094
5/3/2019 16:30,0.943533,1.681689,0.340467,0.934927,3.688291
5/3/2019 16:45,0.943533,1.7217,0.345606,0.969933,3.911722
5/3/2019 17:00,0.943533,1.752533,0.343139,0.975,4.100976
5/3/2019 17:15,0.943533,1.7883,0.362872,0.982606,4.190213
5/3/2019 17:30,0.943533,1.810789,0.348072,0.979933,4.275145
5/3/2019 17:45,0.943533,1.849422,0.3602,0.980122,4.407483
5/3/2019 18:00,0.943533,1.884239,0.370067,0.975,4.526709
5/3/2019 18:15,0.943533,1.912083,0.375,0.975,4.564617
5/3/2019 18:30,0.943533,1.942,0.375,0.975,4.583674
5/3/2019 18:45,0.943533,1.968811,0.375,0.975,4.570192
5/3/2019 19:00,0.943533,2.001378,0.375,0.972467,4.553576
5/3/2019 19:15,0.943533,2.017,0.375,0.951989,4.520494
5/3/2019 19:30,0.943533,2.033467,0.375,0.942067,4.453506
5/3/2019 19:45,0.943533,2.057533,0.375,0.937,4.349741
5/3/2019 20:00,0.943533,2.0626,0.370067,0.937,4.287028
5/3/2019 20:15,0.943533,2.071678,0.375,0.9296,4.230917
5/3/2019 20:30,0.943533,2.082867,0.375,0.904933,4.172361
5/3/2019 20:45,0.943533,2.087933,0.375,0.9074,4.116389
5/3/2019 21:00,0.943533,2.106772,0.372345,0.9,4.045294
5/3/2019 21:15,0.943533,2.119791,0.375,0.9,3.974717
5/3/2019 21:30,0.943533,2.108006,0.375,0.9,3.901522
5/3/2019 21:45,0.943533,2.1115,0.372533,0.895067,3.84965
5/3/2019 22:00,0.943533,2.1226,0.375,0.875128,3.795295
5/3/2019 22:15,0.943533,2.117667,0.375,0.865655,3.741389
5/3/2019 22:30,0.943533,2.100267,0.375,0.867933,3.680583
5/3/2019 22:45,0.943533,2.102867,0.375,0.863,3.620522
5/3/2019 23:00,0.943533,2.095467,0.375,0.865467,3.55985
5/3/2019 23:15,0.943533,2.093,0.375,0.857933,3.510161
5/3/2019 23:30,0.943533,2.0828,0.375,0.860467,3.466689
5/3/2019 23:45,0.943533,2.071467,0.375,0.857722,3.437
5/4/2019 0:00,0.943533,2.037944,0.375,0.834922,3.407722
5/4/2019 0:15,0.973948,2.00442,0.375,0.825,3.372589
5/4/2019 0:30,0.973948,1.970897,0.375,0.826759,3.350028
5/4/2019 0:45,0.973948,1.953442,0.375,0.825,3.324622
5/4/2019 1:00,0.973948,1.935987,0.370067,0.825,3.312
5/4/2019 1:15,0.973948,1.918532,0.375,0.825,3.260333
5/4/2019 1:30,0.973948,1.901077,0.375,0.825,3.2438
5/4/2019 1:45,0.973948,1.883622,0.375,0.812122,3.225358
5/4/2019 2:00,0.973948,1.8754,0.375,0.792067,3.191267
5/4/2019 2:15,0.973948,1.87355,0.375,0.794195,3.16187
5/4/2019 2:30,0.973948,1.868,0.375,0.789533,3.1498
5/4/2019 2:45,0.973948,1.855333,0.375,0.792278,3.120867
5/4/2019 3:00,0.973948,1.838444,0.377467,0.794406,3.097803
5/4/2019 3:15,0.973948,1.83,0.375,0.799878,3.078726
5/4/2019 3:30,0.973948,1.833096,0.377467,0.822467,3.07283
5/4/2019 3:45,0.973948,1.824933,0.375,0.819933,3.057867
5/4/2019 4:00,0.973948,1.804667,0.377467,0.825,3.039267
5/4/2019 4:15,0.973948,1.797067,0.375,0.825,3.020494
5/4/2019 4:30,0.973948,1.792,0.377467,0.825,3.004291
5/4/2019 4:45,0.973948,1.787067,0.375,0.852867,2.983294
5/4/2019 5:00,0.973948,1.765295,0.375,0.863,2.966689
5/4/2019 5:15,0.973948,1.759933,0.377467,0.863,2.937
5/4/2019 5:30,0.973948,1.748422,0.375,0.863,2.9246
5/4/2019 5:45,0.973948,1.737733,0.375,0.860467,2.906
5/4/2019 6:00,0.973948,1.720467,0.375,0.863,2.883094
5/4/2019 6:15,0.973948,1.715467,0.372533,0.863,2.858294
5/4/2019 6:30,0.973948,1.691259,0.354856,0.863,2.844
5/4/2019 6:45,0.973948,1.684856,0.342933,0.863,2.816267
5/4/2019 7:00,0.973948,1.68,0.342933,0.867933,2.816267
5/4/2019 7:15,0.973948,1.656173,0.338,0.863,2.801667
5/4/2019 7:30,0.973948,1.647933,0.338,0.865073,2.781
5/4/2019 7:45,0.973948,1.626533,0.338,0.872867,2.782737
5/4/2019 8:00,0.973948,1.610067,0.338,0.878006,2.785133
5/4/2019 8:15,0.973948,1.605,0.338,0.880472,2.781
5/4/2019 8:30,0.973948,1.573826,0.338,0.897533,2.770494
5/4/2019 8:45,0.973948,1.569533,0.338,0.895067,2.752067
5/4/2019 9:00,0.973948,1.562067,0.338,0.880061,2.75
5/4/2019 9:15,0.973948,1.5374,0.338,0.865467,2.75
5/4/2019 9:30,0.973948,1.53,0.338,0.863,2.75
5/4/2019 9:45,0.973948,1.53,0.360817,0.863,2.75
5/4/2019 10:00,0.973948,1.505089,0.375,0.832195,2.75
5/4/2019 10:15,0.973948,1.492,0.375,0.814867,2.745867
5/4/2019 10:30,0.973948,1.479667,0.375,0.858283,2.7376
5/4/2019 10:45,0.973948,1.489533,0.375,0.924872,2.741561
5/4/2019 11:00,0.973948,1.461372,0.375,0.914594,2.75
5/4/2019 11:15,0.973948,1.457467,0.375,0.872661,2.75
5/4/2019 11:30,0.973948,1.455,0.375,0.847589,2.764639
5/4/2019 11:45,0.973948,1.455,0.375,0.817189,2.789439
5/4/2019 12:00,0.973948,1.4379,0.375,0.802411,2.829589
5/4/2019 12:15,0.973948,1.445482,0.375,0.819933,2.893945
5/4/2019 12:30,0.973948,1.437689,0.375,0.825,2.958617
5/4/2019 12:45,0.973948,1.455,0.375,0.827533,3.021011
5/4/2019 13:00,0.973948,1.455,0.375,0.835133,3.115011
5/4/2019 13:15,0.973948,1.451851,0.370272,0.8326,3.200389
5/4/2019 13:30,0.973948,1.463839,0.375,0.835344,3.289922
5/4/2019 13:45,0.973948,1.466306,0.375,0.830067,3.396183
5/4/2019 14:00,0.973948,1.504667,0.377467,0.834922,3.504924
5/4/2019 14:15,0.973948,1.524089,0.375,0.834922,3.617228
5/4/2019 14:30,0.973948,1.557133,0.377467,0.827533,3.71475
5/4/2019 14:45,0.973948,1.586148,0.375,0.827533,3.812617
5/4/2019 15:00,0.973948,1.618933,0.375,0.825,3.887572
5/4/2019 15:15,0.973948,1.654306,0.375,0.825,3.935239
5/4/2019 15:30,0.973948,1.686967,0.375,0.814656,3.990011
5/4/2019 15:45,0.973948,1.718,0.375,0.802393,4.06075
5/4/2019 16:00,0.973948,1.754589,0.375,0.797344,4.219467
5/4/2019 16:15,0.973948,1.796355,0.375,0.825,4.404806
5/4/2019 16:30,0.973948,1.831689,0.375,0.830278,4.533741
5/4/2019 16:45,0.973948,1.8717,0.372328,0.860871,4.623278
5/4/2019 17:00,0.973948,1.902533,0.372927,0.880472,4.693711
5/4/2019 17:15,0.973948,1.9383,0.399872,0.9,4.781894
5/4/2019 17:30,0.973948,1.960789,0.394528,0.912333,4.908694
5/4/2019 17:45,0.973948,1.999422,0.3824,0.937,4.930761
5/4/2019 18:00,0.973948,2.034239,0.382606,0.942278,4.901695
5/4/2019 18:15,0.973948,2.062083,0.404412,0.947133,4.886568
5/4/2019 18:30,0.973948,2.092,0.396994,0.970144,4.824933
5/4/2019 18:45,0.973948,2.118811,0.377467,0.975,4.816089
5/4/2019 19:00,0.973948,2.151378,0.375,0.990006,4.82059
5/4/2019 19:15,0.973948,2.167,0.372328,1.009533,4.807867
5/4/2019 19:30,0.973948,2.183467,0.375,1.012,4.813792
5/4/2019 19:45,0.973948,2.207533,0.372533,1.009533,4.795361
5/4/2019 20:00,0.973948,2.2126,0.375,0.979933,4.7996
5/4/2019 20:15,0.973948,2.221678,0.370067,0.975,4.783282
5/4/2019 20:30,0.973948,2.232867,0.370067,0.975,4.760334
5/4/2019 20:45,0.973948,2.237933,0.375,0.957267,4.709983
5/4/2019 21:00,0.973948,2.256772,0.372533,0.944195,4.693763
5/4/2019 21:15,0.973948,2.269791,0.375,0.937,4.659961
5/4/2019 21:30,0.973948,2.258006,0.372533,0.912128,4.645494
5/4/2019 21:45,0.973948,2.2615,0.372533,0.9074,4.627067
5/4/2019 22:00,0.973948,2.2726,0.375,0.9,4.597761
5/4/2019 22:15,0.973948,2.267667,0.372533,0.9,4.581022
5/4/2019 22:30,0.973948,2.250267,0.375,0.884994,4.56431
5/4/2019 22:45,0.973948,2.252867,0.375,0.867933,4.525116
5/4/2019 23:00,0.973948,2.245467,0.375,0.865467,4.524972
5/4/2019 23:15,0.973948,2.243,0.372345,0.863,4.514295
5/4/2019 23:30,0.973948,2.2328,0.375,0.863,4.499656
5/4/2019 23:45,0.973948,2.221467,0.375,0.850333,4.487758
5/5/2019 0:00,0.973948,2.210067,0.370272,0.837456,4.479333
5/5/2019 0:15,0.947069,2.190267,0.372533,0.827533,4.464733
5/5/2019 0:30,0.947069,2.170282,0.370067,0.825,4.46457
5/5/2019 0:45,0.947069,2.144667,0.372533,0.825,4.460644
5/5/2019 1:00,0.947069,2.126039,0.375,0.825,4.46037
5/5/2019 1:15,0.947069,2.096233,0.372927,0.825,4.469
5/5/2019 1:30,0.947069,2.077117,0.370067,0.8098,4.469
5/5/2019 1:45,0.947069,2.0542,0.375,0.791662,4.462422
5/5/2019 2:00,0.947069,2.041744,0.375,0.789533,4.452096
5/5/2019 2:15,0.947069,2.022815,0.372533,0.79226,4.437
5/5/2019 2:30,0.947069,1.993045,0.375,0.789533,4.410133
5/5/2019 2:45,0.947069,1.983267,0.375,0.789533,4.389467
5/5/2019 3:00,0.947069,1.960074,0.375,0.802006,4.375
5/5/2019 3:15,0.947069,1.942533,0.375,0.808488,4.345603
5/5/2019 3:30,0.947069,1.931228,0.375,0.819722,4.326933
5/5/2019 3:45,0.947069,1.908,0.375,0.825,4.326756
