,Zmutt / Hydrologie (Gornera_-_Debit_prise),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (1. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (2. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (3. Année précédente),C: Zmutt / Hydrologie (Gornera_-_Debit_prise) (4. Année précédente)
6/17/2019 12:30,11.173915,12.217367,14.800575,7.039306,14.358201
6/17/2019 12:45,11.542955,12.442529,15.212889,7.399495,14.685416
6/17/2019 13:00,11.725051,12.690304,15.6024,7.758471,14.893644
6/17/2019 13:15,12.106928,12.849365,16.070284,8.125047,15.138368
6/17/2019 13:30,12.4156,12.93536,16.428833,8.441405,15.655178
6/17/2019 13:45,12.723762,12.922733,16.841499,8.696944,16.020864
6/17/2019 14:00,13.109278,13.141661,17.197289,8.776523,16.299936
6/17/2019 14:15,13.296345,13.540429,17.550119,8.691578,16.585398
6/17/2019 14:30,13.580008,13.898133,17.810566,8.703822,16.618643
6/17/2019 14:45,13.725309,14.253966,18.093697,8.6934,16.783838
6/17/2019 15:00,13.983099,14.540538,18.293919,8.558705,16.962736
6/17/2019 15:15,14.028828,14.674933,18.488245,8.17085,17.141768
6/17/2019 15:30,14.130033,14.905275,18.625,7.72905,17.432417
6/17/2019 15:45,14.221622,15.049957,18.892212,7.323901,17.659369
6/17/2019 16:00,14.302348,15.321261,19.170967,6.984289,17.906092
6/17/2019 16:15,14.400399,15.5584,19.653612,6.973606,18.185524
6/17/2019 16:30,14.462255,15.6576,19.986992,7.337628,18.496426
6/17/2019 16:45,14.590263,15.80465,20.304733,7.857343,18.576174
6/17/2019 17:00,14.724498,16.059851,20.554131,8.339526,18.685324
6/17/2019 17:15,14.675934,16.3979,20.676983,8.541573,18.714228
6/17/2019 17:30,14.654091,16.586,20.813356,8.421776,18.5634
6/17/2019 17:45,14.777027,16.538334,20.894934,8.383439,18.666807
6/17/2019 18:00,14.852954,16.539984,20.807287,8.406173,18.575275
6/17/2019 18:15,14.91411,16.44985,20.776289,8.405656,18.342813
6/17/2019 18:30,14.84164,16.367273,20.766821,8.280439,18.342497
6/17/2019 18:45,14.767697,16.206718,20.571882,8.136528,18.15004
6/17/2019 19:00,14.724784,15.952833,20.315252,7.91945,17.9198
6/17/2019 19:15,14.564242,15.660311,20.193148,7.671162,17.691051
6/17/2019 19:30,14.3738,15.480455,19.859047,7.388078,17.368713
6/17/2019 19:45,14.207733,15.436817,19.576393,7.13205,17.061596
6/17/2019 20:00,14.200991,15.268062,19.51709,6.883878,16.810524
6/17/2019 20:15,13.94775,15.087011,19.384827,6.695144,16.470751
6/17/2019 20:30,13.83345,14.934689,19.126831,6.559639,16.214441
6/17/2019 20:45,13.773328,14.807715,18.85318,6.442972,15.87032
6/17/2019 21:00,13.508369,14.502517,18.501139,6.324345,15.701077
6/17/2019 21:15,13.265533,14.4665,11.278948,6.201411,15.413092
6/17/2019 21:30,13.0426,14.24093,8.765195,6.099411,15.101365
6/17/2019 21:45,12.916193,14.032717,17.75041,5.984481,14.736492
6/17/2019 22:00,12.819327,13.971092,17.510969,5.894906,14.508256
6/17/2019 22:15,12.539716,13.845597,17.186489,5.801752,14.216689
6/17/2019 22:30,12.4812,13.605617,16.674822,5.722517,13.89708
6/17/2019 22:45,12.20576,13.453311,16.349108,5.618455,13.649348
6/17/2019 23:00,12.180272,13.290486,16.052212,5.522217,13.469128
6/17/2019 23:15,11.998783,13.157926,15.915476,5.432611,13.209989
6/17/2019 23:30,11.900051,13.018333,15.626333,5.339117,13.017839
6/17/2019 23:45,11.776281,12.964867,15.6023,5.259659,12.919245
6/18/2019 0:00,11.57537,12.747916,15.466239,5.191116,12.792012
6/18/2019 0:15,11.473989,12.665113,15.334336,5.130856,12.546278
6/18/2019 0:30,11.389952,12.348076,15.242192,5.089555,12.371182
6/18/2019 0:45,11.231468,12.185065,15.164359,5.043228,12.294757
6/18/2019 1:00,11.19319,12.087074,14.992445,4.993455,12.196033
6/18/2019 1:15,11.13667,12.0209,14.862333,4.960289,12.071229
6/18/2019 1:30,11.073967,11.93647,14.739067,4.920294,11.926306
6/18/2019 1:45,11.057522,11.676875,14.619986,4.889295,11.800087
6/18/2019 2:00,11.0268,11.488212,14.522693,4.854161,11.621695
6/18/2019 2:15,10.947866,11.198904,14.463704,4.809889,11.441666
6/18/2019 2:30,10.86345,10.994226,14.235322,4.780655,11.281629
6/18/2019 2:45,10.76937,10.437645,14.062178,4.75,11.059295
6/18/2019 3:00,10.711287,9.80251,13.878774,4.721066,10.832078
6/18/2019 3:15,10.614574,9.390662,13.5981,4.691267,10.608968
6/18/2019 3:30,10.518876,9.187366,13.230748,4.664094,10.454984
6/18/2019 3:45,10.464784,9.014566,12.976504,4.639295,10.313772
6/18/2019 4:00,10.409975,8.932552,12.73039,4.614494,10.113688
6/18/2019 4:15,10.317734,8.903522,12.431054,4.59842,9.979015
6/18/2019 4:30,10.209085,9.174242,12.149156,4.566089,9.880895
6/18/2019 4:45,10.156217,9.500283,11.946311,4.551494,9.745277
6/18/2019 5:00,10.039733,10.09243,11.800734,4.524642,9.566078
6/18/2019 5:15,9.919251,10.114095,11.622267,4.501737,9.5127
6/18/2019 5:30,9.901466,9.847733,11.463126,4.472803,9.400932
6/18/2019 5:45,9.815128,9.712184,11.319467,4.453889,9.294718
6/18/2019 6:00,9.747534,9.665993,11.172977,4.430628,9.170344
6/18/2019 6:15,9.587055,9.580909,11.005712,4.403919,9.099277
6/18/2019 6:30,9.473596,9.458248,10.926104,4.362533,8.975999
6/18/2019 6:45,9.250088,9.5392,10.830033,4.343603,8.878722
6/18/2019 7:00,9.138102,9.594724,10.699156,4.295294,8.786856
6/18/2019 7:15,9.061338,9.588333,10.622255,4.268428,8.71205
6/18/2019 7:30,8.928516,9.742422,10.493711,4.237428,8.626248
6/18/2019 7:45,8.840128,9.981084,10.35225,4.208089,8.555439
6/18/2019 8:00,8.818933,10.065091,10.235879,4.162028,8.498263
6/18/2019 8:15,8.704493,10.170458,10.1606,4.137228,8.457042
6/18/2019 8:30,8.643534,10.127955,10.152928,4.102094,8.416122
6/18/2019 8:45,8.657631,10.13455,10.154867,4.089733,8.364494
6/18/2019 9:00,8.665434,10.036318,10.259945,4.072561,8.3458
6/18/2019 9:15,8.7748,10.095754,10.335822,4.077671,8.305435
6/18/2019 9:30,8.896755,10.367245,10.552258,4.127756,8.327111
6/18/2019 9:45,9.050767,10.591795,10.8066,4.206589,8.381717
6/18/2019 10:00,9.304795,10.796852,11.074339,4.325733,8.428972
6/18/2019 10:15,9.531584,11.094752,11.408789,4.503045,8.478606
6/18/2019 10:30,9.729043,11.38145,11.782842,4.699235,8.492341
6/18/2019 10:45,10.0376,11.761233,12.155037,4.877494,8.512017
6/18/2019 11:00,10.323926,12.0641,12.433626,5.021926,8.581134
6/18/2019 11:15,10.691022,12.266566,12.985962,5.198222,8.785006
6/18/2019 11:30,11.004186,12.604083,13.49005,5.459872,9.262136
6/18/2019 11:45,11.37065,12.944111,14.059144,5.782919,9.918011
6/18/2019 12:00,11.76595,13.3306,14.567939,6.149839,10.548928
6/18/2019 12:15,12.025225,13.650821,14.931723,6.516737,11.240117
6/18/2019 12:30,12.374247,14.14788,15.409642,6.792741,11.751214
6/18/2019 12:45,12.669733,14.521996,15.862066,6.946083,12.359089
6/18/2019 13:00,12.867661,14.867237,16.241484,6.970167,12.762334
6/18/2019 13:15,13.172759,15.364933,16.649801,6.899456,12.795238
6/18/2019 13:30,13.514997,15.635445,17.017498,6.748889,13.030972
6/18/2019 13:45,13.734976,15.92035,17.321943,6.624828,13.363087
6/18/2019 14:00,13.850331,16.333729,17.602083,6.708828,13.523106
6/18/2019 14:15,14.070155,16.618576,17.919785,6.928776,13.393489
6/18/2019 14:30,14.296686,16.905413,18.119816,7.055867,13.268924
6/18/2019 14:45,14.38915,17.234133,18.352661,6.985189,13.334245
6/18/2019 15:00,14.435904,17.420156,18.533678,7.063702,13.324831
6/18/2019 15:15,14.490011,17.605551,18.828222,7.330379,13.391583
6/18/2019 15:30,14.611873,17.804132,19.422766,7.471494,13.526496
6/18/2019 15:45,14.701205,17.876049,19.992712,7.594361,13.667855
6/18/2019 16:00,14.705338,17.982489,20.602455,7.699733,13.87195
6/18/2019 16:15,14.722348,18.17598,20.971729,7.63918,14.123366
6/18/2019 16:30,14.822267,18.297497,21.270523,7.589555,14.678936
6/18/2019 16:45,14.857833,18.114084,21.559805,7.589817,15.05632
6/18/2019 17:00,14.755286,18.092783,21.717686,7.761139,15.344912
6/18/2019 17:15,14.740396,18.21805,21.945311,7.856113,15.190785
6/18/2019 17:30,14.730406,18.286209,22.129242,7.738294,15.026619
6/18/2019 17:45,14.772167,18.45944,22.074574,7.447673,14.869964
6/18/2019 18:00,14.652534,18.591845,22.104231,7.131045,14.511648
6/18/2019 18:15,14.68315,18.707666,22.155764,6.84665,14.235419
6/18/2019 18:30,14.636902,18.730034,22.084221,6.667546,14.002543
6/18/2019 18:45,14.316232,18.815712,22.201523,6.522115,14.023146
6/18/2019 19:00,14.029528,18.668644,22.165941,6.464733,13.932156
6/18/2019 19:15,13.837502,18.406511,21.996737,6.504636,13.67599
6/18/2019 19:30,13.636184,18.322474,21.877001,6.743967,13.490727
6/18/2019 19:45,13.5602,17.933712,21.638889,7.153154,13.321078
6/18/2019 20:00,13.500911,17.592421,21.617661,7.106989,13.095378
6/18/2019 20:15,13.345539,17.279869,21.446623,6.867063,12.920633
6/18/2019 20:30,13.297875,16.972733,21.084438,6.672172,12.745603
6/18/2019 20:45,13.269611,16.568184,20.770578,6.574622,12.5793
6/18/2019 21:00,13.451153,16.296728,20.497389,6.499105,12.424824
6/18/2019 21:15,13.649366,15.945784,3.246256,6.311361,12.275367
6/18/2019 21:30,13.645734,15.638179,15.703934,6.134461,12.179295
6/18/2019 21:45,13.555072,15.37604,19.705345,5.995105,12.002411
6/18/2019 22:00,13.514934,15.225077,19.368717,5.907722,11.923228
6/18/2019 22:15,13.537329,1.677496,18.945734,5.860361,11.786208
6/18/2019 22:30,13.7977,13.652059,18.5436,5.815906,11.658095
6/18/2019 22:45,13.8263,13.538045,18.121103,5.695144,11.517866
6/18/2019 23:00,13.744534,13.442779,17.828165,5.580611,11.353133
6/18/2019 23:15,13.4789,13.198674,17.567207,5.505856,11.274934
6/18/2019 23:30,13.185343,12.987656,17.226566,5.453889,11.157984
6/18/2019 23:45,13.072217,12.8094,16.959517,5.353477,11.042188
6/19/2019 0:00,12.867897,12.613684,16.717606,5.255683,10.951344
6/19/2019 0:15,12.786366,12.491716,16.558979,5.17002,10.854167
6/19/2019 0:30,12.57805,12.321778,16.471596,5.095028,10.734917
6/19/2019 0:45,12.465834,12.205717,16.305656,5.011898,10.668159
6/19/2019 1:00,12.37202,12.076815,16.218014,4.918122,10.523841
6/19/2019 1:15,12.280517,11.944963,16.146183,4.860361,10.381133
6/19/2019 1:30,12.181728,11.785584,16.067797,4.792848,10.249024
6/19/2019 1:45,12.023646,11.665192,15.947355,4.739494,10.072495
6/19/2019 2:00,11.884311,11.493828,15.886722,4.68065,10.00616
6/19/2019 2:15,11.798606,11.349133,15.830533,4.634989,9.929317
6/19/2019 2:30,11.6499,11.19315,15.7558,4.591689,9.821632
6/19/2019 2:45,11.511654,11.129872,15.695333,4.559828,9.733267
6/19/2019 3:00,11.323717,11.063723,15.574844,4.528919,9.663816
6/19/2019 3:15,11.247325,10.927978,15.454993,4.498091,9.669434
6/19/2019 3:30,11.148378,10.862429,15.427158,4.466317,9.630281
6/19/2019 3:45,11.0258,10.76435,15.243628,4.434894,9.541467
6/19/2019 4:00,10.893217,10.685984,15.101289,4.418558,9.407439
6/19/2019 4:15,10.753429,10.579563,14.937111,4.397561,9.252733
6/19/2019 4:30,10.651983,10.496211,14.8268,4.378961,9.158478
6/19/2019 4:45,10.53463,10.459224,14.651204,4.358294,9.029956
6/19/2019 5:00,10.510042,10.29885,14.296721,4.344,8.892667
6/19/2019 5:15,10.478642,10.221763,13.8978,4.337422,8.734354
6/19/2019 5:30,10.386406,10.025,13.592656,4.312,8.63285
6/19/2019 5:45,10.306133,9.868628,13.23218,4.295294,8.522105
6/19/2019 6:00,10.247867,9.717082,12.809808,4.272561,8.44804
6/19/2019 6:15,10.177934,9.568534,12.537126,4.25587,8.384772
6/19/2019 6:30,10.094684,9.42365,12.2236,4.241561,8.270017
6/19/2019 6:45,10.1392,9.310725,11.979938,4.220822,8.247761
6/19/2019 7:00,10.085759,9.213984,11.740472,4.178561,8.211639
6/19/2019 7:15,9.930314,9.143217,11.560311,4.162358,8.154263
6/19/2019 7:30,9.884181,8.9984,11.42815,4.149628,8.113834
6/19/2019 7:45,9.84243,8.904333,11.152184,4.129119,8.131544
6/19/2019 8:00,9.806534,8.871016,10.984363,4.125,8.138979
6/19/2019 8:15,9.778055,8.761367,10.979134,4.108137,8.159371
6/19/2019 8:30,9.694648,8.774934,11.172617,4.104161,8.231783
6/19/2019 8:45,9.634048,8.683483,11.340012,4.112758,8.262572
6/19/2019 9:00,9.593389,8.767972,11.533289,4.121211,8.327867
6/19/2019 9:15,9.579001,8.911394,11.721117,4.166506,8.486244
6/19/2019 9:30,9.656861,9.113267,12.046567,4.197844,8.693267
6/19/2019 9:45,9.699883,9.313938,12.298822,4.256545,8.954257
6/19/2019 10:00,9.930583,9.374379,12.743022,4.295639,9.244228
6/19/2019 10:15,10.097867,9.077275,13.10595,4.360705,9.445371
6/19/2019 10:30,10.327467,9.009512,13.55488,4.415161,9.736617
6/19/2019 10:45,10.610217,9.309584,14.161234,4.538055,10.166724
6/19/2019 11:00,10.848878,9.693045,14.628172,4.720147,10.736807
6/19/2019 11:15,11.119766,10.136042,15.10236,5.102056,11.329162
6/19/2019 11:30,11.476738,10.612467,15.63535,5.438655,11.853398
6/19/2019 11:45,11.855739,11.221829,16.14374,5.722529,12.183608
6/19/2019 12:00,12.196733,11.883777,16.633852,6.103739,12.539178
6/19/2019 12:15,12.567782,12.566511,17.205156,6.313582,13.011833
6/19/2019 12:30,12.888155,13.023074,17.603355,6.446586,13.406834
6/19/2019 12:45,13.19958,13.386392,18.035877,6.495867,13.803669
6/19/2019 13:00,13.533611,13.635735,18.36861,6.571361,13.864722
6/19/2019 13:15,13.499257,13.680342,18.626053,6.6498,14.006709
6/19/2019 13:30,13.393534,13.764383,18.912575,6.626909,14.452783
6/19/2019 13:45,13.482089,13.966308,19.245399,6.702197,14.810102
6/19/2019 14:00,14.077997,14.336445,19.53504,6.75642,14.94895
6/19/2019 14:15,14.459063,14.793667,19.795067,6.824622,15.041434
6/19/2019 14:30,14.623728,15.24885,20.069872,6.8502,15.12927
6/19/2019 14:45,14.8697,15.618496,20.419636,6.778128,15.432554
6/19/2019 15:00,15.009522,15.912718,21.084162,6.582506,15.679873
6/19/2019 15:15,15.16125,16.071733,21.645267,6.46152,15.884083
6/19/2019 15:30,15.481625,16.259029,22.302944,6.39515,16.054876
6/19/2019 15:45,15.840067,16.376223,22.768534,6.284744,16.07415
6/19/2019 16:00,15.765297,16.566467,23.277946,6.117795,15.985156
6/19/2019 16:15,15.663195,16.612282,23.586555,6.033239,16.010578
6/19/2019 16:30,15.968067,16.671185,23.735083,6.157217,16.227772
6/19/2019 16:45,16.203815,16.73225,23.83577,6.361483,16.47776
6/19/2019 17:00,15.976967,16.865551,24.056116,6.720856,16.647766
6/19/2019 17:15,15.63992,16.996378,24.058384,6.94813,16.695089
6/19/2019 17:30,15.588254,17.108833,24.144102,6.797909,16.677933
6/19/2019 17:45,16.306702,17.053549,24.090738,6.534467,16.682699
6/19/2019 18:00,16.303772,17.042421,24.039877,6.447583,16.681723
6/19/2019 18:15,15.866356,16.998661,24.08309,6.368455,16.542078
6/19/2019 18:30,15.557735,16.865538,24.081461,6.249105,16.423653
6/19/2019 18:45,15.484365,16.804621,24.095903,6.157909,16.322145
6/19/2019 19:00,15.182566,16.704466,24.114754,6.248552,16.144125
6/19/2019 19:15,15.022682,16.607584,23.996374,6.325375,15.981092
6/19/2019 19:30,14.866467,16.420668,23.92874,6.320408,15.826612
6/19/2019 19:45,14.759653,16.358295,23.819529,6.235189,15.672362
6/19/2019 20:00,14.568501,16.154348,23.473461,6.208156,15.544161
6/19/2019 20:15,14.338,16.019672,23.306913,6.174255,15.412152
6/19/2019 20:30,14.33058,15.8812,23.180334,6.038422,15.205939
6/19/2019 20:45,14.551367,15.701841,22.948578,5.811428,14.908933
6/19/2019 21:00,14.847204,15.525467,22.788286,5.594628,14.646092
6/19/2019 21:15,14.929116,15.299933,3.828791,5.421842,14.434706
6/19/2019 21:30,14.600645,15.054566,19.26269,5.257328,14.200784
6/19/2019 21:45,14.392328,14.831002,22.467915,5.117992,13.94985
6/19/2019 22:00,13.964679,14.6718,22.220318,4.994972,13.713706
6/19/2019 22:15,13.76595,14.495865,21.773645,4.869881,13.643875
6/19/2019 22:30,13.6113,14.346766,21.465414,4.759817,13.421334
6/19/2019 22:45,13.482672,14.218689,21.021107,4.682827,13.288773
6/19/2019 23:00,13.353231,14.052067,20.704697,4.580611,13.148345
6/19/2019 23:15,13.351617,13.953793,20.478018,4.504133,12.896809
6/19/2019 23:30,13.315337,13.719234,20.183487,4.466383,12.688099
6/19/2019 23:45,13.17803,13.52275,19.8431,4.403761,12.451744
6/20/2019 0:00,13.117672,13.374817,19.489223,4.354161,12.262983
6/20/2019 0:15,13.068734,13.204589,19.243591,4.313917,12.128846
6/20/2019 0:30,13.054445,12.9654,18.971956,4.264295,11.947633
6/20/2019 0:45,12.824841,12.866159,18.640308,4.214025,11.789205
6/20/2019 1:00,12.820199,12.705055,18.488148,4.1746,11.685162
6/20/2019 1:15,12.714744,12.529793,18.22282,4.133094,11.548866
6/20/2019 1:30,12.631066,12.410133,18.083824,4.102267,11.434361
6/20/2019 1:45,12.593214,12.275383,17.979216,4.083333,11.350463
6/20/2019 2:00,12.461267,12.186806,17.857723,4.059487,11.226544
6/20/2019 2:15,12.47353,12.087678,17.726416,4.043558,11.126205
6/20/2019 2:30,12.318439,11.897517,17.599813,4.006028,11.006158
6/20/2019 2:45,12.297822,11.8322,17.453922,3.995694,10.91993
6/20/2019 3:00,12.197055,11.617416,17.366306,3.968689,10.865639
6/20/2019 3:15,12.106341,11.516178,17.231615,3.945356,10.801522
6/20/2019 3:30,11.918074,11.358494,17.11685,3.926825,10.705717
6/20/2019 3:45,11.815764,11.210749,17.097984,3.901694,10.621885
6/20/2019 4:00,11.628244,11.138178,16.959806,3.875,10.51075
6/20/2019 4:15,11.516283,11.0488,16.900625,3.858294,10.455712
6/20/2019 4:30,11.322255,10.98695,16.677029,3.837422,10.378828
6/20/2019 4:45,11.188662,10.876036,16.575363,3.8058,10.302303
6/20/2019 5:00,11.129877,10.778511,16.30559,3.797705,10.198822
6/20/2019 5:15,11.0359,10.6779,15.962013,3.784961,10.072884
6/20/2019 5:30,10.951148,10.615089,15.597916,3.756028,9.949239
6/20/2019 5:45,10.886605,10.550777,15.166728,3.745867,9.817256
6/20/2019 6:00,10.794644,10.3738,14.739317,3.7148,9.604337
6/20/2019 6:15,10.718534,10.244556,14.267767,3.687,9.341011
6/20/2019 6:30,10.608199,9.905622,13.855145,3.668228,9.135706
6/20/2019 6:45,10.585619,9.523737,13.524938,3.647561,8.947133
6/20/2019 7:00,10.454861,9.35415,13.224206,3.620694,8.802549
6/20/2019 7:15,10.381251,9.237575,12.881341,3.581022,8.60939
6/20/2019 7:30,10.284384,9.045645,12.647548,3.562,8.508438
6/20/2019 7:45,10.253966,8.480355,12.498542,3.532894,8.385583
6/20/2019 8:00,10.186267,8.228888,12.371059,3.504133,8.300891
6/20/2019 8:15,10.128073,8.108126,12.386111,3.483309,8.232491
6/20/2019 8:30,10.118852,8.114944,12.511159,3.473133,7.990772
6/20/2019 8:45,10.056769,8.298321,12.663045,3.445489,8.048428
6/20/2019 9:00,10.077728,9.379345,12.890078,3.4246,8.1126
6/20/2019 9:15,10.049616,10.412967,13.295934,3.418572,8.121078
6/20/2019 9:30,10.08255,10.636033,13.631385,3.452111,8.234516
6/20/2019 9:45,10.212483,10.697548,14.049222,3.521011,8.226329
6/20/2019 10:00,10.40701,10.817528,14.510156,3.608855,8.231846
6/20/2019 10:15,10.68763,10.87305,15.0684,3.753187,8.258028
6/20/2019 10:30,10.886078,11.141556,15.551922,3.942811,8.239772
6/20/2019 10:45,11.189611,11.415897,16.172941,4.169683,8.241427
6/20/2019 11:00,11.431813,11.710407,16.723,4.382245,8.219957
6/20/2019 11:15,11.716996,12.001148,17.176653,4.607264,8.185117
6/20/2019 11:30,12.096103,12.351851,17.711658,4.878695,8.156081
6/20/2019 11:45,12.213739,12.669318,18.35,5.180916,8.190228
6/20/2019 12:00,12.270288,12.931746,18.93001,5.516688,8.218866
6/20/2019 12:15,12.191876,13.212934,19.309649,5.849874,8.259817
6/20/2019 12:30,12.068388,13.468683,19.754835,6.163789,8.325877
6/20/2019 12:45,11.950278,13.692129,20.021683,6.463833,8.505694
6/20/2019 13:00,11.905163,13.943511,20.310104,6.761655,8.875511
6/20/2019 13:15,11.862893,14.231796,20.5602,7.037119,9.386672
6/20/2019 13:30,12.233417,14.639533,20.87384,7.301039,10.229661
6/20/2019 13:45,12.772442,15.114874,21.168633,7.536641,10.924789
6/20/2019 14:00,13.180764,15.544629,21.521778,7.771645,11.544412
6/20/2019 14:15,13.545259,15.972808,21.840763,7.974017,12.042291
6/20/2019 14:30,13.784367,16.459316,22.08032,8.186397,12.453428
6/20/2019 14:45,13.948169,16.6584,22.957304,8.331522,12.805346
6/20/2019 15:00,13.83761,16.999779,23.615496,8.479733,13.2106
6/20/2019 15:15,13.746966,17.217312,23.971954,8.663405,13.523846
6/20/2019 15:30,13.597347,17.457405,24.568083,8.802523,13.717617
6/20/2019 15:45,13.533717,17.490442,24.649698,8.860705,14.009576
6/20/2019 16:00,13.610652,17.680752,24.863161,8.952245,14.089055
6/20/2019 16:15,13.608182,17.764383,24.982222,8.977095,14.18776
6/20/2019 16:30,13.572613,17.664499,24.995565,9.008266,14.403403
6/20/2019 16:45,13.249788,17.502363,25.21512,8.972584,14.507744
6/20/2019 17:00,13.197599,17.52285,25.504169,8.901523,14.582689
6/20/2019 17:15,13.04862,17.446217,25.608749,8.790451,14.625342
6/20/2019 17:30,13.061019,17.350451,25.693916,8.699345,14.59294
6/20/2019 17:45,13.152279,17.565983,25.761675,8.605611,14.461839
6/20/2019 18:00,13.243441,17.611317,25.740885,8.524456,14.297554
6/20/2019 18:15,13.390806,17.699196,25.707338,8.424133,14.212845
6/20/2019 18:30,13.392594,17.865883,25.575541,8.276128,14.094029
6/20/2019 18:45,13.484922,18.076845,25.622766,7.982036,13.878755
6/20/2019 19:00,13.651137,18.204756,25.792822,7.662944,13.692235
6/20/2019 19:15,13.402051,18.429621,25.683184,7.434175,13.4665
6/20/2019 19:30,13.3357,18.614668,25.852951,7.286772,13.269049
6/20/2019 19:45,13.270179,18.656935,25.601715,7.180756,13.123311
6/20/2019 20:00,13.240486,18.552967,25.452358,7.139467,12.909629
6/20/2019 20:15,13.05266,18.233635,25.396578,7.035944,12.74955
6/20/2019 20:30,12.852225,17.83539,24.981783,6.77565,12.628238
6/20/2019 20:45,12.711061,17.203321,24.806911,6.547,12.381245
6/20/2019 21:00,12.455785,16.675703,24.520134,6.397172,12.206989
6/20/2019 21:15,12.316783,17.024467,2.873837,6.274009,11.923156
6/20/2019 21:30,12.165018,17.123796,19.544218,6.153315,11.696224
6/20/2019 21:45,11.937165,17.20615,23.421251,6.116144,11.516231
6/20/2019 22:00,11.786417,17.268911,23.103682,6.015706,11.290533
6/20/2019 22:15,11.656661,17.173349,22.723501,5.897217,11.089167
6/20/2019 22:30,11.609207,17.104008,22.383432,5.809783,10.949039
6/20/2019 22:45,11.464957,16.923508,22.151564,5.724387,10.817117
6/20/2019 23:00,11.336411,16.876333,21.679983,5.663922,10.649389
6/20/2019 23:15,11.307281,16.766266,21.365566,5.606228,10.523661
6/20/2019 23:30,11.097712,16.645576,20.954542,5.559783,10.394773
6/20/2019 23:45,11.073503,16.539188,20.588173,5.506028,10.274067
6/21/2019 0:00,11.049215,16.229416,20.40469,5.451933,10.145211
6/21/2019 0:15,11.001066,16.068575,20.301363,5.418228,10.024364
6/21/2019 0:30,10.910267,15.992955,20.178993,5.374828,9.896995
6/21/2019 0:45,10.797441,15.88635,20.144276,5.335289,9.79935
6/21/2019 1:00,10.714602,15.853745,19.928942,5.299428,9.686772
6/21/2019 1:15,10.689768,15.54935,19.659754,5.251722,9.576484
6/21/2019 1:30,10.69442,15.345628,19.635393,5.214422,9.457572
6/21/2019 1:45,10.568017,15.265913,19.493465,5.180628,9.380439
6/21/2019 2:00,10.521764,15.279711,19.482294,5.135161,9.23231
6/21/2019 2:15,10.366039,15.000417,19.282492,5.095583,9.137366
6/21/2019 2:30,10.30235,14.73365,19.07394,5.036856,9.012308
6/21/2019 2:45,10.232789,14.560266,18.832857,5,8.878089
6/21/2019 3:00,10.124933,14.4018,18.62826,4.993628,8.611772
6/21/2019 3:15,9.964517,14.293793,18.199608,4.956022,8.221051
6/21/2019 3:30,9.808889,14.163567,17.601234,4.930694,8.144556
6/21/2019 3:45,9.694555,14.113893,16.980444,4.916333,7.965734
6/21/2019 4:00,9.610467,13.90005,16.307379,4.901867,7.807333
6/21/2019 4:15,9.435518,13.697999,15.780345,4.918572,7.686726
6/21/2019 4:30,9.354342,13.618297,15.393815,4.954522,7.582629
6/21/2019 4:45,9.21041,13.495633,15.081856,5.020839,7.513792
6/21/2019 5:00,9.191072,13.444993,14.753519,5.074977,7.306133
6/21/2019 5:15,9.056081,13.249569,14.551634,5.104506,7.401852
6/21/2019 5:30,9.038317,13.224916,14.333159,5.078492,7.270239
6/21/2019 5:45,8.90555,13.034656,14.189941,5.028589,7.146943
6/21/2019 6:00,8.839916,12.941629,13.845467,4.972583,7.056149
6/21/2019 6:15,8.729027,12.724138,13.676455,4.924428,6.997522
6/21/2019 6:30,8.670849,12.502093,13.471539,4.875,6.942968
6/21/2019 6:45,8.559697,12.373679,13.282479,4.84147,6.878789
6/21/2019 7:00,8.510585,12.137317,13.150117,4.854315,6.831047
6/21/2019 7:15,8.466893,12.064724,12.977489,4.916506,6.76794
6/21/2019 7:30,8.420617,11.914185,12.866282,4.947844,6.823694
6/21/2019 7:45,8.415606,11.751089,12.604089,4.955859,6.870536
6/21/2019 8:00,8.384341,11.643026,12.56815,4.945533,6.815681
6/21/2019 8:15,8.307244,11.599589,12.623479,4.932867,6.724895
6/21/2019 8:30,8.291232,11.664226,12.606045,4.939133,6.66769
6/21/2019 8:45,8.282272,11.822015,12.828272,4.990056,6.629291
6/21/2019 9:00,8.294686,12.030334,13.041919,5.022906,6.650302
6/21/2019 9:15,8.299817,12.209972,13.403246,5.041506,6.656
6/21/2019 9:30,8.338738,12.504007,13.78497,5.0496,6.660306
6/21/2019 9:45,8.396209,12.941482,14.173244,5.041333,6.681417
6/21/2019 10:00,8.426133,13.210096,14.561133,5.052283,6.846572
6/21/2019 10:15,8.512055,13.672224,15.027807,5.139983,7.151891
6/21/2019 10:30,8.545115,14.107734,15.695911,5.297352,7.493505
6/21/2019 10:45,8.574844,14.632482,16.330421,5.612541,7.881394
6/21/2019 11:00,8.55395,14.8896,16.92515,5.949605,8.337523
6/21/2019 11:15,8.823436,15.300333,17.589754,6.27415,8.767073
6/21/2019 11:30,9.080765,15.912957,18.391634,6.520147,9.500789
6/21/2019 11:45,9.363238,16.340805,19.007921,6.778389,10.069067
6/21/2019 12:00,9.641282,16.6203,19.510416,7.097428,10.512212
6/21/2019 12:15,9.903901,16.702934,20.18807,7.363306,10.968334
