,Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (1. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (2. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (3. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (4. Année précédente)
5/24/2019 23:45,1.258072,2.245033,2.464687,0.742267,1.023
5/25/2019 0:00,1.233506,2.219867,2.421133,0.7419,1.009667
5/25/2019 0:15,1.215206,2.186378,2.3734,0.733828,1.0016
5/25/2019 0:30,1.198763,2.159222,2.314755,0.730875,0.9928
5/25/2019 0:45,1.1765,2.131706,2.270725,0.726267,0.9838
5/25/2019 1:00,1.166689,2.113613,2.222778,0.722967,0.975
5/25/2019 1:15,1.163938,2.1004,2.180655,0.7169,0.966067
5/25/2019 1:30,1.158383,2.07923,2.139957,0.709734,0.9588
5/25/2019 1:45,1.1532,2.061722,2.097657,0.710267,0.9512
5/25/2019 2:00,1.144167,2.046767,2.066656,0.704133,0.9412
5/25/2019 2:15,1.131772,2.036854,2.026165,0.699967,0.931
5/25/2019 2:30,1.117331,2.024317,1.991497,0.696767,0.9238
5/25/2019 2:45,1.096567,2.004883,1.958824,0.692561,0.917533
5/25/2019 3:00,1.0898,1.991562,1.930522,0.687467,0.914333
5/25/2019 3:15,1.0743,1.974821,1.905967,0.684933,0.912
5/25/2019 3:30,1.057778,1.953024,1.891255,0.681067,0.9068
5/25/2019 3:45,1.041133,1.937271,1.872267,0.675733,0.9012
5/25/2019 4:00,1.015306,1.922267,1.847056,0.673767,0.8964
5/25/2019 4:15,1.0004,1.912439,1.823922,0.669733,0.8908
5/25/2019 4:30,1.003531,1.9018,1.800389,0.6644,0.883
5/25/2019 4:45,0.986878,1.891006,1.780631,0.661567,0.877
5/25/2019 5:00,0.975813,1.8804,1.757122,0.655533,0.8734
5/25/2019 5:15,0.9773,1.872033,1.735133,0.652333,0.8682
5/25/2019 5:30,0.978806,1.86335,1.716256,0.649567,0.862733
5/25/2019 5:45,0.962433,1.851767,1.696795,0.645033,0.8574
5/25/2019 6:00,0.956061,1.845617,1.673733,0.6442,0.852
5/25/2019 6:15,0.949133,1.836233,1.639511,0.641667,0.829067
5/25/2019 6:30,0.951733,1.827267,1.599361,0.636767,0.7988
5/25/2019 6:45,0.954095,1.817717,1.576933,0.632567,0.788867
5/25/2019 7:00,0.951598,1.8108,1.5555,0.629336,0.785467
5/25/2019 7:15,0.924425,1.8038,1.533389,0.625333,0.7814
5/25/2019 7:30,0.919167,1.793067,1.516128,0.621461,0.7802
5/25/2019 7:45,0.908333,1.784539,1.495033,0.622872,0.777
5/25/2019 8:00,0.903631,1.773567,1.472728,0.614867,0.7758
5/25/2019 8:15,0.906297,1.765967,1.455333,0.612933,0.7734
5/25/2019 8:30,0.898931,1.756867,1.4348,0.611933,0.771
5/25/2019 8:45,0.891108,1.753267,1.414769,0.608733,0.7702
5/25/2019 9:00,0.872367,1.7477,1.400067,0.6044,0.769
5/25/2019 9:15,0.8692,1.744,1.384728,0.602367,0.767133
5/25/2019 9:30,0.862759,1.744,1.370692,0.604762,0.767467
5/25/2019 9:45,0.859895,1.7414,1.3584,0.606,0.764333
5/25/2019 10:00,0.855633,1.7444,1.358733,0.606502,0.762533
5/25/2019 10:15,0.855494,1.747367,1.362502,0.606667,0.7612
5/25/2019 10:30,0.859523,1.755422,1.374267,0.6056,0.759969
5/25/2019 10:45,0.868669,1.766156,1.395939,0.609808,0.758336
5/25/2019 11:00,0.871303,1.784594,1.430239,0.616694,0.7576
5/25/2019 11:15,0.886997,1.8028,1.463444,0.618569,0.7576
5/25/2019 11:30,0.905728,1.826904,1.504906,0.623467,0.7556
5/25/2019 11:45,0.909775,1.851517,1.557278,0.6319,0.7588
5/25/2019 12:00,0.920194,1.878169,1.609006,0.637972,0.7612
5/25/2019 12:15,0.937297,1.905044,1.663211,0.647641,0.762533
5/25/2019 12:30,0.963594,1.941433,1.709877,0.656564,0.769841
5/25/2019 12:45,0.968267,1.989778,1.764878,0.664135,0.778233
5/25/2019 13:00,0.9781,2.038533,1.823139,0.672472,0.789372
5/25/2019 13:15,0.987728,2.081711,1.888276,0.678267,0.800467
5/25/2019 13:30,0.991833,2.139083,1.986856,0.691606,0.814503
5/25/2019 13:45,1.006222,2.20405,2.095567,0.705572,0.828872
5/25/2019 14:00,1.017,2.285255,2.222856,0.721067,0.856006
5/25/2019 14:15,1.039483,2.379261,2.342478,0.739403,0.882475
5/25/2019 14:30,1.066897,2.455733,2.456856,0.755433,0.9049
5/25/2019 14:45,1.091433,2.528222,2.5611,0.773038,0.9267
5/25/2019 15:00,1.118194,2.581896,2.644354,0.791669,0.946041
5/25/2019 15:15,1.147822,2.631633,2.717444,0.809067,0.9683
5/25/2019 15:30,1.192189,2.690128,2.792954,0.833972,0.986408
5/25/2019 15:45,1.2528,2.7374,2.861117,0.8582,1.006136
5/25/2019 16:00,1.309969,2.785496,2.935014,0.891633,1.016606
5/25/2019 16:15,1.355653,2.827111,3.021883,0.919872,1.030139
5/25/2019 16:30,1.391961,2.878578,3.107543,0.946706,1.047731
5/25/2019 16:45,1.419438,2.936017,3.180067,0.974511,1.063706
5/25/2019 17:00,1.427,2.997722,3.251522,0.9997,1.078633
5/25/2019 17:15,1.4262,3.065145,3.311548,1.018494,1.087131
5/25/2019 17:30,1.420333,3.130889,3.359024,1.028297,1.091239
5/25/2019 17:45,1.412536,3.164328,3.405211,1.038041,1.0976
5/25/2019 18:00,1.40085,3.188867,3.444878,1.041933,1.097233
5/25/2019 18:15,1.383203,3.201183,3.519733,1.041503,1.139978
5/25/2019 18:30,1.389528,3.198539,3.541376,1.044467,1.163
5/25/2019 18:45,1.401767,3.185711,3.544667,1.043842,1.164567
5/25/2019 19:00,1.4035,3.1801,3.535856,1.043567,1.163833
5/25/2019 19:15,1.404661,3.172483,3.521891,1.040431,1.160592
5/25/2019 19:30,1.4049,3.163133,3.520239,1.034694,1.161208
5/25/2019 19:45,1.387772,3.153117,3.507356,1.028967,1.156933
5/25/2019 20:00,1.365939,3.13753,3.495807,1.022567,1.153967
5/25/2019 20:15,1.339392,3.122941,3.474285,1.014894,1.1532
5/25/2019 20:30,1.347217,3.110167,3.444867,1.0093,1.151906
5/25/2019 20:45,1.367794,3.091289,3.385357,1.000894,1.148267
5/25/2019 21:00,1.372239,3.0687,3.344087,0.992606,1.15
5/25/2019 21:15,1.371233,3.042236,3.294055,0.985525,1.158467
5/25/2019 21:30,1.360906,3.021926,3.255291,0.977367,1.141628
5/25/2019 21:45,1.354508,2.998055,3.196631,0.970567,1.1363
5/25/2019 22:00,1.336498,2.969306,3.154267,0.961494,1.131
5/25/2019 22:15,1.315811,2.950433,3.108789,0.953967,1.1258
5/25/2019 22:30,1.306067,2.9332,3.0569,0.943833,1.122567
5/25/2019 22:45,1.292836,2.913933,3.007235,0.935759,1.120231
5/25/2019 23:00,1.268998,2.8952,2.956244,0.926133,1.114433
5/25/2019 23:15,1.261561,2.877119,2.909022,0.9185,1.110161
5/25/2019 23:30,1.254362,2.861028,2.876106,0.909167,1.104367
5/25/2019 23:45,1.246,2.846361,2.840246,0.902767,1.1
5/26/2019 0:00,1.234606,2.832813,2.800189,0.893367,1.105705
5/26/2019 0:15,1.217039,2.821233,2.765522,0.8856,1.1207
5/26/2019 0:30,1.202245,2.807294,2.732535,0.877767,1.142939
5/26/2019 0:45,1.189772,2.7932,2.697961,0.872933,1.168139
5/26/2019 1:00,1.174639,2.781733,2.670344,0.8653,1.185967
5/26/2019 1:15,1.164806,2.771067,2.640389,0.855495,1.192561
5/26/2019 1:30,1.152172,2.762967,2.613178,0.849667,1.182567
5/26/2019 1:45,1.1466,2.753863,2.577589,0.843769,1.174167
5/26/2019 2:00,1.1404,2.749067,2.537856,0.831733,1.165767
5/26/2019 2:15,1.146567,2.73732,2.493057,0.826967,1.165833
5/26/2019 2:30,1.146467,2.728867,2.450802,0.8193,1.1702
5/26/2019 2:45,1.138367,2.719178,2.399522,0.813328,1.170231
5/26/2019 3:00,1.141461,2.703567,2.356183,0.807733,1.1649
5/26/2019 3:15,1.127233,2.694355,2.308522,0.802367,1.153661
5/26/2019 3:30,1.127,2.68637,2.273778,0.797567,1.144994
5/26/2019 3:45,1.1274,2.673867,2.232656,0.793428,1.134536
5/26/2019 4:00,1.126433,2.661455,2.193322,0.791067,1.120133
5/26/2019 4:15,1.122267,2.648933,2.159544,0.786733,1.107061
5/26/2019 4:30,1.116806,2.637767,2.118191,0.7822,1.094528
5/26/2019 4:45,1.115605,2.624,2.076256,0.776536,1.081333
5/26/2019 5:00,1.115431,2.608878,2.037954,0.7665,1.069194
5/26/2019 5:15,1.115467,2.594629,1.995961,0.763259,1.055533
5/26/2019 5:30,1.119664,2.58243,1.956309,0.762,1.041761
5/26/2019 5:45,1.114333,2.5711,1.921757,0.759967,1.030402
5/26/2019 6:00,1.104406,2.5536,1.894389,0.757399,1.020567
5/26/2019 6:15,1.095539,2.540675,1.858978,0.755133,0.988289
5/26/2019 6:30,1.088933,2.517422,1.810878,0.754,0.944261
5/26/2019 6:45,1.087147,2.495544,1.781056,0.75,0.926133
5/26/2019 7:00,1.074767,2.472372,1.759402,0.746831,0.913528
5/26/2019 7:15,1.072006,2.447106,1.733656,0.743506,0.901567
5/26/2019 7:30,1.0694,2.430667,1.711856,0.7432,0.894233
5/26/2019 7:45,1.073039,2.409583,1.692789,0.738438,0.887128
5/26/2019 8:00,1.0726,2.390711,1.669255,0.733894,0.881
5/26/2019 8:15,1.061733,2.368622,1.650124,0.733202,0.872933
5/26/2019 8:30,1.051939,2.346114,1.634133,0.726297,0.866169
5/26/2019 8:45,1.042567,2.331828,1.616467,0.724567,0.857961
5/26/2019 9:00,1.046567,2.303426,1.601189,0.724233,0.853967
5/26/2019 9:15,1.049103,2.283467,1.588141,0.725,0.848367
5/26/2019 9:30,1.052,2.273696,1.584539,0.720933,0.845567
5/26/2019 9:45,1.057228,2.28105,1.588189,0.721367,0.842767
5/26/2019 10:00,1.054261,2.291289,1.596433,0.7202,0.8428
5/26/2019 10:15,1.035939,2.302921,1.607811,0.7242,0.840433
5/26/2019 10:30,1.013017,2.315897,1.618733,0.7287,0.8432
5/26/2019 10:45,1.015944,2.337283,1.652739,0.729636,0.849133
5/26/2019 11:00,0.9988,2.357905,1.699778,0.738767,0.852497
5/26/2019 11:15,0.98155,2.3893,1.745265,0.746433,0.864233
5/26/2019 11:30,0.98455,2.422583,1.785143,0.755,0.869369
5/26/2019 11:45,0.9894,2.4567,1.828717,0.766172,0.875
5/26/2019 12:00,0.983533,2.502778,1.87268,0.776633,0.882233
5/26/2019 12:15,0.978892,2.549356,1.928417,0.7869,0.8867
5/26/2019 12:30,0.974564,2.596644,2.017427,0.796637,0.887494
5/26/2019 12:45,0.975906,2.643867,2.112758,0.806239,0.883767
5/26/2019 13:00,0.982033,2.685856,2.216127,0.819439,0.876136
5/26/2019 13:15,0.985725,2.7339,2.314328,0.841939,0.871367
5/26/2019 13:30,1.000633,2.785997,2.425156,0.866106,0.866967
5/26/2019 13:45,1.011052,2.848892,2.5234,0.894439,0.862328
5/26/2019 14:00,1.023967,2.908567,2.609542,0.925511,0.860106
5/26/2019 14:15,1.050838,2.986675,2.691459,0.961506,0.873133
5/26/2019 14:30,1.076956,3.067556,2.771276,1.000272,0.889906
5/26/2019 14:45,1.110628,3.164729,2.843778,1.044406,0.8926
5/26/2019 15:00,1.143328,3.2474,2.93153,1.088577,0.898067
5/26/2019 15:15,1.175256,3.337217,3.0378,1.132644,0.903167
5/26/2019 15:30,1.215356,3.416217,3.154137,1.178239,0.897167
5/26/2019 15:45,1.251794,3.500905,3.272,1.226178,0.894
5/26/2019 16:00,1.286156,3.575775,3.38,1.273544,0.8885
5/26/2019 16:15,1.313522,3.633913,3.475867,1.319522,0.892094
5/26/2019 16:30,1.335,3.675111,3.563667,1.353811,0.894
5/26/2019 16:45,1.353733,3.7197,3.6522,1.378061,0.896433
5/26/2019 17:00,1.366453,3.75805,3.734444,1.398639,0.8996
5/26/2019 17:15,1.3766,3.790192,3.805422,1.414346,0.8992
5/26/2019 17:30,1.384667,3.822933,3.879133,1.4243,0.904464
5/26/2019 17:45,1.391394,3.8392,3.909572,1.430906,0.910167
5/26/2019 18:00,1.396163,3.829308,3.9528,1.430633,0.914272
5/26/2019 18:15,1.4,3.818423,4.022241,1.4277,0.963544
5/26/2019 18:30,1.396333,3.8218,4.053733,1.4233,0.974233
5/26/2019 18:45,1.3865,3.844294,4.056446,1.421361,0.975
5/26/2019 19:00,1.3769,3.865892,4.055364,1.417891,0.9738
5/26/2019 19:15,1.373967,3.894578,4.049933,1.411466,0.969494
5/26/2019 19:30,1.381567,3.918311,4.031633,1.40783,0.964136
5/26/2019 19:45,1.386169,3.955133,4.005511,1.398603,0.960161
5/26/2019 20:00,1.385467,4.030015,3.975169,1.394336,0.956467
5/26/2019 20:15,1.382433,4.1758,3.942746,1.386928,0.953167
5/26/2019 20:30,1.377867,4.406914,3.9138,1.3806,0.946367
5/26/2019 20:45,1.369369,4.672417,3.871933,1.374011,0.937492
5/26/2019 21:00,1.357805,4.869361,3.837895,1.361764,0.931333
5/26/2019 21:15,1.349806,4.93043,3.779733,1.351462,0.923767
5/26/2019 21:30,1.342233,4.874541,3.73425,1.340561,0.913994
5/26/2019 21:45,1.335233,4.798467,3.680256,1.332497,0.906786
5/26/2019 22:00,1.326267,4.74525,3.635067,1.324956,0.898767
5/26/2019 22:15,1.314139,4.712378,3.5914,1.315869,0.890694
5/26/2019 22:30,1.306633,4.679467,3.536578,1.307633,0.883767
5/26/2019 22:45,1.300067,4.632792,3.499933,1.297967,0.877767
5/26/2019 23:00,1.291467,4.595363,3.485667,1.289025,0.870967
5/26/2019 23:15,1.279367,4.55313,3.467159,1.271495,0.8641
5/26/2019 23:30,1.267739,4.494517,3.454133,1.250333,0.856
5/26/2019 23:45,1.2541,4.421154,3.420728,1.241967,0.847567
5/27/2019 0:00,1.241378,4.361681,3.377328,1.237861,0.841967
5/27/2019 0:15,1.231467,4.317239,3.313346,1.236267,0.836028
5/27/2019 0:30,1.220472,4.2718,3.244838,1.2257,0.831969
5/27/2019 0:45,1.209283,4.214407,3.174591,1.215628,0.824567
5/27/2019 1:00,1.199633,4.162343,3.095022,1.204367,0.821272
5/27/2019 1:15,1.186372,4.118339,3.03565,1.1963,0.816561
5/27/2019 1:30,1.1772,4.053312,2.979989,1.1848,0.812461
5/27/2019 1:45,1.166667,3.983067,2.927561,1.172505,0.8072
5/27/2019 2:00,1.159872,3.912467,2.893098,1.164167,0.804367
5/27/2019 2:15,1.152133,3.867978,2.851924,1.1534,0.8016
5/27/2019 2:30,1.141806,3.844,2.808344,1.143261,0.799597
5/27/2019 2:45,1.133792,3.832252,2.776722,1.128997,0.7964
5/27/2019 3:00,1.124667,3.817006,2.748955,1.121733,0.793028
5/27/2019 3:15,1.11577,3.794514,2.7158,1.1133,0.789408
5/27/2019 3:30,1.113267,3.7728,2.681867,1.103967,0.786992
5/27/2019 3:45,1.0989,3.741167,2.643243,1.096228,0.783367
5/27/2019 4:00,1.099072,3.710835,2.610457,1.088361,0.7802
5/27/2019 4:15,1.091498,3.672867,2.577657,1.080103,0.774536
5/27/2019 4:30,1.0841,3.627179,2.5492,1.073367,0.770136
5/27/2019 4:45,1.079867,3.580889,2.500017,1.066561,0.768858
5/27/2019 5:00,1.066872,3.539017,2.457267,1.057167,0.765302
5/27/2019 5:15,1.0555,3.507156,2.397278,1.050767,0.762
5/27/2019 5:30,1.049639,3.476129,2.343778,1.044336,0.758367
5/27/2019 5:45,1.042839,3.44755,2.300733,1.038628,0.7576
5/27/2019 6:00,1.0417,3.423583,2.252033,1.033294,0.756
5/27/2019 6:15,1.035744,3.396711,2.181798,1.024261,0.736497
5/27/2019 6:30,1.031133,3.356442,2.10535,1.019128,0.710594
5/27/2019 6:45,1.026433,3.328259,2.063189,1.011831,0.7036
5/27/2019 7:00,1.023372,3.297433,2.025976,1.0052,0.7
5/27/2019 7:15,1.019508,3.271761,1.997187,1.000706,0.695936
5/27/2019 7:30,1.0206,3.238404,1.970522,0.995567,0.693067
5/27/2019 7:45,1.0378,3.203911,1.941322,0.988128,0.687859
5/27/2019 8:00,1.081022,3.170533,1.914489,0.982,0.682567
5/27/2019 8:15,1.126675,3.148811,1.891056,0.974533,0.681
5/27/2019 8:30,1.160833,3.116083,1.878989,0.965092,0.677064
5/27/2019 8:45,1.184594,3.087933,1.867789,0.957902,0.675
5/27/2019 9:00,1.211094,3.060111,1.856989,0.951106,0.6734
5/27/2019 9:15,1.226933,3.03386,1.8528,0.9464,0.675
5/27/2019 9:30,1.2348,3.010517,1.857908,0.940294,0.6758
5/27/2019 9:45,1.226667,2.98275,1.8658,0.936733,0.6774
5/27/2019 10:00,1.211308,2.949872,1.871622,0.937503,0.6806
5/27/2019 10:15,1.188467,2.924083,1.879811,0.943808,0.6798
5/27/2019 10:30,1.162167,2.897842,1.907876,0.953097,0.6838
5/27/2019 10:45,1.130062,2.877567,1.954156,0.9678,0.688139
5/27/2019 11:00,1.107536,2.862833,2.013865,0.988636,0.694
5/27/2019 11:15,1.096539,2.849674,2.085744,1.008739,0.698064
5/27/2019 11:30,1.083541,2.839079,2.159476,1.029272,0.7028
5/27/2019 11:45,1.069133,2.828433,2.244724,1.0404,0.707997
5/27/2019 12:00,1.065356,2.822533,2.338345,1.080972,0.713841
5/27/2019 12:15,1.065267,2.8222,2.452044,1.136583,0.715441
5/27/2019 12:30,1.072067,2.83,2.557102,1.182706,0.719833
5/27/2019 12:45,1.078733,2.849328,2.637409,1.235175,0.721769
5/27/2019 13:00,1.0875,2.883122,2.719978,1.282778,0.729433
5/27/2019 13:15,1.103367,2.928406,2.80065,1.341117,0.737406
5/27/2019 13:30,1.124043,2.99025,2.8933,1.406144,0.748467
5/27/2019 13:45,1.143889,3.0562,3.013242,1.474114,0.768803
5/27/2019 14:00,1.159202,3.114825,3.136134,1.550278,0.792906
5/27/2019 14:15,1.1774,3.162956,3.262904,1.622151,0.823411
5/27/2019 14:30,1.193922,3.202617,3.404256,1.689178,0.856439
5/27/2019 14:45,1.210333,3.230467,3.524111,1.752744,0.893939
5/27/2019 15:00,1.230394,3.258564,3.648878,1.808342,0.929613
5/27/2019 15:15,1.251778,3.276333,3.768146,1.870042,0.962003
5/27/2019 15:30,1.267017,3.296533,3.877756,1.938656,0.991903
5/27/2019 15:45,1.277033,3.318489,3.9887,2.045447,1.023206
5/27/2019 16:00,1.277533,3.350304,4.078193,2.155943,1.053144
5/27/2019 16:15,1.284458,3.3988,4.198211,2.22268,1.083039
5/27/2019 16:30,1.297397,3.447489,4.275771,2.27798,1.114039
5/27/2019 16:45,1.3091,3.478883,4.331524,2.33787,1.137633
5/27/2019 17:00,1.323228,3.540756,4.395333,2.385608,1.162439
5/27/2019 17:15,1.338431,3.603755,4.423606,2.420133,1.180267
5/27/2019 17:30,1.348394,3.655888,4.4693,2.438439,1.196441
5/27/2019 17:45,1.359928,3.708414,4.508852,2.443767,1.208033
5/27/2019 18:00,1.3714,3.749111,4.531104,2.459805,1.215772
5/27/2019 18:15,1.379889,3.78625,4.552776,2.458859,1.263144
5/27/2019 18:30,1.386644,3.818561,4.588809,2.471672,1.286933
5/27/2019 18:45,1.390826,3.8267,4.642745,2.471495,1.2866
5/27/2019 19:00,1.396578,3.843483,4.663897,2.462272,1.281392
5/27/2019 19:15,1.393933,3.868952,4.672332,2.451082,1.274503
5/27/2019 19:30,1.3972,3.883467,4.6556,2.441756,1.264394
5/27/2019 19:45,1.390072,3.886726,4.634869,2.436772,1.253533
5/27/2019 20:00,1.390447,3.884167,4.693322,2.430406,1.240969
5/27/2019 20:15,1.3922,3.873717,4.875844,2.422637,1.226133
5/27/2019 20:30,1.395767,3.86657,5.103291,2.413258,1.209661
5/27/2019 20:45,1.399705,3.882283,5.237009,2.40253,1.194361
5/27/2019 21:00,1.402833,3.876208,5.096924,2.383467,1.1773
5/27/2019 21:15,1.404467,3.863067,4.870813,2.389733,1.161728
5/27/2019 21:30,1.4039,3.845971,4.716969,2.397328,1.147933
5/27/2019 21:45,1.396539,3.806933,4.617193,2.407369,1.131367
5/27/2019 22:00,1.387508,3.797233,4.507035,2.401305,1.118533
5/27/2019 22:15,1.376433,3.789162,4.4299,2.383867,1.105728
5/27/2019 22:30,1.368033,3.770622,4.364946,2.371864,1.094661
5/27/2019 22:45,1.355806,3.752744,4.291094,2.348506,1.082933
5/27/2019 23:00,1.345467,3.727972,4.215646,2.339783,1.069994
5/27/2019 23:15,1.3329,3.702461,4.155858,2.323433,1.059167
5/27/2019 23:30,1.322606,3.6833,4.103567,2.30512,1.049933
5/27/2019 23:45,1.310244,3.652252,4.04167,2.291062,1.037661
5/28/2019 0:00,1.298633,3.631908,3.987167,2.259727,1.024567
5/28/2019 0:15,1.292311,3.615556,3.923213,2.232122,1.015694
5/28/2019 0:30,1.281772,3.602533,3.865378,2.198489,1.005933
5/28/2019 0:45,1.274833,3.585496,3.810856,2.174739,0.995533
5/28/2019 1:00,1.263963,3.574572,3.770867,2.151397,0.986925
5/28/2019 1:15,1.252769,3.541806,3.734067,2.132389,0.978967
5/28/2019 1:30,1.2409,3.5156,3.683333,2.105678,0.970967
5/28/2019 1:45,1.227572,3.497542,3.6404,2.082233,0.961794
5/28/2019 2:00,1.212956,3.477244,3.592267,2.0579,0.954461
5/28/2019 2:15,1.2029,3.458109,3.553333,2.034061,0.944603
5/28/2019 2:30,1.1964,3.444567,3.511667,2.009655,0.935061
5/28/2019 2:45,1.188406,3.434187,3.4728,1.986128,0.928167
5/28/2019 3:00,1.176297,3.419467,3.4088,1.968962,0.920567
5/28/2019 3:15,1.170903,3.420933,3.355733,1.943533,0.914761
5/28/2019 3:30,1.170111,3.431067,3.323733,1.916956,0.907967
5/28/2019 3:45,1.163133,3.439467,3.302133,1.892532,0.902536
5/28/2019 4:00,1.156467,3.4461,3.260467,1.875567,0.895567
5/28/2019 4:15,1.152703,3.453156,3.193267,1.874067,0.889528
5/28/2019 4:30,1.146733,3.462283,3.1314,1.864728,0.881767
5/28/2019 4:45,1.137172,3.492445,3.058467,1.856467,0.872567
5/28/2019 5:00,1.137838,3.560689,3.003267,1.845367,0.865367
5/28/2019 5:15,1.139139,3.718867,2.9494,1.833759,0.858361
5/28/2019 5:30,1.137,3.849083,2.908,1.821594,0.852767
5/28/2019 5:45,1.1376,3.897615,2.8738,1.810364,0.845936
5/28/2019 6:00,1.130341,3.860633,2.842067,1.7984,0.837794
5/28/2019 6:15,1.123,3.794825,2.7826,1.783828,0.811756
5/28/2019 6:30,1.121233,3.730409,2.731867,1.771361,0.779733
5/28/2019 6:45,1.119175,3.674033,2.686667,1.755133,0.768494
5/28/2019 7:00,1.115705,3.632892,2.649867,1.741231,0.763361
5/28/2019 7:15,1.108275,3.629021,2.610733,1.729162,0.757567
5/28/2019 7:30,1.100703,3.617221,2.5716,1.716967,0.7564
5/28/2019 7:45,1.091933,3.5942,2.531867,1.704267,0.753567
5/28/2019 8:00,1.085097,3.582163,2.479067,1.690208,0.752367
5/28/2019 8:15,1.077233,3.585348,2.4228,1.68003,0.750431
5/28/2019 8:30,1.070956,3.625889,2.3798,1.666369,0.7496
5/28/2019 8:45,1.065606,3.657215,2.337667,1.6568,0.75
5/28/2019 9:00,1.057867,3.692211,2.31,1.650533,0.754033
5/28/2019 9:15,1.048533,3.72332,2.295867,1.647633,0.756433
5/28/2019 9:30,1.042133,3.74185,2.285933,1.641667,0.764372
5/28/2019 9:45,1.034267,3.742201,2.2956,1.639831,0.773467
5/28/2019 10:00,1.029028,3.736113,2.316,1.635117,0.783833
5/28/2019 10:15,1.026267,3.70735,2.350012,1.637,0.791239
5/28/2019 10:30,1.0247,3.685633,2.405622,1.646833,0.796833
5/28/2019 10:45,1.022533,3.660371,2.4613,1.657906,0.805667
5/28/2019 11:00,1.018478,3.637192,2.523278,1.668533,0.815272
5/28/2019 11:15,1.010767,3.630333,2.597133,1.682867,0.829939
5/28/2019 11:30,1.011433,3.633267,2.667483,1.708039,0.844467
5/28/2019 11:45,1.015022,3.643494,2.748926,1.736039,0.862239
5/28/2019 12:00,1.018133,3.658733,2.83117,1.778144,0.883
5/28/2019 12:15,1.013844,3.693353,2.926,1.829672,0.908506
5/28/2019 12:30,1.018705,3.749045,3.041406,1.886711,0.9413
5/28/2019 12:45,1.0266,3.823667,3.189525,1.975556,0.971178
5/28/2019 13:00,1.036767,3.886867,3.341896,2.09175,1.000306
5/28/2019 13:15,1.057044,3.969117,3.485422,2.208052,1.036939
5/28/2019 13:30,1.096578,4.050739,3.634836,2.31205,1.078378
5/28/2019 13:45,1.144908,4.129422,3.796339,2.40745,1.115436
5/28/2019 14:00,1.179717,4.186817,3.972311,2.478763,1.158178
5/28/2019 14:15,1.209795,4.240133,4.144206,2.529378,1.204811
5/28/2019 14:30,1.232294,4.286845,4.312539,2.571164,1.247672
5/28/2019 14:45,1.249933,4.324467,4.472466,2.594278,1.288644
5/28/2019 15:00,1.262161,4.350574,4.62795,2.6066,1.330411
5/28/2019 15:15,1.273206,4.389478,4.75598,2.622669,1.371942
5/28/2019 15:30,1.2802,4.422161,4.854558,2.636332,1.408239
5/28/2019 15:45,1.288267,4.442511,4.946163,2.656139,1.444669
5/28/2019 16:00,1.2913,4.45157,5.028711,2.687233,1.478939
5/28/2019 16:15,1.286726,4.459896,5.107635,2.714808,1.504806
5/28/2019 16:30,1.274667,4.462794,5.1706,2.746978,1.535639
5/28/2019 16:45,1.261459,4.478141,5.220429,2.76747,1.562939
5/28/2019 17:00,1.244867,4.4872,5.248689,2.782275,1.586639
5/28/2019 17:15,1.232667,4.4954,5.248631,2.790328,1.608442
5/28/2019 17:30,1.219239,4.508883,5.226808,2.800691,1.617467
5/28/2019 17:45,1.208367,4.5165,5.204641,2.812106,1.6254
5/28/2019 18:00,1.197867,4.519761,5.200216,2.804128,1.6262
5/28/2019 18:15,1.192806,4.517242,5.282553,2.811733,1.664078
5/28/2019 18:30,1.1844,4.520035,5.416117,2.819206,1.676294
5/28/2019 18:45,1.175467,4.516192,5.653817,2.8193,1.668903
5/28/2019 19:00,1.165167,4.505971,5.81137,2.821095,1.657194
5/28/2019 19:15,1.154572,4.484278,5.820804,2.822403,1.643261
5/28/2019 19:30,1.145633,4.482783,5.768888,2.823333,1.627892
5/28/2019 19:45,1.134933,4.455472,5.734133,2.815267,1.6145
5/28/2019 20:00,1.1262,4.426344,5.714537,2.8178,1.597928
5/28/2019 20:15,1.118833,4.405593,5.673267,2.809664,1.579733
5/28/2019 20:30,1.110539,4.367178,5.623423,2.808433,1.559733
5/28/2019 20:45,1.099239,4.340412,5.544609,2.800733,1.539694
5/28/2019 21:00,1.095906,4.3111,5.466277,2.797133,1.521094
5/28/2019 21:15,1.094164,4.280678,5.371177,2.785133,1.494228
5/28/2019 21:30,1.087047,4.251396,5.275444,2.771128,1.474628
5/28/2019 21:45,1.0762,4.217816,5.176787,2.765089,1.455628
5/28/2019 22:00,1.070833,4.195517,5.11305,2.753091,1.437997
5/28/2019 22:15,1.065178,4.166586,5.039155,2.734425,1.418333
5/28/2019 22:30,1.052272,4.144611,4.958222,2.721064,1.401133
5/28/2019 22:45,1.053367,4.120667,4.896794,2.707564,1.386328
5/28/2019 23:00,1.0486,4.100029,4.849355,2.6912,1.372503
5/28/2019 23:15,1.045833,4.083794,4.792011,2.672905,1.362594
5/28/2019 23:30,1.036572,4.073308,4.731883,2.662328,1.349533
