,Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (1. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (2. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (3. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (4. Année précédente)
5/1/2019 0:15,0.378033,0.7302,0.3662,0.3,0.455136
5/1/2019 0:30,0.378033,0.731,0.36475,0.3,0.454064
5/1/2019 0:45,0.375,0.7294,0.362467,0.299167,0.4508
5/1/2019 1:00,0.373567,0.7258,0.362467,0.3,0.45
5/1/2019 1:15,0.372,0.724333,0.3612,0.3,0.447536
5/1/2019 1:30,0.3699,0.721497,0.359169,0.299664,0.4452
5/1/2019 1:45,0.3694,0.718667,0.356625,0.2996,0.4444
5/1/2019 2:00,0.369,0.716467,0.3548,0.2984,0.4412
5/1/2019 2:15,0.3664,0.713967,0.35,0.297967,0.439298
5/1/2019 2:30,0.364333,0.7116,0.347133,0.296,0.437
5/1/2019 2:45,0.3633,0.706148,0.344831,0.2948,0.437533
5/1/2019 3:00,0.370767,0.702933,0.345233,0.294,0.435767
5/1/2019 3:15,0.3676,0.698167,0.344,0.294,0.434733
5/1/2019 3:30,0.364061,0.695297,0.3444,0.293028,0.433
5/1/2019 3:45,0.3603,0.693533,0.3448,0.2912,0.4318
5/1/2019 4:00,0.359,0.691783,0.3452,0.293067,0.431
5/1/2019 4:15,0.356,0.691615,0.3448,0.294,0.429767
5/1/2019 4:30,0.3544,0.687518,0.3432,0.293067,0.429031
5/1/2019 4:45,0.3518,0.685067,0.3436,0.290228,0.429864
5/1/2019 5:00,0.349336,0.681464,0.3412,0.287467,0.429367
5/1/2019 5:15,0.347833,0.677869,0.340369,0.291667,0.4302
5/1/2019 5:30,0.346167,0.675,0.34,0.2898,0.429369
5/1/2019 5:45,0.344136,0.673044,0.339208,0.287933,0.429767
5/1/2019 6:00,0.344,0.671497,0.3388,0.287933,0.430167
5/1/2019 6:15,0.341367,0.669333,0.335161,0.287,0.409025
5/1/2019 6:30,0.3402,0.6676,0.333408,0.287933,0.371228
5/1/2019 6:45,0.338667,0.663867,0.331392,0.287,0.3634
5/1/2019 7:00,0.3388,0.663867,0.331,0.287,0.362467
5/1/2019 7:15,0.338,0.659667,0.329367,0.287,0.362
5/1/2019 7:30,0.33742,0.6568,0.326933,0.2862,0.380144
5/1/2019 7:45,0.337467,0.652933,0.327,0.2862,0.428667
5/1/2019 8:00,0.337533,0.6496,0.325,0.2854,0.431
5/1/2019 8:15,0.3359,0.65,0.325,0.281797,0.431
5/1/2019 8:30,0.334733,0.648,0.3246,0.276231,0.428969
5/1/2019 8:45,0.334072,0.6448,0.325,0.275,0.429433
5/1/2019 9:00,0.33345,0.640928,0.325,0.275,0.4306
5/1/2019 9:15,0.33258,0.638504,0.325,0.275,0.4282
5/1/2019 9:30,0.331467,0.6343,0.3242,0.278633,0.427333
5/1/2019 9:45,0.331,0.631,0.324167,0.280264,0.4254
5/1/2019 10:00,0.331247,0.6286,0.3206,0.281,0.4258
5/1/2019 10:15,0.3292,0.6286,0.320536,0.278969,0.425
5/1/2019 10:30,0.329664,0.6258,0.3202,0.2794,0.424167
5/1/2019 10:45,0.3296,0.6234,0.319,0.277367,0.425
5/1/2019 11:00,0.328064,0.621567,0.3194,0.278136,0.424167
5/1/2019 11:15,0.3294,0.6198,0.323,0.2786,0.425
5/1/2019 11:30,0.3279,0.6168,0.324167,0.280167,0.4242
5/1/2019 11:45,0.330864,0.612328,0.3214,0.279831,0.425097
5/1/2019 12:00,0.335861,0.610122,0.320569,0.278664,0.428969
5/1/2019 12:15,0.3384,0.608478,0.3194,0.2802,0.431803
5/1/2019 12:30,0.3424,0.6052,0.3194,0.281,0.4362
5/1/2019 12:45,0.3416,0.6036,0.319,0.281,0.437
5/1/2019 13:00,0.3412,0.604,0.3194,0.281,0.435667
5/1/2019 13:15,0.340675,0.603644,0.319,0.2818,0.435864
5/1/2019 13:30,0.344,0.602489,0.321333,0.2814,0.432661
5/1/2019 13:45,0.346967,0.602233,0.3223,0.283031,0.432967
5/1/2019 14:00,0.3526,0.6008,0.323175,0.281,0.430167
5/1/2019 14:15,0.361433,0.6008,0.322867,0.281833,0.428231
5/1/2019 14:30,0.372683,0.5978,0.323067,0.2818,0.429
5/1/2019 14:45,0.379633,0.597531,0.3242,0.283767,0.4306
5/1/2019 15:00,0.387661,0.596,0.3242,0.285,0.431
5/1/2019 15:15,0.405133,0.5948,0.321225,0.286169,0.428969
5/1/2019 15:30,0.422661,0.594025,0.3194,0.285433,0.429833
5/1/2019 15:45,0.438833,0.5932,0.319136,0.2862,0.4314
5/1/2019 16:00,0.460261,0.5893,0.3198,0.286167,0.433033
5/1/2019 16:15,0.4758,0.587208,0.3206,0.2866,0.435433
5/1/2019 16:30,0.489967,0.583061,0.323,0.287,0.4362
5/1/2019 16:45,0.5021,0.580033,0.323467,0.287,0.437
5/1/2019 17:00,0.518094,0.577533,0.323867,0.287,0.442
5/1/2019 17:15,0.5322,0.5762,0.325,0.287933,0.447633
5/1/2019 17:30,0.547428,0.5788,0.3246,0.287933,0.452833
5/1/2019 17:45,0.5557,0.5774,0.3254,0.290341,0.457867
5/1/2019 18:00,0.567767,0.575967,0.325856,0.2898,0.4645
5/1/2019 18:15,0.581892,0.5746,0.3266,0.288867,0.468567
5/1/2019 18:30,0.590567,0.575,0.327522,0.287,0.468231
5/1/2019 18:45,0.5992,0.5738,0.3258,0.287933,0.465831
5/1/2019 19:00,0.604883,0.571703,0.326667,0.287467,0.465
5/1/2019 19:15,0.606,0.5726,0.326025,0.287933,0.462494
5/1/2019 19:30,0.604703,0.568067,0.325856,0.287,0.4574
5/1/2019 19:45,0.604633,0.5676,0.324133,0.287,0.456067
5/1/2019 20:00,0.603697,0.56545,0.322667,0.2862,0.451967
5/1/2019 20:15,0.600633,0.567504,0.327867,0.285767,0.4508
5/1/2019 20:30,0.600039,0.56563,0.3274,0.284167,0.4496
5/1/2019 20:45,0.596,0.562,0.3271,0.2826,0.4472
5/1/2019 21:00,0.594,0.561767,0.3262,0.2818,0.446033
5/1/2019 21:15,0.5901,0.5576,0.3242,0.2818,0.4444
5/1/2019 21:30,0.584967,0.5564,0.320133,0.281,0.444833
5/1/2019 21:45,0.580667,0.5576,0.3134,0.281,0.444429
5/1/2019 22:00,0.575361,0.5536,0.312,0.281,0.448864
5/1/2019 22:15,0.5703,0.5522,0.312,0.2802,0.452433
5/1/2019 22:30,0.565033,0.5508,0.3076,0.279369,0.456606
5/1/2019 22:45,0.558633,0.5504,0.307722,0.2774,0.4633
5/1/2019 23:00,0.5538,0.5476,0.307136,0.277767,0.475333
5/1/2019 23:15,0.5486,0.545925,0.306,0.276633,0.488272
5/1/2019 23:30,0.541633,0.544,0.3044,0.2766,0.496433
5/1/2019 23:45,0.535633,0.543067,0.302,0.275,0.500067
5/2/2019 0:00,0.53,0.538517,0.3,0.275,0.5043
5/2/2019 0:15,0.525897,0.538983,0.3,0.275,0.506897
5/2/2019 0:30,0.5208,0.538778,0.3,0.275,0.517172
5/2/2019 0:45,0.514139,0.538985,0.3,0.275,0.525067
5/2/2019 1:00,0.507033,0.537,0.2996,0.2742,0.532633
5/2/2019 1:15,0.500467,0.5358,0.298,0.2746,0.533567
5/2/2019 1:30,0.496067,0.5346,0.296431,0.272967,0.534233
5/2/2019 1:45,0.4949,0.531,0.2956,0.271,0.543739
5/2/2019 2:00,0.493067,0.5306,0.2948,0.272167,0.558033
5/2/2019 2:15,0.487728,0.528433,0.294,0.271833,0.555103
5/2/2019 2:30,0.4858,0.5282,0.293533,0.269833,0.5504
5/2/2019 2:45,0.483136,0.527133,0.288828,0.2694,0.546994
5/2/2019 3:00,0.478833,0.527533,0.2912,0.2698,0.533367
5/2/2019 3:15,0.474033,0.5258,0.2912,0.269,0.521661
5/2/2019 3:30,0.4694,0.524367,0.290733,0.269,0.512972
5/2/2019 3:45,0.465136,0.522222,0.290267,0.267628,0.525071
5/2/2019 4:00,0.461933,0.520689,0.291667,0.258503,0.5314
5/2/2019 4:15,0.4555,0.519,0.292094,0.263,0.525367
5/2/2019 4:30,0.4526,0.516822,0.289836,0.263,0.523033
5/2/2019 4:45,0.446933,0.515733,0.2884,0.2646,0.541572
5/2/2019 5:00,0.43985,0.512467,0.287,0.2638,0.570569
5/2/2019 5:15,0.435867,0.513047,0.287933,0.2638,0.575706
5/2/2019 5:30,0.4317,0.5108,0.287467,0.263,0.566928
5/2/2019 5:45,0.427467,0.5088,0.287,0.263,0.5572
5/2/2019 6:00,0.4242,0.5108,0.287467,0.263,0.537528
5/2/2019 6:15,0.4218,0.507269,0.287,0.262533,0.510194
5/2/2019 6:30,0.417767,0.5076,0.287,0.262533,0.494336
5/2/2019 6:45,0.418417,0.5048,0.287,0.262533,0.497633
5/2/2019 7:00,0.41325,0.5036,0.287,0.2616,0.505267
5/2/2019 7:15,0.411733,0.5024,0.2866,0.262494,0.5092
5/2/2019 7:30,0.411167,0.502,0.2862,0.262608,0.506
5/2/2019 7:45,0.406,0.501367,0.284136,0.262533,0.503533
5/2/2019 8:00,0.403433,0.499133,0.283831,0.263,0.502064
5/2/2019 8:15,0.4004,0.497,0.283864,0.260667,0.502
5/2/2019 8:30,0.3974,0.496889,0.285769,0.259694,0.499567
5/2/2019 8:45,0.396967,0.4948,0.2862,0.257361,0.4956
5/2/2019 9:00,0.3979,0.494,0.285864,0.260239,0.491161
5/2/2019 9:15,0.389967,0.491985,0.285633,0.261094,0.486567
5/2/2019 9:30,0.392333,0.491833,0.286375,0.256,0.4818
5/2/2019 9:45,0.389739,0.4884,0.287,0.256933,0.477767
5/2/2019 10:00,0.384994,0.48678,0.287,0.257436,0.475
5/2/2019 10:15,0.38155,0.486,0.287,0.256933,0.471736
5/2/2019 10:30,0.378867,0.483689,0.290733,0.256933,0.4714
5/2/2019 10:45,0.376697,0.4818,0.292211,0.257906,0.4726
5/2/2019 11:00,0.376806,0.482711,0.294,0.257439,0.4754
5/2/2019 11:15,0.3771,0.4821,0.2948,0.260667,0.479864
5/2/2019 11:30,0.3739,0.483267,0.2976,0.260628,0.485433
5/2/2019 11:45,0.383433,0.482644,0.299822,0.261675,0.494272
5/2/2019 12:00,0.381867,0.4806,0.3,0.260628,0.504033
5/2/2019 12:15,0.381,0.479633,0.3,0.257828,0.5076
5/2/2019 12:30,0.3842,0.475889,0.3,0.256933,0.510433
5/2/2019 12:45,0.3866,0.473167,0.2996,0.257867,0.518872
5/2/2019 13:00,0.386728,0.472183,0.3,0.262067,0.531533
5/2/2019 13:15,0.387867,0.471069,0.3,0.262608,0.548772
5/2/2019 13:30,0.391933,0.4751,0.3008,0.263,0.570364
5/2/2019 13:45,0.394567,0.472533,0.3004,0.263,0.596006
5/2/2019 14:00,0.4018,0.475,0.3004,0.263,0.615306
5/2/2019 14:15,0.4115,0.473333,0.301467,0.263,0.636389
5/2/2019 14:30,0.422367,0.4795,0.3004,0.263,0.648433
5/2/2019 14:45,0.433933,0.4806,0.3004,0.2662,0.657556
5/2/2019 15:00,0.448733,0.480628,0.3004,0.267033,0.668036
5/2/2019 15:15,0.462633,0.481,0.3,0.269,0.681467
5/2/2019 15:30,0.478367,0.482289,0.301633,0.269,0.696441
5/2/2019 15:45,0.489994,0.479567,0.306,0.269,0.713206
5/2/2019 16:00,0.497767,0.478067,0.3072,0.273433,0.732706
5/2/2019 16:15,0.504967,0.476211,0.3112,0.275833,0.749267
5/2/2019 16:30,0.5132,0.475,0.314372,0.279833,0.767011
5/2/2019 16:45,0.5206,0.4738,0.318067,0.2822,0.780267
5/2/2019 17:00,0.5267,0.4718,0.321433,0.287,0.794672
5/2/2019 17:15,0.5324,0.469667,0.3226,0.288906,0.808097
5/2/2019 17:30,0.5382,0.469733,0.320078,0.2956,0.8212
5/2/2019 17:45,0.543067,0.466291,0.3202,0.298864,0.8238
5/2/2019 18:00,0.547767,0.471,0.317133,0.3,0.8254
5/2/2019 18:15,0.5528,0.467133,0.313867,0.3,0.8238
5/2/2019 18:30,0.5554,0.4708,0.312933,0.3004,0.816564
5/2/2019 18:45,0.5576,0.470933,0.312,0.300831,0.808367
5/2/2019 19:00,0.560167,0.470725,0.311731,0.3,0.8048
5/2/2019 19:15,0.5603,0.466467,0.307878,0.3008,0.8024
5/2/2019 19:30,0.563017,0.469044,0.307267,0.3,0.802031
5/2/2019 19:45,0.562,0.465533,0.306,0.3,0.801233
5/2/2019 20:00,0.562467,0.464192,0.306,0.3,0.802369
5/2/2019 20:15,0.562,0.465811,0.306,0.3,0.805633
5/2/2019 20:30,0.5598,0.467446,0.304333,0.3,0.817139
5/2/2019 20:45,0.5576,0.465156,0.3008,0.3,0.834706
5/2/2019 21:00,0.5587,0.467267,0.3024,0.3,0.850467
5/2/2019 21:15,0.5569,0.4702,0.3016,0.3,0.865008
5/2/2019 21:30,0.5568,0.473667,0.306467,0.3,0.8658
5/2/2019 21:45,0.5564,0.4742,0.3085,0.3,0.863161
5/2/2019 22:00,0.553736,0.470903,0.307033,0.2992,0.852461
5/2/2019 22:15,0.550497,0.467669,0.3048,0.297967,0.842261
5/2/2019 22:30,0.547033,0.462689,0.3016,0.295231,0.844
5/2/2019 22:45,0.543533,0.461933,0.301267,0.294,0.850067
5/2/2019 23:00,0.540967,0.465472,0.301878,0.294831,0.869905
5/2/2019 23:15,0.5365,0.463111,0.295746,0.294,0.903472
5/2/2019 23:30,0.533497,0.472239,0.2984,0.294,0.937906
5/2/2019 23:45,0.5314,0.477267,0.296475,0.291631,0.971539
5/3/2019 0:00,0.525,0.481,0.2989,0.288322,1.0111
5/3/2019 0:15,0.5226,0.485661,0.3,0.287933,1.055544
5/3/2019 0:30,0.518475,0.487933,0.3,0.287,1.100744
5/3/2019 0:45,0.513867,0.485126,0.2992,0.287,1.157405
5/3/2019 1:00,0.511267,0.4835,0.2992,0.2858,1.206408
5/3/2019 1:15,0.506136,0.4826,0.3,0.287,1.249341
5/3/2019 1:30,0.5032,0.484931,0.3,0.2862,1.280306
5/3/2019 1:45,0.5006,0.483967,0.3,0.2854,1.305833
5/3/2019 2:00,0.496633,0.4806,0.298864,0.283367,1.322737
5/3/2019 2:15,0.491006,0.4802,0.2964,0.2818,1.333042
5/3/2019 2:30,0.488739,0.478033,0.297631,0.281,1.343974
5/3/2019 2:45,0.4848,0.478033,0.297169,0.281,1.355039
5/3/2019 3:00,0.4798,0.4782,0.296833,0.2818,1.367033
5/3/2019 3:15,0.4751,0.475936,0.2952,0.281,1.380667
5/3/2019 3:30,0.468533,0.473,0.296,0.281,1.388106
5/3/2019 3:45,0.465533,0.4698,0.2948,0.281,1.388467
5/3/2019 4:00,0.458272,0.465039,0.294,0.281,1.387867
5/3/2019 4:15,0.4516,0.465138,0.294336,0.281,1.387
5/3/2019 4:30,0.448706,0.460023,0.294,0.281,1.3838
5/3/2019 4:45,0.446305,0.464964,0.294,0.281,1.381336
5/3/2019 5:00,0.4381,0.462667,0.293494,0.281,1.375333
5/3/2019 5:15,0.437441,0.453967,0.292675,0.2806,1.3694
5/3/2019 5:30,0.4316,0.452222,0.293067,0.2794,1.361926
5/3/2019 5:45,0.4286,0.449467,0.291667,0.2794,1.34597
5/3/2019 6:00,0.426367,0.447217,0.290772,0.277,1.331994
5/3/2019 6:15,0.425,0.45065,0.289761,0.275736,1.315494
5/3/2019 6:30,0.4232,0.448733,0.288436,0.2754,1.2991
5/3/2019 6:45,0.4202,0.453978,0.287506,0.2754,1.280322
5/3/2019 7:00,0.4172,0.456911,0.287,0.2758,1.261797
5/3/2019 7:15,0.4192,0.452561,0.287,0.275,1.245067
5/3/2019 7:30,0.4102,0.448339,0.287,0.275,1.228794
5/3/2019 7:45,0.408536,0.442378,0.287,0.275,1.211295
5/3/2019 8:00,0.404467,0.434831,0.2854,0.274167,1.199533
5/3/2019 8:15,0.401033,0.4338,0.2842,0.275,1.184728
5/3/2019 8:30,0.4,0.440526,0.2846,0.271833,1.168533
5/3/2019 8:45,0.3982,0.441667,0.287167,0.269736,1.156133
5/3/2019 9:00,0.3948,0.447333,0.288867,0.2698,1.145058
5/3/2019 9:15,0.394,0.452533,0.287,0.269433,1.133767
5/3/2019 9:30,0.391933,0.452767,0.287,0.269336,1.121333
5/3/2019 9:45,0.389867,0.455903,0.2834,0.269,1.111094
5/3/2019 10:00,0.387672,0.451533,0.2834,0.269,1.0986
5/3/2019 10:15,0.385175,0.452439,0.2814,0.269,1.092561
5/3/2019 10:30,0.383267,0.446031,0.2822,0.269,1.082567
5/3/2019 10:45,0.383488,0.442133,0.283736,0.2686,1.0758
5/3/2019 11:00,0.383867,0.4484,0.285031,0.269,1.070967
5/3/2019 11:15,0.379156,0.44035,0.2862,0.269,1.0697
5/3/2019 11:30,0.378467,0.438467,0.283833,0.2682,1.0706
5/3/2019 11:45,0.384083,0.4436,0.2862,0.268167,1.073033
5/3/2019 12:00,0.389244,0.440939,0.285769,0.269,1.077833
5/3/2019 12:15,0.3806,0.442533,0.287,0.2682,1.087769
5/3/2019 12:30,0.379867,0.443333,0.290306,0.269,1.096833
5/3/2019 12:45,0.381,0.444633,0.294,0.269,1.101233
5/3/2019 13:00,0.381,0.4468,0.298864,0.2686,1.110706
5/3/2019 13:15,0.3802,0.4498,0.3,0.268167,1.119033
5/3/2019 13:30,0.377933,0.448585,0.2992,0.266967,1.128633
5/3/2019 13:45,0.382444,0.450867,0.2988,0.265767,1.146033
5/3/2019 14:00,0.388,0.453833,0.296736,0.2674,1.1575
5/3/2019 14:15,0.387067,0.461578,0.2968,0.268169,1.1731
5/3/2019 14:30,0.386367,0.466296,0.2948,0.269,1.195706
5/3/2019 14:45,0.375633,0.464593,0.2948,0.2686,1.224733
5/3/2019 15:00,0.375897,0.4758,0.2956,0.269,1.242333
5/3/2019 15:15,0.374833,0.478806,0.2948,0.269,1.248864
5/3/2019 15:30,0.3722,0.485433,0.294433,0.269,1.25
5/3/2019 15:45,0.370872,0.489567,0.294,0.269,1.252318
5/3/2019 16:00,0.369207,0.495867,0.294,0.269,1.270139
5/3/2019 16:15,0.369,0.5015,0.295633,0.272633,1.291167
5/3/2019 16:30,0.374667,0.5052,0.298369,0.275,1.290269
5/3/2019 16:45,0.378244,0.509867,0.3,0.2742,1.288233
5/3/2019 17:00,0.377,0.51775,0.3,0.275,1.288808
5/3/2019 17:15,0.3767,0.523325,0.2972,0.275,1.292
5/3/2019 17:30,0.376733,0.528433,0.296864,0.276633,1.296092
5/3/2019 17:45,0.3754,0.531233,0.298833,0.278969,1.3
5/3/2019 18:00,0.377,0.537364,0.2992,0.2802,1.2992
5/3/2019 18:15,0.3754,0.547033,0.2988,0.281,1.301169
5/3/2019 18:30,0.3754,0.5578,0.2984,0.281,1.298833
5/3/2019 18:45,0.375,0.563867,0.2996,0.2818,1.298767
5/3/2019 19:00,0.375,0.566472,0.3,0.283833,1.297567
5/3/2019 19:15,0.3758,0.5698,0.3,0.2862,1.294333
5/3/2019 19:30,0.3738,0.575667,0.3004,0.286169,1.294831
5/3/2019 19:45,0.371033,0.5817,0.3,0.287,1.295297
5/3/2019 20:00,0.370767,0.583361,0.3,0.287,1.3
5/3/2019 20:15,0.3691,0.580931,0.3,0.2898,1.305233
5/3/2019 20:30,0.369,0.579133,0.3,0.290302,1.307633
5/3/2019 20:45,0.3676,0.5802,0.3,0.288828,1.3128
5/3/2019 21:00,0.365733,0.5838,0.3,0.287467,1.323467
5/3/2019 21:15,0.365646,0.586519,0.3,0.287,1.3302
5/3/2019 21:30,0.3665,0.587467,0.2984,0.2862,1.3314
5/3/2019 21:45,0.3662,0.587067,0.3,0.287467,1.3277
5/3/2019 22:00,0.369383,0.582633,0.2988,0.288906,1.321231
5/3/2019 22:15,0.370833,0.579567,0.3008,0.287,1.3072
5/3/2019 22:30,0.371633,0.575567,0.3,0.287,1.298033
5/3/2019 22:45,0.3702,0.570767,0.298733,0.2858,1.289664
5/3/2019 23:00,0.3703,0.5676,0.297967,0.285433,1.282972
5/3/2019 23:15,0.368533,0.562052,0.2964,0.284233,1.2786
5/3/2019 23:30,0.365967,0.559225,0.297167,0.285,1.273367
5/3/2019 23:45,0.366667,0.557067,0.2972,0.282967,1.264961
5/4/2019 0:00,0.366083,0.557767,0.2956,0.281831,1.2539
5/4/2019 0:15,0.366133,0.556,0.296831,0.2814,1.242703
5/4/2019 0:30,0.365967,0.5552,0.295675,0.281,1.231661
5/4/2019 0:45,0.364913,0.553333,0.296,0.281,1.221128
5/4/2019 1:00,0.363739,0.5508,0.295536,0.281,1.210936
5/4/2019 1:15,0.365539,0.546967,0.296,0.281,1.202633
5/4/2019 1:30,0.362533,0.544,0.2948,0.2802,1.193433
5/4/2019 1:45,0.361667,0.541783,0.296,0.279367,1.182125
5/4/2019 2:00,0.362933,0.541586,0.296833,0.277031,1.172167
5/4/2019 2:15,0.362,0.53805,0.3,0.2758,1.163167
5/4/2019 2:30,0.359969,0.536067,0.3008,0.275,1.150262
5/4/2019 2:45,0.3596,0.536367,0.2996,0.275,1.138867
5/4/2019 3:00,0.357367,0.5322,0.299233,0.275,1.127767
5/4/2019 3:15,0.3564,0.531,0.2996,0.275,1.118533
5/4/2019 3:30,0.3566,0.528733,0.2992,0.275,1.108361
5/4/2019 3:45,0.3542,0.5258,0.2988,0.2742,1.098367
5/4/2019 4:00,0.353464,0.524,0.2984,0.271767,1.088894
5/4/2019 4:15,0.3516,0.5222,0.2984,0.271,1.080533
5/4/2019 4:30,0.35,0.519875,0.2972,0.269,1.071767
5/4/2019 4:45,0.3504,0.5172,0.2956,0.2694,1.063028
5/4/2019 5:00,0.349033,0.515022,0.295275,0.269,1.054333
5/4/2019 5:15,0.348264,0.512933,0.294,0.269,1.046367
5/4/2019 5:30,0.3468,0.512,0.294,0.269,1.041933
5/4/2019 5:45,0.346,0.5104,0.294,0.2682,1.037
5/4/2019 6:00,0.3449,0.5104,0.294,0.2674,1.031095
5/4/2019 6:15,0.344,0.507111,0.294,0.2642,1.027367
5/4/2019 6:30,0.3444,0.506,0.294,0.2642,1.0217
5/4/2019 6:45,0.3428,0.504967,0.293067,0.263736,1.013259
5/4/2019 7:00,0.3413,0.502567,0.293067,0.2634,1.006736
5/4/2019 7:15,0.340897,0.5,0.2912,0.2634,1.0044
5/4/2019 7:30,0.3384,0.500897,0.290306,0.263831,1.0012
5/4/2019 7:45,0.336328,0.5,0.290267,0.2638,0.996367
5/4/2019 8:00,0.336133,0.4996,0.290267,0.263,0.991567
5/4/2019 8:15,0.3359,0.494033,0.287933,0.263,0.984694
5/4/2019 8:30,0.33415,0.493203,0.287467,0.263,0.978662
5/4/2019 8:45,0.332058,0.490994,0.287933,0.263,0.975033
5/4/2019 9:00,0.332,0.49297,0.287933,0.263,0.969733
5/4/2019 9:15,0.3302,0.491589,0.2912,0.263,0.9616
5/4/2019 9:30,0.329967,0.491474,0.287,0.262494,0.957325
5/4/2019 9:45,0.3296,0.490646,0.287,0.263,0.951567
5/4/2019 10:00,0.3289,0.488452,0.287,0.263,0.949567
5/4/2019 10:15,0.3255,0.4862,0.287467,0.263,0.947033
5/4/2019 10:30,0.3254,0.485311,0.287,0.265833,0.939972
5/4/2019 10:45,0.3258,0.484969,0.2862,0.267433,0.936838
5/4/2019 11:00,0.325,0.489311,0.2866,0.2686,0.933433
5/4/2019 11:15,0.3242,0.487,0.286133,0.2682,0.933767
5/4/2019 11:30,0.326433,0.487467,0.287,0.2686,0.935
5/4/2019 11:45,0.3271,0.486667,0.287,0.2682,0.936233
5/4/2019 12:00,0.327167,0.485439,0.2926,0.269,0.941106
5/4/2019 12:15,0.327136,0.489633,0.294,0.269,0.946731
5/4/2019 12:30,0.330033,0.487,0.3,0.2702,0.955006
5/4/2019 12:45,0.331525,0.487467,0.2988,0.273064,0.9637
5/4/2019 13:00,0.331117,0.488267,0.2984,0.2742,0.976839
5/4/2019 13:15,0.331933,0.4909,0.2996,0.275,0.995267
5/4/2019 13:30,0.3324,0.493067,0.298767,0.275,1.016733
5/4/2019 13:45,0.336005,0.497556,0.298175,0.275,1.039836
5/4/2019 14:00,0.333672,0.498333,0.297633,0.275,1.068772
5/4/2019 14:15,0.335267,0.500311,0.297733,0.2754,1.099944
5/4/2019 14:30,0.336533,0.504897,0.3,0.2794,1.128539
5/4/2019 14:45,0.3386,0.506,0.2985,0.279369,1.154811
5/4/2019 15:00,0.341033,0.509067,0.298367,0.281,1.189206
5/4/2019 15:15,0.3436,0.5112,0.2996,0.281,1.226339
5/4/2019 15:30,0.344,0.5148,0.2996,0.284633,1.261536
5/4/2019 15:45,0.3464,0.518919,0.299569,0.286664,1.299583
5/4/2019 16:00,0.3499,0.522433,0.295536,0.290808,1.335439
5/4/2019 16:15,0.35,0.5242,0.298433,0.294,1.369806
5/4/2019 16:30,0.3552,0.5252,0.2996,0.298433,1.397869
5/4/2019 16:45,0.358,0.5296,0.299569,0.3012,1.420267
5/4/2019 17:00,0.359667,0.5326,0.296769,0.303633,1.445236
5/4/2019 17:15,0.364505,0.537467,0.298,0.306,1.470839
5/4/2019 17:30,0.369,0.541406,0.298864,0.309633,1.491472
5/4/2019 17:45,0.372,0.544453,0.298033,0.313906,1.501633
5/4/2019 18:00,0.3744,0.547733,0.299167,0.318467,1.515406
5/4/2019 18:15,0.375,0.5508,0.300736,0.324233,1.527933
5/4/2019 18:30,0.3758,0.5551,0.302433,0.328233,1.538206
5/4/2019 18:45,0.3767,0.558133,0.301967,0.331933,1.540833
5/4/2019 19:00,0.369567,0.562529,0.302367,0.337608,1.549667
5/4/2019 19:15,0.3786,0.562,0.302833,0.338,1.556933
5/4/2019 19:30,0.3798,0.567661,0.303233,0.3424,1.560164
5/4/2019 19:45,0.369272,0.571667,0.306,0.344,1.561264
5/4/2019 20:00,0.371228,0.5742,0.311233,0.346433,1.563067
5/4/2019 20:15,0.3668,0.575,0.320939,0.346833,1.558833
5/4/2019 20:30,0.365539,0.578833,0.327433,0.3456,1.553633
5/4/2019 20:45,0.372233,0.579,0.329736,0.3448,1.5516
5/4/2019 21:00,0.371833,0.5794,0.328231,0.3432,1.551411
5/4/2019 21:15,0.3759,0.58045,0.325767,0.3392,1.548767
5/4/2019 21:30,0.3742,0.584698,0.322567,0.336894,1.543933
5/4/2019 21:45,0.371905,0.585579,0.321097,0.334228,1.532961
5/4/2019 22:00,0.3711,0.588,0.319,0.331,1.5262
5/4/2019 22:15,0.362233,0.5915,0.318498,0.331,1.517594
5/4/2019 22:30,0.3655,0.5916,0.3176,0.3294,1.509633
5/4/2019 22:45,0.369,0.5932,0.315694,0.327,1.499933
5/4/2019 23:00,0.367833,0.5924,0.3134,0.3262,1.4907
5/4/2019 23:15,0.363006,0.5932,0.308767,0.325,1.478128
5/4/2019 23:30,0.3641,0.594,0.3068,0.3234,1.472167
5/4/2019 23:45,0.3572,0.5944,0.306,0.321769,1.464259
5/5/2019 0:00,0.3572,0.594,0.306433,0.320936,1.454733
5/5/2019 0:15,0.357,0.5948,0.307136,0.320631,1.449061
5/5/2019 0:30,0.356869,0.594,0.306,0.3198,1.439164
5/5/2019 0:45,0.355,0.5932,0.306,0.319,1.432106
5/5/2019 1:00,0.3554,0.592497,0.306,0.317059,1.427367
5/5/2019 1:15,0.3558,0.591533,0.306,0.3148,1.415706
5/5/2019 1:30,0.359,0.589471,0.308833,0.313828,1.408828
5/5/2019 1:45,0.3581,0.5892,0.3111,0.312,1.408428
5/5/2019 2:00,0.3558,0.587867,0.310431,0.312,1.4044
5/5/2019 2:15,0.355697,0.585861,0.3112,0.3112,1.3963
