,Arolla / Hydrologie (Ferpècle - Débit dégraveur),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (1. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (2. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (3. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (4. Année précédente)
Horodatage,m³/s,m³/s,m³/s,m³/s,m³/s
5/1/2019 0:15,0.358854,1.744044,0.359028,0.333,0.458561
5/1/2019 0:30,0.358854,1.673533,0.3528,0.333,0.4498
5/1/2019 0:45,0.358854,1.626633,0.351533,0.33412,0.446
5/1/2019 1:00,0.358854,1.577535,0.355237,0.331454,0.446
5/1/2019 1:15,0.358854,1.554222,0.355333,0.333111,0.444667
5/1/2019 1:30,0.358854,1.526444,0.351533,0.331667,0.444706
5/1/2019 1:45,0.358854,1.5115,0.354621,0.339778,0.448428
5/1/2019 2:00,0.358854,1.481778,0.352897,0.349,0.439111
5/1/2019 2:15,0.358854,1.461722,0.355131,0.349,0.444667
5/1/2019 2:30,0.358854,1.435546,0.350267,0.342231,0.438111
5/1/2019 2:45,0.358854,1.411093,0.354172,0.349,0.446
5/1/2019 3:00,0.358854,1.397956,0.354067,0.349,0.442213
5/1/2019 3:15,0.358854,1.377487,0.354348,0.349,0.443546
5/1/2019 3:30,0.358854,1.360556,0.351533,0.349,0.440556
5/1/2019 3:45,0.358854,1.347133,0.351331,0.350064,0.441889
5/1/2019 4:00,0.358854,1.343333,0.356398,0.351533,0.443333
5/1/2019 4:15,0.358854,1.325444,0.349,0.354067,0.443231
5/1/2019 4:30,0.358854,1.314956,0.351533,0.353864,0.431333
5/1/2019 4:45,0.358854,1.300533,0.351533,0.349,0.438111
5/1/2019 5:00,0.358854,1.292828,0.349,0.349,0.436667
5/1/2019 5:15,0.358854,1.284489,0.349,0.350267,0.442
5/1/2019 5:30,0.358854,1.276185,0.349,0.349,0.436556
5/1/2019 5:45,0.358854,1.261667,0.349,0.349,0.439333
5/1/2019 6:00,0.358854,1.253194,0.349,0.349,0.441889
5/1/2019 6:15,0.358854,1.241267,0.349,0.349,0.444556
5/1/2019 6:30,0.358854,1.236728,0.349,0.349,0.443222
5/1/2019 6:45,0.358854,1.221,0.349,0.349,0.442111
5/1/2019 7:00,0.358854,1.215815,0.349,0.349,0.436454
5/1/2019 7:15,0.358854,1.201,0.349,0.349,0.440778
5/1/2019 7:30,0.358854,1.201,0.349,0.351331,0.440667
5/1/2019 7:45,0.358854,1.1972,0.349,0.354067,0.444667
5/1/2019 8:00,0.358854,1.183689,0.349,0.3528,0.429787
5/1/2019 8:15,0.358854,1.182,0.349,0.35397,0.443444
5/1/2019 8:30,0.358854,1.172183,0.342333,0.354067,0.444667
5/1/2019 8:45,0.358854,1.164267,0.345,0.355237,0.439546
5/1/2019 9:00,0.358854,1.157667,0.335769,0.351533,0.440778
5/1/2019 9:15,0.358854,1.151889,0.329454,0.352906,0.446
5/1/2019 9:30,0.358854,1.144783,0.332417,0.354163,0.460039
5/1/2019 9:45,0.358854,1.13898,0.329,0.3528,0.458667
5/1/2019 10:00,0.358854,1.130333,0.320133,0.350267,0.465
5/1/2019 10:15,0.358854,1.133183,0.313897,0.355228,0.463733
5/1/2019 10:30,0.358854,1.127061,0.3138,0.351331,0.465
5/1/2019 10:45,0.358854,1.121333,0.326572,0.350267,0.471333
5/1/2019 11:00,0.358854,1.124,0.329,0.361667,0.480402
5/1/2019 11:15,0.358854,1.111222,0.317494,0.368,0.484
5/1/2019 11:30,0.358854,1.11,0.311267,0.372,0.498778
5/1/2019 11:45,0.358854,1.104,0.312533,0.36912,0.502556
5/1/2019 12:00,0.358854,1.101678,0.327936,0.368,0.504
5/1/2019 12:15,0.358854,1.091333,0.339667,0.368,0.519306
5/1/2019 12:30,0.358854,1.093867,0.349,0.368,0.539572
5/1/2019 12:45,0.358854,1.091571,0.350267,0.368,0.551444
5/1/2019 13:00,0.358854,1.0888,0.349,0.365361,0.564956
5/1/2019 13:15,0.358854,1.085,0.352624,0.363039,0.581
5/1/2019 13:30,0.358854,1.085,0.351533,0.365467,0.59988
5/1/2019 13:45,0.358854,1.085,0.355571,0.368,0.603639
5/1/2019 14:00,0.358854,1.082889,0.353117,0.368,0.636817
5/1/2019 14:15,0.358854,1.080778,0.349,0.368,0.68235
5/1/2019 14:30,0.358854,1.085,0.349,0.368,0.714678
5/1/2019 14:45,0.358854,1.085,0.349,0.368,0.755883
5/1/2019 15:00,0.358854,1.0888,0.349,0.368,0.789039
5/1/2019 15:15,0.358854,1.087815,0.349,0.368,0.823119
5/1/2019 15:30,0.358854,1.085,0.349,0.368,0.855506
5/1/2019 15:45,0.358854,1.085,0.346333,0.368,0.879706
5/1/2019 16:00,0.358854,1.080672,0.349,0.370667,0.905778
5/1/2019 16:15,0.358854,1.068533,0.349,0.378769,0.918706
5/1/2019 16:30,0.358854,1.066,0.349,0.378769,0.93
5/1/2019 16:45,0.358854,1.066,0.349,0.379898,0.931267
5/1/2019 17:00,0.358854,1.066,0.349,0.376111,0.93
5/1/2019 17:15,0.358854,1.047889,0.349,0.377546,0.93
5/1/2019 17:30,0.358854,1.046,0.349,0.378769,0.924828
5/1/2019 17:45,0.358854,1.046,0.349,0.381333,0.911
5/1/2019 18:00,0.358854,1.046,0.349,0.370769,0.9148
5/1/2019 18:15,0.358854,1.038717,0.349,0.373333,0.898787
5/1/2019 18:30,0.358854,1.032498,0.349,0.368,0.891
5/1/2019 18:45,0.358854,1.029533,0.349,0.368,0.891
5/1/2019 19:00,0.358854,1.026472,0.349,0.368,0.891
5/1/2019 19:15,0.358854,1.020983,0.349,0.368,0.893768
5/1/2019 19:30,0.358854,1.019928,0.349,0.368,0.891
5/1/2019 19:45,0.358854,1.010217,0.349,0.368,0.899111
5/1/2019 20:00,0.358854,1.008,0.349,0.368,0.913639
5/1/2019 20:15,0.358854,1.005333,0.349,0.368,0.932639
5/1/2019 20:30,0.358854,0.997778,0.344778,0.368,0.962444
5/1/2019 20:45,0.358854,0.993333,0.34075,0.368,0.993444
5/1/2019 21:00,0.358854,0.992,0.349,0.368,1.028574
5/1/2019 21:15,0.358854,0.988,0.347333,0.368,1.056889
5/1/2019 21:30,0.358854,0.988,0.340778,0.365467,1.081306
5/1/2019 21:45,0.358854,0.982933,0.333,0.368,1.104
5/1/2019 22:00,0.358854,0.976178,0.333,0.35777,1.113444
5/1/2019 22:15,0.358854,0.970267,0.335417,0.362933,1.138039
5/1/2019 22:30,0.358854,0.969,0.331667,0.3528,1.164518
5/1/2019 22:45,0.358854,0.967667,0.331667,0.352897,1.202817
5/1/2019 23:00,0.358854,0.969,0.331454,0.352897,1.236728
5/1/2019 23:15,0.358854,0.961,0.334333,0.352897,1.259417
5/1/2019 23:30,0.358854,0.949,0.334435,0.3528,1.316486
5/1/2019 23:45,0.358854,0.947733,0.333,0.349,1.351217
5/2/2019 0:00,0.358854,0.950333,0.331667,0.354163,1.385333
5/2/2019 0:15,0.40754,0.949,0.333,0.351533,1.427311
5/2/2019 0:30,0.40754,0.946889,0.331667,0.351533,1.450669
5/2/2019 0:45,0.40754,0.940556,0.333102,0.350064,1.454372
5/2/2019 1:00,0.40754,0.931267,0.332787,0.352906,1.472
5/2/2019 1:15,0.40754,0.9376,0.330333,0.3528,1.470733
5/2/2019 1:30,0.40754,0.927783,0.329,0.351639,1.469361
5/2/2019 1:45,0.40754,0.923139,0.329,0.3528,1.459333
5/2/2019 2:00,0.40754,0.916594,0.322561,0.353002,1.451733
5/2/2019 2:15,0.40754,0.913533,0.311267,0.3528,1.4492
5/2/2019 2:30,0.40754,0.911,0.291917,0.351533,1.453
5/2/2019 2:45,0.40754,0.911,0.260761,0.350267,1.446667
5/2/2019 3:00,0.40754,0.911,0.237961,0.3528,1.459237
5/2/2019 3:15,0.40754,0.902222,0.219556,0.350267,1.482778
5/2/2019 3:30,0.40754,0.891,0.194,0.352598,1.502239
5/2/2019 3:45,0.40754,0.886356,0.189889,0.350267,1.542506
5/2/2019 4:00,0.40754,0.885089,0.174,0.351533,1.565683
5/2/2019 4:15,0.40754,0.874533,0.174,0.3528,1.584963
5/2/2019 4:30,0.40754,0.872,0.315378,0.349,1.578222
5/2/2019 4:45,0.40754,0.872,0.409344,0.349,1.554961
5/2/2019 5:00,0.40754,0.871472,0.384,0.349,1.546094
5/2/2019 5:15,0.40754,0.865975,0.369333,0.349,1.521556
5/2/2019 5:30,0.40754,0.855217,0.351533,0.349,1.508361
5/2/2019 5:45,0.40754,0.850342,0.349,0.349,1.487889
5/2/2019 6:00,0.40754,0.853,0.349,0.349,1.469467
5/2/2019 6:15,0.40754,0.850333,0.349,0.349,1.455331
5/2/2019 6:30,0.40754,0.839733,0.343556,0.349,1.439163
5/2/2019 6:45,0.40754,0.833232,0.331667,0.349,1.417917
5/2/2019 7:00,0.40754,0.831733,0.333102,0.349,1.383494
5/2/2019 7:15,0.40754,0.830467,0.330333,0.349,1.369991
5/2/2019 7:30,0.40754,0.820967,0.330333,0.349,1.357333
5/2/2019 7:45,0.40754,0.814,0.333111,0.349,1.340589
5/2/2019 8:00,0.40754,0.814,0.330333,0.349,1.319556
5/2/2019 8:15,0.40754,0.808,0.330333,0.349,1.304131
5/2/2019 8:30,0.40754,0.798,0.333111,0.349,1.285228
5/2/2019 8:45,0.40754,0.796667,0.349,0.349,1.269556
5/2/2019 9:00,0.40754,0.794,0.349,0.349,1.251294
5/2/2019 9:15,0.40754,0.798,0.349,0.349,1.236094
5/2/2019 9:30,0.40754,0.791467,0.342,0.349,1.221
5/2/2019 9:45,0.40754,0.794,0.334333,0.349,1.201
5/2/2019 10:00,0.40754,0.786928,0.330333,0.349,1.201
5/2/2019 10:15,0.40754,0.783867,0.33012,0.349,1.201
5/2/2019 10:30,0.40754,0.792733,0.330435,0.349,1.192133
5/2/2019 10:45,0.40754,0.780067,0.329,0.349,1.195933
5/2/2019 11:00,0.40754,0.780594,0.329,0.349,1.1972
5/2/2019 11:15,0.40754,0.7845,0.329,0.349,1.202333
5/2/2019 11:30,0.40754,0.775,0.329,0.349,1.201
5/2/2019 11:45,0.40754,0.775,0.330926,0.349,1.207778
5/2/2019 12:00,0.40754,0.775,0.331667,0.349,1.221
5/2/2019 12:15,0.40754,0.776267,0.331667,0.349,1.227439
5/2/2019 12:30,0.40754,0.775,0.329,0.349,1.24
5/2/2019 12:45,0.40754,0.775,0.329,0.349,1.256572
5/2/2019 13:00,0.40754,0.775,0.330333,0.351533,1.265778
5/2/2019 13:15,0.40754,0.772994,0.329,0.3528,1.279
5/2/2019 13:30,0.40754,0.75885,0.330444,0.350267,1.291869
5/2/2019 13:45,0.40754,0.769933,0.330444,0.354067,1.304333
5/2/2019 14:00,0.40754,0.777533,0.330333,0.357972,1.244582
5/2/2019 14:15,0.40754,0.775,0.330333,0.368,1.182
5/2/2019 14:30,0.40754,0.776267,0.331667,0.368,1.183372
5/2/2019 14:45,0.40754,0.784711,0.329,0.368,1.201
5/2/2019 15:00,0.40754,0.792733,0.341222,0.369444,1.203667
5/2/2019 15:15,0.40754,0.788625,0.349,0.373333,1.21988
5/2/2019 15:30,0.40754,0.794,0.349,0.378565,1.2286
5/2/2019 15:45,0.40754,0.792733,0.349,0.377546,1.23348
5/2/2019 16:00,0.40754,0.787385,0.349,0.37888,1.327982
5/2/2019 16:15,0.40754,0.7902,0.347667,0.380213,1.418214
5/2/2019 16:30,0.40754,0.785133,0.330333,0.388,1.418222
5/2/2019 16:45,0.40754,0.788194,0.331667,0.388,1.427222
5/2/2019 17:00,0.40754,0.785133,0.341102,0.388,1.4326
5/2/2019 17:15,0.40754,0.7864,0.339667,0.388,1.476417
5/2/2019 17:30,0.40754,0.7864,0.333222,0.388,1.477222
5/2/2019 17:45,0.40754,0.778976,0.331667,0.385222,1.476
5/2/2019 18:00,0.40754,0.780067,0.332417,0.378454,1.489444
5/2/2019 18:15,0.40754,0.789241,0.334231,0.37888,1.509033
5/2/2019 18:30,0.40754,0.788511,0.349,0.378769,1.533533
5/2/2019 18:45,0.40754,0.789672,0.332787,0.376,1.564106
5/2/2019 19:00,0.40754,0.785661,0.333,0.377231,1.605678
5/2/2019 19:15,0.40754,0.790833,0.330333,0.379898,1.652194
5/2/2019 19:30,0.40754,0.793859,0.333,0.37888,1.700078
5/2/2019 19:45,0.40754,0.793859,0.333,0.377222,1.73238
5/2/2019 20:00,0.40754,0.795333,0.331667,0.379787,1.761944
5/2/2019 20:15,0.40754,0.796991,0.331259,0.37712,1.790111
5/2/2019 20:30,0.40754,0.795333,0.331259,0.379889,1.814772
5/2/2019 20:45,0.40754,0.794,0.332815,0.379898,1.8212
5/2/2019 21:00,0.40754,0.794,0.331667,0.381231,1.852611
5/2/2019 21:15,0.40754,0.787139,0.333444,0.382454,1.873903
5/2/2019 21:30,0.40754,0.791044,0.329,0.378454,1.900267
5/2/2019 21:45,0.40754,0.7902,0.330333,0.368,1.933306
5/2/2019 22:00,0.40754,0.794,0.329,0.368,1.946435
5/2/2019 22:15,0.40754,0.789461,0.329,0.368,1.956972
5/2/2019 22:30,0.40754,0.792311,0.329,0.368,1.976372
5/2/2019 22:45,0.40754,0.794,0.329,0.368,1.984178
5/2/2019 23:00,0.40754,0.794,0.330333,0.368,2.003811
5/2/2019 23:15,0.40754,0.794,0.329,0.368,2.029217
5/2/2019 23:30,0.40754,0.792733,0.329,0.368,2.043333
5/2/2019 23:45,0.40754,0.7902,0.329,0.368,2.073389
5/3/2019 0:00,0.40754,0.794,0.32975,0.368,2.112146
5/3/2019 0:15,0.389323,0.794,0.329,0.368,2.124667
5/3/2019 0:30,0.389323,0.796111,0.329,0.368,2.131
5/3/2019 0:45,0.389323,0.802,0.330333,0.368,2.141778
5/3/2019 1:00,0.389323,0.795667,0.331667,0.368,2.151
5/3/2019 1:15,0.389323,0.790711,0.329,0.368,2.153533
5/3/2019 1:30,0.389323,0.801222,0.329,0.368,2.162506
5/3/2019 1:45,0.389323,0.794232,0.329,0.368,2.17
5/3/2019 2:00,0.389323,0.796667,0.329,0.368,2.171267
5/3/2019 2:15,0.389323,0.799333,0.329,0.368,2.185402
5/3/2019 2:30,0.389323,0.799333,0.329,0.368,2.1852
5/3/2019 2:45,0.389323,0.795333,0.329,0.368,2.178867
5/3/2019 3:00,0.389323,0.794,0.329,0.368,2.171064
5/3/2019 3:15,0.389323,0.794,0.329,0.368,2.163667
5/3/2019 3:30,0.389323,0.788933,0.329,0.361772,2.152267
5/3/2019 3:45,0.389323,0.784078,0.329,0.360294,2.149667
5/3/2019 4:00,0.389323,0.790094,0.329,0.355333,2.142889
5/3/2019 4:15,0.389323,0.782072,0.329,0.3528,2.140232
5/3/2019 4:30,0.389323,0.784606,0.329,0.353864,2.141556
5/3/2019 4:45,0.389323,0.778061,0.329,0.355131,2.142898
5/3/2019 5:00,0.389323,0.776794,0.329,0.353864,2.151
5/3/2019 5:15,0.389323,0.7769,0.329,0.35543,2.201524
5/3/2019 5:30,0.389323,0.775422,0.329,0.351533,2.262055
5/3/2019 5:45,0.389323,0.768447,0.329,0.355333,2.283361
5/3/2019 6:00,0.389323,0.7788,0.329,0.355536,2.284628
5/3/2019 6:15,0.389323,0.776267,0.327733,0.355536,2.267
5/3/2019 6:30,0.389323,0.773733,0.329,0.355536,2.245222
5/3/2019 6:45,0.389323,0.757267,0.318867,0.351533,2.220294
5/3/2019 7:00,0.389323,0.757267,0.323828,0.351533,2.211533
5/3/2019 7:15,0.389323,0.7598,0.317706,0.355237,2.203667
5/3/2019 7:30,0.389323,0.756,0.312639,0.351533,2.195667
5/3/2019 7:45,0.389323,0.756,0.326467,0.352897,2.189
5/3/2019 8:00,0.389323,0.756,0.319922,0.35397,2.189
5/3/2019 8:15,0.389323,0.7617,0.311267,0.350267,2.189
5/3/2019 8:30,0.389323,0.758533,0.318867,0.352906,2.173694
5/3/2019 8:45,0.389323,0.752667,0.311267,0.3528,2.189
5/3/2019 9:00,0.389323,0.743333,0.312639,0.352897,2.181198
5/3/2019 9:15,0.389323,0.754667,0.311267,0.354172,2.181505
5/3/2019 9:30,0.389323,0.756,0.311267,0.354067,2.1814
5/3/2019 9:45,0.389323,0.756,0.311267,0.354067,2.175067
5/3/2019 10:00,0.389323,0.744889,0.311267,0.3528,2.172533
5/3/2019 10:15,0.389323,0.748,0.312331,0.350267,2.172533
5/3/2019 10:30,0.389323,0.743222,0.317706,0.354067,2.175172
5/3/2019 10:45,0.389323,0.752556,0.3252,0.3528,2.187636
5/3/2019 11:00,0.389323,0.752324,0.329,0.35397,2.189
5/3/2019 11:15,0.389323,0.750111,0.321294,0.3528,2.199778
5/3/2019 11:30,0.389323,0.756,0.31,0.353864,2.209
5/3/2019 11:45,0.389323,0.764867,0.31285,0.366936,2.209
5/3/2019 12:00,0.389323,0.760539,0.325094,0.368,2.212906
5/3/2019 12:15,0.389323,0.767119,0.324039,0.368,2.228
5/3/2019 12:30,0.389323,0.775,0.329,0.368,2.228
5/3/2019 12:45,0.389323,0.775,0.329,0.368,2.229333
5/3/2019 13:00,0.389323,0.79115,0.329,0.376,2.248
5/3/2019 13:15,0.389323,0.804822,0.330333,0.37888,2.248
5/3/2019 13:30,0.389323,0.784578,0.329,0.378769,2.263305
5/3/2019 13:45,0.389323,0.698,0.330333,0.378667,2.275972
5/3/2019 14:00,0.389323,0.688067,0.330333,0.378769,2.288667
5/3/2019 14:15,0.389323,0.841385,0.330333,0.378565,2.295444
5/3/2019 14:30,0.389323,0.853,0.331667,0.377435,2.306
5/3/2019 14:45,0.389323,0.862711,0.334435,0.379898,2.320039
5/3/2019 15:00,0.389323,0.872,0.334444,0.382667,2.326267
5/3/2019 15:15,0.389323,0.882872,0.330333,0.379787,2.340095
5/3/2019 15:30,0.389323,0.905778,0.333102,0.379787,2.344
5/3/2019 15:45,0.389323,0.911,0.333111,0.382565,2.3402
5/3/2019 16:00,0.389323,0.920711,0.332787,0.38288,2.345444
5/3/2019 16:15,0.389323,0.93,0.333111,0.380213,2.347889
5/3/2019 16:30,0.389323,0.942033,0.331667,0.377333,2.344
5/3/2019 16:45,0.389323,0.949,0.34788,0.38,2.352
5/3/2019 17:00,0.389323,0.952,0.338222,0.38,2.350778
5/3/2019 17:15,0.389323,0.971217,0.343565,0.378769,2.362667
5/3/2019 17:30,0.389323,0.991444,0.334444,0.379898,2.371706
5/3/2019 17:45,0.389323,1.007769,0.340889,0.381546,2.383
5/3/2019 18:00,0.389323,1.021194,0.335667,0.37888,2.383
5/3/2019 18:15,0.389323,1.029533,0.345111,0.381546,2.385533
5/3/2019 18:30,0.389323,1.048,0.349,0.381231,2.389536
5/3/2019 18:45,0.389323,1.075606,0.339556,0.381231,2.387961
5/3/2019 19:00,0.389323,1.085,0.337,0.374454,2.391664
5/3/2019 19:15,0.389323,1.102311,0.333213,0.372,2.406306
5/3/2019 19:30,0.389323,1.105333,0.334435,0.368,2.399428
5/3/2019 19:45,0.389323,1.120667,0.334333,0.368,2.3868
5/3/2019 20:00,0.389323,1.130333,0.331769,0.368,2.383
5/3/2019 20:15,0.389323,1.135092,0.333185,0.368,2.383
5/3/2019 20:30,0.389323,1.1392,0.334435,0.368,2.389333
5/3/2019 20:45,0.389323,1.136667,0.334333,0.368,2.3868
5/3/2019 21:00,0.389323,1.1392,0.33412,0.368,2.377933
5/3/2019 21:15,0.389323,1.143,0.333,0.368,2.367694
5/3/2019 21:30,0.389323,1.143,0.333,0.368,2.3678
5/3/2019 21:45,0.389323,1.143,0.335454,0.368,2.366533
5/3/2019 22:00,0.389323,1.143,0.333,0.368,2.377828
5/3/2019 22:15,0.389323,1.130553,0.334333,0.368,2.364
5/3/2019 22:30,0.389323,1.134441,0.333102,0.368,2.354556
5/3/2019 22:45,0.389323,1.124,0.331852,0.368,2.342628
5/3/2019 23:00,0.389323,1.125583,0.333,0.368,2.323733
5/3/2019 23:15,0.389323,1.124,0.335667,0.368,2.304286
5/3/2019 23:30,0.389323,1.121333,0.329,0.368,2.303333
5/3/2019 23:45,0.389323,1.124,0.330333,0.368,2.286
5/4/2019 0:00,0.389323,1.105889,0.329,0.368,2.286
5/4/2019 0:15,0.380013,1.104,0.329,0.368,2.286
5/4/2019 0:30,0.380013,1.102733,0.329,0.368,2.286
5/4/2019 0:45,0.380013,1.104,0.329,0.368,2.268064
5/4/2019 1:00,0.380013,1.0945,0.329,0.368,2.265733
5/4/2019 1:15,0.380013,1.099672,0.329,0.368,2.261933
5/4/2019 1:30,0.380013,1.085317,0.329,0.368,2.259198
5/4/2019 1:45,0.380013,1.079617,0.329,0.366628,2.2518
5/4/2019 2:00,0.380013,1.075087,0.329,0.357963,2.248
5/4/2019 2:15,0.380013,1.066,0.329,0.356706,2.248
5/4/2019 2:30,0.380013,1.068533,0.329,0.35777,2.248
5/4/2019 2:45,0.380013,1.069809,0.329,0.3528,2.248
5/4/2019 3:00,0.380013,1.054556,0.329,0.3528,2.251897
5/4/2019 3:15,0.380013,1.047333,0.329,0.355237,2.241222
5/4/2019 3:30,0.380013,1.043889,0.329,0.35543,2.228
5/4/2019 3:45,0.380013,1.042517,0.329,0.352906,2.220294
5/4/2019 4:00,0.380013,1.033967,0.329,0.351533,2.209
5/4/2019 4:15,0.380013,1.0346,0.329,0.355131,2.203556
5/4/2019 4:30,0.380013,1.028267,0.329,0.352897,2.183828
5/4/2019 4:45,0.380013,1.024467,0.329,0.350267,2.172533
5/4/2019 5:00,0.380013,1.027,0.329,0.349,2.172533
5/4/2019 5:15,0.380013,1.01465,0.329,0.349,2.161028
5/4/2019 5:30,0.380013,1.008,0.3252,0.349,2.156067
5/4/2019 5:45,0.380013,1.005333,0.323933,0.349,2.149556
5/4/2019 6:00,0.380013,0.999222,0.315067,0.349,2.136435
5/4/2019 6:15,0.380013,1.003852,0.315067,0.349,2.119494
5/4/2019 6:30,0.380013,0.992,0.317389,0.349,2.098556
5/4/2019 6:45,0.380013,0.9842,0.312533,0.339667,2.076598
5/4/2019 7:00,0.380013,0.9804,0.313906,0.335667,2.0526
5/4/2019 7:15,0.380013,0.977022,0.312533,0.334435,2.05408
5/4/2019 7:30,0.380013,0.969,0.31,0.335454,2.040667
5/4/2019 7:45,0.380013,0.966333,0.31,0.341,2.038263
5/4/2019 8:00,0.380013,0.950889,0.311267,0.347556,2.018906
5/4/2019 8:15,0.380013,0.949,0.312533,0.339778,2.006037
5/4/2019 8:30,0.380013,0.942667,0.3138,0.349,2.004963
5/4/2019 8:45,0.380013,0.949,0.311267,0.349,2.006336
5/4/2019 9:00,0.380013,0.949,0.311267,0.349,2.013742
5/4/2019 9:15,0.380013,0.939078,0.311267,0.349,1.991478
5/4/2019 9:30,0.380013,0.9338,0.317987,0.349,1.914976
5/4/2019 9:45,0.380013,0.931267,0.31855,0.3528,1.892222
5/4/2019 10:00,0.380013,0.9262,0.311267,0.355237,1.885769
5/4/2019 10:15,0.380013,0.93,0.315067,0.351533,1.897578
5/4/2019 10:30,0.380013,0.919867,0.320344,0.351533,1.953122
5/4/2019 10:45,0.380013,0.913006,0.314856,0.355237,2.006367
5/4/2019 11:00,0.380013,0.911141,0.319957,0.3528,2.074411
5/4/2019 11:15,0.380013,0.911,0.318656,0.3528,2.126217
5/4/2019 11:30,0.380013,0.907,0.312709,0.351533,2.149817
5/4/2019 11:45,0.380013,0.907444,0.311267,0.3528,2.180239
5/4/2019 12:00,0.380013,0.904889,0.311267,0.354067,2.189
5/4/2019 12:15,0.380013,0.911,0.312533,0.357972,2.211639
5/4/2019 12:30,0.380013,0.911,0.316439,0.368,2.221772
5/4/2019 12:45,0.380013,0.916911,0.329,0.368,2.237444
5/4/2019 13:00,0.380013,0.93,0.329,0.368,2.246667
5/4/2019 13:15,0.380013,0.93,0.330333,0.368,2.251905
5/4/2019 13:30,0.380013,0.945094,0.334435,0.368,2.270905
5/4/2019 13:45,0.380013,0.949741,0.333,0.368,2.287444
5/4/2019 14:00,0.380013,0.961231,0.331667,0.368,2.309906
5/4/2019 14:15,0.380013,0.977296,0.334333,0.369444,2.339039
5/4/2019 14:30,0.380013,0.985159,0.334444,0.37888,2.357445
5/4/2019 14:45,0.380013,1.031567,0.330333,0.37888,2.383
5/4/2019 15:00,0.380013,0.916207,0.347565,0.377444,2.364
5/4/2019 15:15,0.380013,0.932428,0.348444,0.377435,2.371706
5/4/2019 15:30,0.380013,0.936,0.337111,0.381333,2.388172
5/4/2019 15:45,0.380013,1.039844,0.349,0.37712,2.398122
5/4/2019 16:00,0.380013,1.134872,0.349,0.38112,2.380361
5/4/2019 16:15,0.380013,1.159,0.345111,0.378556,2.364
5/4/2019 16:30,0.380013,1.172683,0.346222,0.385231,2.364
5/4/2019 16:45,0.380013,1.1953,0.335769,0.388,2.356107
5/4/2019 17:00,0.380013,1.214333,0.334435,0.388,2.349445
5/4/2019 17:15,0.380013,1.225644,0.333102,0.388,2.350556
5/4/2019 17:30,0.380013,1.242006,0.332787,0.388,2.354778
5/4/2019 17:45,0.380013,1.256159,0.334435,0.388,2.364
5/4/2019 18:00,0.380013,1.268778,0.33412,0.388,2.371706
5/4/2019 18:15,0.380013,1.287233,0.335454,0.388,2.383
5/4/2019 18:30,0.380013,1.301167,0.33412,0.388,2.368864
5/4/2019 18:45,0.380013,1.318333,0.334435,0.388,2.393239
5/4/2019 19:00,0.380013,1.334,0.335454,0.388,2.438883
5/4/2019 19:15,0.380013,1.341328,0.332787,0.388,2.454333
5/4/2019 19:30,0.380013,1.350625,0.33412,0.388,2.462372
5/4/2019 19:45,0.380013,1.373185,0.33412,0.386556,2.481372
5/4/2019 20:00,0.380013,1.393733,0.333102,0.381231,2.492772
5/4/2019 20:15,0.380013,1.400067,0.334333,0.382565,2.501769
5/4/2019 20:30,0.380013,1.415113,0.333,0.382565,2.495267
5/4/2019 20:45,0.380013,1.421333,0.333102,0.381546,2.507067
5/4/2019 21:00,0.380013,1.437206,0.332787,0.379787,2.521874
5/4/2019 21:15,0.380013,1.440413,0.329,0.380102,2.53738
5/4/2019 21:30,0.380013,1.448136,0.331667,0.383898,2.585122
5/4/2019 21:45,0.380013,1.442629,0.33612,0.381333,2.616
5/4/2019 22:00,0.380013,1.443852,0.331667,0.38288,2.632572
5/4/2019 22:15,0.380013,1.45015,0.334444,0.382454,2.637841
5/4/2019 22:30,0.380013,1.44635,0.334333,0.381222,2.710056
5/4/2019 22:45,0.380013,1.446983,0.334435,0.380102,2.610025
5/4/2019 23:00,0.380013,1.443078,0.334444,0.384,2.553853
5/4/2019 23:15,0.380013,1.4338,0.335778,0.38112,2.578978
5/4/2019 23:30,0.380013,1.427667,0.334444,0.384,2.719724
5/4/2019 23:45,0.380013,1.432667,0.333,0.381222,2.561694
5/5/2019 0:00,0.380013,1.426,0.333,0.381231,2.564778
5/5/2019 0:15,0.294531,1.424667,0.333,0.382565,2.792828
5/5/2019 0:30,0.294531,1.423481,0.335083,0.381546,2.829
5/5/2019 0:45,0.294531,1.422232,0.33588,0.382556,2.83415
5/5/2019 1:00,0.294531,1.423657,0.333102,0.375787,2.837694
5/5/2019 1:15,0.294531,1.414067,0.331667,0.377231,2.809517
5/5/2019 1:30,0.294531,1.408933,0.333213,0.377222,2.79
5/5/2019 1:45,0.294531,1.410517,0.331917,0.368,2.791276
5/5/2019 2:00,0.294531,1.396267,0.331778,0.368,2.811844
5/5/2019 2:15,0.294531,1.384128,0.334444,0.368,2.822222
5/5/2019 2:30,0.294531,1.373489,0.333111,0.373333,2.838119
5/5/2019 2:45,0.294531,1.36,0.329,0.368,2.848067
5/5/2019 3:00,0.294531,1.352517,0.329,0.368,2.85755
5/5/2019 3:15,0.294531,1.354272,0.329,0.368,2.894706
