,Arolla / Hydrologie (Ferpècle - Débit dégraveur),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (1. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (2. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (3. Année précédente),C: Arolla / Hydrologie (Ferpècle - Débit dégraveur) (4. Année précédente)
Horodatage,m³/s,m³/s,m³/s,m³/s,m³/s
6/13/2019 15:45,3.432222,5.259031,5.199015,2.660778,7.893891
6/13/2019 16:00,3.464867,5.276122,5.260083,2.671333,7.971223
6/13/2019 16:15,3.515128,5.28115,5.3645,2.665919,8.010815
6/13/2019 16:30,3.54295,5.345311,5.600618,2.656667,8.010318
6/13/2019 16:45,3.582967,5.405089,5.783954,2.653002,8.004497
6/13/2019 17:00,3.618567,5.458533,5.936222,2.659502,7.964081
6/13/2019 17:15,3.653207,5.515744,6.053268,2.658,7.944753
6/13/2019 17:30,3.675625,5.52485,6.106167,2.67,7.930796
6/13/2019 17:45,3.697124,5.5246,6.147883,2.652482,7.928447
6/13/2019 18:00,3.679267,5.503289,6.146578,2.636364,7.938118
6/13/2019 18:15,3.692333,5.497666,6.136667,2.6426,7.866831
6/13/2019 18:30,3.706594,5.497666,6.13595,2.638906,7.818056
6/13/2019 18:45,3.706783,5.459037,6.081911,2.636064,7.791026
6/13/2019 19:00,3.68335,5.416711,6.071267,2.633733,7.694273
6/13/2019 19:15,3.659898,5.379833,6.035133,2.6312,7.628229
6/13/2019 19:30,3.6506,5.351175,5.995234,2.632467,7.617854
6/13/2019 19:45,3.655236,5.338356,5.956119,2.633733,7.61173
6/13/2019 20:00,3.662,5.333674,5.9442,2.637533,7.563868
6/13/2019 20:15,3.661472,5.302304,5.907733,2.631094,7.541661
6/13/2019 20:30,3.655139,5.248833,5.784345,2.613267,7.4533
6/13/2019 20:45,3.643,5.256067,5.80857,2.585761,7.591115
6/13/2019 21:00,3.644267,5.269367,5.817333,2.555222,7.69619
6/13/2019 21:15,3.644574,5.24925,5.817518,2.531561,7.762633
6/13/2019 21:30,3.610583,5.209717,5.834833,2.534402,8.021147
6/13/2019 21:45,3.4597,5.170074,5.843681,2.536733,8.248932
6/13/2019 22:00,3.5536,5.099817,5.812666,2.532933,8.408491
6/13/2019 22:15,3.543009,5.042489,5.799967,2.541083,8.399442
6/13/2019 22:30,3.533511,4.979784,5.757645,2.560736,8.295279
6/13/2019 22:45,3.508374,4.9368,5.723717,2.574475,8.154681
6/13/2019 23:00,3.486778,4.897289,5.690884,2.601511,8.013955
6/13/2019 23:15,3.445655,4.839077,5.642778,2.635211,7.887382
6/13/2019 23:30,3.41,4.807533,5.603967,2.677855,7.779181
6/13/2019 23:45,3.381178,4.791396,5.5676,2.722778,7.781111
6/14/2019 0:00,3.36073,4.759589,5.522211,2.746039,7.774617
6/14/2019 0:15,3.335044,4.723267,5.492333,2.7472,7.814207
6/14/2019 0:30,3.3073,4.68262,5.506955,2.757667,7.904233
6/14/2019 0:45,3.285333,4.648131,5.489205,2.763,7.981239
6/14/2019 1:00,3.260375,4.61555,5.563917,2.7748,7.994217
6/14/2019 1:15,3.314678,4.568056,5.907006,2.783667,7.992733
6/14/2019 1:30,3.261817,4.533134,6.055948,2.77182,8.005838
6/14/2019 1:45,3.217322,4.50633,6.140718,2.74572,8.002811
6/14/2019 2:00,3.178,4.466924,6.113733,2.715983,7.992773
6/14/2019 2:15,3.198267,4.424083,6.066078,2.681494,7.927362
6/14/2019 2:30,3.214206,4.373389,5.987731,2.660587,7.801023
6/14/2019 2:45,3.147728,4.340387,5.913711,2.631094,7.697859
6/14/2019 3:00,3.097121,4.296383,5.844989,2.615731,7.600717
6/14/2019 3:15,3.114672,4.261141,5.791311,2.607787,7.471941
6/14/2019 3:30,3.1,4.19945,5.723076,2.605444,7.375792
6/14/2019 3:45,3.099164,4.15835,5.650567,2.61088,7.320409
6/14/2019 4:00,3.07845,4.136883,5.594316,2.581709,7.304378
6/14/2019 4:15,3.067667,4.104889,5.538711,2.547222,7.353655
6/14/2019 4:30,3.046539,4.067083,5.49132,2.51585,7.411778
6/14/2019 4:45,3.143817,4.0281,5.445753,2.473456,7.556228
6/14/2019 5:00,3.065778,3.973726,5.401619,2.459697,7.795099
6/14/2019 5:15,3.053517,3.93265,5.369444,2.429494,7.937946
6/14/2019 5:30,3.013059,3.91193,5.325459,2.404556,8.052774
6/14/2019 5:45,3.0106,3.875844,5.294111,2.384055,8.06377
6/14/2019 6:00,3.005447,3.841033,5.265356,2.369946,8.075415
6/14/2019 6:15,2.997195,3.794983,5.229241,2.364,8.122254
6/14/2019 6:30,3.012394,3.76488,5.187978,2.354556,8.115226
6/14/2019 6:45,3.016406,3.768175,5.1464,2.344,8.096065
6/14/2019 7:00,3.007117,3.765119,5.100155,2.344,7.984042
6/14/2019 7:15,3.033222,3.740783,5.075867,2.327327,7.837126
6/14/2019 7:30,3.054034,3.718812,5.061726,2.323733,7.73428
6/14/2019 7:45,3.075991,3.67885,5.049,2.318561,7.643295
6/14/2019 8:00,3.059339,3.639402,5.0778,2.316239,7.541564
6/14/2019 8:15,3.058995,3.608178,5.1039,2.313494,7.452891
6/14/2019 8:30,3.083217,3.585083,5.121333,2.306,7.357929
6/14/2019 8:45,3.083296,3.562704,5.101052,2.298,7.284855
6/14/2019 9:00,3.1,3.559933,5.064178,2.301898,7.230317
6/14/2019 9:15,3.091661,3.551067,5.028028,2.300667,7.180161
6/14/2019 9:30,3.104328,3.545867,5.00042,2.297889,7.147518
6/14/2019 9:45,3.1076,3.547067,4.945066,2.29,7.092248
6/14/2019 10:00,3.121667,3.548298,4.920324,2.288769,7.064333
6/14/2019 10:15,3.14375,3.568167,4.893978,2.286,7.073267
6/14/2019 10:30,3.180833,3.57545,4.88218,2.277028,7.078506
6/14/2019 10:45,3.2376,3.591017,4.788709,2.284936,7.103
6/14/2019 11:00,3.29535,3.630048,4.802255,2.29,7.104089
6/14/2019 11:15,3.34715,3.681311,4.829781,2.295444,7.065495
6/14/2019 11:30,3.387556,3.746387,4.86175,2.306,7.060505
6/14/2019 11:45,3.41285,3.8096,4.898622,2.308639,7.063133
6/14/2019 12:00,3.465033,3.856112,4.937395,2.312228,7.079455
6/14/2019 12:15,3.534167,3.91865,4.976483,2.311067,7.051452
6/14/2019 12:30,3.600269,3.999671,5.037811,2.322678,7.015966
6/14/2019 12:45,3.689417,4.063578,5.109647,2.35238,7.010282
6/14/2019 13:00,3.760872,4.103366,5.236525,2.393752,7.005493
6/14/2019 13:15,3.857219,4.229567,5.376234,2.445589,6.955825
6/14/2019 13:30,3.981667,4.115079,5.533483,2.486342,7.055854
6/14/2019 13:45,4.080266,4.143633,5.67083,2.505778,7.085286
6/14/2019 14:00,4.200222,4.186056,5.804264,2.530039,7.090247
6/14/2019 14:15,4.358178,4.237907,5.888322,2.449111,7.096334
6/14/2019 14:30,4.524922,4.308898,5.953217,2.520606,7.012641
6/14/2019 14:45,4.714752,4.371556,5.999617,2.644606,6.879056
6/14/2019 15:00,4.858639,4.440466,6.101822,2.748994,6.887621
6/14/2019 15:15,5.026489,4.499222,6.205161,2.808283,6.948256
6/14/2019 15:30,5.220691,4.56443,6.33885,2.851083,7.025803
6/14/2019 15:45,5.418499,4.62803,6.439806,2.895875,7.125525
6/14/2019 16:00,5.619833,4.688398,6.498611,2.929733,7.183039
6/14/2019 16:15,5.808983,4.728911,6.566894,2.942467,7.168375
6/14/2019 16:30,5.960907,4.769556,6.625667,2.921372,7.123764
6/14/2019 16:45,6.213984,4.804578,6.719822,3.009184,7.065211
6/14/2019 17:00,6.3906,4.827333,6.7955,3.029889,7.003246
6/14/2019 17:15,6.597538,4.823644,6.847578,3.013133,6.934575
6/14/2019 17:30,6.777714,4.8145,6.875563,3.003,6.865767
6/14/2019 17:45,6.924217,4.824,6.902807,2.985064,6.823656
6/14/2019 18:00,7.054144,4.8088,6.885065,3.004722,6.768015
6/14/2019 18:15,7.140767,4.771689,6.864657,3.100672,6.706054
6/14/2019 18:30,7.2476,4.739646,6.830984,3.113945,6.828471
6/14/2019 18:45,7.359667,4.7101,6.876311,3.025772,6.835082
6/14/2019 19:00,7.4354,4.691385,6.871913,2.948611,6.791076
6/14/2019 19:15,7.503784,4.666634,6.820563,2.90345,6.735482
6/14/2019 19:30,7.591833,4.637233,6.754845,2.858586,6.686448
6/14/2019 19:45,7.638683,4.583152,6.882397,2.82465,6.632613
6/14/2019 20:00,7.73935,4.394217,6.961622,2.787361,6.569181
6/14/2019 20:15,7.830395,4.335467,6.760696,2.765565,6.538139
6/14/2019 20:30,7.831383,4.4245,6.887183,2.74297,6.467114
6/14/2019 20:45,7.759984,4.5406,6.916417,2.7134,6.418148
6/14/2019 21:00,7.783383,4.53322,6.993911,2.678759,6.345544
6/14/2019 21:15,7.725908,4.453956,7.19645,2.664556,6.292665
6/14/2019 21:30,7.833933,4.429017,7.52065,2.632109,6.251561
6/14/2019 21:45,7.981583,4.4332,8.130421,2.609119,6.206109
6/14/2019 22:00,8.1264,4.408274,9.124888,2.584494,6.185601
6/14/2019 22:15,8.1742,4.344645,10.214441,2.56028,6.231391
6/14/2019 22:30,8.288339,4.332189,11.09014,2.538235,6.273333
6/14/2019 22:45,8.294739,4.304833,11.717478,2.51065,6.298081
6/14/2019 23:00,8.295995,4.23385,11.736018,2.488761,6.312714
6/14/2019 23:15,8.327574,4.198078,11.401941,2.467228,6.338467
6/14/2019 23:30,8.48915,4.186654,11.00055,2.459556,6.3486
6/14/2019 23:45,8.525497,4.134233,10.557537,2.435933,6.33957
6/15/2019 0:00,8.707005,4.09315,10.146297,2.419297,6.3197
6/15/2019 0:15,8.800786,4.073267,9.894663,2.395561,6.251667
6/15/2019 0:30,8.800067,3.997733,9.701667,2.380361,6.224202
6/15/2019 0:45,8.699372,4.003889,9.469336,2.367897,6.191133
6/15/2019 1:00,6.680819,3.980987,9.198267,2.362556,6.192295
6/15/2019 1:15,0,3.817524,8.948911,2.338828,6.178283
6/15/2019 1:30,7.012336,3.807343,8.695985,2.323628,6.179183
6/15/2019 1:45,8.385683,3.874393,8.438355,2.31243,6.114345
6/15/2019 2:00,8.366323,3.880732,8.2544,2.303333,6.038211
6/15/2019 2:15,8.374644,3.804767,8.120072,2.291222,5.951944
6/15/2019 2:30,8.37095,3.735717,7.988169,2.286,5.882522
6/15/2019 2:45,8.320735,3.680115,7.8554,2.274494,5.789689
6/15/2019 3:00,8.250234,3.628724,7.687848,2.265733,5.717892
6/15/2019 3:15,8.143535,3.610333,1.564076,2.255494,5.63615
6/15/2019 3:30,8.084364,3.588317,6.419968,2.246667,5.5562
6/15/2019 3:45,8.039219,3.559089,7.570179,2.230667,5.480405
6/15/2019 4:00,7.978994,3.536889,7.40027,2.228,5.421915
6/15/2019 4:15,7.906267,3.523533,7.269881,2.213961,5.349706
6/15/2019 4:30,7.813467,3.487733,7.173226,2.202333,5.290517
6/15/2019 4:45,7.739182,3.458078,7.0828,2.200889,5.218898
6/15/2019 5:00,7.528676,3.432222,7.033881,2.189,5.141686
6/15/2019 5:15,7.433434,3.40898,7.009489,2.174961,5.10578
6/15/2019 5:30,7.384489,3.390733,6.991667,2.17,5.051386
6/15/2019 5:45,7.290133,3.356833,6.962411,2.163561,4.991983
6/15/2019 6:00,7.248654,3.327667,6.949031,2.151,4.964961
6/15/2019 6:15,7.177522,3.329333,6.934717,2.149667,4.911698
6/15/2019 6:30,7.073009,3.299583,6.867815,2.142889,4.852761
6/15/2019 6:45,6.847196,3.267667,6.7954,2.132444,4.838666
6/15/2019 7:00,6.885483,3.278067,6.701289,2.120761,4.825316
6/15/2019 7:15,6.775187,3.254578,6.634742,2.103889,4.786961
6/15/2019 7:30,6.610483,3.237134,6.558148,2.086895,4.745522
6/15/2019 7:45,6.672822,3.2119,6.467645,2.071628,4.702917
6/15/2019 8:00,6.4514,3.194783,6.393706,2.056183,4.670314
6/15/2019 8:15,6.481667,3.190904,6.310597,2.052489,4.646028
6/15/2019 8:30,6.418289,3.161222,6.238233,2.035187,4.596606
6/15/2019 8:45,6.269,3.174,6.167963,2.019864,4.5606
6/15/2019 9:00,6.228738,3.171778,6.108912,2.010039,4.52185
6/15/2019 9:15,6.283817,3.11183,6.052348,2.007294,4.495097
6/15/2019 9:30,6.263433,3.113511,6.004433,1.985444,4.47723
6/15/2019 9:45,6.187967,3.133333,5.93937,2.003331,4.478289
6/15/2019 10:00,6.14665,3.14755,5.881911,2.015211,4.473235
6/15/2019 10:15,6.098367,3.155467,5.841037,2.040844,4.456067
6/15/2019 10:30,6.053967,3.169444,5.806267,2.066675,4.458777
6/15/2019 10:45,6.0355,3.184967,5.795815,2.110631,4.494011
6/15/2019 11:00,6.003456,3.211567,5.755082,2.153639,4.53115
6/15/2019 11:15,5.963333,3.253311,5.735,2.162506,4.59093
6/15/2019 11:30,5.9745,3.291817,5.711272,2.189,4.663256
6/15/2019 11:45,5.9965,3.341711,5.744089,2.195667,4.736961
6/15/2019 12:00,6.004405,3.385,5.866033,2.209,4.793503
6/15/2019 12:15,6.026406,3.440583,5.888155,2.215439,4.82548
6/15/2019 12:30,6.127628,3.495917,6.036259,2.24675,4.705353
6/15/2019 12:45,6.203933,3.591269,6.161667,2.28395,4.759202
6/15/2019 13:00,6.297136,3.482033,6.250047,2.329011,4.816841
6/15/2019 13:15,6.372847,3.544711,6.272,2.379557,4.8611
6/15/2019 13:30,6.457933,3.621859,6.293,2.448056,4.889306
6/15/2019 13:45,6.591521,3.685867,6.297485,2.491506,4.928947
6/15/2019 14:00,6.7,3.750978,6.345634,2.496467,4.972772
6/15/2019 14:15,6.798584,3.817775,6.388155,2.500444,4.987217
6/15/2019 14:30,6.909767,3.872467,6.4038,2.513489,5.005237
6/15/2019 14:45,7.013,3.951306,6.387633,2.511111,4.99585
6/15/2019 15:00,7.0812,4.033267,6.47115,2.551483,4.977734
6/15/2019 15:15,7.149006,4.088,6.566069,2.584706,4.965734
6/15/2019 15:30,7.222186,4.1463,6.63135,2.606565,5.049676
6/15/2019 15:45,7.280233,4.197911,6.651489,2.622333,5.13315
6/15/2019 16:00,7.355933,4.247233,6.693489,2.630144,5.186083
6/15/2019 16:15,7.4409,4.291817,6.762878,2.668114,5.235567
6/15/2019 16:30,7.531734,4.324567,6.847933,2.579542,5.280209
6/15/2019 16:45,7.569404,4.372931,6.861111,2.632824,5.315585
6/15/2019 17:00,7.5857,4.393278,6.928627,2.671444,5.41415
6/15/2019 17:15,7.629608,4.375,7.013417,2.682867,5.552227
6/15/2019 17:30,7.6786,4.382117,7.06,2.685506,5.629344
6/15/2019 17:45,7.731733,4.344645,7.096282,2.693,5.682084
6/15/2019 18:00,7.764909,4.306778,7.128734,2.704602,5.681894
6/15/2019 18:15,7.803184,4.269446,7.125778,2.687722,5.68355
6/15/2019 18:30,7.854717,4.254296,7.125241,2.65285,5.70112
6/15/2019 18:45,7.837767,4.290267,7.091713,2.627294,5.671556
6/15/2019 19:00,7.848369,4.419466,7.088236,2.598517,5.666054
6/15/2019 19:15,7.859034,4.384733,7.0834,2.573094,5.659521
6/15/2019 19:30,8.060697,4.291607,7.092889,2.533133,5.624714
6/15/2019 19:45,8.166711,4.2289,7.099,2.656125,5.59517
6/15/2019 20:00,8.26965,4.178245,7.048984,2.648917,5.566648
6/15/2019 20:15,8.154767,4.123533,7.190443,2.620783,5.526922
6/15/2019 20:30,7.931867,4.013948,7.173206,2.576578,5.518868
6/15/2019 20:45,7.888213,4.100618,7.206257,2.536682,5.587811
6/15/2019 21:00,7.893583,4.117474,7.199787,2.501667,5.595228
6/15/2019 21:15,7.740368,4.068945,7.2207,2.469559,5.570931
6/15/2019 21:30,7.673698,4.026134,7.233026,2.426961,5.559422
6/15/2019 21:45,7.496317,3.985767,7.232498,2.400615,5.517744
6/15/2019 22:00,7.43715,3.943317,7.216583,2.380361,5.429611
6/15/2019 22:15,7.347715,3.901444,7.191411,2.362556,5.357611
6/15/2019 22:30,7.264807,3.856433,7.173609,2.344,5.294106
6/15/2019 22:45,7.167498,3.823735,7.156819,2.340095,5.23105
6/15/2019 23:00,7.071531,3.788059,7.112184,2.322361,5.171522
6/15/2019 23:15,6.955747,3.752917,7.101352,2.306,5.110744
6/15/2019 23:30,6.856283,3.7162,7.071089,2.29112,5.047411
6/15/2019 23:45,6.766936,3.698267,7.061272,2.2784,4.985622
6/16/2019 0:00,6.697595,3.6757,7.040444,2.273122,4.964759
6/16/2019 0:15,6.599911,3.653274,7.040422,2.256444,4.920983
6/16/2019 0:30,6.533516,3.635191,7.018015,2.241222,4.856583
6/16/2019 0:45,6.451011,3.600667,6.998587,2.229333,4.816317
6/16/2019 1:00,6.393034,3.588252,6.960046,2.228,4.790583
6/16/2019 1:15,6.33657,3.564329,6.915533,2.210267,4.773889
6/16/2019 1:30,6.273967,3.527658,5.369704,2.206333,4.657778
6/16/2019 1:45,6.214836,3.492689,0,2.192889,4.25655
6/16/2019 2:00,6.153064,3.46318,6.614164,2.189,4.25382
6/16/2019 2:15,6.097156,3.438555,6.77789,2.189,4.746466
6/16/2019 2:30,6.0455,3.416544,6.744311,2.189,4.872011
6/16/2019 2:45,5.998567,3.412533,6.74073,2.189,4.773489
6/16/2019 3:00,5.943833,3.396278,6.668024,2.189,4.706822
6/16/2019 3:15,5.892666,3.380333,6.668867,2.189,4.668983
6/16/2019 3:30,5.831455,3.370356,6.650098,2.189,4.641028
6/16/2019 3:45,5.790678,3.350945,6.62672,2.189,4.636252
6/16/2019 4:00,5.74285,3.326889,6.599516,2.201111,4.612383
6/16/2019 4:15,5.676619,3.301917,6.552785,2.209,4.557329
6/16/2019 4:30,5.646011,3.284,6.504037,2.219239,4.466477
6/16/2019 4:45,5.592849,3.2645,6.420556,2.210064,4.423916
6/16/2019 5:00,5.549033,3.243917,6.385778,2.209,4.365517
6/16/2019 5:15,5.490281,3.232593,6.351763,2.197333,4.33085
6/16/2019 5:30,5.433906,3.217333,6.351833,2.186361,4.311556
6/16/2019 5:45,5.365713,3.203967,6.286111,2.1738,4.273028
6/16/2019 6:00,5.313167,3.1809,6.229644,2.17,4.2221
6/16/2019 6:15,5.260933,3.161983,6.166624,2.165567,4.186266
6/16/2019 6:30,5.224103,3.145025,6.109822,2.1662,4.179828
6/16/2019 6:45,5.165533,3.137807,6.068848,2.17,4.138529
6/16/2019 7:00,5.135917,3.124166,6.030563,2.18812,4.117286
6/16/2019 7:15,5.085459,3.1057,5.989357,2.189,4.085361
6/16/2019 7:30,5.039767,3.094933,5.959257,2.189,4.07543
6/16/2019 7:45,4.976111,3.090289,5.944615,2.201555,4.047841
6/16/2019 8:00,4.932522,3.078333,5.913262,2.209,4.019737
6/16/2019 8:15,4.883367,3.0624,5.883392,2.2128,4.022295
6/16/2019 8:30,4.82997,3.054034,5.8592,2.209,3.993454
6/16/2019 8:45,4.7798,3.0432,5.849985,2.217867,3.989936
6/16/2019 9:00,4.755202,3.034,5.834267,2.21543,3.991
6/16/2019 9:15,4.71705,3.021606,5.825979,2.225467,3.997555
6/16/2019 9:30,4.690667,3.021683,5.827546,2.228,3.978131
6/16/2019 9:45,4.670867,3.038333,5.827483,2.246667,3.988635
6/16/2019 10:00,4.727917,3.036,5.862566,2.248,3.995269
6/16/2019 10:15,4.729196,3.052967,5.932817,2.248,4.008187
6/16/2019 10:30,4.685,3.0808,6.011971,2.264572,4.054847
6/16/2019 10:45,4.703595,3.126533,6.167567,2.284936,4.086936
6/16/2019 11:00,4.728,3.180633,6.211889,2.290111,4.094439
6/16/2019 11:15,4.748363,3.236556,6.294141,2.306,4.132172
6/16/2019 11:30,4.749534,3.338022,6.459041,2.314867,4.146439
6/16/2019 11:45,4.762217,3.276617,6.630452,2.326575,4.161817
6/16/2019 12:00,4.793283,3.3193,6.782754,2.344,4.238394
6/16/2019 12:15,4.8262,3.350311,6.912817,2.364,4.30155
6/16/2019 12:30,4.92488,3.396467,6.997219,2.370333,4.318334
6/16/2019 12:45,5.001607,3.455622,7.129341,2.386905,4.401422
6/16/2019 13:00,5.048186,3.547311,7.269822,2.414111,4.512122
6/16/2019 13:15,5.094811,3.6542,7.428621,2.44938,4.554478
6/16/2019 13:30,5.15215,3.763895,7.591409,2.469972,4.603728
6/16/2019 13:45,5.231157,3.882922,7.719563,2.506047,4.678656
6/16/2019 14:00,5.30975,4.012022,7.836345,2.542417,4.763279
6/16/2019 14:15,5.361722,4.146747,7.950266,2.59015,4.84395
6/16/2019 14:30,5.427557,4.287367,8.021417,2.65195,4.884519
6/16/2019 14:45,5.489163,4.411852,8.088598,2.697189,4.937016
6/16/2019 15:00,5.54355,4.491178,8.308333,2.753936,4.971506
6/16/2019 15:15,5.613183,4.566467,8.509763,2.802056,5.014624
6/16/2019 15:30,5.68175,4.568861,8.581223,2.864286,5.083167
6/16/2019 15:45,5.728065,4.583617,8.536815,2.907602,5.161578
6/16/2019 16:00,5.786741,4.581733,8.668211,2.918,5.213874
6/16/2019 16:15,5.8082,4.461812,8.7509,2.932439,5.305406
6/16/2019 16:30,5.863763,4.223983,8.75221,2.950172,5.438644
6/16/2019 16:45,5.874061,4.301367,8.737756,2.968,5.533257
6/16/2019 17:00,5.885672,4.421308,8.76255,2.983937,5.702261
6/16/2019 17:15,5.872266,4.439639,8.805577,3.008067,5.862274
6/16/2019 17:30,5.871,4.4313,8.859919,3.018095,5.957605
6/16/2019 17:45,5.873533,4.402089,8.935966,3.013133,6.079124
6/16/2019 18:00,5.875222,4.347933,8.981836,3.005533,6.148767
6/16/2019 18:15,5.89,4.313,9.0448,3.003,6.206687
6/16/2019 18:30,5.902767,4.303889,9.083317,3.003,6.253892
6/16/2019 18:45,5.917316,4.286644,9.049408,3.004372,6.239903
6/16/2019 19:00,5.904461,4.263467,9.000126,3.015667,6.246361
6/16/2019 19:15,5.899605,4.225767,8.981922,2.996561,6.220489
6/16/2019 19:30,5.8747,4.208667,8.945165,2.985372,6.193389
6/16/2019 19:45,5.84772,4.205333,8.912241,3.001733,6.1361
6/16/2019 20:00,5.827456,4.280474,8.862178,3.006906,6.092359
6/16/2019 20:15,5.787406,4.354109,8.768461,3.030111,6.065564
6/16/2019 20:30,5.753467,4.313533,8.701722,3.070714,6.033389
6/16/2019 20:45,5.7209,4.256633,8.544078,3.109352,6.021909
6/16/2019 21:00,5.648553,4.216452,8.611454,3.167686,6.113939
6/16/2019 21:15,5.461817,4.167645,8.552594,3.252858,6.240994
6/16/2019 21:30,5.459349,4.104333,8.472125,3.327952,6.515652
6/16/2019 21:45,5.437666,4.048978,8.3868,3.382047,6.801986
6/16/2019 22:00,5.404135,4.210767,8.287833,3.406306,6.996302
6/16/2019 22:15,5.34262,4.211941,8.201622,3.438713,7.054
6/16/2019 22:30,5.276256,4.053726,8.111066,3.516233,7.0213
6/16/2019 22:45,5.236152,4.001867,7.982533,3.575828,6.891309
6/16/2019 23:00,5.180218,4.0679,7.881839,3.6649,6.767902
6/16/2019 23:15,5.12802,4.060144,7.77437,3.670891,6.681305
6/16/2019 23:30,5.084704,4.031267,7.633565,3.607272,6.559831
6/16/2019 23:45,5.043032,4.017612,7.514003,3.570067,6.437395
6/17/2019 0:00,4.999367,3.981702,7.401283,3.544331,6.340474
6/17/2019 0:15,5.002917,4.008302,5.050478,3.547267,6.248398
6/17/2019 0:30,4.972793,3.974744,0,3.518139,6.155109
6/17/2019 0:45,4.914706,3.915933,6.688763,3.462478,6.030692
6/17/2019 1:00,4.850939,3.869968,7.036831,3.407256,6.013889
6/17/2019 1:15,4.7977,3.87412,6.958296,3.403561,5.980455
6/17/2019 1:30,4.760406,3.843167,6.863381,3.413906,5.97823
6/17/2019 1:45,4.755636,3.823333,6.774195,3.445044,6.004219
6/17/2019 2:00,4.726209,3.812583,6.688728,3.429078,6.069692
6/17/2019 2:15,4.700326,3.776522,6.589905,3.350194,6.135413
6/17/2019 2:30,4.668922,3.749111,6.519317,3.251928,6.192425
6/17/2019 2:45,4.638467,3.724517,6.444078,3.159248,6.237466
6/17/2019 3:00,4.591398,3.695967,6.404037,3.107494,6.224502
6/17/2019 3:15,4.511917,3.69065,6.328731,3.070222,6.18828
6/17/2019 3:30,4.46257,3.6812,6.25905,3.062333,6.122898
6/17/2019 3:45,4.41995,3.683167,6.192482,3.054667,6.007306
6/17/2019 4:00,4.378104,3.647311,6.116915,3.041731,5.924033
6/17/2019 4:15,4.327748,3.597667,6.063067,3.006695,5.841637
6/17/2019 4:30,4.320419,3.557963,6.004789,2.970381,5.766772
6/17/2019 4:45,4.284006,3.533022,5.948889,2.932161,5.705347
6/17/2019 5:00,4.267406,3.501822,5.889578,2.899561,5.637465
6/17/2019 5:15,4.248783,3.4832,5.828489,2.881722,5.552303
6/17/2019 5:30,4.194605,3.464622,5.777122,2.844183,5.475205
6/17/2019 5:45,4.137392,3.4566,5.714583,2.802717,5.393289
6/17/2019 6:00,4.048117,3.439333,5.668311,2.76925,5.304665
6/17/2019 6:15,4.044806,3.4304,5.614779,2.731478,5.263144
6/17/2019 6:30,4.030145,3.400414,5.570722,2.695524,5.182809
6/17/2019 6:45,4.015041,3.382333,5.523478,2.655383,5.123705
6/17/2019 7:00,4.002333,3.341689,5.465109,2.61565,5.05754
6/17/2019 7:15,3.986,3.314467,5.406281,2.586922,4.977409
6/17/2019 7:30,3.9777,3.349767,5.316306,2.547054,4.896092
6/17/2019 7:45,3.993186,3.338278,5.294513,2.516064,4.843622
6/17/2019 8:00,4.049794,3.323,5.288459,2.491497,4.812628
6/17/2019 8:15,4.010007,3.2965,5.275374,2.469858,4.804894
6/17/2019 8:30,3.95285,3.28073,5.24738,2.43832,4.759717
6/17/2019 8:45,3.898383,3.2474,5.19532,2.412555,4.714287
6/17/2019 9:00,3.864272,3.260489,5.16058,2.395561,4.697783
6/17/2019 9:15,3.844391,3.255,5.138,2.381733,4.667761
6/17/2019 9:30,3.828517,3.253733,5.117005,2.372761,4.651064
6/17/2019 9:45,3.810867,3.267139,5.113733,2.370228,4.64243
6/17/2019 10:00,3.768011,3.2872,5.123111,2.362667,4.615022
6/17/2019 10:15,3.868256,3.342033,5.17059,2.364,4.6164
6/17/2019 10:30,3.773144,3.237134,5.2056,2.364,4.6451
6/17/2019 10:45,3.782856,3.282756,5.328267,2.368002,4.693197
6/17/2019 11:00,3.828474,3.332767,5.323393,2.388067,4.733172
6/17/2019 11:15,3.887606,3.383558,5.469467,2.394506,4.783561
6/17/2019 11:30,3.953683,3.408311,5.594283,2.410111,4.858602
6/17/2019 11:45,4.004786,3.435333,5.687667,2.418,4.942026
6/17/2019 12:00,4.065385,3.455544,5.831318,2.432239,5.015833
6/17/2019 12:15,4.116458,3.490167,5.950993,2.45588,5.090889
6/17/2019 12:30,4.17058,3.554967,6.065317,2.463331,5.146213
6/17/2019 12:45,4.234439,3.618074,6.189289,2.485375,5.169441
6/17/2019 13:00,4.314575,3.6868,6.305282,2.5335,5.236767
6/17/2019 13:15,4.391233,3.804841,6.43575,2.619996,5.243773
6/17/2019 13:30,4.480416,3.913222,6.543965,2.719472,5.230217
6/17/2019 13:45,4.565078,4.0282,6.702384,2.832339,5.284106
6/17/2019 14:00,4.645914,4.117961,6.863741,2.824009,5.381548
6/17/2019 14:15,4.719824,4.226367,7.008245,2.797706,5.550237
6/17/2019 14:30,4.794126,4.322965,7.129635,2.822417,5.708891
6/17/2019 14:45,4.870605,4.4001,7.265111,2.853333,5.799789
6/17/2019 15:00,4.953678,4.524667,7.416022,2.891189,5.901252
6/17/2019 15:15,5.073541,4.6132,7.547465,2.943944,6.062558
6/17/2019 15:30,5.2752,4.677367,7.678933,2.990417,6.195378
6/17/2019 15:45,5.395811,4.730178,7.799052,3.005533,6.3297
