,Zmutt / Météo (Zmutt_Température - C°),C: Zmutt / Météo (Zmutt_Température - C°) (1. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (2. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (3. Année précédente),C: Zmutt / Météo (Zmutt_Température - C°) (4. Année précédente)
Horodatage,°C,°C,°C,°C,°C
5/22/2019 3:30,2.116667,3.72,4.304,11.048,-0.151333
5/22/2019 3:45,2.04,3.748667,4.358572,11.066611,-0.231333
5/22/2019 4:00,1.900667,3.690667,4.28,10.949333,-0.072
5/22/2019 4:15,1.916667,3.6,3.898,11.003166,-0.337333
5/22/2019 4:30,1.891333,3.656,3.936,10.410666,-0.505278
5/22/2019 4:45,1.956667,3.251,3.72,9.913334,-0.503333
5/22/2019 5:00,1.945778,3.058667,3.72,10.340111,-0.800667
5/22/2019 5:15,1.833333,3.029333,3.664,11.015944,-0.623333
5/22/2019 5:30,1.585333,3.12,3.712,11.127334,-0.583333
5/22/2019 5:45,1.289333,3.208,3.688,11.088,-0.464
5/22/2019 6:00,1.124667,3.358,3.68,10.484,-0.448
5/22/2019 6:15,1.096,3.628,3.728,10.724501,-0.376667
5/22/2019 6:30,1.147333,3.914667,3.67,9.359445,-0.496
5/22/2019 6:45,1.075333,4.122666,3.478,8.945945,-0.406778
5/22/2019 7:00,1.116667,4.338667,3.4715,9.468667,-0.432
5/22/2019 7:15,1.051333,4.597333,3.695111,10.407166,-0.496667
5/22/2019 7:30,1.38,4.888667,4.533333,10.92,-0.583333
5/22/2019 7:45,2.007889,5.310667,5.7775,10.889334,-0.431333
5/22/2019 8:00,2.488667,5.88,6.402667,11.420611,-0.230667
5/22/2019 8:15,3.016,6.663111,7.016,11.728667,0.242
5/22/2019 8:30,3.45,7.178667,7.542,12.083889,0.643333
5/22/2019 8:45,3.923306,7.38,8.114667,12.375388,1.056
5/22/2019 9:00,4.342,7.8955,8.84,12.651889,1.409333
5/22/2019 9:15,4.321389,8.394,9.303111,12.694667,1.937333
5/22/2019 9:30,4.812,8.781334,9.816,12.777278,2.106611
5/22/2019 9:45,5.357333,9.32,10.381333,12.270666,2.602
5/22/2019 10:00,6.161833,9.859777,11.002,12.353333,3.075944
5/22/2019 10:15,7.065333,9.653334,11.504,12.657278,3.779333
5/22/2019 10:30,7.728667,10.09,11.758,12.723223,4.008667
5/22/2019 10:45,8.440667,10.36,12.234667,12.914001,4.192667
5/22/2019 11:00,9.128,10.812,12.48,13.5325,4.21
5/22/2019 11:15,9.866,11.389334,12.824,13.736667,4.423333
5/22/2019 11:30,10.213333,11.691334,13.181334,13.663445,4.360667
5/22/2019 11:45,10.671111,12.095889,13.44,13.753389,4.712611
5/22/2019 12:00,10.358666,12.653334,13.858666,13.823501,4.640666
5/22/2019 12:15,10.005333,13.038,14.254222,14.411944,4.801333
5/22/2019 12:30,10.260166,12.908,14.448,14.482,4.992667
5/22/2019 12:45,10.929334,13.176,14.737,14.054,5.144611
5/22/2019 13:00,10.758667,13.180445,14.888,13.946556,5.369333
5/22/2019 13:15,11.266666,13.162,15.372444,13.807389,5.357111
5/22/2019 13:30,11.544001,13.07,15.52,13.800667,5.641333
5/22/2019 13:45,11.482722,13.256,15.8,13.564889,6.027889
5/22/2019 14:00,11.588056,13.129333,16.110001,13.630722,6.328111
5/22/2019 14:15,12.816,12.995334,16.310667,13.708,6.381333
5/22/2019 14:30,12.670667,12.784,16.421999,13.71,6.305333
5/22/2019 14:45,13.271277,12.776,16.178667,13.568833,6.888667
5/22/2019 15:00,13.605278,12.860001,16.417334,13.698501,6.966556
5/22/2019 15:15,13.500667,13.081333,16.150667,13.376667,6.849222
5/22/2019 15:30,12.560666,12.872611,15.494222,13.239333,7.088667
5/22/2019 15:45,12.106,12.647445,15.703111,13.174778,7.079333
5/22/2019 16:00,13.136,12.581333,15.484,13.328,6.872056
5/22/2019 16:15,13.03,12.403333,15.4805,13.103333,7.332611
5/22/2019 16:30,13.171333,12.471499,15.492,12.942,7.430667
5/22/2019 16:45,13.190056,12.523333,15.744667,12.674,7.335945
5/22/2019 17:00,13.252666,12.4885,15.321333,12.581333,7.206666
5/22/2019 17:15,12.948,12.490666,15.464,12.689333,6.975333
5/22/2019 17:30,12.25,12.408667,15.592,12.580667,6.886667
5/22/2019 17:45,10.908778,12.704,15.356,12.142,6.552055
5/22/2019 18:00,10.020667,12.708,15.422444,11.984667,6.455778
5/22/2019 18:15,9.857278,12.296,15.15,12.320666,6.246667
5/22/2019 18:30,9.381333,11.644,14.904,12.111333,6.141333
5/22/2019 18:45,8.784667,11.672,14.894,11.783334,5.934667
5/22/2019 19:00,9.642555,11.252,14.813334,11.936,5.743333
5/22/2019 19:15,9.132667,10.762,14.398,11.476111,5.654666
5/22/2019 19:30,9.035222,10.702667,14.318666,11.413333,5.68
5/22/2019 19:45,8.415999,10.56,14.08,11.151278,5.6
5/22/2019 20:00,8.504,10.520667,13.774222,10.961333,5.599945
5/22/2019 20:15,8.71,10.172055,13.572,10.958111,5.535333
5/22/2019 20:30,8.626667,9.791333,13.4535,10.871333,5.367389
5/22/2019 20:45,8.24,9.329333,12.857333,10.896667,5.262
5/22/2019 21:00,7.677333,8.955,12.568889,10.701334,4.935333
5/22/2019 21:15,7.104,8.730667,12.2045,9.758667,4.879333
5/22/2019 21:30,6.759389,8.56,11.756445,8.782778,4.696
5/22/2019 21:45,6.766666,8.325334,11.477333,9.107223,4.704
5/22/2019 22:00,6.364,7.824,11.073778,8.462,4.506889
5/22/2019 22:15,6.163278,7.64,10.7465,8.396667,4.392
5/22/2019 22:30,5.816,7.616,10.249333,7.7415,4.343333
5/22/2019 22:45,5.754667,7.508,10.039111,8.403889,4.294
5/22/2019 23:00,5.522722,7.362667,9.701333,8.132167,3.992611
5/22/2019 23:15,5.497334,6.974222,9.276,7.651389,3.976
5/22/2019 23:30,5.081334,6.738667,8.608001,6.973333,3.887333
5/22/2019 23:45,4.823389,6.811278,8.578,7.193333,3.616667
5/23/2019 0:00,4.684,6.56,8.645333,6.973333,3.558
5/23/2019 0:15,4.372445,6.453333,8.126667,6.857278,3.272722
5/23/2019 0:30,4.254056,6.328667,7.912,6.906667,3.326111
5/23/2019 0:45,4.281333,6.112,7.994222,6.030667,3.392667
5/23/2019 1:00,3.932667,5.934667,7.8225,6.121222,3.560667
5/23/2019 1:15,3.982,6.016,7.924,6.445222,3.396722
5/23/2019 1:30,3.68,5.875333,7.897334,6.436778,3.121333
5/23/2019 1:45,3.564667,5.888,7.67,6.142667,3.288667
5/23/2019 2:00,3.442667,5.956,7.5,6.127333,3.287333
5/23/2019 2:15,3.290722,6.048889,7.541333,5.571445,3.286722
5/23/2019 2:30,3.129333,5.844,7.546,4.958,3.03
5/23/2019 2:45,3.057333,5.631111,7.494667,4.79,2.887333
5/23/2019 3:00,2.955333,5.466,7.414,4.108778,2.744
5/23/2019 3:15,2.719333,5.409333,7.442667,3.936667,2.704
5/23/2019 3:30,2.490667,5.476,7.536,3.942555,2.743333
5/23/2019 3:45,2.436,5.443334,7.148,3.023444,2.319333
5/23/2019 4:00,2.311389,5.354667,7.004,3.262667,2.456667
5/23/2019 4:15,2.219333,5.386667,6.774666,3.102,2.649278
5/23/2019 4:30,2.216,5.52,6.679333,2.855333,2.64
5/23/2019 4:45,2.270611,5.424889,6.43,3.395333,2.447333
5/23/2019 5:00,2.084667,5.330667,6.308,3.672,2.48
5/23/2019 5:15,1.908,5.11,6.222,3.260111,2.463333
5/23/2019 5:30,1.618722,5.171556,6.117333,2.892667,2.368
5/23/2019 5:45,1.580667,5.157333,5.919333,2.487278,2.383333
5/23/2019 6:00,1.44,5.064,5.933333,2.504667,2.36
5/23/2019 6:15,1.380667,5.052667,5.970667,2.706556,2.118
5/23/2019 6:30,1.344,4.9825,5.928667,2.663333,2.282
5/23/2019 6:45,1.416,5.093333,6.16,2.592,2.424
5/23/2019 7:00,1.36,5.559,6.145333,2.245389,2.497333
5/23/2019 7:15,1.538,5.481333,6.222667,1.941333,2.672667
5/23/2019 7:30,2.145278,5.398,6.470444,1.639333,2.832611
5/23/2019 7:45,3.259278,5.459333,6.86,1.382667,2.655333
5/23/2019 8:00,4.128666,5.587333,7.131778,1.086667,2.552667
5/23/2019 8:15,4.746,5.78,7.537111,1.065333,2.833333
5/23/2019 8:30,5.325944,6.07,8.238444,1.168667,3.128
5/23/2019 8:45,6.068,6.472,8.433333,1.288,3.094722
5/23/2019 9:00,6.768667,7.322667,8.824,1.103333,3.427333
5/23/2019 9:15,7.419944,8.302,9.54,1.159945,4.365333
5/23/2019 9:30,7.765333,8.741334,9.934222,0.92,5.075334
5/23/2019 9:45,8.25,8.624001,9.985333,0.985333,5.908667
5/23/2019 10:00,8.725945,8.616,10.227777,0.934667,6.512722
5/23/2019 10:15,9.357333,8.694667,10.632,0.533333,6.896056
5/23/2019 10:30,9.788,8.902667,11.317333,0.175333,6.653389
5/23/2019 10:45,10.123333,9.077333,11.877334,0.048,6.142
5/23/2019 11:00,10.334666,9.155334,12.394,0.242667,6.411278
5/23/2019 11:15,10.845944,9.426666,12.831111,0.520056,6.6
5/23/2019 11:30,11.328611,9.936,13.397333,0.673333,6.584
5/23/2019 11:45,11.708,10.3955,13.916,0.807333,6.794667
5/23/2019 12:00,11.933333,10.558667,14.235556,0.68,7.008667
5/23/2019 12:15,12.416,11.07,14.302999,0.912611,7.186
5/23/2019 12:30,12.788667,11.51,14.589334,0.832667,7.249333
5/23/2019 12:45,13.109333,11.616,14.936,0.816,7.326667
5/23/2019 13:00,13.572556,11.890667,15.354667,1.146,7.440667
5/23/2019 13:15,13.92,12.862556,15.546,0.972,7.456
5/23/2019 13:30,14.07,12.788,15.763778,1.383333,7.384
5/23/2019 13:45,14.28,13.168889,14.988889,1.416667,7.393333
5/23/2019 14:00,14.387333,13.13,14.941334,1.165333,7.584
5/23/2019 14:15,14.452,13.277333,15.032,1.612722,7.518667
5/23/2019 14:30,14.739944,13.165334,15.072056,1.166,7.704667
5/23/2019 14:45,14.896,14.182667,15.514611,1.016,7.873333
5/23/2019 15:00,14.848001,14.2595,15.652,1.065333,7.581333
5/23/2019 15:15,14.934611,14.4,15.43,1.353389,7.754556
5/23/2019 15:30,14.967222,14.54989,15.441333,1.262,7.944667
5/23/2019 15:45,15.008,14.324,15.552,1.338667,8.022056
5/23/2019 16:00,14.443334,13.744,15.462889,2.667333,7.888
5/23/2019 16:15,14.088,13.415999,15.648001,4.355889,7.862722
5/23/2019 16:30,13.734,13.371333,15.642,4.851333,7.758667
5/23/2019 16:45,13.84,12.994667,15.273334,4.715222,7.880667
5/23/2019 17:00,13.96,12.697333,14.934,3.782,7.676778
5/23/2019 17:15,13.996,12.466666,14.769334,3.390111,7.415333
5/23/2019 17:30,13.602667,12.308,14.936,3.693222,7.776667
5/23/2019 17:45,13.570001,12.077333,15.072,2.941333,7.887333
5/23/2019 18:00,13.620055,12.085333,14.897333,3.155333,7.565389
5/23/2019 18:15,13.527111,12.053333,14.8165,4.264667,7.286667
5/23/2019 18:30,13.475333,11.976,14.4405,3.678667,7.2
5/23/2019 18:45,13.018111,12.02,14.28,3.766556,7.256
5/23/2019 19:00,12.668,11.833333,14.162666,3.642667,6.941945
5/23/2019 19:15,12.441999,11.841945,14.163278,3.048611,6.745333
5/23/2019 19:30,12.191999,11.75,14.408,3.103333,6.896
5/23/2019 19:45,11.956,11.505944,14.415999,2.740667,6.621333
5/23/2019 20:00,11.676111,11.233556,14.266,2.229333,6.577222
5/23/2019 20:15,11.366,11.018666,14.088,2.247333,6.015333
5/23/2019 20:30,10.392,10.532667,13.664001,1.782667,6.167333
5/23/2019 20:45,9.642667,9.412,13.664001,1.031333,6.118667
5/23/2019 21:00,9.266666,9.026,13.570666,1.174667,6.054667
5/23/2019 21:15,8.889334,8.709333,13.154667,0.596722,5.871944
5/23/2019 21:30,8.566,8.349444,13.141,0.319333,5.808
5/23/2019 21:45,8.142,8.4,13.176,0.175333,5.76
5/23/2019 22:00,7.889333,8.417389,12.872,0.12,5.703278
5/23/2019 22:15,7.780667,8.822667,12.696,0.006722,5.382056
5/23/2019 22:30,7.673333,8.832,12.234,-0.064,5.328
5/23/2019 22:45,7.524,8.466666,12.0425,-0.038667,5.215333
5/23/2019 23:00,7.318,8.691334,11.577778,0.161333,5.12
5/23/2019 23:15,6.658667,8.677334,11.373334,0.320611,5.08
5/23/2019 23:30,6.422611,8.568001,10.616,0.085389,4.895333
5/23/2019 23:45,6.265333,8.03,10.038667,0.224,4.928
5/24/2019 0:00,6.211333,7.922667,9.6705,0.159333,5.008
5/24/2019 0:15,5.848,7.726,9.165333,0.111389,4.872
5/24/2019 0:30,5.694,7.401333,8.966,0.089333,4.815945
5/24/2019 0:45,5.744,7.22,8.653334,0.375333,4.590667
5/24/2019 1:00,5.715333,6.976,8.328889,0.4,4.456
5/24/2019 1:15,5.668,7.058667,8.116,0.432,4.359278
5/24/2019 1:30,5.512,7.330667,8.245999,0.166667,3.918667
5/24/2019 1:45,5.196,7.066556,8.128,0.320556,3.863889
5/24/2019 2:00,4.834,6.939333,7.911,0.023944,3.616
5/24/2019 2:15,4.985944,6.677333,7.98,0.106667,3.680667
5/24/2019 2:30,4.944,6.819334,7.861333,0.215333,3.558667
5/24/2019 2:45,4.793334,6.745389,7.684,0.015333,3.505333
5/24/2019 3:00,4.534,6.660666,7.4,0.008667,3.380778
5/24/2019 3:15,4.554555,6.62,6.834667,0.007389,3.336667
5/24/2019 3:30,4.500667,6.398,6.590667,0.021944,3.529944
5/24/2019 3:45,4.361333,6.378667,6.3945,-0.262,3.6
5/24/2019 4:00,4.172,6.364,6.128,0.063333,3.664667
5/24/2019 4:15,3.96,6.233333,6.239778,-0.046667,3.616
5/24/2019 4:30,3.96,6.258667,6.152,-0.031333,3.494667
5/24/2019 4:45,3.862,6.115333,5.981333,0.055333,3.311333
5/24/2019 5:00,3.700667,6.162,5.921333,-0.305889,3.271333
5/24/2019 5:15,3.747333,6.250667,6.026,-0.031333,3.150667
5/24/2019 5:30,3.508667,6.269333,6.12,-0.064667,2.871333
5/24/2019 5:45,3.77,5.988,5.956,-0.031389,3.017889
5/24/2019 6:00,3.740667,5.762722,5.672,-0.048667,3.12
5/24/2019 6:15,3.710056,5.792,5.792611,-0.12,3.064
5/24/2019 6:30,3.792,5.974667,5.76,-0.159333,2.935333
5/24/2019 6:45,3.752,5.734667,5.994667,-0.152611,2.928667
5/24/2019 7:00,4.016,5.632,6.071944,-0.024667,3.088667
5/24/2019 7:15,4.234,5.653333,6.154666,0.170667,3.08
5/24/2019 7:30,4.536,5.688,6.692444,0.81,3.120667
5/24/2019 7:45,4.881778,5.772,7.338666,0.946,3.651944
5/24/2019 8:00,5.486,6.654666,7.694,1.269333,3.687333
5/24/2019 8:15,6.632,7.776889,8.026,1.059945,3.970667
5/24/2019 8:30,7.306611,8.505777,8.652,1.780667,4.337333
5/24/2019 8:45,7.964,9.042,9.62,2.626556,4.625944
5/24/2019 9:00,8.573334,9.610667,10.356,2.836555,4.825944
5/24/2019 9:15,9.032666,10.2,10.922,3.522667,5.026667
5/24/2019 9:30,9.589334,10.898666,11.251278,3.101333,5.738667
5/24/2019 9:45,10.152666,11.5495,12.104,3.499889,5.952667
5/24/2019 10:00,10.618,12.08,12.605333,4.271889,6.17
5/24/2019 10:15,10.784,12.442666,12.208,4.858556,6.628
5/24/2019 10:30,11.063277,12.861334,12.5,5.379333,7.282611
5/24/2019 10:45,11.436,13.176,13.016,5.994667,7.674
5/24/2019 11:00,11.739333,13.728001,13.624001,6.092611,7.607333
5/24/2019 11:15,12.112,14.128,14.024,5.576667,7.970611
5/24/2019 11:30,12.419333,14.374666,14.525333,5.938556,7.968667
5/24/2019 11:45,12.754,14.576,14.987889,6.685333,8.516667
5/24/2019 12:00,12.998667,15.09,15.369333,7.866556,8.638667
5/24/2019 12:15,13.229333,15.4,15.707278,7.243389,8.899333
5/24/2019 12:30,13.774667,15.669333,16.154001,7.523889,9.668612
5/24/2019 12:45,14.034,15.474055,16.361334,8.3605,9.976
5/24/2019 13:00,14.083889,14.983444,16.593334,8.929334,10.29
5/24/2019 13:15,13.464889,15.616889,16.714001,9.225389,10.44
5/24/2019 13:30,14.66,15.031,17.09,9.198777,10.465278
5/24/2019 13:45,14.939333,15.538667,17.351999,9.047334,10.456667
5/24/2019 14:00,15,15.827556,17.494667,9.475889,10.656667
5/24/2019 14:15,15.062667,16.024,17.521999,9.817223,10.712667
5/24/2019 14:30,15.176,16.781,17.630667,9.325999,10.978611
5/24/2019 14:45,15.056,16.842445,16.768,9.195333,11.184
5/24/2019 15:00,14.999333,16.524445,16.815332,8.698667,11.321333
5/24/2019 15:15,15.138666,16.944,16.615444,9,11.238
5/24/2019 15:30,15.036555,16.874777,16.535999,9.149333,10.902667
5/24/2019 15:45,14.483334,16.732,16.775278,8.4,10.735333
5/24/2019 16:00,14.554611,16.741333,16.808666,9.862,10.509334
5/24/2019 16:15,14.314167,16.709333,16.431999,9.826667,10.367333
5/24/2019 16:30,14.502556,16.457333,16.336,9.775333,10.239333
5/24/2019 16:45,13.756001,16.532,16.368,8.478666,10.344666
5/24/2019 17:00,13.902,16.243334,16.529333,8.072666,10.393944
5/24/2019 17:15,13.606667,16.176001,16.552,8.902666,10.496667
5/24/2019 17:30,14.092,15.71,16.673332,9.283999,10.479333
5/24/2019 17:45,13.872,15.941334,16.543333,8.506001,10.304
5/24/2019 18:00,13.733334,15.642667,16.552,8.671223,10.182667
5/24/2019 18:15,13.64,15.434667,16.310112,8.544111,10.055333
5/24/2019 18:30,13.078,14.89,15.900111,8.889222,10.008
5/24/2019 18:45,13.082,14.779555,15.968667,8.643333,9.951333
5/24/2019 19:00,13.115334,14.566,15.732667,7.414,9.807334
5/24/2019 19:15,13.316667,14.339999,15.592611,7.658778,9.534056
5/24/2019 19:30,13.036,14.259333,15.567333,7.951334,9.383333
5/24/2019 19:45,12.736,13.892,15.157333,7.806666,9.302667
5/24/2019 20:00,12.552,12.76,15.004,7.516056,9.16
5/24/2019 20:15,11.878722,12.059999,14.812667,6.812666,9.014112
5/24/2019 20:30,11.070778,11.079,14.16,6.317333,8.775333
5/24/2019 20:45,10.466056,10.322666,13.758667,5.886667,8.664667
5/24/2019 21:00,10.03,9.922667,13.621334,5.460111,8.671333
5/24/2019 21:15,9.465333,9.5585,13.335333,5.335333,8.564
5/24/2019 21:30,9.274722,9.221334,13.471556,4.788722,8.28
5/24/2019 21:45,8.819445,9.021334,13.063334,4.252666,8.161333
5/24/2019 22:00,8.401333,9.055111,12.492666,3.790667,8.022
5/24/2019 22:15,8.28,8.605389,12.048,3.866,7.863889
5/24/2019 22:30,8.156667,8.481334,11.551333,3.910667,7.639945
5/24/2019 22:45,8.320611,8.467334,11.385111,3.615333,7.496
5/24/2019 23:00,8.278,8.464,11.294666,3.464,7.584
5/24/2019 23:15,7.697333,8.11,11.059999,3.455333,7.424
5/24/2019 23:30,7.322667,7.699555,10.578667,3.158667,7.4
5/24/2019 23:45,7.068666,7.8,10.288,3.047333,7.24
5/25/2019 0:00,6.912,7.814,10.243999,2.83,7.112
5/25/2019 0:15,6.961333,7.722667,9.577333,2.728667,7.016
5/25/2019 0:30,6.576,7.568,9.283556,2.735333,7.064
5/25/2019 0:45,6.384,7.337333,9.015889,2.55,6.96
5/25/2019 1:00,6.36,7.533278,8.678667,2.417278,6.8
5/25/2019 1:15,6.23,7.202667,8.649334,2.197444,6.904
5/25/2019 1:30,6.216,6.858667,8.636,2.024,6.736
5/25/2019 1:45,6.087389,6.736,8.449333,2.272,6.728
5/25/2019 2:00,5.73,6.366,8.485333,2.217333,6.672
5/25/2019 2:15,5.596666,6.4495,8.385333,2.417278,6.408
5/25/2019 2:30,5.444667,6.318,8.027333,2.255333,5.848
5/25/2019 2:45,5.613333,6.092,7.68,1.831333,5.512
5/25/2019 3:00,5.972,6.138,7.534667,1.831333,5.496
5/25/2019 3:15,5.666,6.058,7.252,1.632667,5.4
5/25/2019 3:30,5.515555,5.981333,6.950444,1.624,5.552
5/25/2019 3:45,5.097333,6.176,6.850667,1.446,5.248
5/25/2019 4:00,4.801333,5.961333,6.696,1.384,5.192
5/25/2019 4:15,4.752,5.792,6.526667,1.359333,5.168
5/25/2019 4:30,4.888611,5.536,6.517334,1.279333,5.464
5/25/2019 4:45,4.996667,5.258722,6.607333,1.320667,5.488
5/25/2019 5:00,4.892667,5.344,6.269333,1.2,5.456
5/25/2019 5:15,4.859334,5.304,5.864,1.2,5.504
5/25/2019 5:30,4.918667,5.168,5.738667,1.127333,5.312
5/25/2019 5:45,4.905334,5.114,5.735333,1.095333,5.376
5/25/2019 6:00,4.899889,5.112,5.752667,0.975333,5.08
5/25/2019 6:15,4.744,5.16,5.832,0.88,4.448
5/25/2019 6:30,4.868667,5.274667,5.582667,0.864667,4.24
5/25/2019 6:45,4.828722,5.292,5.440667,0.908028,4.144
5/25/2019 7:00,5.110667,5.666667,5.688,1.114,4.2
5/25/2019 7:15,5.709333,6.13575,5.861333,1.532,4.376
5/25/2019 7:30,5.88,6.718667,6.620667,2.316667,4.536
5/25/2019 7:45,6.082,7.351333,7.267944,3.098667,4.8
5/25/2019 8:00,6.390666,8.295278,7.850667,4.114666,5.32
5/25/2019 8:15,6.316667,9.102,8.296,4.616611,5.488
5/25/2019 8:30,6.438667,9.747778,8.76,4.882,5.752
5/25/2019 8:45,6.824667,10.161333,9.500667,5.450666,5.928
5/25/2019 9:00,7.671889,10.728,10.384,6.042666,6.088
5/25/2019 9:15,8.252,11.171945,10.987333,6.53,6.296
5/25/2019 9:30,8.388722,11.789333,11.506666,6.987222,6.432
5/25/2019 9:45,8.909333,12.408,11.964,7.382444,6.834
5/25/2019 10:00,9.342,12.836,12.528,7.986556,7.160666
5/25/2019 10:15,9.736667,13.427944,12.957222,8.228556,8.005222
5/25/2019 10:30,10.418667,13.816,13.45,8.626,7.844722
5/25/2019 10:45,11.621333,14.174666,13.630723,9.251333,7.720666
5/25/2019 11:00,11.920611,14.558001,13.874001,9.619333,7.881333
5/25/2019 11:15,12.204,14.846667,14.412556,9.427999,8.218555
5/25/2019 11:30,12.483334,15.264,14.866,9.501333,8.442
5/25/2019 11:45,12.712,15.456,15.307333,9.922,8.826667
5/25/2019 12:00,13.092,15.694,15.802556,10.305333,9.144
5/25/2019 12:15,13.387333,16.026667,16.131334,10.521389,9.087334
5/25/2019 12:30,13.914001,16.311333,16.561333,11.128667,9.006666
5/25/2019 12:45,13.744,16.180668,16.945333,11.393111,9.073944
5/25/2019 13:00,14.09,16.832001,17.169334,11.576667,9.112666
5/25/2019 13:15,14.151999,17.124445,17.273335,11.830667,9.457334
5/25/2019 13:30,14.772,17.24,17.605333,12.025833,9.657333
5/25/2019 13:45,14.963333,17.360001,17.904667,11.905945,9.735333
5/25/2019 14:00,14.652,17.375999,18.025333,12.167334,9.736
5/25/2019 14:15,14.392,17.216667,18.219334,12.177333,9.672667
5/25/2019 14:30,13.618778,17.167999,18.189333,12.207334,9.912666
5/25/2019 14:45,12.447333,17.584,18.218668,12.419222,10.056666
5/25/2019 15:00,12.018666,17.148001,18.458668,12.452666,10.217944
5/25/2019 15:15,11.710611,17.247499,18.528,11.974112,10.304667
5/25/2019 15:30,11.431389,17.761278,18.390667,12.146,10.224667
5/25/2019 15:45,11.424,17.656,18.465334,12.375999,10.222111
5/25/2019 16:00,11.23,17.327999,18.615999,12.230666,10.37
5/25/2019 16:15,10.746667,17.271999,18.625278,12.605445,10.616667
5/25/2019 16:30,10.058666,18.042223,18.719999,13.373445,10.793333
5/25/2019 16:45,9.589389,17.7925,18.6,12.668056,10.745334
5/25/2019 17:00,9.064,16.892668,18.60689,12.680667,10.862667
5/25/2019 17:15,9.088667,16.605999,18.583334,12.026778,10.711945
5/25/2019 17:30,9.288,16.436001,18.212,12.315222,10.398
5/25/2019 17:45,8.806056,16.198668,18.062668,12.350667,10.014667
5/25/2019 18:00,8.976,16.482666,17.983999,12.394,9.992
5/25/2019 18:15,8.900667,16.169445,17.858665,11.990778,9.854
5/25/2019 18:30,8.798667,16.224001,17.661554,10.738055,9.607333
5/25/2019 18:45,9.676611,16.179333,17.592001,10.313334,9.486722
5/25/2019 19:00,9.713333,16.203278,17.274889,10.930722,9.351333
5/25/2019 19:15,9.683333,15.93,17.145334,11.416,9.36
5/25/2019 19:30,9.684,15.458667,16.982,11.383445,9.448
5/25/2019 19:45,9.540667,15.304,16.58,11.275333,9.197444
5/25/2019 20:00,9.184667,14.844055,16.1,10.864,9.125999
5/25/2019 20:15,8.718667,14.079111,15.226666,9.976,8.703334
5/25/2019 20:30,8.83,13.628667,13.982667,8.884666,8.705334
5/25/2019 20:45,8.524667,13.221334,13.176,8.316667,8.653445
5/25/2019 21:00,8.359333,12.612,12.604,7.749333,8.454667
5/25/2019 21:15,7.937334,11.866667,12.081333,7.411334,8.038667
5/25/2019 21:30,7.625333,11.271111,11.809334,7.120611,7.766722
5/25/2019 21:45,7.324056,11.166666,11.616,7.013333,7.792667
5/25/2019 22:00,7.092667,10.794667,11.342667,6.492,7.542667
5/25/2019 22:15,7.149278,10.4595,11.150666,5.854667,7.285944
5/25/2019 22:30,7.326667,10.549334,10.866667,5.863333,6.918
5/25/2019 22:45,7.393333,10.368,10.6,5.64,6.356667
5/25/2019 23:00,6.922667,10.094666,10.592,5.953333,6.136666
5/25/2019 23:15,6.593333,9.802667,10.558667,5.587445,6.24
5/25/2019 23:30,6.555333,9.897333,10.138666,5.271333,5.916667
5/25/2019 23:45,6.479389,9.822667,9.772,5.142667,5.616611
5/26/2019 0:00,6.508667,9.374666,9.631333,5.046667,5.679333
5/26/2019 0:15,6.404667,9.311999,9.365333,5.073277,5.235389
5/26/2019 0:30,5.512667,9.075334,9.134666,5.088,4.974667
5/26/2019 0:45,4.770667,9.048,8.935945,4.912667,4.896
5/26/2019 1:00,4.133333,8.887389,8.781334,4.712,4.491445
5/26/2019 1:15,3.835333,8.948667,8.598889,4.745333,3.716667
5/26/2019 1:30,3.792,8.8275,8.598667,4.790667,3.456
5/26/2019 1:45,3.556667,8.698,8.421333,4.6,3.469333
5/26/2019 2:00,3.94,8.72,8.361333,4.478,3.029333
5/26/2019 2:15,4.046611,8.662666,8.285111,4.32,2.534722
5/26/2019 2:30,3.928,8.645333,8.04,4.352,2.554
5/26/2019 2:45,3.665333,8.765333,8.19311,4.287333,2.702
5/26/2019 3:00,3.585389,8.704,7.896,4.392667,2.608556
5/26/2019 3:15,3.843889,8.616,7.772,4.496,2.214667
5/26/2019 3:30,3.861333,8.586667,7.557111,4.399333,2.072667
5/26/2019 3:45,3.72,8.380667,7.4,4.254667,2.162083
5/26/2019 4:00,3.708667,8.393111,7.181333,4.282,2.182667
5/26/2019 4:15,3.6,8.199111,7.021555,4.205333,2.295333
5/26/2019 4:30,3.635333,8.3055,6.845556,4.113333,2.134667
5/26/2019 4:45,3.665333,8.274,6.98,4.078667,2.030667
5/26/2019 5:00,3.492667,8.050667,6.948,4.153333,2.057945
5/26/2019 5:15,3.36,8.091,6.823333,4.005445,1.862
5/26/2019 5:30,3.32,8.165333,6.938667,3.806,1.858
5/26/2019 5:45,3.244,8.0025,6.797333,3.576,2.105333
5/26/2019 6:00,3.331333,7.936,6.822444,3.462667,2.296667
5/26/2019 6:15,3.634556,7.713333,6.682667,3.247333,2.464667
5/26/2019 6:30,3.77,7.474667,6.244,3.433944,2.593333
5/26/2019 6:45,3.732667,7.725333,6.152,3.488055,2.631333
5/26/2019 7:00,3.668667,7.917278,6.117556,3.801944,2.575333
5/26/2019 7:15,3.619333,8.038667,6.337333,4.187333,2.585333
5/26/2019 7:30,3.636,8.196,7.365334,4.821333,2.672667
