,Arolla / Hydrologie (Bertol_Inferieur_-_Debit),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (1. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (2. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (3. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (4. Année précédente)
5/23/2019 16:00,0.004,0.506,0.004,0.592542,0.217556
5/23/2019 16:15,0.004,0.517626,0.004,0.584649,0.221635
5/23/2019 16:30,0.004,0.51,0.004,0.576971,0.223093
5/23/2019 16:45,0.004,0.51,0.004,0.571862,0.221658
5/23/2019 17:00,0.004,0.51,0.061146,0.567407,0.219718
5/23/2019 17:15,0.004,0.517917,0.338994,0.565725,0.218887
5/23/2019 17:30,0.004,0.525388,0.337987,0.562917,0.221987
5/23/2019 17:45,0.037382,0.521,0.348846,0.558163,0.222257
5/23/2019 18:00,0.041,0.521,0.356,0.553294,0.223073
5/23/2019 18:15,0.043872,0.521,0.361877,0.548786,0.22125
5/23/2019 18:30,0.045,0.521,0.375,0.53918,0.222216
5/23/2019 18:45,0.045,0.521,0.375,0.532512,0.222954
5/23/2019 19:00,0.045,0.521,0.384543,0.530571,0.222819
5/23/2019 19:15,0.045,0.521,0.386,0.525187,0.220496
5/23/2019 19:30,0.045,0.521,0.387763,0.523514,0.220722
5/23/2019 19:45,0.045,0.521,0.404757,0.521988,0.220314
5/23/2019 20:00,0.045,0.521,0.398,0.523819,0.221358
5/23/2019 20:15,0.045,0.521,0.398,0.521063,0.219169
5/23/2019 20:30,0.045,0.513497,0.398,0.513993,0.219
5/23/2019 20:45,0.045,0.521337,0.408541,0.510533,0.220295
5/23/2019 21:00,0.045,0.065079,0.402633,0.504658,0.219042
5/23/2019 21:15,0.045,0.004,0.412018,0.50094,0.219327
5/23/2019 21:30,0.041,0.526097,0.405,0.500234,0.219017
5/23/2019 21:45,0.041,0.566,0.405,0.494259,0.217501
5/23/2019 22:00,0.041,0.559892,0.405,0.490558,0.219181
5/23/2019 22:15,0.041,0.551003,0.405,0.485649,0.22099
5/23/2019 22:30,0.041,0.559174,0.405,0.48035,0.218474
5/23/2019 22:45,0.041,0.555554,0.405,0.474712,0.219008
5/23/2019 23:00,0.039228,0.566,0.402049,0.469978,0.219757
5/23/2019 23:15,0.034,0.566,0.394329,0.470384,0.219726
5/23/2019 23:30,0.034,0.557673,0.401,0.470334,0.219444
5/23/2019 23:45,0.036838,0.562,0.401,0.465167,0.218156
5/24/2019 0:00,0.037,0.562,0.394211,0.459191,0.218647
5/24/2019 0:15,0.037,0.562,0.391531,0.458366,0.216549
5/24/2019 0:30,0.036101,0.562,0.403625,0.453442,0.218926
5/24/2019 0:45,0.034,0.562,0.38686,0.451246,0.217143
5/24/2019 1:00,0.034,0.568341,0.398,0.453211,0.218466
5/24/2019 1:15,0.034,0.551,0.379495,0.447808,0.218452
5/24/2019 1:30,0.034,0.557272,0.389369,0.441947,0.218173
5/24/2019 1:45,0.034,0.559,0.383,0.437938,0.217648
5/24/2019 2:00,0.03212,0.559,0.383,0.437898,0.215902
5/24/2019 2:15,0.03,0.554869,0.378245,0.435915,0.214457
5/24/2019 2:30,0.03,0.551,0.362728,0.431119,0.214744
5/24/2019 2:45,0.03,0.555667,0.373501,0.430951,0.212337
5/24/2019 3:00,0.03,0.551,0.360794,0.425549,0.210435
5/24/2019 3:15,0.028723,0.551,0.371,0.424142,0.211583
5/24/2019 3:30,0.026,0.55705,0.36957,0.420801,0.209054
5/24/2019 3:45,0.026,0.548945,0.364,0.420591,0.210323
5/24/2019 4:00,0.026,0.551395,0.364,0.413037,0.210436
5/24/2019 4:15,0.026,0.54,0.352925,0.407938,0.212784
5/24/2019 4:30,0.026,0.549808,0.349961,0.407314,0.213558
5/24/2019 4:45,0.024703,0.540486,0.345,0.407904,0.208993
5/24/2019 5:00,0.022,0.54,0.345,0.402733,0.209785
5/24/2019 5:15,0.022,0.08274,0.345,0.402775,0.210286
5/24/2019 5:30,0.022,0.004,0.345,0.403011,0.207147
5/24/2019 5:45,0.021698,0.381073,0.345,0.39731,0.206384
5/24/2019 6:00,0.019,0.03815,0.334835,0.394939,0.205325
5/24/2019 6:15,0.019,0.138757,0.338,0.390045,0.20508
5/24/2019 6:30,0.019,0.532589,0.338,0.388851,0.203704
5/24/2019 6:45,0.019,0.519388,0.327983,0.387888,0.204546
5/24/2019 7:00,0.019,0.529,0.326,0.385076,0.216369
5/24/2019 7:15,0.015973,0.529,0.326,0.382399,0.234924
5/24/2019 7:30,0.015,0.526839,0.326,0.378871,0.234599
5/24/2019 7:45,0.015,0.525663,0.319707,0.377907,0.235514
5/24/2019 8:00,0.015,0.523353,0.315,0.372223,0.234756
5/24/2019 8:15,0.015,0.516907,0.315,0.368701,0.234634
5/24/2019 8:30,0.015,0.520203,0.315,0.366321,0.233105
5/24/2019 8:45,0.015,0.525,0.306474,0.36888,0.233449
5/24/2019 9:00,0.011549,0.511718,0.310329,0.367641,0.236764
5/24/2019 9:15,0.011,0.517,0.310827,0.366424,0.232392
5/24/2019 9:30,0.011,0.517,0.307,0.360636,0.229392
5/24/2019 9:45,0.011,0.517,0.307,0.357866,0.229319
5/24/2019 10:00,0.011,0.510783,0.307,0.355969,0.230999
5/24/2019 10:15,0.011,0.513755,0.307,0.354887,0.229154
5/24/2019 10:30,0.008609,0.507012,0.301981,0.350258,0.230215
5/24/2019 10:45,0.007,0.505511,0.296,0.352201,0.232253
5/24/2019 11:00,0.007,0.517,0.310433,0.350374,0.227472
5/24/2019 11:15,0.007,0.517,0.305417,0.350704,0.229021
5/24/2019 11:30,0.007,0.517,0.304,0.349794,0.231297
5/24/2019 11:45,0.007,0.509539,0.304,0.34714,0.23457
5/24/2019 12:00,0.007,0.5221,0.308295,0.348496,0.233363
5/24/2019 12:15,0.007,0.51511,0.302439,0.343438,0.233423
5/24/2019 12:30,0.007,0.52285,0.307,0.342635,0.235891
5/24/2019 12:45,0.007,0.51,0.331925,0.342114,0.235801
5/24/2019 13:00,0.007,0.52481,0.330067,0.344287,0.235158
5/24/2019 13:15,0.007,0.525,0.33,0.342987,0.238795
5/24/2019 13:30,0.011,0.525,0.338418,0.343415,0.243623
5/24/2019 13:45,0.011,0.539092,0.349,0.344626,0.248907
5/24/2019 14:00,0.017958,0.533598,0.349,0.344286,0.251529
5/24/2019 14:15,0.019,0.560649,0.356485,0.34124,0.251049
5/24/2019 14:30,0.020453,0.559,0.364,0.342537,0.250892
5/24/2019 14:45,0.026,0.559,0.37773,0.343405,0.252787
5/24/2019 15:00,0.028179,0.579932,0.393564,0.349398,0.257511
5/24/2019 15:15,0.037,0.578054,0.404751,0.349901,0.259714
5/24/2019 15:30,0.037,0.585,0.416,0.349763,0.262183
5/24/2019 15:45,0.044443,0.585,0.439,0.354814,0.265099
5/24/2019 16:00,0.045,0.585803,0.447825,0.351974,0.265032
5/24/2019 16:15,0.050661,0.596288,0.470864,0.354551,0.265184
5/24/2019 16:30,0.052902,0.615,0.48,0.356584,0.265677
5/24/2019 16:45,0.064,0.615,0.496546,0.358294,0.269191
5/24/2019 17:00,0.064,0.635065,0.507077,0.360125,0.272263
5/24/2019 17:15,0.072283,0.630303,0.526719,0.360899,0.271452
5/24/2019 17:30,0.075,0.645,0.544,0.359257,0.272878
5/24/2019 17:45,0.075,0.645,0.544,0.363182,0.273954
5/24/2019 18:00,0.08226,0.645,0.554945,0.366457,0.276199
5/24/2019 18:15,0.083,0.645,0.572089,0.364993,0.276605
5/24/2019 18:30,0.083,0.650104,0.586215,0.363897,0.280841
5/24/2019 18:45,0.083826,0.656,0.596,0.363933,0.282062
5/24/2019 19:00,0.086,0.652392,0.613378,0.370062,0.282851
5/24/2019 19:15,0.086,0.652,0.607997,0.369147,0.280981
5/24/2019 19:30,0.086,0.652,0.612621,0.367511,0.280407
5/24/2019 19:45,0.088151,0.652,0.604572,0.367513,0.280262
5/24/2019 20:00,0.094,0.640747,0.608,0.365868,0.282262
5/24/2019 20:15,0.094,0.649,0.608,0.365627,0.281472
5/24/2019 20:30,0.09032,0.661122,0.590339,0.366741,0.281153
5/24/2019 20:45,0.09,0.656,0.600703,0.367221,0.28253
5/24/2019 21:00,0.09,0.656,0.592644,0.368116,0.28052
5/24/2019 21:15,0.09,0.646638,0.589,0.366881,0.279443
5/24/2019 21:30,0.09,0.652,0.589,0.367864,0.28028
5/24/2019 21:45,0.09,0.652,0.572844,0.365007,0.28032
5/24/2019 22:00,0.09,0.652,0.574635,0.367469,0.279007
5/24/2019 22:15,0.09,0.652,0.566,0.364008,0.27886
5/24/2019 22:30,0.09,0.652,0.562562,0.361146,0.276954
5/24/2019 22:45,0.09,0.652,0.555,0.364496,0.27843
5/24/2019 23:00,0.09,0.636015,0.557877,0.366139,0.279504
5/24/2019 23:15,0.09,0.650849,0.553591,0.366,0.2819
5/24/2019 23:30,0.09,0.641,0.544,0.365407,0.282362
5/24/2019 23:45,0.088463,0.653763,0.544,0.364838,0.278112
5/25/2019 0:00,0.083,0.645,0.541139,0.36161,0.277716
5/25/2019 0:15,0.083,0.635353,0.536,0.362269,0.278516
5/25/2019 0:30,0.083,0.648898,0.515686,0.361873,0.280581
5/25/2019 0:45,0.083,0.635975,0.522342,0.362384,0.278458
5/25/2019 1:00,0.083,0.639014,0.511797,0.359277,0.278236
5/25/2019 1:15,0.08266,0.638169,0.514,0.357691,0.279512
5/25/2019 1:30,0.075,0.637,0.514,0.35787,0.279494
5/25/2019 1:45,0.075,0.637,0.498083,0.354307,0.277617
5/25/2019 2:00,0.075,0.623133,0.495,0.352887,0.278111
5/25/2019 2:15,0.075,0.635012,0.495,0.352878,0.274808
5/25/2019 2:30,0.075,0.623,0.485559,0.353557,0.272251
5/25/2019 2:45,0.071192,0.623,0.489745,0.353127,0.274336
5/25/2019 3:00,0.068,0.625223,0.46588,0.350778,0.273727
5/25/2019 3:15,0.068,0.626,0.48,0.351329,0.273775
5/25/2019 3:30,0.068,0.622957,0.471971,0.350748,0.272498
5/25/2019 3:45,0.068,0.611,0.469931,0.351355,0.272504
5/25/2019 4:00,0.068,0.611,0.464232,0.348127,0.272421
5/25/2019 4:15,0.065881,0.611,0.461,0.349295,0.270732
5/25/2019 4:30,0.064,0.612112,0.461,0.350141,0.27275
5/25/2019 4:45,0.064,0.617029,0.452108,0.347454,0.271731
5/25/2019 5:00,0.06104,0.610023,0.459531,0.347918,0.271924
5/25/2019 5:15,0.06,0.596687,0.447228,0.347378,0.271671
5/25/2019 5:30,0.059154,0.595437,0.454,0.346804,0.272346
5/25/2019 5:45,0.056,0.601112,0.448749,0.342181,0.271933
5/25/2019 6:00,0.056,0.5921,0.440588,0.344106,0.268322
5/25/2019 6:15,0.056,0.59217,0.420672,0.340392,0.266799
5/25/2019 6:30,0.055037,0.590246,0.423517,0.338666,0.268776
5/25/2019 6:45,0.052,0.597037,0.419825,0.340747,0.268206
5/25/2019 7:00,0.052,0.590006,0.409415,0.336704,0.268892
5/25/2019 7:15,0.050755,0.581,0.405,0.336876,0.267002
5/25/2019 7:30,0.045,0.581,0.405,0.3349,0.266566
5/25/2019 7:45,0.045,0.581,0.405,0.334456,0.267889
5/25/2019 8:00,0.045,0.570861,0.405,0.332548,0.266899
5/25/2019 8:15,0.045,0.578442,0.388216,0.333396,0.267944
5/25/2019 8:30,0.045,0.57,0.402111,0.330603,0.266976
5/25/2019 8:45,0.045,0.57,0.394313,0.329899,0.266487
5/25/2019 9:00,0.045,0.566984,0.375347,0.328762,0.265268
5/25/2019 9:15,0.037172,0.562,0.375,0.32769,0.265823
5/25/2019 9:30,0.037,0.562,0.376518,0.328757,0.265423
5/25/2019 9:45,0.037,0.548764,0.386017,0.326504,0.264373
5/25/2019 10:00,0.037,0.479906,0.370847,0.324228,0.265954
5/25/2019 10:15,0.037,0.010337,0.379,0.322162,0.268639
5/25/2019 10:30,0.037,0.004,0.369805,0.327938,0.268458
5/25/2019 10:45,0.037,0.107094,0.367,0.332202,0.266723
5/25/2019 11:00,0.037,0.5958,0.372855,0.33639,0.265123
5/25/2019 11:15,0.037,0.58568,0.368861,0.343881,0.26767
5/25/2019 11:30,0.037,0.585,0.364,0.380847,0.267242
5/25/2019 11:45,0.037,0.585,0.364,0.457407,0.265913
5/25/2019 12:00,0.040507,0.585,0.364316,0.526591,0.265019
5/25/2019 12:15,0.041,0.585,0.371,0.56632,0.26672
5/25/2019 12:30,0.041,0.587888,0.371,0.615919,0.265973
5/25/2019 12:45,0.041319,0.601365,0.374662,0.622106,0.267511
5/25/2019 13:00,0.049,0.578121,0.386,0.556873,0.267533
5/25/2019 13:15,0.050925,0.567884,0.387869,0.484657,0.267439
5/25/2019 13:30,0.06,0.593,0.398,0.436531,0.268891
5/25/2019 13:45,0.06,0.589451,0.401197,0.408366,0.269894
5/25/2019 14:00,0.065963,0.589,0.424134,0.394725,0.272437
5/25/2019 14:15,0.068,0.589,0.418513,0.38427,0.2706
5/25/2019 14:30,0.072188,0.612505,0.429298,0.375463,0.272211
5/25/2019 14:45,0.075,0.615,0.446497,0.546312,0.270962
5/25/2019 15:00,0.075,0.615,0.447475,0.73068,0.274664
5/25/2019 15:15,0.075,0.630346,0.463534,0.616705,0.273826
5/25/2019 15:30,0.078812,0.634,0.465,0.522808,0.271462
5/25/2019 15:45,0.079,0.634,0.488294,0.483041,0.274529
5/25/2019 16:00,0.079,0.640213,0.489847,0.457863,0.275249
5/25/2019 16:15,0.079,0.665993,0.502,0.441606,0.275235
5/25/2019 16:30,0.084753,0.662379,0.514424,0.537493,0.279327
5/25/2019 16:45,0.086,0.661957,0.519682,0.67562,0.278301
5/25/2019 17:00,0.089749,0.690468,0.548787,0.570242,0.280632
5/25/2019 17:15,0.094,0.69,0.555,0.512805,0.279668
5/25/2019 17:30,0.0951,0.700769,0.563762,0.485822,0.277003
5/25/2019 17:45,0.101,0.693368,0.578803,0.477675,0.2838
5/25/2019 18:00,0.101,0.68385,0.59387,0.47687,0.281489
5/25/2019 18:15,0.10389,0.684523,0.601408,0.470444,0.283963
5/25/2019 18:30,0.105,0.67377,0.605424,0.458651,0.283747
5/25/2019 18:45,0.105,0.68411,0.616467,0.440955,0.282242
5/25/2019 19:00,0.111285,0.686,0.6128,0.436053,0.282055
5/25/2019 19:15,0.113,0.68259,0.608,0.428928,0.281065
5/25/2019 19:30,0.113,0.687444,0.608,0.422984,0.282232
5/25/2019 19:45,0.113,0.682627,0.603791,0.413482,0.283595
5/25/2019 20:00,0.11202,0.689482,0.587946,0.414533,0.282927
5/25/2019 20:15,0.109,0.686959,0.580774,0.4142,0.280218
5/25/2019 20:30,0.109973,0.682,0.581,0.4074,0.283998
5/25/2019 20:45,0.113,0.682,0.581,0.408328,0.284724
5/25/2019 21:00,0.113,0.67712,0.581,0.409803,0.284896
5/25/2019 21:15,0.113,0.665266,0.561632,0.409254,0.284429
5/25/2019 21:30,0.112748,0.686,0.575328,0.406454,0.283619
5/25/2019 21:45,0.109,0.676686,0.556523,0.407024,0.282594
5/25/2019 22:00,0.109,0.6905,0.563309,0.405835,0.282732
5/25/2019 22:15,0.112554,0.671,0.553264,0.403318,0.285583
5/25/2019 22:30,0.113,0.69412,0.559792,0.402398,0.288558
5/25/2019 22:45,0.113,0.684086,0.555,0.403222,0.293759
5/25/2019 23:00,0.113,0.683265,0.555,0.39945,0.295706
5/25/2019 23:15,0.113,0.675905,0.555,0.400031,0.294595
5/25/2019 23:30,0.113,0.671,0.5408,0.395069,0.294884
5/25/2019 23:45,0.113,0.691843,0.546207,0.394522,0.289742
5/26/2019 0:00,0.11149,0.675,0.536686,0.39345,0.285598
5/26/2019 0:15,0.109,0.676364,0.54,0.391796,0.283314
5/26/2019 0:30,0.109,0.675354,0.530589,0.391224,0.283583
5/26/2019 0:45,0.109,0.682,0.525657,0.388576,0.283972
5/26/2019 1:00,0.105377,0.675174,0.536,0.387049,0.283698
5/26/2019 1:15,0.101,0.673842,0.515874,0.386605,0.280865
5/26/2019 1:30,0.101,0.679,0.521,0.384553,0.283417
5/26/2019 1:45,0.101,0.679,0.517984,0.383423,0.282389
5/26/2019 2:00,0.101,0.679,0.502895,0.383744,0.283707
5/26/2019 2:15,0.101,0.669952,0.516805,0.381697,0.282536
5/26/2019 2:30,0.101,0.659418,0.501122,0.377545,0.283533
5/26/2019 2:45,0.096957,0.664988,0.495,0.376125,0.282461
5/26/2019 3:00,0.094,0.656666,0.495,0.373151,0.281532
5/26/2019 3:15,0.094,0.66722,0.495,0.37098,0.282164
5/26/2019 3:30,0.094,0.655148,0.489546,0.371289,0.283793
5/26/2019 3:45,0.094,0.649984,0.472,0.372377,0.281278
5/26/2019 4:00,0.093131,0.64319,0.472,0.367894,0.281473
5/26/2019 4:15,0.086,0.648767,0.469768,0.36838,0.280457
5/26/2019 4:30,0.086,0.63,0.458,0.367511,0.278679
5/26/2019 4:45,0.086,0.63,0.458,0.370822,0.274745
5/26/2019 5:00,0.086,0.635867,0.458,0.364534,0.276538
5/26/2019 5:15,0.086,0.6308,0.449498,0.364822,0.280114
5/26/2019 5:30,0.086,0.628611,0.443,0.365595,0.279459
5/26/2019 5:45,0.08506,0.611,0.438303,0.36622,0.278142
5/26/2019 6:00,0.079,0.6214,0.424,0.363103,0.274899
5/26/2019 6:15,0.079,0.611033,0.424,0.361423,0.274945
5/26/2019 6:30,0.079,0.611,0.415533,0.35833,0.275509
5/26/2019 6:45,0.079,0.599511,0.407847,0.358401,0.273873
5/26/2019 7:00,0.079,0.610286,0.412,0.355257,0.272029
5/26/2019 7:15,0.076872,0.593,0.401814,0.3572,0.271731
5/26/2019 7:30,0.075,0.593,0.401,0.35373,0.266654
5/26/2019 7:45,0.075,0.593,0.401,0.351175,0.271396
5/26/2019 8:00,0.07261,0.593,0.386974,0.351302,0.270085
5/26/2019 8:15,0.071,0.58595,0.394414,0.348024,0.271138
5/26/2019 8:30,0.070672,0.595732,0.383,0.351057,0.267981
5/26/2019 8:45,0.068,0.586748,0.38876,0.350971,0.269354
5/26/2019 9:00,0.068,0.581,0.381671,0.351431,0.269668
5/26/2019 9:15,0.068,0.581,0.379,0.3503,0.265479
5/26/2019 9:30,0.064355,0.581,0.37543,0.346999,0.266825
5/26/2019 9:45,0.064,0.56877,0.367041,0.348376,0.26625
5/26/2019 10:00,0.064,0.575336,0.22581,0.349423,0.267443
5/26/2019 10:15,0.061526,0.567156,0.004,0.348943,0.268827
5/26/2019 10:30,0.06,0.576556,0.004,0.348199,0.266809
5/26/2019 10:45,0.06,0.573048,0.119238,0.349003,0.266558
5/26/2019 11:00,0.06,0.57,0.362173,0.344887,0.266239
5/26/2019 11:15,0.057325,0.57,0.36304,0.344434,0.267784
5/26/2019 11:30,0.056,0.57,0.352,0.344878,0.265757
5/26/2019 11:45,0.056,0.57,0.359739,0.349315,0.266627
5/26/2019 12:00,0.056,0.578464,0.364,0.346545,0.266921
5/26/2019 12:15,0.060273,0.581,0.364,0.345615,0.265437
5/26/2019 12:30,0.064,0.583384,0.37664,0.348957,0.267895
5/26/2019 12:45,0.064928,0.593,0.383,0.347244,0.266493
5/26/2019 13:00,0.071,0.593,0.383,0.352162,0.266338
5/26/2019 13:15,0.071,0.593,0.388601,0.351255,0.267595
5/26/2019 13:30,0.071,0.611585,0.405,0.350885,0.26405
5/26/2019 13:45,0.071,0.603017,0.405,0.35352,0.264845
5/26/2019 14:00,0.077205,0.611,0.415951,0.357018,0.261801
5/26/2019 14:15,0.079,0.6174,0.43643,0.36465,0.267618
5/26/2019 14:30,0.078207,0.634,0.428682,0.367692,0.266242
5/26/2019 14:45,0.075,0.634,0.44906,0.374556,0.265648
5/26/2019 15:00,0.075,0.635696,0.458,0.380098,0.264071
5/26/2019 15:15,0.075172,0.652,0.470765,0.386546,0.266835
5/26/2019 15:30,0.079,0.660182,0.474597,0.392396,0.267878
5/26/2019 15:45,0.079,0.66478,0.484494,0.399432,0.269834
5/26/2019 16:00,0.079,0.671877,0.502,0.402712,0.272738
5/26/2019 16:15,0.079,0.683782,0.502,0.410243,0.274488
5/26/2019 16:30,0.079,0.698,0.530522,0.416164,0.277449
5/26/2019 16:45,0.079,0.698,0.541312,0.422807,0.274396
5/26/2019 17:00,0.079,0.701022,0.551,0.427594,0.277971
5/26/2019 17:15,0.079,0.716,0.55021,0.429296,0.277623
5/26/2019 17:30,0.082447,0.714524,0.544,0.431774,0.276993
5/26/2019 17:45,0.083,0.713,0.558198,0.437738,0.276103
5/26/2019 18:00,0.083,0.735311,0.562,0.434986,0.278269
5/26/2019 18:15,0.083,0.746,0.562,0.437423,0.279108
5/26/2019 18:30,0.083,0.765479,0.562,0.439755,0.280949
5/26/2019 18:45,0.083,0.802,0.562,0.440798,0.278385
5/26/2019 19:00,0.083,0.833371,0.562,0.44164,0.279215
5/26/2019 19:15,0.083,0.854753,0.562,0.446706,0.278094
5/26/2019 19:30,0.083,0.866,0.545776,0.446574,0.27833
5/26/2019 19:45,0.083,0.872314,0.544,0.449003,0.278098
5/26/2019 20:00,0.083,0.865787,0.544,0.446824,0.278687
5/26/2019 20:15,0.081934,0.864752,0.544,0.452019,0.276748
5/26/2019 20:30,0.079,0.855796,0.532737,0.451258,0.277071
5/26/2019 20:45,0.079,0.870247,0.532,0.455353,0.275509
5/26/2019 21:00,0.079,0.866,0.532,0.453104,0.276764
5/26/2019 21:15,0.079,0.866,0.522848,0.455108,0.273705
5/26/2019 21:30,0.079,0.874715,0.51,0.453357,0.270873
5/26/2019 21:45,0.079,0.880053,0.51,0.454979,0.268725
5/26/2019 22:00,0.076426,0.88518,0.51,0.455974,0.267291
5/26/2019 22:15,0.075,0.883146,0.51,0.453691,0.270396
5/26/2019 22:30,0.075,0.853893,0.507813,0.453643,0.27058
5/26/2019 22:45,0.074525,0.863,0.49757,0.452557,0.26655
5/26/2019 23:00,0.071,0.881089,0.50202,0.45039,0.267653
5/26/2019 23:15,0.071,0.883795,0.505247,0.448659,0.266245
5/26/2019 23:30,0.071,0.86008,0.520961,0.446837,0.266998
5/26/2019 23:45,0.071,0.875685,0.52243,0.447327,0.266831
5/27/2019 0:00,0.068809,0.859571,0.517,0.450283,0.267467
5/27/2019 0:15,0.068,0.863,0.517,0.452152,0.267015
5/27/2019 0:30,0.068,0.855809,0.511895,0.448834,0.266491
5/27/2019 0:45,0.067098,0.848,0.499,0.450537,0.265465
5/27/2019 1:00,0.064,0.85226,0.505805,0.448307,0.262777
5/27/2019 1:15,0.064,0.847787,0.514,0.447651,0.263409
5/27/2019 1:30,0.064,0.84161,0.5096,0.450291,0.262477
5/27/2019 1:45,0.062579,0.84,0.510904,0.448811,0.264109
5/27/2019 2:00,0.06,0.818582,0.506665,0.445868,0.263252
5/27/2019 2:15,0.06,0.821,0.521,0.450331,0.262603
5/27/2019 2:30,0.06,0.8115,0.505,0.449224,0.263542
5/27/2019 2:45,0.057698,0.800593,0.513256,0.446143,0.259898
5/27/2019 3:00,0.056,0.795,0.51,0.444786,0.259215
5/27/2019 3:15,0.056,0.784713,0.509012,0.443822,0.25822
5/27/2019 3:30,0.056,0.779926,0.502,0.440316,0.258784
5/27/2019 3:45,0.054942,0.77694,0.502,0.444694,0.256776
5/27/2019 4:00,0.052,0.784,0.502,0.442194,0.255813
5/27/2019 4:15,0.052,0.762144,0.497812,0.442291,0.255988
5/27/2019 4:30,0.052,0.757289,0.491,0.440581,0.255062
5/27/2019 4:45,0.051077,0.764463,0.497827,0.440504,0.253739
5/27/2019 5:00,0.049,0.756116,0.494865,0.4409,0.253913
5/27/2019 5:15,0.049,0.743348,0.496855,0.441822,0.252432
5/27/2019 5:30,0.049,0.745727,0.493657,0.444089,0.250665
5/27/2019 5:45,0.049,0.727855,0.490381,0.43609,0.253166
5/27/2019 6:00,0.045903,0.72469,0.482396,0.441405,0.250799
5/27/2019 6:15,0.045,0.715564,0.479896,0.441362,0.25055
5/27/2019 6:30,0.045,0.711323,0.492547,0.439604,0.25077
5/27/2019 6:45,0.045,0.701,0.484,0.440062,0.250036
5/27/2019 7:00,0.043128,0.701,0.484,0.438059,0.249698
5/27/2019 7:15,0.041,0.701,0.483015,0.43418,0.2491
5/27/2019 7:30,0.041,0.692501,0.476,0.437632,0.249294
5/27/2019 7:45,0.041,0.691423,0.485085,0.443,0.250129
5/27/2019 8:00,0.041,0.672503,0.48,0.443,0.250715
5/27/2019 8:15,0.034151,0.671,0.48,0.4342,0.248018
5/27/2019 8:30,0.034,0.671,0.472506,0.431,0.24952
5/27/2019 8:45,0.034,0.671,0.475426,0.058067,0.25048
5/27/2019 9:00,0.154494,0.664167,0.479216,0,0.249449
5/27/2019 9:15,0.217,0.66,0.472,0,0.249155
5/27/2019 9:30,0.217,0.66,0.476344,0.329467,0.250406
5/27/2019 9:45,0.217,0.66,0.48316,0.394,0.249131
5/27/2019 10:00,0.217,0.6571,0.48,0.3936,0.249162
5/27/2019 10:15,0.217,0.636192,0.48,0.4012,0.236874
5/27/2019 10:30,0.217,0.641886,0.48,0.397,0.232228
5/27/2019 10:45,0.217,0.649,0.483808,0.406333,0.29719
5/27/2019 11:00,0.100303,0.644593,0.491,0.4042,0.641578
5/27/2019 11:15,0.011258,0.649416,0.491,0.401,0.582746
5/27/2019 11:30,0.007406,0.652,0.491,0.402067,0.548986
5/27/2019 11:45,0.004,0.652,0.505072,0.409,0.474485
5/27/2019 12:00,0.004,0.652,0.503916,0.410467,0.482177
5/27/2019 12:15,0.004,0.654945,0.520063,0.42,0.558424
5/27/2019 12:30,0.004,0.656,0.495,0.4304,0.532008
5/27/2019 12:45,0.004,0.664,0.505837,0.446,0.500846
5/27/2019 13:00,0.004,0.679572,0.502122,0.4506,0.520345
5/27/2019 13:15,0.004,0.680122,0.505843,0.469,0.514516
5/27/2019 13:30,0.012855,0.69,0.499,0.469,0.382548
5/27/2019 13:45,0.026243,0.707032,0.516289,0.499,0.292015
5/27/2019 14:00,0.034,0.709,0.532,0.507667,0.2638
5/27/2019 14:15,0.034,0.720984,0.532,0.525,0.251127
5/27/2019 14:30,0.0375,0.732881,0.540943,0.525,0.248277
5/27/2019 14:45,0.041,0.739,0.544391,0.5406,0.250866
5/27/2019 15:00,0.041,0.745117,0.560044,0.565,0.250782
5/27/2019 15:15,0.042038,0.765373,0.569553,0.555733,0.250433
5/27/2019 15:30,0.045,0.786882,0.6,0.564533,0.251261
5/27/2019 15:45,0.045,0.798735,0.6,0.589,0.254158
5/27/2019 16:00,0.045956,0.796274,0.614758,0.596,0.260828
5/27/2019 16:15,0.049,0.817263,0.621076,0.596,0.265818
5/27/2019 16:30,0.049,0.832595,0.63,0.609667,0.270322
5/27/2019 16:45,0.050429,0.844,0.636268,0.6166,0.274041
5/27/2019 17:00,0.052,0.835595,0.65007,0.6256,0.279287
5/27/2019 17:15,0.052,0.83821,0.659167,0.618,0.282292
5/27/2019 17:30,0.056341,0.84,0.667,0.627667,0.286269
5/27/2019 17:45,0.06,0.825959,0.667,0.637,0.291287
5/27/2019 18:00,0.06,0.824005,0.684667,0.637,0.290671
5/27/2019 18:15,0.06,0.837045,0.67678,0.637,0.29098
5/27/2019 18:30,0.06,0.829877,0.685537,0.637,0.289756
5/27/2019 18:45,0.06,0.841606,0.671,0.637,0.284774
5/27/2019 19:00,0.06,0.844482,0.676184,0.637,0.2831
5/27/2019 19:15,0.06,0.822137,0.656,0.637,0.281365
5/27/2019 19:30,0.06,0.827304,0.669651,0.637,0.279152
5/27/2019 19:45,0.06,0.843009,0.666197,0.637,0.275859
5/27/2019 20:00,0.06,0.839303,0.655786,0.655067,0.272255
5/27/2019 20:15,0.06,0.841,0.656,0.6448,0.268884
5/27/2019 20:30,0.06,0.838404,0.656,0.646067,0.266984
