,Arolla / Hydrologie (Bertol_Inferieur_-_Debit),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (1. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (2. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (3. Année précédente),C: Arolla / Hydrologie (Bertol_Inferieur_-_Debit) (4. Année précédente)
5/1/2019 0:15,0.004,0.264386,0.064,0.076872,0.148712
5/1/2019 0:30,0.004,0.255,0.064,0.076898,0.149891
5/1/2019 0:45,0.004,0.255,0.064,0.07573,0.149521
5/1/2019 1:00,0.004,0.25485,0.064,0.078116,0.149779
5/1/2019 1:15,0.004,0.251,0.064,0.076329,0.149947
5/1/2019 1:30,0.004,0.248115,0.064,0.076188,0.150666
5/1/2019 1:45,0.004,0.239545,0.064,0.077119,0.147138
5/1/2019 2:00,0.004,0.240045,0.06568,0.076998,0.149888
5/1/2019 2:15,0.004,0.244,0.068,0.077237,0.150404
5/1/2019 2:30,0.004,0.225627,0.068,0.07806,0.149844
5/1/2019 2:45,0.004,0.237944,0.068,0.076931,0.151185
5/1/2019 3:00,0.004,0.233,0.064769,0.076018,0.151234
5/1/2019 3:15,0.004,0.233,0.064,0.077219,0.14969
5/1/2019 3:30,0.004,0.233,0.064,0.077209,0.150967
5/1/2019 3:45,0.004,0.222809,0.064,0.076134,0.149366
5/1/2019 4:00,0.004,0.226489,0.064,0.077466,0.151861
5/1/2019 4:15,0.004,0.229,0.064,0.07747,0.150141
5/1/2019 4:30,0.004,0.225,0.064,0.075598,0.148578
5/1/2019 4:45,0.004,0.222045,0.064,0.076951,0.14981
5/1/2019 5:00,0.004368,0.214,0.065639,0.077506,0.148865
5/1/2019 5:15,0.007,0.214,0.068,0.077335,0.148515
5/1/2019 5:30,0.007,0.214,0.068,0.077876,0.150893
5/1/2019 5:45,0.004303,0.214,0.065114,0.07653,0.152051
5/1/2019 6:00,0.004,0.214,0.064,0.076072,0.149845
5/1/2019 6:15,0.004,0.214,0.064,0.07642,0.152219
5/1/2019 6:30,0.004,0.20986,0.064,0.076643,0.151057
5/1/2019 6:45,0.004,0.203,0.064,0.078707,0.150296
5/1/2019 7:00,0.004,0.203,0.064,0.078562,0.149875
5/1/2019 7:15,0.004,0.200476,0.064,0.077773,0.147822
5/1/2019 7:30,0.004,0.187,0.065536,0.077212,0.149186
5/1/2019 7:45,0.004,0.198578,0.068,0.076536,0.151042
5/1/2019 8:00,0.004,0.186485,0.068,0.076345,0.15093
5/1/2019 8:15,0.004,0.184,0.063775,0.076417,0.15148
5/1/2019 8:30,0.004,0.186874,0.059004,0.077772,0.151403
5/1/2019 8:45,0.004,0.187,0.064,0.07543,0.148432
5/1/2019 9:00,0.004,0.187,0.064,0.074776,0.149584
5/1/2019 9:15,0.004,0.187,0.064,0.076348,0.14952
5/1/2019 9:30,0.004,0.18541,0.064,0.077687,0.148491
5/1/2019 9:45,0.004,0.184,0.064,0.076233,0.148131
5/1/2019 10:00,0.004,0.184,0.066564,0.077896,0.148019
5/1/2019 10:15,0.004,0.184,0.068,0.077027,0.149022
5/1/2019 10:30,0.004,0.184,0.068,0.077349,0.149162
5/1/2019 10:45,0.004,0.184,0.068,0.077696,0.156122
5/1/2019 11:00,0.004,0.175033,0.060702,0.07783,0.150591
5/1/2019 11:15,0.004,0.177805,0.06,0.076546,0.148784
5/1/2019 11:30,0.004,0.179181,0.067533,0.076692,0.151261
5/1/2019 11:45,0.004,0.172,0.068,0.076129,0.151334
5/1/2019 12:00,0.004,0.172,0.068,0.076855,0.154108
5/1/2019 12:15,0.004,0.172,0.064108,0.075816,0.147431
5/1/2019 12:30,0.004,0.172,0.064,0.07738,0.150529
5/1/2019 12:45,0.004,0.161903,0.064,0.077182,0.149763
5/1/2019 13:00,0.004,0.168391,0.067541,0.07695,0.157051
5/1/2019 13:15,0.004,0.163251,0.070035,0.07594,0.162797
5/1/2019 13:30,0.004,0.158,0.064,0.076176,0.161802
5/1/2019 13:45,0.004,0.158,0.064,0.077311,0.160141
5/1/2019 14:00,0.004,0.158,0.064,0.077324,0.160483
5/1/2019 14:15,0.004,0.158,0.064,0.076701,0.163353
5/1/2019 14:30,0.004,0.158,0.064,0.076793,0.163556
5/1/2019 14:45,0.004,0.158,0.064,0.07645,0.160758
5/1/2019 15:00,0.004,0.158,0.064,0.075979,0.163087
5/1/2019 15:15,0.004,0.154959,0.064,0.077206,0.167728
5/1/2019 15:30,0.004,0.151974,0.064,0.078074,0.171788
5/1/2019 15:45,0.004,0.146,0.067998,0.077206,0.173796
5/1/2019 16:00,0.004,0.146,0.068,0.076962,0.175059
5/1/2019 16:15,0.004,0.146,0.068,0.077942,0.17732
5/1/2019 16:30,0.004,0.146,0.065576,0.076379,0.178214
5/1/2019 16:45,0.004,0.146,0.064,0.075924,0.186395
5/1/2019 17:00,0.004,0.146,0.064,0.075723,0.189533
5/1/2019 17:15,0.004,0.146,0.064,0.077191,0.190629
5/1/2019 17:30,0.004,0.146,0.064,0.07691,0.194165
5/1/2019 17:45,0.004,0.146,0.064,0.077828,0.197209
5/1/2019 18:00,0.004,0.146,0.064,0.075421,0.202821
5/1/2019 18:15,0.004,0.146,0.065979,0.077397,0.204694
5/1/2019 18:30,0.004,0.146,0.068,0.0781,0.204146
5/1/2019 18:45,0.004,0.13584,0.068,0.076922,0.204851
5/1/2019 19:00,0.004,0.135,0.068,0.07689,0.204629
5/1/2019 19:15,0.004,0.135,0.064376,0.077535,0.204233
5/1/2019 19:30,0.004,0.135,0.064,0.076119,0.204339
5/1/2019 19:45,0.004,0.135,0.064,0.078268,0.203186
5/1/2019 20:00,0.004,0.135,0.064,0.076959,0.203168
5/1/2019 20:15,0.004,0.135,0.064,0.076968,0.204789
5/1/2019 20:30,0.004,0.135,0.064,0.076829,0.207439
5/1/2019 20:45,0.004,0.135,0.066518,0.07587,0.213853
5/1/2019 21:00,0.004,0.135,0.068,0.074779,0.220598
5/1/2019 21:15,0.004,0.135,0.068,0.076983,0.221594
5/1/2019 21:30,0.004,0.124162,0.062794,0.077132,0.222037
5/1/2019 21:45,0.004,0.124,0.06,0.078087,0.231103
5/1/2019 22:00,0.004,0.124,0.063137,0.077355,0.235709
5/1/2019 22:15,0.004,0.124,0.064,0.077353,0.235754
5/1/2019 22:30,0.004,0.124,0.064,0.077243,0.245228
5/1/2019 22:45,0.004,0.124,0.064,0.076518,0.251579
5/1/2019 23:00,0.004,0.124,0.064,0.076438,0.25725
5/1/2019 23:15,0.004,0.124,0.064,0.077176,0.267982
5/1/2019 23:30,0.004,0.122868,0.064,0.07731,0.274734
5/1/2019 23:45,0.004,0.116,0.064,0.077208,0.277949
5/2/2019 0:00,0.004,0.116,0.064,0.077471,0.287738
5/2/2019 0:15,0.004,0.118089,0.064,0.077686,0.299316
5/2/2019 0:30,0.004,0.114196,0.064,0.077693,0.312271
5/2/2019 0:45,0.004,0.112874,0.058307,0.076318,0.323795
5/2/2019 1:00,0.004,0.116,0.052,0.07688,0.327433
5/2/2019 1:15,0.004,0.115123,0.054828,0.077286,0.335069
5/2/2019 1:30,0.004,0.113,0.056,0.076512,0.336256
5/2/2019 1:45,0.004,0.113,0.056,0.075785,0.339634
5/2/2019 2:00,0.004,0.112835,0.056,0.075713,0.351337
5/2/2019 2:15,0.004,0.105,0.056,0.076004,0.349312
5/2/2019 2:30,0.004,0.105,0.056,0.075294,0.354928
5/2/2019 2:45,0.004,0.111238,0.056,0.075535,0.354204
5/2/2019 3:00,0.004,0.113,0.056,0.075397,0.360429
5/2/2019 3:15,0.004,0.110868,0.056,0.074019,0.363811
5/2/2019 3:30,0.004,0.105,0.056,0.071616,0.372004
5/2/2019 3:45,0.004,0.105,0.056,0.074028,0.372978
5/2/2019 4:00,0.006629,0.108478,0.056,0.074513,0.384071
5/2/2019 4:15,0.007,0.109,0.056,0.073729,0.390036
5/2/2019 4:30,0.004621,0.109,0.056,0.072724,0.401295
5/2/2019 4:45,0.004,0.109,0.056,0.070542,0.403189
5/2/2019 5:00,0.004,0.109,0.056,0.073465,0.40436
5/2/2019 5:15,0.004,0.109,0.056,0.071501,0.409046
5/2/2019 5:30,0.004,0.109,0.056,0.07177,0.410034
5/2/2019 5:45,0.004,0.099995,0.056,0.069944,0.413506
5/2/2019 6:00,0.004,0.098,0.056,0.070252,0.411776
5/2/2019 6:15,0.004,0.102558,0.056,0.069627,0.408066
5/2/2019 6:30,0.004,0.105,0.056,0.070838,0.410817
5/2/2019 6:45,0.004,0.098469,0.053883,0.069431,0.410268
5/2/2019 7:00,0.004,0.098,0.052,0.067106,0.408393
5/2/2019 7:15,0.004,0.098,0.052,0.069042,0.410681
5/2/2019 7:30,0.004,0.098,0.057482,0.067698,0.40816
5/2/2019 7:45,0.004,0.098,0.06,0.070547,0.411893
5/2/2019 8:00,0.004,0.098,0.053891,0.069996,0.417681
5/2/2019 8:15,0.004,0.098,0.052,0.068021,0.414557
5/2/2019 8:30,0.004,0.098,0.053498,0.06891,0.411375
5/2/2019 8:45,0.004,0.098,0.056,0.066442,0.406223
5/2/2019 9:00,0.004,0.098,0.056,0.066923,0.405161
5/2/2019 9:15,0.004,0.098,0.056,0.066849,0.403428
5/2/2019 9:30,0.004,0.098,0.056,0.067554,0.405
5/2/2019 9:45,0.004,0.098,0.056,0.067363,0.401195
5/2/2019 10:00,0.004,0.098,0.056,0.068983,0.401992
5/2/2019 10:15,0.004,0.098,0.056,0.067438,0.401417
5/2/2019 10:30,0.004,0.098,0.056,0.068035,0.398262
5/2/2019 10:45,0.004,0.098,0.056,0.067527,0.399243
5/2/2019 11:00,0.004,0.092578,0.056,0.067544,0.398761
5/2/2019 11:15,0.004,0.09,0.056,0.065915,0.394843
5/2/2019 11:30,0.004,0.09,0.052229,0.066883,0.39812
5/2/2019 11:45,0.004,0.09,0.052,0.067894,0.40168
5/2/2019 12:00,0.004,0.09,0.054001,0.067106,0.404025
5/2/2019 12:15,0.004,0.09,0.06,0.067694,0.404058
5/2/2019 12:30,0.004,0.089507,0.058284,0.067267,0.406799
5/2/2019 12:45,0.004,0.086,0.056,0.065257,0.406142
5/2/2019 13:00,0.004,0.086,0.056,0.065905,0.412907
5/2/2019 13:15,0.004,0.086,0.056,0.065144,0.422048
5/2/2019 13:30,0.004,0.086,0.056,0.067029,0.412803
5/2/2019 13:45,0.004,0.086,0.056,0.067328,0.442931
5/2/2019 14:00,0.004,0.086,0.056,0.065906,0.445037
5/2/2019 14:15,0.004,0.086,0.056,0.06655,0.444983
5/2/2019 14:30,0.004,0.086,0.056,0.066378,0.45593
5/2/2019 14:45,0.004,0.086,0.055348,0.065504,0.455148
5/2/2019 15:00,0.004,0.086,0.052,0.066271,0.462646
5/2/2019 15:15,0.004,0.086,0.052,0.067015,0.474122
5/2/2019 15:30,0.004,0.086,0.054992,0.068782,0.473751
5/2/2019 15:45,0.004,0.083131,0.06,0.066794,0.481255
5/2/2019 16:00,0.004,0.083,0.056949,0.067762,0.484071
5/2/2019 16:15,0.004,0.072669,0.056,0.067433,0.469853
5/2/2019 16:30,0.004,0.079,0.056,0.06644,0.490222
5/2/2019 16:45,0.004,0.079,0.056,0.06761,0.493562
5/2/2019 17:00,0.004,0.079,0.056,0.067633,0.461708
5/2/2019 17:15,0.004,0.079,0.056,0.068139,0.490095
5/2/2019 17:30,0.004,0.076763,0.056,0.068519,0.497517
5/2/2019 17:45,0.004,0.075,0.056,0.068552,0.502804
5/2/2019 18:00,0.004,0.075,0.056,0.069213,0.498126
5/2/2019 18:15,0.004,0.075,0.052459,0.067387,0.492189
5/2/2019 18:30,0.004,0.075,0.052,0.067309,0.491838
5/2/2019 18:45,0.004,0.075,0.053298,0.066965,0.488683
5/2/2019 19:00,0.004,0.075,0.06,0.066748,0.498957
5/2/2019 19:15,0.004,0.075,0.058202,0.068372,0.496148
5/2/2019 19:30,0.004,0.075,0.056,0.066714,0.498864
5/2/2019 19:45,0.004,0.075,0.056,0.067218,0.504848
5/2/2019 20:00,0.004,0.075,0.056,0.066959,0.515552
5/2/2019 20:15,0.004,0.075,0.056,0.068269,0.519949
5/2/2019 20:30,0.004,0.075427,0.056,0.066552,0.523619
5/2/2019 20:45,0.004,0.079,0.056,0.066313,0.526968
5/2/2019 21:00,0.004,0.079,0.056,0.066037,0.53771
5/2/2019 21:15,0.004,0.078728,0.056,0.067522,0.544612
5/2/2019 21:30,0.004,0.075,0.056,0.067527,0.555829
5/2/2019 21:45,0.004,0.075,0.054454,0.067544,0.561371
5/2/2019 22:00,0.004,0.075,0.052,0.067065,0.567272
5/2/2019 22:15,0.004,0.075,0.052728,0.067321,0.570984
5/2/2019 22:30,0.004,0.075,0.056,0.067189,0.582436
5/2/2019 22:45,0.004,0.075,0.056,0.068012,0.590823
5/2/2019 23:00,0.004,0.075,0.056,0.070544,0.592569
5/2/2019 23:15,0.004,0.075,0.056,0.066609,0.605486
5/2/2019 23:30,0.004,0.075,0.051218,0.069098,0.617336
5/2/2019 23:45,0.004,0.075,0.049,0.0676,0.619324
5/3/2019 0:00,0.004,0.076074,0.050822,0.068164,0.621312
5/3/2019 0:15,0.004,0.079,0.052,0.070189,0.632583
5/3/2019 0:30,0.004,0.079,0.052,0.06871,0.641467
5/3/2019 0:45,0.004,0.072296,0.052,0.068567,0.64785
5/3/2019 1:00,0.004,0.071,0.049388,0.068132,0.662521
5/3/2019 1:15,0.004,0.078938,0.045,0.068013,0.668999
5/3/2019 1:30,0.004,0.079,0.04669,0.066656,0.67573
5/3/2019 1:45,0.004,0.07732,0.052,0.068552,0.689723
5/3/2019 2:00,0.004,0.075,0.046409,0.068105,0.69191
5/3/2019 2:15,0.004,0.075,0.041958,0.070284,0.701638
5/3/2019 2:30,0.004,0.075,0.049,0.06774,0.706743
5/3/2019 2:45,0.004,0.075,0.049,0.070081,0.69886
5/3/2019 3:00,0.004,0.075,0.049,0.069928,0.707368
5/3/2019 3:15,0.004,0.075,0.047125,0.072251,0.713321
5/3/2019 3:30,0.004,0.075,0.045,0.06967,0.704077
5/3/2019 3:45,0.004,0.075,0.045,0.067322,0.710744
5/3/2019 4:00,0.004,0.075,0.045,0.068844,0.714569
5/3/2019 4:15,0.004,0.075,0.047787,0.072744,0.709547
5/3/2019 4:30,0.004,0.075,0.049,0.073519,0.708562
5/3/2019 4:45,0.004,0.075,0.049,0.072805,0.704021
5/3/2019 5:00,0.004,0.075,0.045722,0.073771,0.707241
5/3/2019 5:15,0.004,0.075,0.045,0.072898,0.707613
5/3/2019 5:30,0.004,0.075,0.045,0.072367,0.70179
5/3/2019 5:45,0.004,0.075,0.045,0.073733,0.700405
5/3/2019 6:00,0.004,0.075,0.050355,0.075435,0.701551
5/3/2019 6:15,0.004,0.075,0.04983,0.074472,0.693755
5/3/2019 6:30,0.004,0.075,0.045,0.074628,0.699872
5/3/2019 6:45,0.004,0.070164,0.045,0.073474,0.68889
5/3/2019 7:00,0.004,0.068,0.045,0.074993,0.689003
5/3/2019 7:15,0.0055,0.072199,0.045,0.073464,0.692903
5/3/2019 7:30,0.00625,0.073522,0.045,0.073298,0.687817
5/3/2019 7:45,0.007,0.068,0.048736,0.077291,0.679536
5/3/2019 8:00,0.004238,0.068,0.049,0.075191,0.688894
5/3/2019 8:15,0.004,0.068,0.049,0.074931,0.67841
5/3/2019 8:30,0.004,0.068,0.049,0.073988,0.67999
5/3/2019 8:45,0.004,0.068,0.04563,0.073664,0.671167
5/3/2019 9:00,0.004,0.068,0.045,0.076835,0.672361
5/3/2019 9:15,0.004,0.068,0.045,0.07638,0.672422
5/3/2019 9:30,0.004,0.068,0.045,0.075386,0.671583
5/3/2019 9:45,0.004,0.068,0.045,0.075135,0.66289
5/3/2019 10:00,0.004,0.068,0.045,0.075399,0.663349
5/3/2019 10:15,0.004,0.068,0.048898,0.07573,0.665347
5/3/2019 10:30,0.004,0.068,0.049,0.070527,0.661408
5/3/2019 10:45,0.004,0.068,0.049,0.078022,0.653252
5/3/2019 11:00,0.004,0.068,0.049,0.075992,0.649436
5/3/2019 11:15,0.004,0.068,0.048316,0.076165,0.654748
5/3/2019 11:30,0.004,0.066796,0.041,0.077137,0.659493
5/3/2019 11:45,0.004,0.064,0.042274,0.078188,0.657661
5/3/2019 12:00,0.004,0.064,0.045,0.076225,0.659098
5/3/2019 12:15,0.004,0.065103,0.045,0.077616,0.668882
5/3/2019 12:30,0.004,0.071,0.045,0.076826,0.668616
5/3/2019 12:45,0.004,0.071,0.045,0.077179,0.67267
5/3/2019 13:00,0.004,0.069107,0.045,0.077561,0.677673
5/3/2019 13:15,0.004,0.068,0.046723,0.078268,0.677941
5/3/2019 13:30,0.004,0.068,0.049,0.076028,0.687235
5/3/2019 13:45,0.004,0.068,0.049,0.075465,0.685231
5/3/2019 14:00,0.004,0.068766,0.049,0.076651,0.684252
5/3/2019 14:15,0.004,0.071,0.043654,0.074841,0.691815
5/3/2019 14:30,0.004,0.071,0.041435,0.078397,0.693301
5/3/2019 14:45,0.004,0.071,0.045,0.077542,0.699303
5/3/2019 15:00,0.004,0.071,0.045,0.077457,0.701076
5/3/2019 15:15,0.004,0.071,0.045,0.076464,0.701275
5/3/2019 15:30,0.004,0.071,0.045,0.077593,0.700339
5/3/2019 15:45,0.004,0.07431,0.04588,0.076494,0.70828
5/3/2019 16:00,0.004,0.079,0.049,0.076145,0.71247
5/3/2019 16:15,0.004,0.073351,0.049,0.076678,0.720082
5/3/2019 16:30,0.004,0.071,0.049,0.077088,0.720293
5/3/2019 16:45,0.004,0.073228,0.049,0.07737,0.725923
5/3/2019 17:00,0.004,0.075,0.045232,0.07762,0.726263
5/3/2019 17:15,0.004,0.075,0.045,0.076085,0.738274
5/3/2019 17:30,0.004,0.075,0.045,0.07587,0.743559
5/3/2019 17:45,0.004,0.075,0.045119,0.077151,0.737765
5/3/2019 18:00,0.004,0.075,0.049,0.076187,0.739111
5/3/2019 18:15,0.004,0.075,0.049,0.076762,0.740112
5/3/2019 18:30,0.004,0.075,0.049,0.07696,0.745006
5/3/2019 18:45,0.004,0.075,0.047419,0.077449,0.741056
5/3/2019 19:00,0.004,0.075,0.045,0.077019,0.744125
5/3/2019 19:15,0.004,0.075,0.045,0.076546,0.744448
5/3/2019 19:30,0.004,0.075,0.045,0.076768,0.747221
5/3/2019 19:45,0.004,0.075,0.045,0.077199,0.752017
5/3/2019 20:00,0.004,0.075,0.047384,0.07684,0.750477
5/3/2019 20:15,0.004,0.07881,0.049,0.076464,0.748148
5/3/2019 20:30,0.004,0.079,0.049,0.07762,0.742894
5/3/2019 20:45,0.004,0.079,0.049,0.076181,0.744791
5/3/2019 21:00,0.004,0.079,0.04559,0.076458,0.747814
5/3/2019 21:15,0.004,0.080546,0.045,0.077473,0.745223
5/3/2019 21:30,0.004,0.083,0.045,0.07693,0.743363
5/3/2019 21:45,0.004,0.085335,0.045,0.075706,0.745803
5/3/2019 22:00,0.004,0.09,0.045,0.075604,0.744916
5/3/2019 22:15,0.004,0.085478,0.046899,0.0773,0.739795
5/3/2019 22:30,0.004,0.083,0.049,0.075546,0.73767
5/3/2019 22:45,0.004,0.086259,0.049,0.076813,0.737842
5/3/2019 23:00,0.004,0.09,0.048033,0.076283,0.734768
5/3/2019 23:15,0.004,0.09,0.045,0.077337,0.732773
5/3/2019 23:30,0.004,0.09,0.045,0.07701,0.72897
5/3/2019 23:45,0.004,0.095625,0.045,0.077552,0.723551
5/4/2019 0:00,0.004,0.098,0.045,0.077928,0.72396
5/4/2019 0:15,0.004,0.098,0.046541,0.077096,0.720072
5/4/2019 0:30,0.004,0.098,0.049,0.077274,0.715441
5/4/2019 0:45,0.004,0.098,0.049,0.076022,0.711337
5/4/2019 1:00,0.004,0.098,0.049,0.07718,0.711285
5/4/2019 1:15,0.004,0.098,0.043422,0.077104,0.712635
5/4/2019 1:30,0.004,0.098,0.043192,0.078327,0.708936
5/4/2019 1:45,0.004,0.098,0.049,0.076373,0.702592
5/4/2019 2:00,0.004,0.098,0.049,0.078056,0.699643
5/4/2019 2:15,0.004,0.098,0.049,0.07707,0.696207
5/4/2019 2:30,0.004,0.098,0.041007,0.075928,0.700627
5/4/2019 2:45,0.004,0.101878,0.044443,0.07609,0.695527
5/4/2019 3:00,0.004,0.109,0.049,0.076957,0.693135
5/4/2019 3:15,0.004,0.105,0.049,0.076681,0.68995
5/4/2019 3:30,0.004,0.105,0.049,0.075578,0.685608
5/4/2019 3:45,0.004,0.106275,0.049,0.075471,0.685105
5/4/2019 4:00,0.004,0.109,0.046258,0.077044,0.679519
5/4/2019 4:15,0.004,0.109,0.045,0.077012,0.681118
5/4/2019 4:30,0.004,0.109,0.045,0.076502,0.67291
5/4/2019 4:45,0.004,0.109,0.045,0.077975,0.669772
5/4/2019 5:00,0.004,0.109,0.045,0.077675,0.667207
5/4/2019 5:15,0.004,0.109,0.045164,0.078789,0.664633
5/4/2019 5:30,0.004,0.109,0.049,0.077471,0.661153
5/4/2019 5:45,0.004,0.109,0.049,0.076106,0.659811
5/4/2019 6:00,0.004,0.109,0.049,0.076137,0.656413
5/4/2019 6:15,0.004,0.109,0.042369,0.077025,0.64657
5/4/2019 6:30,0.004,0.109,0.042653,0.077221,0.642422
5/4/2019 6:45,0.004,0.109,0.049,0.076718,0.641921
5/4/2019 7:00,0.004,0.109,0.049,0.076949,0.642557
5/4/2019 7:15,0.004,0.109,0.049,0.076878,0.641162
5/4/2019 7:30,0.004,0.109,0.04717,0.076515,0.636811
5/4/2019 7:45,0.004,0.109,0.041,0.076788,0.632413
5/4/2019 8:00,0.004,0.109,0.045677,0.077041,0.631799
5/4/2019 8:15,0.004,0.109,0.049,0.076092,0.628431
5/4/2019 8:30,0.004,0.109,0.049,0.077006,0.626278
5/4/2019 8:45,0.004,0.109,0.046706,0.076395,0.625098
5/4/2019 9:00,0.004,0.109,0.045,0.076219,0.624988
5/4/2019 9:15,0.004,0.109,0.045,0.076895,0.623508
5/4/2019 9:30,0.004,0.109,0.045,0.077073,0.622545
5/4/2019 9:45,0.004,0.109,0.045,0.078109,0.6217
5/4/2019 10:00,0.004,0.109,0.045,0.077123,0.616824
5/4/2019 10:15,0.004,0.109,0.04586,0.076837,0.615372
5/4/2019 10:30,0.005176,0.109,0.049,0.076578,0.614622
5/4/2019 10:45,0.007,0.109,0.049,0.078226,0.616335
5/4/2019 11:00,0.007,0.109,0.049,0.077643,0.610553
5/4/2019 11:15,0.004029,0.109,0.047784,0.076273,0.612667
5/4/2019 11:30,0.004,0.109,0.045,0.077125,0.6112
5/4/2019 11:45,0.004,0.109,0.045,0.077371,0.607872
5/4/2019 12:00,0.004,0.109,0.045,0.076733,0.60852
5/4/2019 12:15,0.004,0.109,0.045,0.076448,0.609494
5/4/2019 12:30,0.004,0.109,0.045,0.076946,0.610591
5/4/2019 12:45,0.004,0.109,0.045,0.076074,0.609616
5/4/2019 13:00,0.004,0.109,0.045385,0.076998,0.61082
5/4/2019 13:15,0.004,0.109,0.049,0.077086,0.611833
5/4/2019 13:30,0.004,0.109,0.049,0.076694,0.616724
5/4/2019 13:45,0.004,0.109,0.049,0.077038,0.622856
5/4/2019 14:00,0.004,0.109,0.049,0.078454,0.626346
5/4/2019 14:15,0.004,0.109,0.049,0.077247,0.626692
5/4/2019 14:30,0.004,0.109,0.047131,0.076924,0.631234
5/4/2019 14:45,0.004,0.109,0.045,0.077304,0.628573
5/4/2019 15:00,0.004,0.109,0.045,0.076969,0.637409
5/4/2019 15:15,0.004,0.109,0.045,0.076723,0.641279
5/4/2019 15:30,0.004,0.109,0.045,0.07713,0.646199
5/4/2019 15:45,0.004,0.109,0.049332,0.076024,0.656456
5/4/2019 16:00,0.004,0.109,0.051707,0.076339,0.664591
5/4/2019 16:15,0.004,0.109,0.049,0.075764,0.673414
5/4/2019 16:30,0.004,0.109,0.049,0.075654,0.683017
5/4/2019 16:45,0.004,0.109,0.049,0.076655,0.683396
5/4/2019 17:00,0.004,0.109,0.049,0.076787,0.693054
5/4/2019 17:15,0.004,0.109345,0.045677,0.078139,0.695686
5/4/2019 17:30,0.004,0.124,0.045,0.076889,0.699186
5/4/2019 17:45,0.004,0.12063,0.045,0.077117,0.710517
5/4/2019 18:00,0.004,0.116,0.045,0.076978,0.714209
5/4/2019 18:15,0.004,0.119404,0.045,0.074755,0.725903
5/4/2019 18:30,0.004,0.124,0.048593,0.076701,0.736981
5/4/2019 18:45,0.004,0.124,0.049,0.07677,0.745402
5/4/2019 19:00,0.004,0.117534,0.049,0.077293,0.750697
5/4/2019 19:15,0.004,0.117746,0.048165,0.078382,0.756288
5/4/2019 19:30,0.004,0.128,0.045,0.077156,0.762688
5/4/2019 19:45,0.004,0.128,0.045,0.076951,0.769
5/4/2019 20:00,0.004,0.128,0.045,0.076993,0.775363
5/4/2019 20:15,0.004,0.128,0.045,0.077679,0.777306
5/4/2019 20:30,0.004,0.128,0.046998,0.076467,0.770802
5/4/2019 20:45,0.004,0.128,0.049,0.077042,0.771856
5/4/2019 21:00,0.004,0.130534,0.049,0.076955,0.794621
5/4/2019 21:15,0.004,0.131,0.049,0.077184,0.785954
5/4/2019 21:30,0.004,0.136629,0.042886,0.076875,0.798415
5/4/2019 21:45,0.004,0.148693,0.043298,0.076484,0.793936
5/4/2019 22:00,0.004,0.142,0.049,0.077358,0.793726
5/4/2019 22:15,0.004,0.142,0.049,0.077222,0.788648
5/4/2019 22:30,0.004,0.145629,0.049,0.076675,0.795521
5/4/2019 22:45,0.004,0.146,0.048479,0.077341,0.797306
5/4/2019 23:00,0.004,0.146,0.045,0.07716,0.805832
5/4/2019 23:15,0.004,0.146,0.045,0.077367,0.800883
5/4/2019 23:30,0.004,0.146,0.045,0.076106,0.806616
5/4/2019 23:45,0.004,0.160819,0.045,0.077125,0.800753
5/5/2019 0:00,0.004,0.150732,0.046857,0.07724,0.804606
5/5/2019 0:15,0.004,0.15959,0.049,0.077997,0.80133
5/5/2019 0:30,0.004,0.161,0.049,0.07975,0.80285
5/5/2019 0:45,0.004,0.161,0.046211,0.077658,0.795651
5/5/2019 1:00,0.004,0.161,0.045,0.078959,0.793131
5/5/2019 1:15,0.004,0.157316,0.045,0.078859,0.800018
5/5/2019 1:30,0.004,0.155565,0.045,0.078946,0.800451
5/5/2019 1:45,0.004,0.161,0.047534,0.080573,0.799815
5/5/2019 2:00,0.004,0.161,0.049,0.080874,0.799006
5/5/2019 2:15,0.004,0.169065,0.049,0.081082,0.801864
5/5/2019 2:30,0.004,0.172,0.049,0.082087,0.803449
5/5/2019 2:45,0.004,0.169534,0.045676,0.083179,0.789347
5/5/2019 3:00,0.004,0.169,0.045,0.085491,0.798184
5/5/2019 3:15,0.004,0.169,0.045,0.084203,0.796196
5/5/2019 3:30,0.004,0.169,0.045,0.085298,0.793925
5/5/2019 3:45,0.004,0.169,0.045126,0.085192,0.791637
5/5/2019 4:00,0.004,0.169,0.049,0.08463,0.793529
5/5/2019 4:15,0.004,0.174715,0.049,0.088684,0.793677
5/5/2019 4:30,0.004,0.176,0.049,0.087181,0.787793
5/5/2019 4:45,0.004,0.169314,0.049,0.089161,0.792462
5/5/2019 5:00,0.004,0.169,0.046464,0.088772,0.789801
5/5/2019 5:15,0.004,0.173611,0.045,0.086538,0.794411
5/5/2019 5:30,0.004,0.176,0.045,0.088851,0.790225
5/5/2019 5:45,0.004,0.176,0.045,0.088469,0.790216
5/5/2019 6:00,0.004,0.170357,0.045,0.087829,0.788213
5/5/2019 6:15,0.004,0.169,0.046153,0.089524,0.789535
5/5/2019 6:30,0.004,0.174293,0.052,0.089536,0.786094
5/5/2019 6:45,0.004,0.176,0.046419,0.087822,0.784683
5/5/2019 7:00,0.004,0.172274,0.045,0.088513,0.784999
