,Zmutt / Météo (Findelen_Rayonnement - W/m2),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (1. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (2. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (3. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (4. Année précédente)
Horodatage,W/m²,W/m²,W/m²,W/m²,W/m²
7/1/2019 11:00,335.497986,763.065002,400.36499,813.981995,781.200012
7/1/2019 11:15,221.804993,786.780029,"1,243.64",864.900024,807.705017
7/1/2019 11:30,221.804993,811.890015,267.839996,889.312012,850.252991
7/1/2019 11:45,940.22998,834.90802,308.993011,917.211975,873.27002
7/1/2019 12:00,870.47998,860.018005,652.859985,938.835022,895.590027
7/1/2019 12:15,972.315002,885.127991,515.452026,961.155029,920.002991
7/1/2019 12:30,935.346985,925.58197,412.920013,"1,010.68",961.155029
7/1/2019 12:45,"1,043.46",947.205017,360.608002,"1,033.69",975.802979
7/1/2019 13:00,"1,043.46",947.205017,373.162994,"1,044.85",975.802979
7/1/2019 13:15,"1,043.46",959.76001,346.65799,"1,072.06",991.14801
7/1/2019 13:30,"1,067.18",973.710022,308.993011,864.900024,991.14801
7/1/2019 13:45,"1,044.16",973.710022,413.618011,980.684998,991.14801
7/1/2019 14:00,"1,071.36",973.710022,516.150024,962.549988,982.778015
7/1/2019 14:15,"1,097.86",954.877991,533.586975,970.919983,982.778015
7/1/2019 14:30,"1,095.07",954.877991,551.025024,930.465027,982.778015
7/1/2019 14:45,"1,026.72",954.877991,589.388,930.465027,982.778015
7/1/2019 15:00,993.23999,935.346985,627.75,975.10498,958.36499
7/1/2019 15:15,308.993011,935.346985,666.809998,952.086975,428.962006
7/1/2019 15:30,866.992004,920.002991,460.350006,889.312012,274.815002
7/1/2019 15:45,965.340027,890.70697,558,889.312012,367.582001
7/1/2019 16:00,837,864.202026,709.356995,868.388,"1,016.96"
7/1/2019 16:15,271.326996,839.09198,420.59201,855.13501,303.412994
7/1/2019 16:30,907.447021,788.872009,364.792999,900.471985,248.309998
7/1/2019 16:45,820.26001,763.763,387.113007,354.329987,240.636993
7/1/2019 17:00,759.577026,740.047974,772.132996,789.570007,788.174988
7/1/2019 17:15,691.221985,729.585022,446.399994,810.494995,744.929993
7/1/2019 17:30,654.255005,218.317001,347.355011,244.822006,673.784973
7/1/2019 17:45,625.65802,643.79303,233.662003,717.030029,634.028015
7/1/2019 18:00,625.65802,649.372009,581.018005,161.123001,569.856995
7/1/2019 18:15,236.451996,615.893005,275.511993,616.590027,538.469971
7/1/2019 18:30,622.867004,541.95697,211.343002,136.710007,244.822006
7/1/2019 18:45,523.125,485.459991,189.720001,170.190002,433.147003
7/1/2019 19:00,367.582001,414.315002,209.25,471.51001,333.404999
7/1/2019 19:15,202.274994,374.558014,193.904999,345.959991,304.808014
7/1/2019 19:30,367.582001,336.195007,214.830002,309.690002,302.016998
7/1/2019 19:45,299.227997,279.696991,129.735001,88.582001,214.830002
7/1/2019 20:00,228.779999,211.343002,104.625,88.582001,183.442001
7/1/2019 20:15,163.214996,57.195,50.917,88.582001,137.406998
7/1/2019 20:30,43.244999,32.084999,50.917,62.775002,43.943001
7/1/2019 20:45,20.226999,32.084999,50.917,45.337002,29.992001
7/1/2019 21:00,7.673,20.226999,25.808001,23.715,13.252
7/1/2019 21:15,7.673,8.37,11.857,7.673,13.252
7/1/2019 21:30,0.698,8.37,2.092,7.673,4.185
7/1/2019 21:45,0.698,0,2.092,-0.698,4.185
7/1/2019 22:00,0.698,0,2.092,-0.698,-1.395
7/1/2019 22:15,0.698,0,2.092,-0.698,-1.395
7/1/2019 22:30,0.698,0,-0.698,-0.698,-1.395
7/1/2019 22:45,0.698,0,-0.698,-0.698,-1.395
7/1/2019 23:00,0.698,0,-0.698,-0.698,-1.395
7/1/2019 23:15,0.698,-1.395,-0.698,-0.698,-1.395
7/1/2019 23:30,0.698,-1.395,-0.698,-0.698,-1.395
7/1/2019 23:45,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 0:00,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 0:15,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 0:30,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 0:45,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 1:00,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 1:15,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 1:30,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 1:45,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 2:00,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 2:15,0.698,-1.395,-0.698,-0.698,-1.395
7/2/2019 2:30,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 2:45,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 3:00,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 3:15,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 3:30,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 3:45,0.698,-1.395,-0.698,-1.395,-1.395
7/2/2019 4:00,0.698,-1.395,0,-1.395,-1.395
7/2/2019 4:15,0.698,-1.395,0,-1.395,-1.395
7/2/2019 4:30,0.698,-1.395,0,-1.395,-1.395
7/2/2019 4:45,0.698,-1.395,0,-1.395,-1.395
7/2/2019 5:00,-0.698,-1.395,0,-1.395,-1.395
7/2/2019 5:15,-0.698,-1.395,0,-1.395,-1.395
7/2/2019 5:30,-0.698,-1.395,0,-1.395,-1.395
7/2/2019 5:45,-0.698,-1.395,0,-1.395,-1.395
7/2/2019 6:00,-0.698,6.277,0,-1.395,-1.395
7/2/2019 6:15,11.16,6.277,9.068,12.555,12.555
7/2/2019 6:30,31.386999,16.042999,9.068,12.555,12.555
7/2/2019 6:45,31.386999,16.042999,23.715,24.413,23.715
7/2/2019 7:00,47.43,25.110001,36.967999,49.522999,23.715
7/2/2019 7:15,106.718002,25.110001,66.263,76.028,34.875
7/2/2019 7:30,106.718002,166.005005,89.279999,110.903,178.559998
7/2/2019 7:45,103.927002,219.712997,77.421997,119.272003,207.156998
7/2/2019 8:00,103.927002,249.007004,102.531998,136.710007,261.562012
7/2/2019 8:15,127.641998,295.042999,117.876999,193.904999,292.950012
7/2/2019 8:30,115.785004,372.464996,165.307999,159.029999,352.934998
7/2/2019 8:45,147.173004,404.549988,165.307999,172.281998,380.834991
7/2/2019 9:00,293.647003,397.575012,258.772003,147.869995,440.122986
7/2/2019 9:15,448.493011,488.946991,244.125,147.869995,488.946991
7/2/2019 9:30,255.285004,171.585007,211.343002,96.953003,490.34201
7/2/2019 9:45,272.024994,565.672974,192.509995,193.207993,581.018005
7/2/2019 10:00,257.377014,553.117004,654.952026,291.554993,634.724976
7/2/2019 10:15,521.72998,677.27301,352.934998,451.28299,657.742004
7/2/2019 10:30,286.673004,705.869995,567.765015,998.820007,711.450012
7/2/2019 10:45,329.917999,705.869995,617.288025,278.303009,739.349976
7/2/2019 11:00,261.562012,758.880005,598.455017,76.028,763.065002
7/2/2019 11:15,"1,023.23",781.200012,369.674988,136.710007,809.099976
7/2/2019 11:30,"1,024.63",800.72998,317.363007,59.287998,835.60498
7/2/2019 11:45,933.255005,820.95697,265.049988,186.929993,852.344971
7/2/2019 12:00,969.525024,844.672974,514.057983,"1,237.36",873.96698
7/2/2019 12:15,476.391998,865.596985,809.797974,385.71701,893.497009
7/2/2019 12:30,"1,007.19",903.960022,375.255005,382.230011,932.557983
7/2/2019 12:45,"1,028.11",925.58197,360.608002,648.674988,944.414978
7/2/2019 13:00,333.404999,925.58197,520.335022,333.404999,944.414978
7/2/2019 13:15,394.785004,945.809998,336.891998,424.079987,954.179993
7/2/2019 13:30,"1,088.80","1,039.28",387.113007,345.959991,954.179993
7/2/2019 13:45,"1,201.79",970.919983,979.987,320.850006,939.53302
7/2/2019 14:00,415.709991,975.802979,286.673004,246.914993,939.53302
7/2/2019 14:15,"1,052.53",307.597992,"1,224.11",350.144989,936.044983
7/2/2019 14:30,"1,018.35",823.049988,"1,225.51",403.154999,936.044983
7/2/2019 14:45,"1,035.79",996.030029,521.03302,265.049988,924.88501
7/2/2019 15:00,"1,097.17","1,003.70",355.725006,395.483002,943.02002
7/2/2019 15:15,"1,015.56",958.36499,767.947021,358.515015,670.994995
7/2/2019 15:30,318.756989,903.960022,659.138,373.162994,897.682983
7/2/2019 15:45,990.450012,959.062012,996.030029,"1,011.38",837.697021
7/2/2019 16:00,375.255005,876.757996,560.09198,343.868011,922.094971
7/2/2019 16:15,223.199997,876.757996,971.617004,195.998001,848.856995
7/2/2019 16:30,223.199997,761.669983,954.877991,152.751999,862.109985
7/2/2019 16:45,184.837997,836.302979,956.969971,252.494995,777.015015
7/2/2019 17:00,204.367996,598.455017,880.942017,252.494995,711.450012
7/2/2019 17:15,396.179993,115.087997,762.367004,134.617996,241.335007
7/2/2019 17:30,321.548004,254.587997,692.617004,194.602005,218.317001
7/2/2019 17:45,315.269989,658.440002,666.112,194.602005,191.115005
7/2/2019 18:00,218.317001,187.626999,716.33197,184.837997,198.089996
7/2/2019 18:15,331.312012,229.477005,615.195007,214.132004,159.029999
7/2/2019 18:30,425.475006,178.559998,560.789978,267.839996,135.315002
7/2/2019 18:45,238.544998,91.373001,501.502014,356.423004,108.809998
7/2/2019 19:00,156.240005,27.9,424.777008,227.384995,99.044998
7/2/2019 19:15,116.483002,8.37,191.115005,142.988007,94.860001
7/2/2019 19:30,84.397003,8.37,149.962997,77.421997,66.959999
7/2/2019 19:45,58.59,8.37,140.895004,23.715,66.959999
7/2/2019 20:00,58.59,2.79,128.339996,23.715,147.869995
7/2/2019 20:15,39.060001,2.79,68.355003,39.060001,66.263
7/2/2019 20:30,39.060001,2.79,68.355003,14.648,48.126999
7/2/2019 20:45,3.487,2.79,32.782001,14.648,56.498001
7/2/2019 21:00,3.487,-0.698,12.555,14.648,28.598
7/2/2019 21:15,3.487,-0.698,12.555,2.092,11.16
7/2/2019 21:30,3.487,-0.698,2.79,2.092,0.698
7/2/2019 21:45,3.487,-0.698,2.79,2.092,0.698
7/2/2019 22:00,3.487,-0.698,2.79,2.092,0.698
7/2/2019 22:15,0,-0.698,2.79,2.092,0.698
7/2/2019 22:30,0,-0.698,0,2.092,0.698
7/2/2019 22:45,0,-0.698,0,2.092,0.698
7/2/2019 23:00,0,-0.698,0,2.092,0.698
7/2/2019 23:15,0,-0.698,0,0,-0.698
7/2/2019 23:30,0,-0.698,0,0,-0.698
7/2/2019 23:45,0,-0.698,0,0,-0.698
7/3/2019 0:00,0,-0.698,0,0,-0.698
7/3/2019 0:15,0,2.092,0,0,-0.698
7/3/2019 0:30,0,2.092,0,0,-0.698
7/3/2019 0:45,0,2.092,0,0,-0.698
7/3/2019 1:00,0,2.092,0,0,-0.698
7/3/2019 1:15,0,2.092,0,0,-0.698
7/3/2019 1:30,0,2.092,0,0,-0.698
7/3/2019 1:45,0,2.092,0,0,-0.698
7/3/2019 2:00,0,2.092,0,0,-0.698
7/3/2019 2:15,0,0,0,0,-0.698
7/3/2019 2:30,0,0,0,0,-1.395
7/3/2019 2:45,0,0,0,0,-1.395
7/3/2019 3:00,0,0,0,0,-1.395
7/3/2019 3:15,0,0,0,0,-1.395
7/3/2019 3:30,0,0,0,0,-1.395
7/3/2019 3:45,0,0,0,0,-1.395
7/3/2019 4:00,0,0,0,0,-1.395
7/3/2019 4:15,0,0,0,0,-1.395
7/3/2019 4:30,0,0,0,0,-1.395
7/3/2019 4:45,0,0,0,0,-1.395
7/3/2019 5:00,0,0,0,0,-1.395
7/3/2019 5:15,0,0,0,0,-1.395
7/3/2019 5:30,0,0,0,0,-1.395
7/3/2019 5:45,0,0,0,0,-1.395
7/3/2019 6:00,0,0,0,4.185,-1.395
7/3/2019 6:15,0,0,0,4.185,11.857
7/3/2019 6:30,11.857,9.765,12.555,4.185,25.808001
7/3/2019 6:45,26.504999,9.765,12.555,14.648,48.825001
7/3/2019 7:00,53.708,24.413,12.555,14.648,70.447998
7/3/2019 7:15,53.708,44.639999,24.413,67.656998,70.447998
7/3/2019 7:30,39.060001,197.393005,61.380001,124.154999,176.468002
7/3/2019 7:45,105.322998,229.477005,176.468002,267.141998,315.269989
7/3/2019 8:00,155.542007,292.252014,235.755005,322.244995,230.175003
7/3/2019 8:15,182.048004,165.307999,233.662003,275.511993,331.312012
7/3/2019 8:30,182.048004,292.950012,209.25,224.595001,419.196991
7/3/2019 8:45,230.175003,445.005005,308.993011,166.701996,395.483002
7/3/2019 9:00,300.622986,397.575012,496.619995,235.057999,415.709991
7/3/2019 9:15,306.899994,305.505005,496.619995,212.738007,490.34201
7/3/2019 9:30,312.480011,349.446991,147.173004,373.162994,503.595001
7/3/2019 9:45,138.802994,509.174988,600.547974,246.914993,542.655029
7/3/2019 10:00,103.927002,474.299988,654.952026,348.75,610.312012
7/3/2019 10:15,258.075012,592.875,684.247009,308.993011,637.515015
7/3/2019 10:30,258.075012,697.5,742.140015,323.640015,692.617004
7/3/2019 10:45,418.5,697.5,767.947021,683.549988,807.007996
7/3/2019 11:00,669.599976,779.106995,822.35199,585.202026,816.77301
7/3/2019 11:15,405.247986,849.554993,848.856995,869.085022,781.89801
7/3/2019 11:30,864.202026,837.697021,873.96698,774.922974,807.705017
7/3/2019 11:45,800.03302,910.934998,924.187012,887.91803,837.697021
7/3/2019 12:00,742.836975,519.638,941.625,747.719971,935.346985
7/3/2019 12:15,"1,009.98",982.778015,959.76001,551.721985,833.513
7/3/2019 12:30,"1,036.48",442.214996,959.76001,659.835022,"1,088.80"
7/3/2019 12:45,616.590027,308.295013,974.40802,"1,039.28","1,150.88"
7/3/2019 13:00,"1,051.83","1,051.13",974.40802,574.73999,"1,021.84"
7/3/2019 13:15,"1,087.40","1,108.33",974.40802,"1,040.67","1,076.94"
7/3/2019 13:30,"1,116.70",312.480011,961.155029,954.179993,816.075012
7/3/2019 13:45,"1,102.75","1,002.31",961.155029,933.255005,"1,017.65"
7/3/2019 14:00,"1,083.92",263.654999,949.297974,916.515015,"1,001.61"
7/3/2019 14:15,"1,110.42",133.919998,934.650024,900.471985,"1,059.50"
7/3/2019 14:30,"1,073.45",166.701996,922.79303,881.640015,955.575012
7/3/2019 14:45,"1,143.90",366.88501,922.79303,881.640015,"1,071.36"
7/3/2019 15:00,"1,033.00",398.970001,910.934998,842.580017,412.222992
7/3/2019 15:15,120.667999,401.76001,910.934998,820.26001,372.464996
7/3/2019 15:30,227.384995,400.36499,924.88501,820.26001,285.975006
7/3/2019 15:45,530.099976,971.617004,906.052979,800.72998,403.154999
7/3/2019 16:00,"1,032.30",975.802979,886.52301,775.619995,254.587997
7/3/2019 16:15,964.643005,964.643005,886.52301,775.619995,576.13501
7/3/2019 16:30,900.471985,876.757996,844.672974,741.442017,545.445007
7/3/2019 16:45,818.86499,830.025024,816.77301,724.005005,812.586975
7/3/2019 17:00,772.132996,717.72699,756.788025,702.382996,623.565002
7/3/2019 17:15,727.492004,728.888,731.677979,702.382996,236.451996
7/3/2019 17:30,726.794983,455.46701,672.390015,702.382996,330.61499
7/3/2019 17:45,158.332993,690.525024,644.48999,680.76001,306.201996
7/3/2019 18:00,158.332993,653.557983,583.109985,655.650024,321.548004
7/3/2019 18:15,186.231995,335.497986,534.284973,589.388,254.587997
7/3/2019 18:30,153.449997,545.445007,329.220001,518.242004,230.175003
7/3/2019 18:45,82.305,143.684998,414.315002,486.15799,198.089996
7/3/2019 19:00,57.891998,117.18,391.298004,420.59201,415.011993
7/3/2019 19:15,57.891998,240.636993,255.981995,357.119995,384.321991
7/3/2019 19:30,57.891998,101.834999,58.59,322.941986,318.059998
7/3/2019 19:45,135.315002,69.75,258.075012,262.957001,140.895004
7/3/2019 20:00,70.447998,93.464996,227.384995,234.360001,87.186996
7/3/2019 20:15,42.547001,36.967999,168.097,172.281998,87.186996
7/3/2019 20:30,18.832001,16.74,137.406998,115.087997,87.186996
7/3/2019 20:45,6.277,0.698,28.598,16.74,73.934998
7/3/2019 21:00,6.277,0.698,13.252,16.74,40.455002
7/3/2019 21:15,6.277,0.698,13.252,6.277,16.042999
7/3/2019 21:30,6.277,0.698,3.487,6.277,2.79
7/3/2019 21:45,6.277,0.698,3.487,-1.395,2.79
7/3/2019 22:00,6.277,0.698,-1.395,-1.395,2.79
7/3/2019 22:15,0,0.698,-1.395,-1.395,-1.395
7/3/2019 22:30,0,0.698,-1.395,-1.395,-1.395
7/3/2019 22:45,0,0.698,-1.395,-1.395,-1.395
7/3/2019 23:00,0,0.698,-1.395,-1.395,-1.395
7/3/2019 23:15,0,0.698,-1.395,-1.395,-1.395
7/3/2019 23:30,0,0.698,-1.395,-1.395,-1.395
7/3/2019 23:45,0,0.698,-1.395,-1.395,-1.395
7/4/2019 0:00,0,0.698,-1.395,-1.395,-1.395
7/4/2019 0:15,0,0.698,-1.395,-1.395,-1.395
7/4/2019 0:30,-1.395,0.698,-1.395,-1.395,-1.395
7/4/2019 0:45,-1.395,0.698,-1.395,-1.395,-1.395
7/4/2019 1:00,-1.395,0.698,-1.395,-1.395,-1.395
7/4/2019 1:15,-1.395,0.698,-1.395,-1.395,-1.395
7/4/2019 1:30,-1.395,0.698,-1.395,-1.395,-1.395
7/4/2019 1:45,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 2:00,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 2:15,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 2:30,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 2:45,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 3:00,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 3:15,-1.395,0,-1.395,-1.395,-1.395
7/4/2019 3:30,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 3:45,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 4:00,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 4:15,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 4:30,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 4:45,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 5:00,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 5:15,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 5:30,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 5:45,-1.395,0,-1.395,-0.698,-1.395
7/4/2019 6:00,-1.395,0,-1.395,-0.698,9.765
7/4/2019 6:15,9.068,0,9.765,9.765,9.765
7/4/2019 6:30,19.530001,9.765,9.765,9.765,22.32
7/4/2019 6:45,19.530001,18.832001,18.832001,18.832001,36.967999
7/4/2019 7:00,29.295,38.362,18.832001,18.832001,36.967999
7/4/2019 7:15,29.295,59.287998,27.9,26.504999,48.825001
7/4/2019 7:30,160.425003,42.547001,180.653,193.207993,176.468002
7/4/2019 7:45,189.022995,213.434998,210.645004,223.897995,247.613007
7/4/2019 8:00,244.125,237.149994,268.537994,282.488007,282.488007
7/4/2019 8:15,272.722992,300.622986,297.832001,313.178009,341.774994
7/4/2019 8:30,332.01001,328.522003,354.329987,371.070007,379.440002
7/4/2019 8:45,362.002014,389.204987,384.321991,401.062012,402.457001
7/4/2019 9:00,418.5,424.777008,442.912994,458.954987,461.744995
7/4/2019 9:15,446.399994,477.089996,473.602997,515.452026,461.744995
7/4/2019 9:30,505.687012,225.990005,50.917,53.009998,492.434998
7/4/2019 9:45,561.487,594.27002,587.294983,607.52301,569.856995
7/4/2019 10:00,590.085022,630.539978,616.590027,637.515015,599.153015
7/4/2019 10:15,647.280029,694.710022,672.390015,694.013,654.952026
7/4/2019 10:30,674.481995,721.913025,698.89502,753.997009,684.247009
7/4/2019 10:45,703.080017,781.89801,751.905029,781.89801,710.752991
7/4/2019 11:00,755.393005,807.705017,776.317017,809.797974,772.830017
7/4/2019 11:15,786.780029,835.60498,802.822021,867.690002,772.830017
7/4/2019 11:30,846.765015,863.505005,827.234985,892.799988,818.16803
7/4/2019 11:45,871.177979,863.505005,879.547974,917.909973,855.83197
7/4/2019 12:00,931.163025,918.606995,903.263,940.927979,638.211975
7/4/2019 12:15,952.086975,947.205017,930.465027,963.945007,896.984985
7/4/2019 12:30,968.130005,970.919983,975.802979,980.684998,896.984985
7/4/2019 12:45,991.14801,"1,035.09",993.23999,980.684998,896.288025
7/4/2019 13:00,"1,007.19","1,048.34",993.23999,980.684998,908.84198
7/4/2019 13:15,"1,041.37",517.544983,"1,011.38",968.130005,952.086975
7/4/2019 13:30,"1,092.29",315.96701,"1,011.38",949.297974,713.54303
7/4/2019 13:45,"1,098.56","1,062.99","1,011.38",927.674988,948.599976
7/4/2019 14:00,"1,110.42",247.613007,988.356995,910.934998,972.315002
7/4/2019 14:15,"1,110.42","1,106.93",978.59198,891.405029,"1,023.23"
7/4/2019 14:30,"1,043.46",980.684998,978.59198,875.362,"1,046.25"
7/4/2019 14:45,"1,043.46","1,092.98",996.030029,855.83197,"1,021.14"
7/4/2019 15:00,"1,014.16",240.636993,996.030029,855.83197,981.382996
7/4/2019 15:15,964.643005,913.028015,"1,021.14",810.494995,961.85199
7/4/2019 15:30,989.752991,978.59198,978.59198,810.494995,439.424988
7/4/2019 15:45,"1,010.68",929.070007,"1,039.97",794.452026,924.88501
7/4/2019 16:00,923.48999,"1,019.05",491.738007,786.780029,860.018005
7/4/2019 16:15,571.950012,262.26001,279,756.090027,879.547974
7/4/2019 16:30,606.825012,229.477005,992.54303,756.090027,841.882996
7/4/2019 16:45,486.855011,897.682983,360.608002,756.090027,249.705002
7/4/2019 17:00,337.589996,629.84198,315.269989,525.914978,322.941986
7/4/2019 17:15,311.78299,611.70697,249.705002,711.450012,193.904999
7/4/2019 17:30,282.488007,621.471985,309.690002,663.322021,459.652008
7/4/2019 17:45,707.961975,290.160004,221.106995,705.172974,177.164993
7/4/2019 18:00,779.106995,695.40802,658.440002,411.524994,188.324997
7/4/2019 18:15,84.397003,570.554993,175.072006,212.039993,128.339996
7/4/2019 18:30,48.825001,546.143005,154.147995,601.244995,473.602997
7/4/2019 18:45,32.782001,184.139999,496.619995,567.067017,123.457001
7/4/2019 19:00,184.139999,276.90799,463.140015,479.183014,141.593002
7/4/2019 19:15,166.005005,370.372986,140.197006,224.595001,335.497986
7/4/2019 19:30,178.559998,341.774994,308.993011,327.825012,310.386993
7/4/2019 19:45,103.927002,275.511993,69.052002,279.696991,158.332993
7/4/2019 20:00,221.106995,212.039993,48.825001,251.100006,71.144997
7/4/2019 20:15,53.009998,169.492996,32.782001,189.720001,71.144997
7/4/2019 20:30,53.009998,59.287998,32.782001,154.845001,52.312
7/4/2019 20:45,21.622,31.386999,16.042999,21.622,36.967999
7/4/2019 21:00,12.555,15.345,16.042999,21.622,36.967999
7/4/2019 21:15,12.555,2.79,6.975,9.068,22.32
7/4/2019 21:30,12.555,2.79,6.975,9.068,6.277
7/4/2019 21:45,1.395,2.79,-0.698,0.698,6.277
7/4/2019 22:00,1.395,2.79,-0.698,0.698,-1.395
7/4/2019 22:15,1.395,-2.092,-0.698,0.698,-1.395
7/4/2019 22:30,1.395,-2.092,-0.698,0.698,-1.395
7/4/2019 22:45,-1.395,-2.092,-0.698,-1.395,-1.395
7/4/2019 23:00,-1.395,-2.092,-0.698,-1.395,-1.395
7/4/2019 23:15,-1.395,-2.092,-0.698,-1.395,-1.395
7/4/2019 23:30,-1.395,-2.092,-0.698,-1.395,-1.395
7/4/2019 23:45,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 0:00,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 0:15,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 0:30,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 0:45,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 1:00,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 1:15,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 1:30,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 1:45,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 2:00,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 2:15,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 2:30,-1.395,0,-0.698,-1.395,-1.395
7/5/2019 2:45,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 3:00,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 3:15,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 3:30,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 3:45,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 4:00,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 4:15,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 4:30,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 4:45,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 5:00,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 5:15,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 5:30,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 5:45,-1.395,0,-2.092,-1.395,-1.395
7/5/2019 6:00,-1.395,0,4.185,16.042999,-1.395
7/5/2019 6:15,8.37,25.110001,4.185,16.042999,10.463
7/5/2019 6:30,8.37,10.463,13.95,57.891998,10.463
7/5/2019 6:45,17.437,10.463,13.95,78.120003,20.226999
7/5/2019 7:00,17.437,10.463,23.017,78.120003,32.084999
7/5/2019 7:15,26.504999,22.32,32.084999,78.120003,32.084999
7/5/2019 7:30,184.139999,22.32,190.417007,78.120003,166.701996
7/5/2019 7:45,211.343002,22.32,211.343002,222.501999,195.998001
7/5/2019 8:00,238.544998,35.571999,235.057999,251.100006,249.705002
7/5/2019 8:15,296.437012,73.237,317.363007,365.48999,282.488007
7/5/2019 8:30,325.035004,49.522999,353.631989,318.059998,341.076996
7/5/2019 8:45,386.415009,93.464996,382.230011,459.652008,371.070007
7/5/2019 9:00,424.777008,122.061996,441.516998,486.15799,430.358002
7/5/2019 9:15,481.972992,159.727005,470.812012,427.566986,484.065002
7/5/2019 9:30,510.570007,253.192001,57.195,248.309998,493.131989
7/5/2019 9:45,569.856995,378.045013,583.807983,599.153015,568.461975
7/5/2019 10:00,630.539978,375.951996,612.405029,726.096985,595.664978
7/5/2019 10:15,657.742004,308.993011,670.994995,666.112,653.557983
7/5/2019 10:30,684.945007,208.552994,700.987,760.971985,678.66803
7/5/2019 10:45,737.257996,200.182999,727.492004,795.150024,731.677979
7/5/2019 11:00,762.367004,200.182999,782.594971,837,753.997009
7/5/2019 11:15,811.890015,200.182999,809.797974,870.47998,779.106995
7/5/2019 11:30,836.302979,286.673004,862.807983,827.234985,800.72998
7/5/2019 11:45,861.413025,336.195007,775.619995,821.655029,841.882996
7/5/2019 12:00,907.447021,"1,110.42",655.650024,996.030029,860.715027
7/5/2019 12:15,932.557983,924.88501,949.297974,612.405029,860.715027
7/5/2019 12:30,952.086975,366.88501,242.729996,807.007996,879.547974
7/5/2019 12:45,971.617004,345.261993,"1,102.05",704.474976,902.565002
7/5/2019 13:00,986.265015,354.329987,"1,067.87",899.775024,327.127014
7/5/2019 13:15,986.265015,238.544998,590.085022,726.794983,"1,080.43"
7/5/2019 13:30,996.030029,409.433014,216.225006,581.715027,"1,135.53"
7/5/2019 13:45,996.030029,302.016998,"1,081.82",606.825012,362.002014
7/5/2019 14:00,996.030029,139.5,"1,093.68",702.382996,"1,034.39"
7/5/2019 14:15,996.030029,74.632004,419.894989,614.497009,509.174988
7/5/2019 14:30,996.030029,267.141998,"1,134.14",486.855011,609.61499
7/5/2019 14:45,996.030029,"1,295.95",923.48999,491.040009,414.315002
