,Zmutt / Météo (Findelen_Rayonnement - W/m2),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (1. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (2. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (3. Année précédente),C: Zmutt / Météo (Findelen_Rayonnement - W/m2) (4. Année précédente)
Horodatage,W/m²,W/m²,W/m²,W/m²,W/m²
5/1/2019 0:15,0,-0.698,-0.698,1.395,0.698
5/1/2019 0:30,0,-0.698,-0.698,1.395,0
5/1/2019 0:45,0,-0.698,-0.698,1.395,0
5/1/2019 1:00,-0.698,-0.698,0.698,1.395,0
5/1/2019 1:15,-0.698,-0.698,0.698,1.395,0
5/1/2019 1:30,-0.698,-0.698,0.698,0.698,0
5/1/2019 1:45,-0.698,-0.698,0.698,0.698,0
5/1/2019 2:00,-0.698,-0.698,0.698,0.698,0
5/1/2019 2:15,-0.698,-0.698,0.698,0.698,0
5/1/2019 2:30,-0.698,0,0.698,0.698,0
5/1/2019 2:45,-0.698,0,0.698,0.698,0
5/1/2019 3:00,-2.092,0,0.698,0.698,0
5/1/2019 3:15,-2.092,0,0.698,0.698,0
5/1/2019 3:30,-2.092,0,0.698,0.698,0
5/1/2019 3:45,-2.092,0,0.698,0.698,0
5/1/2019 4:00,-2.092,0,0.698,0.698,0
5/1/2019 4:15,-2.092,0,0.698,0.698,0
5/1/2019 4:30,-2.092,0,0.698,0.698,0
5/1/2019 4:45,-2.092,0,0.698,0.698,0
5/1/2019 5:00,-2.092,0,0.698,0.698,0
5/1/2019 5:15,-2.092,0,0,0.698,0
5/1/2019 5:30,-2.092,0,0,0.698,0
5/1/2019 5:45,-2.092,0,0,0.698,0
5/1/2019 6:00,-2.092,0,0,0.698,0
5/1/2019 6:15,0.698,0,0,0.698,0
5/1/2019 6:30,0.698,0,0,0.698,0
5/1/2019 6:45,11.16,7.673,8.37,0.698,9.068
5/1/2019 7:00,11.16,7.673,43.943001,0.698,9.068
5/1/2019 7:15,22.32,20.924999,24.413,0.698,29.295
5/1/2019 7:30,33.48,41.153,36.967999,9.068,45.337002
5/1/2019 7:45,33.48,64.867996,71.843002,9.068,45.337002
5/1/2019 8:00,193.904999,85.095001,71.843002,18.135,119.970001
5/1/2019 8:15,142.289993,100.440002,63.472,18.135,119.970001
5/1/2019 8:30,308.295013,149.264999,91.373001,18.135,119.970001
5/1/2019 8:45,368.279999,171.585007,91.373001,24.413,129.735001
5/1/2019 9:00,431.054993,270.630005,118.574997,24.413,157.634995
5/1/2019 9:15,460.350006,229.477005,118.574997,31.386999,272.722992
5/1/2019 9:30,489.644989,256.679993,118.574997,41.849998,315.269989
5/1/2019 9:45,273.420013,311.78299,147.869995,41.849998,279
5/1/2019 10:00,608.91803,345.959991,199.485001,41.849998,279
5/1/2019 10:15,609.61499,376.649994,225.292007,41.849998,318.059998
5/1/2019 10:30,705.869995,406.641998,257.377014,41.849998,374.558014
5/1/2019 10:45,733.072021,511.964996,257.377014,41.849998,374.558014
5/1/2019 11:00,792.359985,720.518005,291.554993,56.498001,272.722992
5/1/2019 11:15,818.16803,590.78302,311.78299,78.120003,357.119995
5/1/2019 11:30,841.882996,523.822021,391.994995,49.522999,351.540009
5/1/2019 11:45,888.61499,700.289978,291.554993,65.565002,327.127014
5/1/2019 12:00,910.934998,892.799988,279.696991,87.885002,368.977997
5/1/2019 12:15,932.557983,894.195007,279.696991,87.885002,359.910004
5/1/2019 12:30,949.297974,608.91803,306.201996,87.885002,297.832001
5/1/2019 12:45,975.802979,"1,001.61",329.220001,87.885002,338.287994
5/1/2019 13:00,989.752991,737.955017,400.36499,122.061996,288.765015
5/1/2019 13:15,"1,005.10","1,230.39",447.795013,104.625,293.647003
5/1/2019 13:30,"1,005.10","1,141.81",465.233002,104.625,338.287994
5/1/2019 13:45,"1,010.68",624.263,485.459991,104.625,315.269989
5/1/2019 14:00,"1,010.68",605.429993,657.742004,116.483002,284.579987
5/1/2019 14:15,"1,010.68",613.10199,604.731995,89.977997,360.608002
5/1/2019 14:30,998.122009,806.309998,624.263,108.809998,450.584991
5/1/2019 14:45,984.172974,922.094971,593.572021,103.927002,366.88501
5/1/2019 15:00,962.549988,753.299988,593.572021,103.927002,475.695007
5/1/2019 15:15,942.322021,485.459991,624.263,99.742996,510.570007
5/1/2019 15:30,899.775024,414.315002,661.22998,99.742996,544.747009
5/1/2019 15:45,873.27002,433.147003,631.934998,83.699997,507.779999
5/1/2019 16:00,851.64801,343.170013,643.094971,83.699997,447.795013
5/1/2019 16:15,797.940002,343.170013,608.219971,83.699997,529.403015
5/1/2019 16:30,776.317017,370.372986,551.721985,66.263,597.059998
5/1/2019 16:45,726.794983,398.970001,502.200012,66.263,471.51001
5/1/2019 17:00,701.684998,317.363007,502.200012,60.681999,283.184998
5/1/2019 17:15,645.187012,239.242996,425.475006,49.522999,175.770004
5/1/2019 17:30,618.682983,252.494995,355.725006,49.522999,179.955002
5/1/2019 17:45,561.487,297.13501,321.548004,42.547001,161.123001
5/1/2019 18:00,530.797974,276.90799,321.548004,42.547001,117.876999
5/1/2019 18:15,471.51001,230.175003,279.696991,32.084999,93.464996
5/1/2019 18:30,412.920013,179.955002,225.990005,32.084999,93.464996
5/1/2019 18:45,381.53299,179.955002,161.123001,23.017,80.910004
5/1/2019 19:00,316.665009,140.895004,129.735001,23.017,66.263
5/1/2019 19:15,255.981995,117.18,70.447998,13.95,48.126999
5/1/2019 19:30,225.990005,95.557999,50.220001,13.95,48.126999
5/1/2019 19:45,160.425003,52.312,50.220001,5.58,32.782001
5/1/2019 20:00,38.362,27.9,50.220001,5.58,17.437
5/1/2019 20:15,18.832001,27.9,30.690001,5.58,6.277
5/1/2019 20:30,6.975,9.765,12.555,5.58,6.277
5/1/2019 20:45,6.975,9.765,1.395,0.698,6.277
5/1/2019 21:00,-0.698,0.698,1.395,0.698,0.698
5/1/2019 21:15,-0.698,0.698,1.395,0.698,0.698
5/1/2019 21:30,-0.698,0.698,1.395,0.698,0.698
5/1/2019 21:45,-0.698,0.698,1.395,0.698,0.698
5/1/2019 22:00,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 22:15,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 22:30,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 22:45,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 23:00,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 23:15,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 23:30,-0.698,0.698,-0.698,0.698,0.698
5/1/2019 23:45,-0.698,0.698,-0.698,0.698,0.698
5/2/2019 0:00,-0.698,0.698,-0.698,0.698,0.698
5/2/2019 0:15,-2.092,0.698,-0.698,0.698,0.698
5/2/2019 0:30,-2.092,0.698,-0.698,0.698,0.698
5/2/2019 0:45,-2.092,0.698,-0.698,0.698,0.698
5/2/2019 1:00,-2.092,0.698,-0.698,0.698,0
5/2/2019 1:15,-2.092,0.698,-0.698,0.698,0
5/2/2019 1:30,-2.092,0.698,-0.698,0.698,0
5/2/2019 1:45,-2.092,0.698,-0.698,0.698,0
5/2/2019 2:00,-2.092,0.698,-0.698,0.698,0
5/2/2019 2:15,-2.092,0.698,-0.698,0.698,0
5/2/2019 2:30,-2.092,0.698,-0.698,-0.698,0
5/2/2019 2:45,-2.092,0.698,-0.698,-0.698,0
5/2/2019 3:00,-2.092,0.698,-0.698,-0.698,0
5/2/2019 3:15,-2.092,0.698,-0.698,-0.698,0
5/2/2019 3:30,-2.092,0.698,-0.698,-0.698,0
5/2/2019 3:45,-1.395,0.698,-0.698,-0.698,0
5/2/2019 4:00,-1.395,0,-0.698,-0.698,0
5/2/2019 4:15,-1.395,0,-0.698,-0.698,0
5/2/2019 4:30,-1.395,0,-1.395,-0.698,0
5/2/2019 4:45,-1.395,0,-1.395,-0.698,0
5/2/2019 5:00,-1.395,0,-1.395,-0.698,0
5/2/2019 5:15,-1.395,0,-1.395,-0.698,0
5/2/2019 5:30,-1.395,0,-1.395,-0.698,0
5/2/2019 5:45,-1.395,0,-1.395,-0.698,0
5/2/2019 6:00,-1.395,0,-1.395,-0.698,0
5/2/2019 6:15,-1.395,0,-1.395,-0.698,0
5/2/2019 6:30,11.857,0,18.135,-0.698,4.883
5/2/2019 6:45,11.857,10.463,38.362,-0.698,4.883
5/2/2019 7:00,25.808001,24.413,56.498001,-0.698,13.95
5/2/2019 7:15,40.455002,39.060001,88.582001,-0.698,26.504999
5/2/2019 7:30,62.077999,39.060001,156.936996,2.79,43.943001
5/2/2019 7:45,72.540001,57.891998,130.432999,2.79,43.943001
5/2/2019 8:00,158.332993,74.632004,163.912003,9.068,198.787003
5/2/2019 8:15,178.559998,95.557999,235.057999,9.068,241.335007
5/2/2019 8:30,308.993011,117.18,281.790009,16.042999,153.449997
5/2/2019 8:45,332.707001,138.104996,317.363007,16.042999,200.880005
5/2/2019 9:00,443.609985,179.257004,371.070007,16.042999,288.066986
5/2/2019 9:15,368.279999,179.257004,327.825012,27.9,375.255005
5/2/2019 9:30,445.005005,198.787003,440.122986,27.9,520.335022
5/2/2019 9:45,203.669998,251.100006,416.40799,27.9,606.127991
5/2/2019 10:00,675.877991,275.511993,792.359985,37.665001,659.835022
5/2/2019 10:15,509.872986,381.53299,456.165009,57.195,703.080017
5/2/2019 10:30,641.002991,346.65799,489.644989,57.195,597.757996
5/2/2019 10:45,672.390015,394.087006,415.011993,57.195,766.552979
5/2/2019 11:00,681.45697,496.619995,532.192017,57.195,795.846985
5/2/2019 11:15,647.280029,640.304993,457.559998,78.120003,614.497009
5/2/2019 11:30,723.307983,865.596985,576.13501,78.120003,885.825012
5/2/2019 11:45,627.75,782.594971,435.23999,114.389999,"1,009.28"
5/2/2019 12:00,508.477997,906.75,955.575012,74.632004,768.64502
5/2/2019 12:15,941.625,837,"1,037.88",74.632004,838.39502
5/2/2019 12:30,937.440002,639.606995,531.494995,126.248001,970.221985
5/2/2019 12:45,"1,065.78",560.789978,"1,271.54",126.248001,"1,033.69"
5/2/2019 13:00,665.414978,577.530029,932.557983,131.826996,"1,062.29"
5/2/2019 13:15,516.150024,799.335022,764.460022,165.307999,"1,055.32"
5/2/2019 13:30,581.018005,730.97998,632.632996,116.483002,896.288025
5/2/2019 13:45,898.380005,765.15802,661.22998,137.406998,880.244995
5/2/2019 14:00,866.294983,529.403015,687.734985,155.542007,842.580017
5/2/2019 14:15,752.60199,479.183014,521.03302,209.25,888.61499
5/2/2019 14:30,604.731995,510.570007,467.325012,221.106995,888.61499
5/2/2019 14:45,429.660004,481.274994,530.797974,221.106995,831.419983
5/2/2019 15:00,563.580017,442.912994,475.695007,152.054993,777.015015
5/2/2019 15:15,545.445007,364.095001,402.457001,228.779999,777.015015
5/2/2019 15:30,765.85498,352.238007,445.005005,228.779999,680.76001
5/2/2019 15:45,883.034973,375.951996,390.600006,264.352997,545.445007
5/2/2019 16:00,820.26001,202.972,382.230011,270.630005,457.559998
5/2/2019 16:15,406.641998,296.437012,371.070007,242.031998,414.315002
5/2/2019 16:30,256.679993,246.914993,338.984985,242.031998,317.363007
5/2/2019 16:45,186.929993,275.511993,311.084991,354.329987,228.779999
5/2/2019 17:00,168.794998,227.384995,281.09201,207.156998,228.779999
5/2/2019 17:15,148.567001,227.384995,245.520004,179.955002,179.257004
5/2/2019 17:30,98.347,196.695007,214.132004,149.264999,142.289993
5/2/2019 17:45,253.192001,154.845001,186.929993,149.264999,108.112
5/2/2019 18:00,155.542007,154.845001,150.660004,127.641998,88.582001
5/2/2019 18:15,107.415001,141.593002,106.019997,110.903,71.843002
5/2/2019 18:30,110.205002,124.154999,106.019997,92.07,71.843002
5/2/2019 18:45,110.205002,102.531998,106.019997,92.07,50.917
5/2/2019 19:00,171.585007,86.489998,130.432999,79.514999,50.917
5/2/2019 19:15,34.875,64.867996,103.230003,79.514999,37.665001
5/2/2019 19:30,34.875,46.035,96.953003,64.867996,37.665001
5/2/2019 19:45,50.220001,26.504999,31.386999,46.733002,21.622
5/2/2019 20:00,23.017,26.504999,17.437,28.598,9.068
5/2/2019 20:15,11.857,11.16,17.437,28.598,9.068
5/2/2019 20:30,11.857,2.092,17.437,12.555,9.068
5/2/2019 20:45,2.79,2.092,4.185,1.395,1.395
5/2/2019 21:00,2.79,2.092,4.185,1.395,1.395
5/2/2019 21:15,2.79,2.092,4.185,1.395,1.395
5/2/2019 21:30,2.79,2.092,0.698,1.395,1.395
5/2/2019 21:45,2.79,2.092,0.698,1.395,1.395
5/2/2019 22:00,0.698,0.698,0.698,-0.698,1.395
5/2/2019 22:15,0.698,0.698,0.698,-0.698,1.395
5/2/2019 22:30,0.698,0.698,0.698,-0.698,1.395
5/2/2019 22:45,0.698,0.698,0.698,-0.698,0.698
5/2/2019 23:00,0.698,0.698,0.698,-0.698,0.698
5/2/2019 23:15,0.698,0.698,0.698,-0.698,0.698
5/2/2019 23:30,0.698,0.698,0.698,-0.698,0.698
5/2/2019 23:45,0.698,0.698,0.698,-0.698,0.698
5/3/2019 0:00,0.698,0.698,0.698,-0.698,0.698
5/3/2019 0:15,0.698,0.698,-2.092,-0.698,0.698
5/3/2019 0:30,0.698,0.698,-2.092,-0.698,0.698
5/3/2019 0:45,0.698,0.698,-2.092,-0.698,0.698
5/3/2019 1:00,0.698,0.698,-2.092,-0.698,0.698
5/3/2019 1:15,0.698,0.698,-2.092,-2.79,0.698
5/3/2019 1:30,0.698,0.698,-2.092,-2.79,0.698
5/3/2019 1:45,0,0.698,-2.092,-2.79,0.698
5/3/2019 2:00,0,0.698,-2.092,-2.79,0.698
5/3/2019 2:15,0,0.698,-2.092,-2.79,0.698
5/3/2019 2:30,0,0.698,0,-2.79,0.698
5/3/2019 2:45,0,0.698,0,-2.79,0.698
5/3/2019 3:00,0,0,0,-1.395,0.698
5/3/2019 3:15,0,0,0,-1.395,0.698
5/3/2019 3:30,0,0,0,-1.395,0.698
5/3/2019 3:45,0,0,0,-1.395,0
5/3/2019 4:00,0,0,0,-1.395,0
5/3/2019 4:15,0,0,0,-1.395,0
5/3/2019 4:30,0,0,0,-1.395,0
5/3/2019 4:45,-2.092,0,0,-1.395,0
5/3/2019 5:00,-2.092,0,-2.79,-1.395,0
5/3/2019 5:15,-2.092,0,-2.79,-1.395,0
5/3/2019 5:30,-2.092,0,-2.79,-1.395,0
5/3/2019 5:45,-2.092,0,-2.79,-1.395,0
5/3/2019 6:00,-2.092,0,-2.79,-1.395,0
5/3/2019 6:15,-2.092,0,-2.79,-1.395,0
5/3/2019 6:30,9.765,0,6.277,-1.395,0
5/3/2019 6:45,9.765,0,6.277,7.673,9.765
5/3/2019 7:00,25.808001,0,18.832001,7.673,68.355003
5/3/2019 7:15,41.153,0,42.547001,13.95,68.355003
5/3/2019 7:30,62.775002,5.58,105.322998,13.95,68.355003
5/3/2019 7:45,92.07,5.58,131.826996,53.009998,92.07
5/3/2019 8:00,182.744995,5.58,207.156998,75.330002,154.845001
5/3/2019 8:15,260.86499,5.58,207.156998,139.5,148.567001
5/3/2019 8:30,283.184998,5.58,293.647003,200.880005,148.567001
5/3/2019 8:45,250.403,5.58,307.597992,200.880005,179.955002
5/3/2019 9:00,247.613007,5.58,538.469971,177.164993,198.089996
5/3/2019 9:15,401.062012,10.463,618.682983,212.039993,278.303009
5/3/2019 9:30,318.756989,10.463,651.465027,230.175003,297.832001
5/3/2019 9:45,251.798004,10.463,707.961975,267.839996,365.48999
5/3/2019 10:00,295.042999,10.463,738.653015,257.377014,390.600006
5/3/2019 10:15,350.144989,20.226999,639.606995,440.820007,364.792999
5/3/2019 10:30,363.397003,20.226999,791.663025,440.820007,414.315002
5/3/2019 10:45,449.886993,20.226999,860.715027,433.845001,442.214996
5/3/2019 11:00,450.584991,16.74,806.309998,447.795013,521.72998
5/3/2019 11:15,362.002014,16.74,832.117004,468.022003,539.86499
5/3/2019 11:30,383.625,9.068,910.237,482.670013,504.292999
5/3/2019 11:45,696.10498,9.068,908.14502,486.15799,597.059998
5/3/2019 12:00,664.71698,18.135,965.340027,530.797974,784.687012
5/3/2019 12:15,809.099976,18.135,922.094971,530.797974,628.447021
5/3/2019 12:30,"1,129.25",18.135,756.788025,577.530029,608.219971
5/3/2019 12:45,"1,081.82",18.135,820.95697,577.530029,585.900024
5/3/2019 13:00,"1,117.40",18.135,"1,043.46",590.78302,475.695007
5/3/2019 13:15,"1,088.80",18.135,"1,102.05",590.78302,542.655029
5/3/2019 13:30,"1,195.52",18.135,854.437012,867.690002,313.875
5/3/2019 13:45,589.388,18.135,829.327026,433.845001,573.344971
5/3/2019 14:00,703.080017,20.924999,677.969971,519.638,371.070007
5/3/2019 14:15,684.247009,32.782001,"1,233.18",984.172974,313.178009
5/3/2019 14:30,874.664978,21.622,"1,148.08","1,256.20",329.220001
5/3/2019 14:45,587.992004,21.622,548.932983,521.72998,419.196991
5/3/2019 15:00,631.934998,21.622,576.83197,516.150024,533.586975
5/3/2019 15:15,742.140015,21.622,634.028015,410.826996,378.743011
5/3/2019 15:30,440.820007,21.622,763.065002,353.631989,396.877014
5/3/2019 15:45,700.289978,21.622,846.067017,618.682983,408.734985
5/3/2019 16:00,644.48999,21.622,835.60498,454.071991,350.84201
5/3/2019 16:15,384.321991,21.622,584.505005,519.638,564.974976
5/3/2019 16:30,368.977997,15.345,578.924988,447.097992,366.187012
5/3/2019 16:45,409.433014,15.345,430.358002,480.576996,334.799988
5/3/2019 17:00,548.234985,15.345,352.238007,405.247986,330.61499
5/3/2019 17:15,551.721985,15.345,304.109985,477.787994,252.494995
5/3/2019 17:30,447.097992,10.463,257.377014,345.261993,265.747986
5/3/2019 17:45,277.605011,10.463,302.016998,331.312012,142.988007
5/3/2019 18:00,277.605011,10.463,278.303009,293.647003,164.610001
5/3/2019 18:15,200.880005,4.883,278.303009,203.669998,117.876999
5/3/2019 18:30,119.970001,4.883,177.863007,246.218002,116.483002
5/3/2019 18:45,260.86499,4.883,156.240005,201.576996,85.792999
5/3/2019 19:00,177.863007,4.883,101.138,83.699997,59.985001
5/3/2019 19:15,138.802994,4.883,87.186996,60.681999,101.138
5/3/2019 19:30,69.75,4.883,63.472,60.681999,57.195
5/3/2019 19:45,43.943001,2.092,43.943001,60.681999,24.413
5/3/2019 20:00,43.943001,2.092,43.943001,35.571999,7.673
5/3/2019 20:15,22.32,2.092,34.875,18.135,7.673
5/3/2019 20:30,7.673,2.092,15.345,18.135,7.673
5/3/2019 20:45,7.673,2.092,2.79,6.277,7.673
5/3/2019 21:00,0.698,2.092,2.79,6.277,7.673
5/3/2019 21:15,0.698,2.092,2.79,-0.698,0.698
5/3/2019 21:30,0.698,0.698,2.79,-0.698,0.698
5/3/2019 21:45,0.698,0.698,2.79,-0.698,0.698
5/3/2019 22:00,0.698,0.698,0.698,-0.698,0.698
5/3/2019 22:15,0.698,0.698,0.698,-0.698,0.698
5/3/2019 22:30,0.698,0.698,0.698,-0.698,0.698
5/3/2019 22:45,0.698,0.698,0.698,-0.698,0.698
5/3/2019 23:00,0.698,0.698,0.698,-0.698,0.698
5/3/2019 23:15,0.698,0.698,0.698,-0.698,0.698
5/3/2019 23:30,0.698,0.698,0.698,-0.698,0.698
5/3/2019 23:45,0.698,0.698,0.698,-0.698,0.698
5/4/2019 0:00,0.698,0.698,0.698,-2.092,0.698
5/4/2019 0:15,0.698,0.698,0.698,-2.092,0.698
5/4/2019 0:30,0.698,0.698,0.698,-2.092,0.698
5/4/2019 0:45,0.698,0.698,0.698,-2.092,0.698
5/4/2019 1:00,0.698,0.698,0.698,-2.092,0.698
5/4/2019 1:15,0.698,0.698,0.698,-2.092,0.698
5/4/2019 1:30,0.698,0.698,0.698,-2.092,0.698
5/4/2019 1:45,0.698,0.698,0.698,-2.092,0.698
5/4/2019 2:00,0.698,0.698,0.698,-2.092,0.698
5/4/2019 2:15,0.698,0.698,0.698,-2.092,0
5/4/2019 2:30,0.698,0.698,0.698,-2.092,0
5/4/2019 2:45,0.698,0.698,0.698,-2.092,0
5/4/2019 3:00,0.698,0.698,0,-2.092,0
5/4/2019 3:15,0.698,0.698,0,-2.092,0
5/4/2019 3:30,0.698,0.698,0,-2.092,0
5/4/2019 3:45,0.698,0.698,0,-2.092,0
5/4/2019 4:00,0.698,0.698,0,-2.092,0
5/4/2019 4:15,0.698,0.698,0,-2.092,0
5/4/2019 4:30,0.698,0.698,0,-2.092,0
5/4/2019 4:45,0.698,0.698,0,-2.092,0
5/4/2019 5:00,0.698,0.698,0,-2.092,0
5/4/2019 5:15,0.698,0.698,0,-2.092,0
5/4/2019 5:30,0.698,0.698,0,-2.092,0
5/4/2019 5:45,0.698,0.698,0,-2.092,0
5/4/2019 6:00,0.698,0.698,0,-2.092,0
5/4/2019 6:15,0.698,0.698,-1.395,-2.092,0
5/4/2019 6:30,0.698,0.698,-1.395,8.37,0
5/4/2019 6:45,13.252,0.698,10.463,8.37,10.463
5/4/2019 7:00,32.084999,0.698,20.924999,19.530001,43.244999
5/4/2019 7:15,54.404999,0.698,20.924999,19.530001,76.028
5/4/2019 7:30,54.404999,9.068,34.178001,29.992001,124.852997
5/4/2019 7:45,115.087997,9.068,46.733002,43.244999,101.834999
5/4/2019 8:00,149.264999,18.832001,279,255.981995,115.785004
5/4/2019 8:15,108.809998,18.832001,308.295013,289.462006,136.011993
5/4/2019 8:30,144.382004,25.808001,357.119995,360.608002,175.770004
5/4/2019 8:45,260.86499,25.808001,388.506989,389.902008,246.914993
5/4/2019 9:00,445.005005,54.404999,413.618011,452.678009,308.993011
5/4/2019 9:15,461.744995,32.084999,483.368011,492.434998,315.269989
5/4/2019 9:30,594.96698,77.421997,547.538025,555.210022,615.893005
5/4/2019 9:45,130.432999,60.681999,608.219971,590.085022,292.950012
5/4/2019 10:00,645.88501,60.681999,638.909973,654.255005,413.618011
5/4/2019 10:15,680.062012,109.507004,696.10498,682.85199,393.390015
5/4/2019 10:30,442.912994,109.507004,723.307983,745.627991,430.358002
5/4/2019 10:45,787.47699,76.028,772.830017,768.64502,450.584991
5/4/2019 11:00,892.799988,153.449997,882.336975,798.638,187.626999
5/4/2019 11:15,942.322021,251.100006,327.825012,849.554993,401.76001
5/4/2019 11:30,818.86499,366.88501,940.927979,873.27002,531.494995
5/4/2019 11:45,581.715027,334.102997,474.997986,894.195007,902.565002
5/4/2019 12:00,966.038025,532.192017,429.660004,938.138,432.450012
5/4/2019 12:15,"1,404.77",522.427979,627.052979,938.138,391.298004
5/4/2019 12:30,"1,248.53",698.197021,640.304993,956.969971,387.809998
5/4/2019 12:45,"1,250.62",784.687012,521.72998,970.221985,474.997986
5/4/2019 13:00,719.820007,"1,306.42",729.585022,970.221985,493.131989
5/4/2019 13:15,"1,042.06","1,097.17","1,194.12",984.172974,574.04303
5/4/2019 13:30,"1,060.20",661.927979,598.455017,"1,014.16","1,012.77"
5/4/2019 13:45,"1,161.34",578.22699,637.515015,"1,029.51","1,000.22"
5/4/2019 14:00,"1,332.92",635.422974,"1,000.91","1,046.95",523.125
5/4/2019 14:15,880.942017,448.493011,671.692017,"1,046.95",410.826996
5/4/2019 14:30,"1,231.79",448.493011,537.075012,"1,042.06",360.608002
5/4/2019 14:45,"1,220.63",400.36499,511.964996,"1,024.63",428.962006
5/4/2019 15:00,"1,190.63",368.977997,376.649994,"1,007.89",351.540009
5/4/2019 15:15,"1,069.96",343.868011,103.230003,960.45697,403.852997
5/4/2019 15:30,992.54303,374.558014,78.120003,935.346985,347.355011
5/4/2019 15:45,"1,034.39",329.220001,286.673004,910.237,540.562012
5/4/2019 16:00,507.082001,373.859985,353.631989,860.715027,537.075012
5/4/2019 16:15,931.163025,304.109985,638.211975,834.90802,334.799988
5/4/2019 16:30,876.059998,270.630005,461.744995,809.099976,235.755005
5/4/2019 16:45,839.789978,196.695007,709.356995,755.393005,238.544998
5/4/2019 17:00,803.52002,231.570007,784.687012,726.794983,147.173004
5/4/2019 17:15,803.52002,277.605011,898.380005,683.549988,158.332993
5/4/2019 17:30,758.880005,225.292007,455.46701,624.960022,177.863007
5/4/2019 17:45,504.292999,152.751999,679.36499,597.059998,154.147995
5/4/2019 18:00,234.360001,122.760002,262.26001,534.284973,154.147995
5/4/2019 18:15,271.326996,116.483002,361.304993,477.787994,182.048004
5/4/2019 18:30,292.252014,97.650002,258.772003,445.701996,94.162003
5/4/2019 18:45,164.610001,74.632004,86.489998,375.255005,154.147995
5/4/2019 19:00,120.667999,96.953003,86.489998,329.220001,154.147995
5/4/2019 19:15,78.120003,76.028,86.489998,245.520004,113.692001
5/4/2019 19:30,85.792999,76.028,42.547001,220.410004,85.792999
5/4/2019 19:45,66.263,46.733002,42.547001,154.845001,103.927002
5/4/2019 20:00,38.362,46.733002,27.202999,33.48,72.540001
5/4/2019 20:15,17.437,23.715,11.857,17.437,13.95
5/4/2019 20:30,17.437,23.715,2.092,17.437,13.95
5/4/2019 20:45,4.883,10.463,2.092,6.277,2.79
5/4/2019 21:00,4.883,0.698,2.092,6.277,2.79
5/4/2019 21:15,4.883,0.698,2.092,-1.395,2.79
5/4/2019 21:30,0.698,0.698,2.092,-1.395,2.79
5/4/2019 21:45,0.698,0.698,2.092,-1.395,-0.698
5/4/2019 22:00,0.698,0.698,2.092,-1.395,-0.698
5/4/2019 22:15,0.698,0.698,2.092,-1.395,-0.698
5/4/2019 22:30,0.698,0.698,0.698,-1.395,-0.698
5/4/2019 22:45,0.698,0.698,0.698,-1.395,-0.698
5/4/2019 23:00,0.698,0.698,0.698,-1.395,-0.698
5/4/2019 23:15,0.698,0.698,0.698,-1.395,-0.698
5/4/2019 23:30,0.698,0.698,0.698,-1.395,-0.698
5/4/2019 23:45,0.698,0.698,0.698,-1.395,-0.698
5/5/2019 0:00,0.698,-0.698,0.698,-1.395,-0.698
5/5/2019 0:15,0.698,-0.698,0.698,-1.395,-0.698
5/5/2019 0:30,0,-0.698,0.698,-1.395,-0.698
5/5/2019 0:45,0,-0.698,0.698,-2.79,-0.698
5/5/2019 1:00,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 1:15,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 1:30,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 1:45,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 2:00,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 2:15,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 2:30,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 2:45,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 3:00,0,-0.698,-2.092,-2.79,-0.698
5/5/2019 3:15,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 3:30,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 3:45,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 4:00,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 4:15,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 4:30,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 4:45,0,-0.698,-3.487,-2.79,-0.698
5/5/2019 5:00,0,-0.698,-3.487,-2.092,-0.698
5/5/2019 5:15,0,-0.698,-3.487,-2.092,-0.698
5/5/2019 5:30,0,-0.698,-3.487,-2.092,-0.698
5/5/2019 5:45,0,-0.698,-3.487,-2.092,-0.698
5/5/2019 6:00,0,-0.698,-5.58,-2.092,-0.698
5/5/2019 6:15,0,2.092,-5.58,-2.092,-0.698
5/5/2019 6:30,6.277,2.092,3.487,8.37,-0.698
5/5/2019 6:45,18.832001,14.648,3.487,8.37,20.226999
5/5/2019 7:00,18.832001,25.808001,13.252,18.832001,47.43
5/5/2019 7:15,34.875,25.808001,13.252,18.832001,64.867996
