,Arolla / Météo1 (Bricola - Rayonnement - W/m2),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (1. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (2. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (3. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (4. Année précédente)
Horodatage,W/m²,W/m²,W/m²,W/m²,W/m²
5/1/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 0:30,0,0.698,0.698,0.698,0.698
5/1/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 1:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 4:15,0,0.698,0.698,0.698,0.698
5/1/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 5:00,0,0.698,0.698,0.698,0.698
5/1/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 5:45,0,0.698,0.698,0.698,0.698
5/1/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 7:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 7:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 7:45,0.698,0.698,0.698,0.698,13.95
5/1/2019 8:00,0.698,17.437,0.698,0.698,12.555
5/1/2019 8:15,0.698,0.698,0.698,0.698,12.555
5/1/2019 8:30,0.698,0.698,13.95,0.698,7.673
5/1/2019 8:45,445.005005,0.698,36.967999,0.698,24.413
5/1/2019 9:00,495.923004,55.102001,55.102001,0.698,76.724998
5/1/2019 9:15,557.302979,89.279999,62.775002,23.715,140.197006
5/1/2019 9:30,617.288025,115.087997,82.305,21.622,112.995003
5/1/2019 9:45,676.575012,108.809998,120.667999,25.110001,108.112
5/1/2019 10:00,721.215027,94.860001,111.599998,15.345,151.356995
5/1/2019 10:15,769.34198,114.389999,115.785004,11.16,224.595001
5/1/2019 10:30,812.586975,152.751999,136.710007,71.843002,165.307999
5/1/2019 10:45,857.22699,140.895004,168.097,55.102001,145.778
5/1/2019 11:00,883.731995,134.617996,221.804993,68.355003,132.524994
5/1/2019 11:15,910.237,213.434998,260.167999,72.540001,125.550003
5/1/2019 11:30,926.280029,281.790009,325.733002,92.07,129.735001
5/1/2019 11:45,965.340027,433.845001,417.105011,105.322998,168.794998
5/1/2019 12:00,993.937012,472.904999,395.483002,172.979996,158.332993
5/1/2019 12:15,984.172974,647.280029,397.575012,248.309998,120.667999
5/1/2019 12:30,"1,003.70",872.572021,378.743011,287.369995,126.945
5/1/2019 12:45,"1,033.69",848.159973,392.691986,417.803009,144.382004
5/1/2019 13:00,"1,053.92",857.924988,433.147003,801.427979,101.138
5/1/2019 13:15,"1,072.76",944.414978,447.097992,542.655029,142.988007
5/1/2019 13:30,"1,089.49","1,009.28",533.586975,526.612,106.718002
5/1/2019 13:45,"1,102.05",869.085022,521.03302,514.755005,115.785004
5/1/2019 14:00,"1,097.86","1,065.08",495.923004,594.27002,147.173004
5/1/2019 14:15,"1,077.64",667.507996,515.452026,602.640015,188.324997
5/1/2019 14:30,"1,058.81",495.923004,467.325012,587.992004,175.770004
5/1/2019 14:45,"1,035.09",520.335022,553.117004,748.41803,258.075012
5/1/2019 15:00,"1,005.79",663.322021,509.872986,594.96698,309.690002
5/1/2019 15:15,979.289978,315.96701,567.067017,531.494995,264.352997
5/1/2019 15:30,943.02002,536.377991,545.445007,566.369995,271.326996
5/1/2019 15:45,909.539978,515.452026,496.619995,403.852997,253.889999
5/1/2019 16:00,869.78302,389.902008,491.738007,398.272003,322.244995
5/1/2019 16:15,826.538025,445.005005,461.744995,323.640015,453.375
5/1/2019 16:30,779.106995,381.53299,456.165009,342.472992,302.016998
5/1/2019 16:45,730.28302,279,355.027008,316.665009,239.242996
5/1/2019 17:00,687.038025,285.277008,291.554993,282.488007,186.231995
5/1/2019 17:15,629.84198,212.738007,206.460007,147.173004,180.653
5/1/2019 17:30,571.950012,232.268005,156.936996,281.09201,48.825001
5/1/2019 17:45,511.266998,168.097,221.106995,191.115005,69.75
5/1/2019 18:00,446.399994,102.531998,139.5,161.123001,40.455002
5/1/2019 18:15,384.321991,50.917,136.710007,125.550003,24.413
5/1/2019 18:30,341.774994,114.389999,105.322998,78.817001,13.95
5/1/2019 18:45,292.950012,36.27,71.843002,48.825001,0.698
5/1/2019 19:00,4.185,11.857,98.347,29.992001,0.698
5/1/2019 19:15,0.698,0.698,101.834999,16.042999,0.698
5/1/2019 19:30,0.698,0.698,50.220001,0.698,0.698
5/1/2019 19:45,0,0.698,16.74,0.698,0.698
5/1/2019 20:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 20:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 21:00,0,0.698,0.698,0.698,0.698
5/1/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 21:45,0,0.698,0.698,0.698,0.698
5/1/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/1/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/1/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/1/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/1/2019 23:45,0,0.698,0.698,0.698,0.698
5/2/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 1:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 2:30,0,0.698,0.698,0.698,0.698
5/2/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 7:15,0.698,0.698,82.305,0.698,0.698
5/2/2019 7:30,0.698,0.698,31.386999,0.698,10.463
5/2/2019 7:45,0.698,0.698,97.650002,0.698,35.571999
5/2/2019 8:00,5.58,0.698,129.037003,0.698,58.59
5/2/2019 8:15,7.673,2.79,176.468002,0.698,97.650002
5/2/2019 8:30,28.598,16.042999,224.595001,0.698,116.483002
5/2/2019 8:45,625.65802,32.084999,255.981995,0.698,157.634995
5/2/2019 9:00,315.96701,55.102001,266.445007,0.698,512.663025
5/2/2019 9:15,387.809998,60.681999,273.420013,0.698,610.312012
5/2/2019 9:30,700.987,76.724998,319.454987,11.857,688.432983
5/2/2019 9:45,654.255005,103.927002,241.335007,24.413,737.955017
5/2/2019 10:00,713.54303,112.995003,394.785004,16.74,786.780029
5/2/2019 10:15,601.244995,133.919998,462.441986,108.809998,833.513
5/2/2019 10:30,584.505005,198.787003,832.117004,86.489998,869.78302
5/2/2019 10:45,788.872009,206.460007,718.424988,99.742996,864.202026
5/2/2019 11:00,943.02002,258.075012,"1,013.47",103.230003,889.312012
5/2/2019 11:15,542.655029,302.016998,892.799988,220.410004,923.48999
5/2/2019 11:30,861.413025,466.627014,558,352.238007,975.10498
5/2/2019 11:45,814.679993,454.769989,"1,084.61",313.178009,980.684998
5/2/2019 12:00,926.280029,303.412994,"1,125.77",555.210022,"1,016.96"
5/2/2019 12:15,887.219971,403.852997,"1,182.26",684.247009,946.507996
5/2/2019 12:30,949.297974,442.214996,"1,101.35","1,073.45","1,049.04"
5/2/2019 12:45,902.565002,537.77301,"1,098.56","1,056.71","1,004.40"
5/2/2019 13:00,631.934998,577.530029,876.059998,"1,083.92",993.23999
5/2/2019 13:15,657.044983,712.844971,818.86499,"1,124.37","1,061.59"
5/2/2019 13:30,555.210022,647.280029,773.528015,"1,074.15","1,054.62"
5/2/2019 13:45,536.377991,581.715027,836.302979,"1,075.55","1,073.45"
5/2/2019 14:00,564.974976,488.946991,634.724976,"1,095.77","1,043.46"
5/2/2019 14:15,430.358002,582.413025,478.484985,"1,180.17",933.952026
5/2/2019 14:30,445.005005,521.72998,477.787994,"1,053.92",975.10498
5/2/2019 14:45,689.827026,352.934998,555.210022,"1,368.49",867.690002
5/2/2019 15:00,531.494995,294.345001,398.272003,496.619995,788.872009
5/2/2019 15:15,523.822021,226.686996,491.040009,416.40799,930.465027
5/2/2019 15:30,501.502014,288.066986,479.183014,543.35199,491.738007
5/2/2019 15:45,373.859985,260.86499,461.048004,482.670013,274.118011
5/2/2019 16:00,159.727005,278.303009,409.433014,335.497986,272.722992
5/2/2019 16:15,71.843002,209.947006,343.868011,313.178009,50.917
5/2/2019 16:30,123.457001,206.460007,258.075012,213.434998,88.582001
5/2/2019 16:45,65.565002,166.701996,212.738007,244.822006,94.860001
5/2/2019 17:00,71.843002,162.518005,172.979996,241.335007,53.708
5/2/2019 17:15,115.087997,117.876999,105.322998,233.662003,43.943001
5/2/2019 17:30,92.766998,101.834999,98.347,177.164993,16.74
5/2/2019 17:45,85.792999,82.305,182.744995,112.995003,6.975
5/2/2019 18:00,105.322998,82.305,79.514999,114.389999,0.698
5/2/2019 18:15,87.186996,87.186996,55.102001,142.289993,0.698
5/2/2019 18:30,146.475006,42.547001,42.547001,219.014999,0.698
5/2/2019 18:45,26.504999,32.782001,57.891998,192.509995,0.698
5/2/2019 19:00,0.698,9.068,20.226999,114.389999,0.698
5/2/2019 19:15,0.698,0.698,0.698,86.489998,0.698
5/2/2019 19:30,0.698,0.698,0.698,1.395,0.698
5/2/2019 19:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 20:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 20:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/2/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/2/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/2/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/2/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 1:00,0,0.698,0.698,0.698,0.698
5/3/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 1:45,0,0.698,0.698,0.698,0.698
5/3/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 4:30,0,0.698,0.698,0.698,0.698
5/3/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 7:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 7:30,0.698,0.698,0.698,19.530001,0.698
5/3/2019 7:45,0.698,0.698,0.698,52.312,46.035
5/3/2019 8:00,16.74,0.698,0.698,85.095001,93.464996
5/3/2019 8:15,10.463,0.698,0.698,133.919998,98.347
5/3/2019 8:30,13.252,0.698,0.698,186.231995,147.173004
5/3/2019 8:45,14.648,0.698,112.296997,201.576996,205.761993
5/3/2019 9:00,32.782001,0.698,132.524994,136.011993,126.248001
5/3/2019 9:15,29.992001,0.698,131.130005,305.505005,232.268005
5/3/2019 9:30,72.540001,0.698,170.886993,355.027008,306.899994
5/3/2019 9:45,61.380001,0.698,169.492996,463.140015,327.825012
5/3/2019 10:00,87.885002,0.698,146.475006,490.34201,473.602997
5/3/2019 10:15,80.212997,0.698,215.528,950.692017,332.01001
5/3/2019 10:30,135.315002,0.698,258.772003,951.390015,460.350006
5/3/2019 10:45,120.667999,6.277,238.544998,916.515015,397.575012
5/3/2019 11:00,175.770004,14.648,324.337006,936.742004,302.016998
5/3/2019 11:15,291.554993,99.044998,341.076996,964.643005,606.127991
5/3/2019 11:30,211.343002,147.173004,359.212006,940.927979,398.272003
5/3/2019 11:45,262.957001,123.457001,402.457001,890.70697,248.309998
5/3/2019 12:00,512.663025,314.571991,453.375,854.437012,474.997986
5/3/2019 12:15,548.932983,389.902008,646.58197,"1,071.36",442.214996
5/3/2019 12:30,608.91803,564.278015,922.094971,856.530029,441.516998
5/3/2019 12:45,540.562012,802.125,834.210022,523.125,594.96698
5/3/2019 13:00,671.692017,"1,080.43",996.72699,466.627014,433.845001
5/3/2019 13:15,699.59198,0,"1,074.15",505.687012,369.674988
5/3/2019 13:30,827.932983,0,890.01001,597.059998,449.886993
5/3/2019 13:45,555.210022,0,725.400024,756.788025,394.087006
5/3/2019 14:00,404.549988,762.367004,685.643005,670.297974,305.505005
5/3/2019 14:15,540.562012,601.942017,712.844971,726.096985,454.071991
5/3/2019 14:30,600.547974,611.70697,843.974976,214.132004,544.747009
5/3/2019 14:45,"1,045.55",682.155029,654.952026,622.169983,338.287994
5/3/2019 15:00,777.711975,433.845001,583.807983,83.001999,318.059998
5/3/2019 15:15,633.330017,190.417007,747.02301,703.080017,106.019997
5/3/2019 15:30,313.875,149.264999,585.900024,332.707001,140.895004
5/3/2019 15:45,214.830002,149.962997,507.082001,219.014999,56.498001
5/3/2019 16:00,163.214996,161.123001,526.612,150.660004,206.460007
5/3/2019 16:15,219.712997,67.656998,447.795013,129.735001,186.231995
5/3/2019 16:30,198.089996,110.903,336.195007,380.834991,251.100006
5/3/2019 16:45,200.182999,89.977997,311.084991,361.304993,90.675003
5/3/2019 17:00,154.147995,99.742996,220.410004,93.464996,46.035
5/3/2019 17:15,142.289993,136.710007,110.205002,47.43,69.75
5/3/2019 17:30,150.660004,27.9,60.681999,39.060001,37.665001
5/3/2019 17:45,126.945,69.052002,52.312,133.919998,101.138
5/3/2019 18:00,76.028,46.035,56.498001,210.645004,105.322998
5/3/2019 18:15,44.639999,31.386999,112.296997,37.665001,104.625
5/3/2019 18:30,1.395,6.277,133.919998,121.364998,2.79
5/3/2019 18:45,1.395,23.715,90.675003,92.766998,0.698
5/3/2019 19:00,0.698,6.975,96.953003,15.345,0.698
5/3/2019 19:15,0.698,0.698,77.421997,59.985001,46.733002
5/3/2019 19:30,0,0.698,94.162003,34.178001,0.698
5/3/2019 19:45,0.698,0.698,44.639999,58.59,0.698
5/3/2019 20:00,0.698,0.698,3.487,59.287998,0.698
5/3/2019 20:15,0,0.698,0.698,0.698,0.698
5/3/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/3/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/3/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/3/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/3/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 1:00,0,0.698,0.698,0.698,0.698
5/4/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 2:00,0,0.698,0.698,0.698,0.698
5/4/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 3:00,0,0.698,0.698,0.698,0.698
5/4/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 7:15,0.698,34.875,0.698,0.698,0.698
5/4/2019 7:30,0.698,81.608002,0.698,0.698,35.571999
5/4/2019 7:45,0.698,118.574997,0.698,0.698,53.708
5/4/2019 8:00,0.698,140.895004,0.698,0.698,91.373001
5/4/2019 8:15,26.504999,194.602005,0.698,0.698,84.397003
5/4/2019 8:30,25.808001,142.289993,311.084991,337.589996,133.222
5/4/2019 8:45,34.178001,76.724998,573.344971,458.256989,139.5
5/4/2019 9:00,14.648,107.415001,637.515015,547.538025,92.766998
5/4/2019 9:15,340.380005,327.825012,695.40802,606.825012,166.701996
5/4/2019 9:30,370.372986,127.641998,745.627991,652.859985,121.364998
5/4/2019 9:45,426.173004,175.072006,805.612,707.961975,167.399994
5/4/2019 10:00,85.095001,209.947006,849.554993,751.905029,117.18
5/4/2019 10:15,90.675003,200.182999,892.799988,800.72998,299.227997
5/4/2019 10:30,94.162003,298.529999,972.315002,850.252991,415.709991
5/4/2019 10:45,322.941986,253.889999,"1,146.69",885.127991,323.640015
5/4/2019 11:00,293.647003,281.790009,456.165009,927.674988,417.803009
5/4/2019 11:15,369.674988,350.144989,664.71698,967.432983,724.702026
5/4/2019 11:30,321.548004,460.350006,504.98999,"1,002.31",495.923004
5/4/2019 11:45,339.683014,497.316986,626.35498,"1,021.14",664.02002
5/4/2019 12:00,499.410004,926.280029,594.27002,"1,053.22",325.035004
5/4/2019 12:15,373.859985,630.539978,812.586975,"1,072.06",167.399994
5/4/2019 12:30,795.150024,600.547974,976.5,"1,081.13",124.154999
5/4/2019 12:45,552.419983,515.452026,"1,246.43","1,075.55",170.190002
5/4/2019 13:00,579.622009,580.320007,876.059998,"1,112.51",528.705017
5/4/2019 13:15,0,483.368011,604.034973,"1,095.07",633.330017
5/4/2019 13:30,665.414978,443.609985,535.679993,"1,072.06",938.835022
5/4/2019 13:45,658.440002,594.27002,497.316986,"1,072.06",428.962006
5/4/2019 14:00,591.47998,488.946991,378.743011,"1,096.47",232.268005
5/4/2019 14:15,687.038025,"1,205.98",362.700012,"1,109.72",363.397003
5/4/2019 14:30,"1,099.26","1,025.32",578.924988,"1,104.84",410.826996
5/4/2019 14:45,472.207001,489.644989,306.201996,"1,079.03",349.446991
5/4/2019 15:00,414.315002,"1,187.15",80.212997,"1,040.67",321.548004
5/4/2019 15:15,509.174988,677.969971,92.766998,"1,010.68",263.654999
5/4/2019 15:30,451.28299,343.170013,230.175003,978.59198,283.881989
5/4/2019 15:45,317.363007,429.660004,186.231995,938.138,244.822006
5/4/2019 16:00,251.100006,415.011993,371.766998,887.91803,88.582001
5/4/2019 16:15,213.434998,"1,000.91",219.712997,842.580017,236.451996
5/4/2019 16:30,256.679993,488.25,244.822006,793.057983,147.869995
5/4/2019 16:45,178.559998,968.130005,339.683014,742.836975,100.440002
5/4/2019 17:00,193.904999,540.562012,253.192001,691.919983,156.936996
5/4/2019 17:15,299.227997,551.721985,225.292007,638.909973,225.292007
5/4/2019 17:30,208.552994,204.367996,163.912003,580.320007,257.377014
5/4/2019 17:45,23.017,583.807983,53.708,522.427979,128.339996
5/4/2019 18:00,34.178001,223.897995,102.531998,467.325012,51.615002
5/4/2019 18:15,43.244999,294.345001,61.380001,412.920013,41.849998
5/4/2019 18:30,42.547001,285.277008,0.698,353.631989,36.967999
5/4/2019 18:45,27.202999,131.826996,8.37,292.252014,80.212997
5/4/2019 19:00,12.555,144.382004,0.698,0.698,103.927002
5/4/2019 19:15,0.698,71.843002,0.698,0.698,77.421997
5/4/2019 19:30,0.698,102.531998,0.698,0.698,25.808001
5/4/2019 19:45,0.698,40.455002,0.698,0.698,11.857
5/4/2019 20:00,0.698,13.252,0.698,0.698,0.698
5/4/2019 20:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 21:45,0,0.698,0.698,0.698,0.698
5/4/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/4/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/4/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/4/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/4/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 1:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 1:15,0,0.698,0.698,0.698,0.698
5/5/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/5/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/5/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/5/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/5/2019 7:15,0.698,0.698,0.698,0.698,12.555
5/5/2019 7:30,0.698,0.698,0.698,0.698,13.95
5/5/2019 7:45,11.857,0.698,0.698,0.698,82.305
5/5/2019 8:00,39.060001,0.698,0.698,0.698,130.432999
5/5/2019 8:15,66.959999,0.698,0.698,0.698,177.164993
