,Arolla / Météo1 (Bricola - Rayonnement - W/m2),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (1. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (2. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (3. Année précédente),C: Arolla / Météo1 (Bricola - Rayonnement - W/m2) (4. Année précédente)
Horodatage,W/m²,W/m²,W/m²,W/m²,W/m²
5/25/2019 19:30,0,65.565002,172.281998,53.708,0.698
5/25/2019 19:45,0.698,7.673,115.087997,170.886993,0.698
5/25/2019 20:00,0.698,0.698,67.656998,0.698,0.698
5/25/2019 20:15,0.698,0.698,25.110001,0.698,0.698
5/25/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/25/2019 20:45,0,0.698,0.698,0.698,0.698
5/25/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/25/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/25/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/25/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/25/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/25/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/25/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/25/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/25/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/25/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/25/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/25/2019 23:45,0,0.698,0.698,0.698,0.698
5/26/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 1:00,0,0.698,0.698,0.698,0.698
5/26/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 1:30,0,0.698,0.698,0.698,0.698
5/26/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 2:45,0,0.698,0.698,0.698,0.698
5/26/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 3:15,0,0.698,0.698,0.698,0.698
5/26/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 4:30,0,0.698,0.698,0.698,0.698
5/26/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 5:45,0,0.698,0.698,0.698,0.698
5/26/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 6:15,0,0.698,0.698,0.698,0.698
5/26/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 7:00,0,0.698,0.698,0.698,0.698
5/26/2019 7:15,0.698,0.698,0.698,5.58,0.698
5/26/2019 7:30,0.698,0.698,0.698,9.068,0.698
5/26/2019 7:45,53.708,21.622,0.698,0.698,20.226999
5/26/2019 8:00,152.751999,36.27,0.698,5.58,24.413
5/26/2019 8:15,153.449997,80.212997,182.744995,285.277008,16.74
5/26/2019 8:30,147.173004,444.308014,451.28299,453.375,8.37
5/26/2019 8:45,119.272003,122.061996,495.225006,507.779999,0.698
5/26/2019 9:00,179.955002,448.493011,552.419983,562.184998,0.698
5/26/2019 9:15,142.988007,567.067017,604.731995,617.288025,23.017
5/26/2019 9:30,179.257004,562.882996,649.372009,694.013,23.715
5/26/2019 9:45,263.654999,602.640015,696.10498,740.047974,23.017
5/26/2019 10:00,225.990005,670.297974,741.442017,740.744995,71.144997
5/26/2019 10:15,226.686996,703.080017,777.015015,835.60498,80.212997
5/26/2019 10:30,208.552994,774.224976,822.35199,820.95697,92.07
5/26/2019 10:45,298.529999,801.427979,855.83197,968.130005,163.912003
5/26/2019 11:00,296.437012,856.530029,894.893005,578.924988,163.214996
5/26/2019 11:15,298.529999,878.153015,926.280029,697.5,185.535004
5/26/2019 11:30,310.386993,663.322021,958.36499,723.307983,164.610001
5/26/2019 11:45,297.13501,"1,003.70",983.474976,982.080017,643.094971
5/26/2019 12:00,373.162994,592.875,"1,008.59",818.16803,387.113007
5/26/2019 12:15,172.281998,527.309998,"1,029.51","1,004.40",472.207001
5/26/2019 12:30,291.554993,"1,080.43","1,048.34","1,046.25","1,182.96"
5/26/2019 12:45,371.766998,803.52002,"1,060.20","1,001.61",0
5/26/2019 13:00,235.057999,"1,132.04","1,062.29",830.721985,517.544983
5/26/2019 13:15,202.274994,"1,001.61","1,061.59",885.127991,316.665009
5/26/2019 13:30,218.317001,698.197021,"1,060.90",876.757996,345.959991
5/26/2019 13:45,235.755005,505.687012,"1,053.92","1,152.97",530.797974
5/26/2019 14:00,224.595001,"1,197.61","1,049.04",916.515015,191.115005
5/26/2019 14:15,175.072006,943.02002,"1,041.37","1,021.14",379.440002
5/26/2019 14:30,173.677994,940.927979,"1,033.00","1,013.47",661.22998
5/26/2019 14:45,168.097,562.184998,"1,014.86",678.66803,299.227997
5/26/2019 15:00,226.686996,709.356995,991.844971,242.031998,781.89801
5/26/2019 15:15,401.76001,417.105011,965.340027,248.309998,379.440002
5/26/2019 15:30,421.290009,514.755005,934.650024,218.317001,285.975006
5/26/2019 15:45,585.202026,"1,003.70",903.960022,264.352997,301.320007
5/26/2019 16:00,584.505005,807.007996,864.900024,202.274994,251.100006
5/26/2019 16:15,264.352997,322.244995,830.025024,315.96701,293.647003
5/26/2019 16:30,202.274994,235.755005,783.98999,390.600006,403.154999
5/26/2019 16:45,176.468002,162.518005,741.442017,375.951996,421.988007
5/26/2019 17:00,149.264999,9.765,690.525024,249.705002,283.881989
5/26/2019 17:15,129.037003,0.698,648.674988,127.641998,137.406998
5/26/2019 17:30,119.272003,0.698,599.849976,194.602005,133.919998
5/26/2019 17:45,126.248001,0.698,548.234985,157.634995,180.653
5/26/2019 18:00,128.339996,0.698,498.015015,69.75,101.834999
5/26/2019 18:15,90.675003,0.698,439.424988,73.934998,110.205002
5/26/2019 18:30,60.681999,0.698,387.809998,55.102001,43.244999
5/26/2019 18:45,29.295,0.698,334.799988,94.162003,131.826996
5/26/2019 19:00,18.832001,0.698,282.488007,7.673,71.144997
5/26/2019 19:15,18.832001,0.698,224.595001,0.698,76.028
5/26/2019 19:30,11.857,0.698,173.677994,0.698,0.698
5/26/2019 19:45,11.16,0.698,118.574997,0.698,0.698
5/26/2019 20:00,0.698,0.698,76.724998,35.571999,0.698
5/26/2019 20:15,0.698,0.698,25.808001,0.698,0.698
5/26/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 20:45,0,0.698,0.698,0.698,0.698
5/26/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 22:00,0,0.698,0.698,0.698,0.698
5/26/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/26/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/26/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/26/2019 23:15,0,0.698,0.698,0.698,0.698
5/26/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/26/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 0:30,0,0.698,0.698,0.698,0.698
5/27/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 1:00,0,0.698,0.698,0.698,0.698
5/27/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 2:15,0,0.698,0.698,0.698,0.698
5/27/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 3:30,0,0.698,0.698,0.698,0.698
5/27/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 4:45,0,0.698,0.698,0.698,0.698
5/27/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 6:00,0,0.698,0.698,0.698,0.698
5/27/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 6:30,0.698,12.555,0.698,0.698,0.698
5/27/2019 6:45,0.698,26.504999,0.698,0.698,0.698
5/27/2019 7:00,0.698,51.615002,0.698,0.698,0.698
5/27/2019 7:15,10.463,64.867996,43.244999,0.698,0.698
5/27/2019 7:30,57.891998,40.455002,50.220001,14.648,11.16
5/27/2019 7:45,81.608002,36.27,5.58,53.009998,64.169998
5/27/2019 8:00,133.919998,70.447998,0.698,42.547001,8.37
5/27/2019 8:15,246.914993,76.028,293.647003,163.214996,319.454987
5/27/2019 8:30,552.419983,83.001999,538.469971,121.364998,513.359985
5/27/2019 8:45,472.904999,107.415001,34.178001,556.60498,560.789978
5/27/2019 9:00,536.377991,141.593002,532.192017,569.856995,609.61499
5/27/2019 9:15,570.554993,62.775002,582.413025,613.799988,650.768005
5/27/2019 9:30,605.429993,180.653,636.817017,676.575012,684.247009
5/27/2019 9:45,479.880005,232.964996,680.76001,689.130005,732.375
5/27/2019 10:00,670.994995,322.244995,756.090027,757.484985,774.224976
5/27/2019 10:15,850.252991,332.01001,780.502991,800.72998,817.469971
5/27/2019 10:30,"1,014.16",315.269989,815.377991,817.469971,865.596985
5/27/2019 10:45,415.709991,375.951996,854.437012,864.202026,902.565002
5/27/2019 11:00,532.890015,359.910004,889.312012,894.195007,926.97699
5/27/2019 11:15,880.942017,523.125,903.960022,948.599976,953.481995
5/27/2019 11:30,871.177979,502.200012,962.549988,"1,002.31",989.752991
5/27/2019 11:45,677.086458,511.964996,987.659973,977.197021,"1,028.81"
5/27/2019 12:00,475.695007,554.513,"1,012.07","1,006.49","1,047.65"
5/27/2019 12:15,398.272003,472.904999,"1,030.91","1,016.26","1,058.11"
5/27/2019 12:30,344.565002,425.475006,"1,052.53","1,054.62","1,067.18"
5/27/2019 12:45,345.959991,508.477997,"1,071.36","1,084.61","1,075.55"
5/27/2019 13:00,376.649994,454.071991,"1,069.27","1,120.88","1,078.33"
5/27/2019 13:15,485.459991,"1,308.51","1,081.13","1,107.63","1,077.64"
5/27/2019 13:30,577.530029,834.210022,"1,076.94","1,081.13","1,085.31"
5/27/2019 13:45,445.005005,565.672974,"1,074.15","1,061.59","1,098.56"
5/27/2019 14:00,403.852997,520.335022,"1,093.68","1,096.47","1,107.63"
5/27/2019 14:15,494.527008,"1,180.17","1,120.19","1,062.99","1,116.70"
5/27/2019 14:30,615.195007,"1,264.57","1,109.72","1,059.50","1,106.23"
5/27/2019 14:45,929.768005,"1,057.41","1,049.74","1,063.69","1,077.64"
5/27/2019 15:00,577.530029,"1,080.43","1,010.68","1,010.68","1,058.81"
5/27/2019 15:15,417.105011,"1,014.86","1,002.31",657.742004,"1,035.09"
5/27/2019 15:30,434.542999,"1,014.16",786.780029,371.766998,991.14801
5/27/2019 15:45,315.96701,994.63501,981.382996,505.687012,975.802979
5/27/2019 16:00,230.873001,864.202026,693.315002,312.480011,952.784973
5/27/2019 16:15,199.485001,244.125,855.13501,711.450012,707.265015
5/27/2019 16:30,161.123001,502.897003,834.210022,888.61499,846.067017
5/27/2019 16:45,132.524994,207.156998,820.95697,258.772003,814.679993
5/27/2019 17:00,138.104996,240.636993,757.484985,326.429993,743.534973
5/27/2019 17:15,122.760002,289.462006,690.525024,249.705002,679.36499
5/27/2019 17:30,113.692001,238.544998,665.414978,246.914993,632.632996
5/27/2019 17:45,79.514999,208.552994,607.52301,246.218002,575.437012
5/27/2019 18:00,64.867996,187.626999,89.279999,182.048004,523.125
5/27/2019 18:15,81.608002,182.048004,487.553009,131.826996,472.207001
5/27/2019 18:30,59.985001,170.190002,426.869995,124.852997,419.894989
5/27/2019 18:45,62.077999,147.869995,370.372986,82.305,361.304993
5/27/2019 19:00,96.953003,110.903,298.529999,99.742996,301.320007
5/27/2019 19:15,59.287998,114.389999,252.494995,109.507004,247.613007
5/27/2019 19:30,0,61.380001,158.332993,79.514999,189.022995
5/27/2019 19:45,0.698,0.698,0.698,155.542007,138.104996
5/27/2019 20:00,0.698,0.698,0.698,33.48,87.186996
5/27/2019 20:15,0.698,0.698,0.698,18.135,36.967999
5/27/2019 20:30,0.698,0.698,0.698,0.698,2.092
5/27/2019 20:45,0,0.698,0.698,0.698,0.698
5/27/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 22:00,0,0.698,0.698,0.698,0.698
5/27/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/27/2019 22:30,0,0.698,0.698,0.698,0.698
5/27/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/27/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/27/2019 23:15,0,0.698,0.698,0.698,0.698
5/27/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/27/2019 23:45,0,0.698,0.698,0.698,0.698
5/28/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 1:00,0,0.698,0.698,0.698,0.698
5/28/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 1:30,0,0.698,0.698,0.698,0.698
5/28/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 2:15,0,0.698,0.698,0.698,0.698
5/28/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 2:45,0,0.698,0.698,0.698,0.698
5/28/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 3:30,0,0.698,0.698,0.698,0.698
5/28/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 4:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 4:45,0,0.698,0.698,0.698,0.698
5/28/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 5:15,0,0.698,0.698,0.698,0.698
5/28/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 6:00,0,0.698,0.698,0.698,0.698
5/28/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 7:15,27.202999,0.698,0.698,0.698,0.698
5/28/2019 7:30,96.953003,0.698,0.698,0.698,0.698
5/28/2019 7:45,83.001999,0.698,0.698,19.530001,0.698
5/28/2019 8:00,76.724998,39.060001,0.698,22.32,0.698
5/28/2019 8:15,23.715,95.557999,32.503867,175.072006,255.981995
5/28/2019 8:30,58.59,230.873001,326.337,468.022003,488.25
5/28/2019 8:45,116.483002,240.636993,396.365993,507.779999,551.025024
5/28/2019 9:00,122.061996,248.309998,498.340403,259.470001,573.344971
5/28/2019 9:15,103.230003,270.630005,544.794128,648.674988,629.84198
5/28/2019 9:30,101.138,209.947006,593.758464,758.880005,681.45697
5/28/2019 9:45,159.029999,338.984985,645.187406,850.950012,728.888
5/28/2019 10:00,20.924999,687.038025,693.733541,954.877991,777.711975
5/28/2019 10:15,32.084999,976.5,753.997009,"1,039.97",816.77301
5/28/2019 10:30,78.817001,502.897003,797.242004,472.207001,850.252991
5/28/2019 10:45,62.775002,"1,147.39",832.815002,756.090027,908.14502
5/28/2019 11:00,104.625,"1,134.14",873.27002,873.27002,938.835022
5/28/2019 11:15,110.205002,984.869995,910.934998,637.515015,866.992004
5/28/2019 11:30,61.380001,"1,125.07",944.414978,717.030029,890.01001
5/28/2019 11:45,62.775002,966.734985,988.356995,475.695007,"1,035.09"
5/28/2019 12:00,91.373001,"1,062.29","1,033.69",488.25,994.63501
5/28/2019 12:15,166.701996,968.130005,"1,058.81",452.678009,"1,062.99"
5/28/2019 12:30,145.778,830.025024,"1,099.26",488.25,"1,066.48"
5/28/2019 12:45,148.567001,368.977997,"1,114.60","1,320.37","1,082.52"
5/28/2019 13:00,214.132004,513.359985,"1,169.01",0,"1,069.96"
5/28/2019 13:15,290.858002,433.147003,"1,219.23","1,385.23","1,092.29"
5/28/2019 13:30,171.585007,422.684998,785.38501,0,"1,029.51"
5/28/2019 13:45,64.169998,528.007996,638.909973,"1,291.07","1,118.09"
5/28/2019 14:00,103.230003,552.419983,795.846985,"1,215.74","1,074.85"
5/28/2019 14:15,152.751999,302.016998,465.233002,591.47998,"1,026.02"
5/28/2019 14:30,128.339996,285.277008,356.423004,"1,233.88","1,050.44"
5/28/2019 14:45,114.389999,271.326996,362.700012,488.25,"1,019.05"
5/28/2019 15:00,65.565002,220.410004,652.859985,"1,217.14",968.827026
5/28/2019 15:15,65.565002,361.304993,991.14801,866.294983,953.481995
5/28/2019 15:30,125.550003,301.320007,330.61499,"1,187.84",880.942017
5/28/2019 15:45,172.281998,315.96701,289.462006,"1,117.40",830.721985
5/28/2019 16:00,133.222,216.923004,171.585007,"1,147.39",869.78302
5/28/2019 16:15,4.185,100.440002,67.656998,839.09198,868.388
5/28/2019 16:30,84.397003,185.535004,16.74,395.483002,820.95697
5/28/2019 16:45,65.565002,143.684998,0.698,253.192001,786.780029
5/28/2019 17:00,82.305,188.324997,0.698,387.809998,727.492004
5/28/2019 17:15,21.622,162.518005,0.698,167.399994,675.179993
5/28/2019 17:30,63.472,117.18,0.698,266.445007,623.565002
5/28/2019 17:45,56.498001,94.162003,32.084999,182.744995,573.344971
5/28/2019 18:00,21.622,50.220001,25.110001,230.175003,519.638
5/28/2019 18:15,8.37,27.9,25.808001,29.295,468.022003
5/28/2019 18:30,18.832001,5.58,57.195,0.698,410.130005
5/28/2019 18:45,0.698,16.74,74.632004,73.934998,350.144989
5/28/2019 19:00,0.698,6.975,64.169998,285.975006,301.320007
5/28/2019 19:15,0.698,9.765,59.287998,142.988007,242.729996
5/28/2019 19:30,0.698,0.698,43.244999,170.886993,186.929993
5/28/2019 19:45,0.698,0.698,16.042999,13.252,136.011993
5/28/2019 20:00,0.698,0.698,0.698,0.698,73.237
5/28/2019 20:15,0,0.698,0.698,0.698,21.622
5/28/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 21:00,0,0.698,0.698,0.698,0.698
5/28/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/28/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/28/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/28/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/28/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 1:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 1:30,0,0.698,0.698,0.698,0.698
5/29/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 3:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 3:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 3:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 3:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 4:00,0,0.698,0.698,0.698,0.698
5/29/2019 4:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 4:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 4:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 5:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 5:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 5:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 5:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 6:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 6:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 6:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 6:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 7:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 7:15,0.698,40.455002,0.698,0.698,0.698
5/29/2019 7:30,0.698,125.550003,0.698,0.698,0.698
5/29/2019 7:45,0.698,73.934998,0.698,0.698,0.698
5/29/2019 8:00,0.698,122.061996,0.698,0.698,0.698
5/29/2019 8:15,0.698,162.518005,288.066986,0.698,25.808001
5/29/2019 8:30,42.547001,338.984985,390.600006,0.698,438.727997
5/29/2019 8:45,0,198.787003,456.165009,0.698,479.880005
5/29/2019 9:00,0,168.794998,508.477997,0.698,542.655029
5/29/2019 9:15,0,246.914993,560.789978,12.555,598.455017
5/29/2019 9:30,0,375.255005,615.195007,0.698,619.380005
5/29/2019 9:45,0,975.802979,672.390015,16.74,703.080017
5/29/2019 10:00,0,308.993011,723.307983,20.924999,747.02301
5/29/2019 10:15,0,423.381989,763.065002,0.698,787.47699
5/29/2019 10:30,0,382.928009,797.242004,0.698,826.538025
5/29/2019 10:45,0,232.268005,830.025024,45.337002,892.10199
5/29/2019 11:00,0,291.554993,876.757996,61.380001,842.580017
5/29/2019 11:15,0,251.798004,906.75,57.891998,862.807983
5/29/2019 11:30,0,362.002014,924.187012,103.927002,997.424988
5/29/2019 11:45,0,384.321991,943.02002,106.019997,"1,017.65"
5/29/2019 12:00,0,282.488007,977.197021,48.825001,"1,014.16"
5/29/2019 12:15,0,285.975006,982.778015,102.531998,"1,053.22"
5/29/2019 12:30,0,269.933014,"1,027.42",86.489998,"1,077.64"
5/29/2019 12:45,0,276.209991,"1,060.90",149.264999,"1,081.13"
5/29/2019 13:00,0,465.233002,"1,104.84",124.852997,"1,099.96"
5/29/2019 13:15,0,333.404999,"1,109.72",103.927002,"1,102.75"
5/29/2019 13:30,0,474.997986,"1,123.67",119.970001,"1,119.49"
5/29/2019 13:45,0,437.332001,"1,100.66",301.320007,"1,100.66"
5/29/2019 14:00,0,72.540001,"1,116.00",260.86499,"1,121.58"
5/29/2019 14:15,0,158.332993,"1,134.14",177.164993,"1,140.41"
5/29/2019 14:30,0,420.59201,"1,098.56",375.255005,"1,175.98"
5/29/2019 14:45,0,391.298004,"1,118.79",554.513,555.90802
5/29/2019 15:00,0,288.066986,"1,118.09",296.437012,"1,130.65"
5/29/2019 15:15,0,230.175003,523.822021,297.832001,"1,087.40"
5/29/2019 15:30,0,186.231995,"1,251.31",166.701996,"1,046.95"
5/29/2019 15:45,0,457.559998,549.630005,169.492996,"1,018.35"
5/29/2019 16:00,0,461.744995,408.734985,187.626999,"1,012.07"
5/29/2019 16:15,0,382.928009,423.381989,119.272003,989.054993
5/29/2019 16:30,0,322.941986,"1,056.71",94.162003,994.63501
5/29/2019 16:45,0,371.766998,922.094971,41.153,862.109985
5/29/2019 17:00,0,851.64801,390.600006,39.060001,830.721985
5/29/2019 17:15,0,680.76001,266.445007,19.530001,122.760002
5/29/2019 17:30,0,622.169983,128.339996,46.733002,703.778015
5/29/2019 17:45,0,572.64801,107.415001,108.809998,497.316986
5/29/2019 18:00,0,512.663025,66.959999,98.347,666.112
5/29/2019 18:15,0,468.720001,41.849998,81.608002,544.049988
5/29/2019 18:30,0,448.493011,34.178001,98.347,509.872986
5/29/2019 18:45,0,420.59201,7.673,102.531998,468.720001
5/29/2019 19:00,0,52.312,29.992001,55.799999,475.695007
5/29/2019 19:15,0,291.554993,143.684998,28.598,135.315002
5/29/2019 19:30,0,232.268005,143.684998,2.092,27.9
5/29/2019 19:45,0,193.207993,85.792999,0.698,14.648
5/29/2019 20:00,0,144.382004,20.924999,0.698,0.698
5/29/2019 20:15,0.698,23.017,0.698,0.698,0.698
5/29/2019 20:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 20:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 21:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 21:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 21:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 21:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 22:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 22:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 22:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 22:45,0.698,0.698,0.698,0.698,0.698
5/29/2019 23:00,0.698,0.698,0.698,0.698,0.698
5/29/2019 23:15,0.698,0.698,0.698,0.698,0.698
5/29/2019 23:30,0.698,0.698,0.698,0.698,0.698
5/29/2019 23:45,0.698,0.698,0.698,0.698,0.698
5/30/2019 0:00,0.698,0.698,0.698,0.698,0.698
5/30/2019 0:15,0.698,0.698,0.698,0.698,0.698
5/30/2019 0:30,0.698,0.698,0.698,0.698,0.698
5/30/2019 0:45,0.698,0.698,0.698,0.698,0.698
5/30/2019 1:00,0.698,0.698,0.698,0.698,0.698
5/30/2019 1:15,0.698,0.698,0.698,0.698,0.698
5/30/2019 1:30,0.698,0.698,0.698,0.698,0.698
5/30/2019 1:45,0.698,0.698,0.698,0.698,0.698
5/30/2019 2:00,0.698,0.698,0.698,0.698,0.698
5/30/2019 2:15,0.698,0.698,0.698,0.698,0.698
5/30/2019 2:30,0.698,0.698,0.698,0.698,0.698
5/30/2019 2:45,0.698,0.698,0.698,0.698,0.698
5/30/2019 3:00,0.698,0.698,0.698,0.698,0.698
