,Stafel / Hydrologie (Stafel - Débit dessableur),C: Stafel / Hydrologie (Stafel - Débit dessableur) (1. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (2. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (3. Année précédente),C: Stafel / Hydrologie (Stafel - Débit dessableur) (4. Année précédente)
5/1/2019 0:15,0,0.25713,0.07375,0,0.285833
5/1/2019 0:30,0,0.249792,0.071588,0,0.284132
5/1/2019 0:45,0,0.26,0.069933,0,0.283368
5/1/2019 1:00,0,0.260903,0.070417,0,0.28285
5/1/2019 1:15,0,0.259445,0.06875,0,0.28125
5/1/2019 1:30,0,0.253993,0.06875,0,0.280833
5/1/2019 1:45,0,0.25,0.06875,0,0.278715
5/1/2019 2:00,0,0.249167,0.06875,0,0.277083
5/1/2019 2:15,0,0.24559,0.06875,0,0.275
5/1/2019 2:30,0,0.244583,0.067847,0,0.275865
5/1/2019 2:45,0,0.24375,0.0675,0,0.275417
5/1/2019 3:00,0,0.24375,0.068298,0,0.275
5/1/2019 3:15,0,0.24215,0.064167,0,0.275
5/1/2019 3:30,0,0.238851,0.064201,0,0.275
5/1/2019 3:45,0,0.2525,0.0625,0,0.275
5/1/2019 4:00,0,0.257083,0.063368,0,0.275
5/1/2019 4:15,0,0.253889,0.063568,0,0.274548
5/1/2019 4:30,0,0.246806,0.063715,0,0.272952
5/1/2019 4:45,0,0.24375,0.0625,0,0.273301
5/1/2019 5:00,0,0.254688,0.06375,0,0.2725
5/1/2019 5:15,0,0.250694,0.063785,0,0.273301
5/1/2019 5:30,0,0.231296,0.0641,0,0.272535
5/1/2019 5:45,0,0.23125,0.064583,0,0.275
5/1/2019 6:00,0,0.23059,0.0625,0,0.275
5/1/2019 6:15,0,0.228843,0.064583,0,0.275
5/1/2019 6:30,0,0.225,0.06375,0,0.275
5/1/2019 6:45,0,0.225833,0.0625,0,0.276667
5/1/2019 7:00,0,0.224722,0.062917,0,0.277983
5/1/2019 7:15,0,0.21875,0.062917,0,0.2766
5/1/2019 7:30,0,0.21875,0.0625,0,0.275833
5/1/2019 7:45,0,0.21875,0.062995,0,0.275417
5/1/2019 8:00,0,0.22257,0.062917,0,0.277952
5/1/2019 8:15,0,0.466587,0.0625,0,0.280417
5/1/2019 8:30,0,0.240938,0.0625,0,0.280833
5/1/2019 8:45,0,0.122153,0.0625,0,0.28125
5/1/2019 9:00,0,0.026736,0.0625,0,0.284202
5/1/2019 9:15,0,0.254259,0.0625,0,0.282116
5/1/2019 9:30,0,0.270417,0.063333,0,0.276632
5/1/2019 9:45,0,0.25934,0.062917,0,0.271215
5/1/2019 10:00,0,0.24375,0.0625,0,0.266667
5/1/2019 10:15,0,0.23375,0.0625,0,0.267468
5/1/2019 10:30,0,0.23625,0.062917,0,0.260347
5/1/2019 10:45,0,0.230833,0.06375,0,0.259549
5/1/2019 11:00,0,0.233576,0.0625,0,0.25625
5/1/2019 11:15,0,0.239097,0.0625,0,0.25625
5/1/2019 11:30,0,0.22875,0.0625,0,0.256667
5/1/2019 11:45,0,0.25257,0.060833,0,0.256667
5/1/2019 12:00,0,0.254653,0.060382,0,0.257118
5/1/2019 12:15,0,0.241458,0.0625,0,0.2625
5/1/2019 12:30,0,0.234479,0.0625,0,0.263333
5/1/2019 12:45,0,0.241068,0.0625,0,0.270935
5/1/2019 13:00,0,0.232292,0.063333,0,0.151806
5/1/2019 13:15,0,0.231343,0.067153,0,0.512019
5/1/2019 13:30,0,0.2275,0.06875,0,0.039254
5/1/2019 13:45,0,0.230975,0.06875,0,0.018854
5/1/2019 14:00,0,0.225139,0.06875,0,0.132772
5/1/2019 14:15,0,0.244491,0.070833,0,0.13785
5/1/2019 14:30,0,0.236563,0.06875,0,0.142118
5/1/2019 14:45,0,0.241736,0.072153,0,0.142048
5/1/2019 15:00,0,0.234028,0.069583,0,0.138368
5/1/2019 15:15,0,0.239167,0.070417,0,0.1375
5/1/2019 15:30,0,0.244792,0.06875,0,0.139618
5/1/2019 15:45,0,0.225139,0.06875,0,0.142535
5/1/2019 16:00,0,0.22125,0.069167,0,0.14375
5/1/2019 16:15,0,0.226276,0.064097,0,0.147083
5/1/2019 16:30,0,0.224167,0.066597,0,0.148368
5/1/2019 16:45,0,0.215417,0.06375,0,0.145833
5/1/2019 17:00,0,0.219305,0.064583,0,0.15
5/1/2019 17:15,0,0.215833,0.0625,0,0.152948
5/1/2019 17:30,0,0.220312,0.062917,0,0.147049
5/1/2019 17:45,0,0.216945,0.062917,0,0.147949
5/1/2019 18:00,0,0.215833,0.063333,0,0.144618
5/1/2019 18:15,0,0.214271,0.0625,0,0.149583
5/1/2019 18:30,0,0.212743,0.0625,0,0.146183
5/1/2019 18:45,0,0.213125,0.0625,0,0.15257
5/1/2019 19:00,0,0.2125,0.0625,0,0.149482
5/1/2019 19:15,0,0.212917,0.0625,0,0.14375
5/1/2019 19:30,0,0.20941,0.0625,0,0.147952
5/1/2019 19:45,0,0.20625,0.0625,0,0.145
5/1/2019 20:00,0,0.20625,0.0625,0,0.146702
5/1/2019 20:15,0,0.20625,0.0625,0,0.147882
5/1/2019 20:30,0,0.20625,0.0625,0,0.148785
5/1/2019 20:45,0,0.205417,0.0625,0,0.15
5/1/2019 21:00,0,0.202083,0.061562,0,0.15
5/1/2019 21:15,0,0.202257,0.058828,0,0.15
5/1/2019 21:30,0,0.2,0.0575,0,0.149167
5/1/2019 21:45,0,0.2,0.05625,0,0.147396
5/1/2019 22:00,0,0.2,0.055764,0,0.147083
5/1/2019 22:15,0,0.2,0.05125,0,0.145868
5/1/2019 22:30,0,0.2,0.05,0,0.146635
5/1/2019 22:45,0,0.2,0.05,0,0.144933
5/1/2019 23:00,0,0.19875,0.05,0,0.145174
5/1/2019 23:15,0,0.19875,0.05,0,0.149167
5/1/2019 23:30,0,0.196215,0.05,0,0.150069
5/1/2019 23:45,0,0.197778,0.05,0,0.153267
5/2/2019 0:00,0,0.194375,0.05,0,0.154062
5/2/2019 0:15,0,0.192917,0.05,0,0.15625
5/2/2019 0:30,0,0.194583,0.05,0,0.15625
5/2/2019 0:45,0,0.19375,0.05,0,0.159583
5/2/2019 1:00,0,0.196667,0.05,0,0.162604
5/2/2019 1:15,0,0.19375,0.05,0,0.17934
5/2/2019 1:30,0,0.192917,0.048299,0,0.182049
5/2/2019 1:45,0,0.19375,0.045833,0,0.182917
5/2/2019 2:00,0,0.192083,0.04375,0,0.185868
5/2/2019 2:15,0,0.190732,0.04375,0,0.187118
5/2/2019 2:30,0,0.192118,0.04375,0,0.1875
5/2/2019 2:45,0,0.19125,0.04375,0,0.202535
5/2/2019 3:00,0,0.192083,0.04375,0,0.2125
5/2/2019 3:15,0,0.188232,0.038298,0,0.207049
5/2/2019 3:30,0,0.192083,0.035798,0,0.20625
5/2/2019 3:45,0,0.188889,0.032083,0,0.209412
5/2/2019 4:00,0,0.191944,0.03125,0,0.210417
5/2/2019 4:15,0,0.19375,0.029132,0,0.215521
5/2/2019 4:30,0,0.192917,0.025,0,0.220799
5/2/2019 4:45,0,0.192257,0.025,0,0.214517
5/2/2019 5:00,0,0.188851,0.025,0,0.213333
5/2/2019 5:15,0,0.185243,0.025,0,0.211632
5/2/2019 5:30,0,0.1825,0.025,0,0.213368
5/2/2019 5:45,0,0.18125,0.025,0,0.225
5/2/2019 6:00,0,0.186423,0.025,0,0.219965
5/2/2019 6:15,0,0.1875,0.021667,0,0.213715
5/2/2019 6:30,0,0.188333,0.025,0,0.2125
5/2/2019 6:45,0,0.1875,0.028368,0,0.2125
5/2/2019 7:00,0,0.183889,0.032118,0,0.2125
5/2/2019 7:15,0,0.182083,0.039618,0,0.214236
5/2/2019 7:30,0,0.18125,0.047118,0,0.218333
5/2/2019 7:45,0,0.17941,0.055903,0,0.211887
5/2/2019 8:00,0,0.177917,0.068403,0,0.20625
5/2/2019 8:15,0,0.176458,0.082986,0,0.202882
5/2/2019 8:30,0,0.175,0.092118,0,0.2025
5/2/2019 8:45,0,0.175,0.094201,0,0.198333
5/2/2019 9:00,0,0.175,0.102118,0,0.198298
5/2/2019 9:15,0,0.182037,0.10625,0,0.194239
5/2/2019 9:30,0,0.179757,0.10625,0,0.199514
5/2/2019 9:45,0,0.176077,0.10625,0,0.194583
5/2/2019 10:00,0,0.177674,0.107917,0,0.197567
5/2/2019 10:15,0,0.169583,0.106667,0,0.195798
5/2/2019 10:30,0.07,0.170776,0.098681,0,0.190833
5/2/2019 10:45,0.090764,0.176204,0.091597,0,0.194931
5/2/2019 11:00,0.088577,0.175833,0.084132,0,0.191215
5/2/2019 11:15,0.087917,0.170625,0.080382,0,0.193851
5/2/2019 11:30,0.083125,0.167639,0.076215,0,0.195833
5/2/2019 11:45,0.076042,0.17,0.06875,0,0.201285
5/2/2019 12:00,0.074167,0.16625,0.067917,0,0.201632
5/2/2019 12:15,0.069792,0.175347,0.066667,0,0.204233
5/2/2019 12:30,0.071667,0.171435,0.063264,0,0.207083
5/2/2019 12:45,0.074097,0.169583,0.065066,0,0.210868
5/2/2019 13:00,0.070417,0.086875,0.072952,0,0.217535
5/2/2019 13:15,0.067917,0,0.066215,0,0.220035
5/2/2019 13:30,0.071007,0,0.065,0,0.22382
5/2/2019 13:45,0.07375,0,0.061667,0,0.229167
5/2/2019 14:00,0.075,0.002083,0.0625,0,0.242951
5/2/2019 14:15,0.07684,0.159352,0.062083,0,0.252083
5/2/2019 14:30,0.077815,0.166771,0.0625,0,0.255871
5/2/2019 14:45,0.077708,0.165,0.0625,0,0.271805
5/2/2019 15:00,0.077153,0.16875,0.059583,0,0.2675
5/2/2019 15:15,0.080208,0.16875,0.0625,0,0.267917
5/2/2019 15:30,0.08125,0.170833,0.06,0,0.277986
5/2/2019 15:45,0.082014,0.167257,0.059514,0,0.2875
5/2/2019 16:00,0.0875,0.1625,0.057083,0,0.295865
5/2/2019 16:15,0.08684,0.160833,0.06125,0.058403,0.298021
5/2/2019 16:30,0.088958,0.1625,0.061215,0.084583,0.305405
5/2/2019 16:45,0.090975,0.158649,0.06,0.08125,0.302118
5/2/2019 17:00,0.091875,0.166108,0.0625,0.08125,0.313472
5/2/2019 17:15,0.089792,0.165555,0.058333,0.08125,0.326146
5/2/2019 17:30,0.090208,0.16625,0.060058,0.08125,0.309583
5/2/2019 17:45,0.09375,0.1625,0.060104,0.08125,0.309517
5/2/2019 18:00,0.09375,0.16375,0.058151,0.084167,0.314583
5/2/2019 18:15,0.087604,0.165417,0.059167,0.082535,0.313623
5/2/2019 18:30,0.091458,0.163611,0.060483,0.08125,0.315417
5/2/2019 18:45,0.09059,0.16316,0.059135,0.085868,0.32399
5/2/2019 19:00,0.087642,0.16375,0.057373,0.0875,0.360417
5/2/2019 19:15,0.0875,0.1625,0.05625,0.0875,0.34976
5/2/2019 19:30,0.088333,0.1625,0.057083,0.089167,0.326215
5/2/2019 19:45,0.0875,0.1625,0.059896,0.088365,0.325833
5/2/2019 20:00,0.0875,0.160243,0.05625,0.0875,0.327882
5/2/2019 20:15,0.0875,0.161594,0.05625,0.0875,0.32625
5/2/2019 20:30,0.0875,0.160833,0.05625,0.0875,0.327532
5/2/2019 20:45,0.08441,0.158889,0.052847,0.0875,0.330452
5/2/2019 21:00,0.084792,0.159792,0.05,0.086667,0.337882
5/2/2019 21:15,0.083542,0.160417,0.05,0.086183,0.33
5/2/2019 21:30,0.082257,0.158472,0.05,0.08125,0.33125
5/2/2019 21:45,0.082708,0.159479,0.05,0.0825,0.329135
5/2/2019 22:00,0.084025,0.15684,0.05184,0.08125,0.328368
5/2/2019 22:15,0.08375,0.157917,0.055417,0.081667,0.33125
5/2/2019 22:30,0.085,0.1575,0.05625,0.08125,0.33125
5/2/2019 22:45,0.086667,0.155417,0.05625,0.08125,0.333368
5/2/2019 23:00,0.0825,0.15625,0.05625,0.08125,0.348299
5/2/2019 23:15,0.082743,0.15625,0.05625,0.08125,0.343785
5/2/2019 23:30,0.08125,0.15625,0.060069,0.08125,0.343649
5/2/2019 23:45,0.08125,0.15625,0.057318,0.08125,0.33625
5/3/2019 0:00,0.08125,0.15625,0.05625,0.08125,0.340066
5/3/2019 0:15,0.08125,0.15625,0.05625,0.078298,0.342917
5/3/2019 0:30,0.08125,0.15625,0.05625,0.076285,0.341667
5/3/2019 0:45,0.08125,0.15625,0.05625,0.075865,0.343718
5/3/2019 1:00,0.08125,0.153958,0.05625,0.075,0.345452
5/3/2019 1:15,0.08125,0.15625,0.05625,0.075452,0.349202
5/3/2019 1:30,0.08125,0.155417,0.05625,0.07535,0.349135
5/3/2019 1:45,0.08125,0.15059,0.05625,0.077917,0.35
5/3/2019 2:00,0.08125,0.152917,0.05625,0.075,0.35125
5/3/2019 2:15,0.08125,0.15,0.05625,0.075,0.350833
5/3/2019 2:30,0.08125,0.150833,0.05625,0.075,0.35
5/3/2019 2:45,0.08125,0.15,0.05625,0.075,0.351285
5/3/2019 3:00,0.08125,0.15125,0.05625,0.075,0.354552
5/3/2019 3:15,0.08125,0.15,0.052292,0.075,0.355417
5/3/2019 3:30,0.08125,0.15,0.05,0.075,0.355417
5/3/2019 3:45,0.08125,0.15,0.05,0.075,0.353981
5/3/2019 4:00,0.08125,0.15,0.05,0.075,0.354618
5/3/2019 4:15,0.08125,0.150417,0.05,0.075,0.352083
5/3/2019 4:30,0.08125,0.15,0.05,0.075,0.350833
5/3/2019 4:45,0.08125,0.15,0.045185,0.075,0.35
5/3/2019 5:00,0.08125,0.148577,0.04375,0.075,0.350417
5/3/2019 5:15,0.08125,0.15,0.04375,0.075,0.348299
5/3/2019 5:30,0.08125,0.15,0.04375,0.070799,0.347741
5/3/2019 5:45,0.079792,0.15,0.04375,0.06875,0.345767
5/3/2019 6:00,0.081108,0.146979,0.04375,0.06875,0.344583
5/3/2019 6:15,0.08125,0.145313,0.040382,0.06875,0.34375
5/3/2019 6:30,0.08125,0.145521,0.039615,0.06875,0.343299
5/3/2019 6:45,0.080417,0.144167,0.0375,0.06875,0.342567
5/3/2019 7:00,0.08125,0.145926,0.0375,0.06875,0.3409
5/3/2019 7:15,0.08125,0.146424,0.0375,0.06875,0.340385
5/3/2019 7:30,0.077917,0.147914,0.039202,0.067917,0.33875
5/3/2019 7:45,0.075833,0.146991,0.041806,0.06875,0.336667
5/3/2019 8:00,0.078993,0.147674,0.044236,0.06875,0.335382
5/3/2019 8:15,0.075,0.14875,0.051285,0.06875,0.332083
5/3/2019 8:30,0.075,0.146389,0.060451,0.067465,0.33125
5/3/2019 8:45,0.076875,0.147292,0.069236,0.064167,0.327465
5/3/2019 9:00,0.075,0.148542,0.078368,0.064618,0.327882
5/3/2019 9:15,0.064375,0.145417,0.083426,0.057014,0.32625
5/3/2019 9:30,0.062327,0.148958,0.077465,0.0634,0.325833
5/3/2019 9:45,0.065417,0.141667,0.069965,0.064583,0.324583
5/3/2019 10:00,0.068993,0.145417,0.0625,0.063365,0.320798
5/3/2019 10:15,0.0625,0.147601,0.063333,0.060798,0.324549
5/3/2019 10:30,0.0625,0.147011,0.0625,0.062222,0.322535
5/3/2019 10:45,0.061771,0.147569,0.0625,0.069931,0.324549
5/3/2019 11:00,0.0575,0.143924,0.0625,0.067535,0.317465
5/3/2019 11:15,0.05625,0.142743,0.059965,0.072879,0.322604
5/3/2019 11:30,0.05625,0.157708,0.057083,0.066317,0.324965
5/3/2019 11:45,0.05625,0.15,0.05625,0.069583,0.32465
5/3/2019 12:00,0.05625,0.1525,0.05625,0.027952,0.329201
5/3/2019 12:15,0.053889,0.144722,0.05625,0,0.325868
5/3/2019 12:30,0.052396,0.143056,0.05625,0,0.329618
5/3/2019 12:45,0.058333,0.13691,0.05625,0,0.334233
5/3/2019 13:00,0.053889,0.16112,0.05625,0,0.336667
5/3/2019 13:15,0.055509,0.156667,0.053368,0,0.337952
5/3/2019 13:30,0.055695,0.154491,0.05625,0,0.347465
5/3/2019 13:45,0.05625,0.15257,0.053298,0,0.350865
5/3/2019 14:00,0.055,0.1475,0.044687,0,0.355553
5/3/2019 14:15,0.061042,0.148611,0,0,0.360417
5/3/2019 14:30,0.057708,0.150324,0,0,0.360833
5/3/2019 14:45,0.061007,0.15537,0,0,0.368785
5/3/2019 15:00,0.061667,0.157917,0,0,0.372986
5/3/2019 15:15,0.064583,0.158333,0,0,0.378304
5/3/2019 15:30,0.068646,0.162882,0,0,0.392636
5/3/2019 15:45,0.069757,0.156875,0.034931,0,0.398077
5/3/2019 16:00,0.072639,0.152361,0.070035,0,0.403785
5/3/2019 16:15,0.070833,0.152422,0.067083,0,0.410486
5/3/2019 16:30,0.06875,0.157083,0.0675,0,0.414517
5/3/2019 16:45,0.06875,0.152639,0.067083,0,0.4159
5/3/2019 17:00,0.065972,0.147917,0.069201,0,0.427569
5/3/2019 17:15,0.070313,0.15,0.072917,0,0.433333
5/3/2019 17:30,0.073333,0.148507,0.069517,0.024896,0.437535
5/3/2019 17:45,0.079861,0.14375,0.06875,0.069653,0.439132
5/3/2019 18:00,0.080417,0.145518,0.067917,0.07882,0.44
5/3/2019 18:15,0.080417,0.14375,0.06875,0.092952,0.438333
5/3/2019 18:30,0.079826,0.148438,0.06875,0.085347,0.43875
5/3/2019 18:45,0.08059,0.14375,0.06875,0.079132,0.443333
5/3/2019 19:00,0.08125,0.14375,0.07125,0.072465,0.445
5/3/2019 19:15,0.080833,0.14375,0.06875,0.06875,0.447917
5/3/2019 19:30,0.079375,0.14375,0.06875,0.06875,0.449167
5/3/2019 19:45,0.075208,0.139375,0.06875,0.06875,0.450833
5/3/2019 20:00,0.08125,0.1375,0.06875,0.06875,0.45
5/3/2019 20:15,0.08125,0.138507,0.06875,0.073368,0.449968
5/3/2019 20:30,0.079167,0.132639,0.06875,0.070799,0.449167
5/3/2019 20:45,0.08125,0.132917,0.06875,0.06875,0.449201
5/3/2019 21:00,0.079896,0.133333,0.06875,0.068333,0.45
5/3/2019 21:15,0.076146,0.135243,0.068232,0.064132,0.449167
5/3/2019 21:30,0.075833,0.132674,0.067917,0.06375,0.449167
5/3/2019 21:45,0.075417,0.134167,0.068333,0.0625,0.448333
5/3/2019 22:00,0.075,0.1325,0.067083,0.0625,0.445382
5/3/2019 22:15,0.075,0.13125,0.067083,0.0625,0.444167
5/3/2019 22:30,0.075,0.13125,0.067118,0.0625,0.440798
5/3/2019 22:45,0.075,0.13125,0.065475,0.0625,0.4375
5/3/2019 23:00,0.075,0.13125,0.0625,0.0625,0.437083
5/3/2019 23:15,0.075,0.13125,0.064167,0.061667,0.435833
5/3/2019 23:30,0.075,0.13125,0.062917,0.0625,0.4309
5/3/2019 23:45,0.076667,0.13125,0.0625,0.0625,0.42875
5/4/2019 0:00,0.080625,0.13125,0.062917,0.0591,0.425865
5/4/2019 0:15,0.08125,0.133576,0.064199,0.058301,0.424549
5/4/2019 0:30,0.08125,0.1325,0.062917,0.05625,0.421632
5/4/2019 0:45,0.08125,0.131944,0.0625,0.05625,0.422917
5/4/2019 1:00,0.08559,0.131354,0.062917,0.05625,0.421635
5/4/2019 1:15,0.085833,0.136667,0.062917,0.05625,0.419757
5/4/2019 1:30,0.0875,0.1375,0.0625,0.05625,0.42035
5/4/2019 1:45,0.0875,0.136354,0.0625,0.05625,0.421698
5/4/2019 2:00,0.0875,0.13625,0.0625,0.05625,0.420035
5/4/2019 2:15,0.0875,0.138229,0.0625,0.05625,0.41875
5/4/2019 2:30,0.0875,0.140509,0.063785,0.053298,0.419167
5/4/2019 2:45,0.0875,0.139167,0.06375,0.050799,0.416215
5/4/2019 3:00,0.088333,0.1375,0.0625,0.05,0.414583
5/4/2019 3:15,0.08934,0.140313,0.0625,0.05,0.412917
5/4/2019 3:30,0.089271,0.142083,0.0625,0.05,0.411667
5/4/2019 3:45,0.090938,0.141563,0.0625,0.048715,0.4125
5/4/2019 4:00,0.090417,0.140521,0.0625,0.04375,0.410868
5/4/2019 4:15,0.090101,0.139167,0.0625,0.042049,0.409517
5/4/2019 4:30,0.088333,0.142474,0.0625,0.0375,0.40965
5/4/2019 4:45,0.085243,0.140833,0.0625,0.0375,0.407434
5/4/2019 5:00,0.082225,0.138056,0.0625,0.033715,0.4091
5/4/2019 5:15,0.083507,0.139792,0.0625,0.03125,0.407917
5/4/2019 5:30,0.08625,0.14375,0.0625,0.03125,0.407952
5/4/2019 5:45,0.0875,0.14375,0.0625,0.030764,0.40625
5/4/2019 6:00,0.0875,0.142399,0.0625,0.025,0.40625
5/4/2019 6:15,0.089167,0.14375,0.0625,0.025,0.403333
5/4/2019 6:30,0.091146,0.14309,0.0625,0.025,0.401218
5/4/2019 6:45,0.09375,0.14375,0.0625,0.025451,0.4
5/4/2019 7:00,0.09375,0.139757,0.0625,0.03125,0.396184
5/4/2019 7:15,0.092743,0.142778,0.06,0.03125,0.39375
5/4/2019 7:30,0.09125,0.141667,0.0625,0.032952,0.389583
5/4/2019 7:45,0.09066,0.143472,0.059896,0.038368,0.3875
5/4/2019 8:00,0.088958,0.14191,0.062083,0.051736,0.385382
5/4/2019 8:15,0.09375,0.137604,0.0625,0.062153,0.382952
5/4/2019 8:30,0.09625,0.127431,0.0625,0.084722,0.380833
5/4/2019 8:45,0.094583,0.152465,0.06375,0.113472,0.379549
5/4/2019 9:00,0.09625,0.147778,0.0625,0.128403,0.375
5/4/2019 9:15,0.083854,0.136539,0.0625,0.131944,0.378715
5/4/2019 9:30,0.106314,0.154028,0.062917,0.098611,0.372049
5/4/2019 9:45,0.11125,0.145417,0.063437,0.0875,0.371667
5/4/2019 10:00,0.103958,0.143056,0.062789,0.090868,0.37215
5/4/2019 10:15,0.095625,0.140833,0.06382,0.08868,0.373298
5/4/2019 10:30,0.0875,0.132222,0.063206,0.078715,0.372115
5/4/2019 10:45,0.086424,0.139514,0.0625,0.071632,0.371285
5/4/2019 11:00,0.091875,0.142222,0.06375,0.06285,0.375003
5/4/2019 11:15,0.087917,0.140833,0.064167,0.0625,0.368163
5/4/2019 11:30,0.0875,0.145208,0.07,0.0625,0.360868
5/4/2019 11:45,0.085833,0.135278,0.066667,0.0566,0.36035
5/4/2019 12:00,0.090174,0.130767,0.067083,0.05625,0.360451
5/4/2019 12:15,0.087642,0.147083,0.06375,0.05625,0.360385
5/4/2019 12:30,0.08566,0.148125,0.0625,0.05625,0.358267
5/4/2019 12:45,0.08559,0.145833,0.064236,0.05625,0.362118
5/4/2019 13:00,0.087917,0.138796,0.064548,0.05625,0.360833
5/4/2019 13:15,0.088854,0.143438,0.063333,0.042813,0.359583
5/4/2019 13:30,0.091563,0.143299,0.0625,0.048785,0.360903
5/4/2019 13:45,0.09191,0.140556,0.061667,0.05625,0.368368
5/4/2019 14:00,0.09184,0.14191,0.0625,0.05375,0.373785
5/4/2019 14:15,0.09375,0.140417,0.0625,0.05,0.380932
5/4/2019 14:30,0.09375,0.141667,0.0625,0.050868,0.385035
5/4/2019 14:45,0.099896,0.14125,0.068516,0.042156,0.385
5/4/2019 15:00,0.101458,0.144583,0.068333,0,0.3925
5/4/2019 15:15,0.104375,0.149618,0.06875,0,0.392112
5/4/2019 15:30,0.106875,0.144445,0.067917,0,0.401701
5/4/2019 15:45,0.109792,0.142572,0.067917,0,0.408631
5/4/2019 16:00,0.108542,0.14625,0.06875,0,0.409899
5/4/2019 16:15,0.105417,0.14875,0.0675,0,0.411702
5/4/2019 16:30,0.112986,0.148333,0.06875,0,0.413333
5/4/2019 16:45,0.123542,0.15,0.066632,0.077381,0.420971
5/4/2019 17:00,0.119792,0.15,0.066285,0.097048,0.429167
5/4/2019 17:15,0.117778,0.15,0.067882,0.101702,0.434202
5/4/2019 17:30,0.124167,0.138854,0.06875,0.109202,0.4375
5/4/2019 17:45,0.125208,0.159508,0.068333,0.1125,0.44507
5/4/2019 18:00,0.124167,0.15375,0.068333,0.109132,0.446215
5/4/2019 18:15,0.120559,0.152917,0.067567,0.104586,0.453432
5/4/2019 18:30,0.122292,0.153542,0.064135,0.1125,0.454618
5/4/2019 18:45,0.11875,0.154722,0.06875,0.113368,0.45625
5/4/2019 19:00,0.12184,0.151354,0.06625,0.123368,0.45875
5/4/2019 19:15,0.122292,0.151423,0.067048,0.120799,0.460903
5/4/2019 19:30,0.11875,0.155,0.066667,0.117465,0.465035
5/4/2019 19:45,0.11875,0.15625,0.068333,0.110417,0.466285
5/4/2019 20:00,0.11875,0.157917,0.06875,0.1125,0.467917
5/4/2019 20:15,0.113438,0.158229,0.068302,0.1125,0.467952
5/4/2019 20:30,0.11375,0.160316,0.06875,0.110382,0.471667
5/4/2019 20:45,0.112604,0.1625,0.066667,0.10875,0.470234
5/4/2019 21:00,0.1125,0.160316,0.06285,0.10625,0.476678
5/4/2019 21:15,0.1125,0.1625,0.0625,0.10625,0.475
5/4/2019 21:30,0.1125,0.1625,0.0625,0.107118,0.47785
5/4/2019 21:45,0.11066,0.16375,0.0625,0.116285,0.479236
5/4/2019 22:00,0.107917,0.165,0.065833,0.113715,0.484968
5/4/2019 22:15,0.10625,0.165417,0.0659,0.110382,0.487468
5/4/2019 22:30,0.10625,0.164167,0.067882,0.10625,0.488785
5/4/2019 22:45,0.10625,0.165,0.066667,0.104965,0.494583
5/4/2019 23:00,0.10625,0.165417,0.06875,0.099548,0.495486
5/4/2019 23:15,0.10625,0.1625,0.065767,0.095833,0.498333
5/4/2019 23:30,0.10625,0.16375,0.063333,0.095865,0.503819
5/4/2019 23:45,0.10625,0.162917,0.0625,0.094583,0.507465
5/5/2019 0:00,0.10625,0.163577,0.063298,0.09375,0.509097
5/5/2019 0:15,0.10625,0.164491,0.063365,0.09375,0.512917
5/5/2019 0:30,0.10625,0.16338,0.0625,0.09375,0.513085
5/5/2019 0:45,0.105417,0.1675,0.0625,0.09375,0.511982
5/5/2019 1:00,0.103021,0.168608,0.0625,0.09375,0.515836
5/5/2019 1:15,0.100938,0.1675,0.0625,0.092917,0.510243
5/5/2019 1:30,0.098542,0.170391,0.0625,0.089132,0.496184
5/5/2019 1:45,0.098542,0.170833,0.0625,0.0875,0.489832
5/5/2019 2:00,0.095625,0.168822,0.0625,0.0875,0.486702
5/5/2019 2:15,0.097673,0.16875,0.0625,0.0875,0.490417
5/5/2019 2:30,0.097083,0.169583,0.05625,0.0875,0.489586
5/5/2019 2:45,0.095208,0.16875,0.05625,0.0875,0.494485
5/5/2019 3:00,0.095417,0.169583,0.05625,0.0875,0.495486
5/5/2019 3:15,0.098542,0.17,0.052083,0.0875,0.492783
5/5/2019 3:30,0.098576,0.171667,0.052115,0.08625,0.496667
5/5/2019 3:45,0.094687,0.173958,0.05,0.083715,0.496466
5/5/2019 4:00,0.093958,0.175,0.05,0.082083,0.494685
5/5/2019 4:15,0.095243,0.170417,0.05,0.08125,0.510556
5/5/2019 4:30,0.095173,0.173333,0.0475,0.08125,0.509583
5/5/2019 4:45,0.098333,0.172674,0.05,0.08125,0.50625
5/5/2019 5:00,0.094687,0.171354,0.05,0.08125,0.509135
5/5/2019 5:15,0.09375,0.172153,0.0484,0.08125,0.507049
5/5/2019 5:30,0.09375,0.16875,0.05,0.080798,0.502882
5/5/2019 5:45,0.09375,0.171875,0.05,0.077532,0.502535
5/5/2019 6:00,0.09375,0.174167,0.05,0.075,0.504618
5/5/2019 6:15,0.092292,0.170417,0.05,0.075,0.498715
5/5/2019 6:30,0.09125,0.175,0.049549,0.075,0.498368
5/5/2019 6:45,0.090521,0.174167,0.04375,0.074167,0.496768
5/5/2019 7:00,0.090625,0.175,0.044583,0.072468,0.495417
5/5/2019 7:15,0.089725,0.170833,0.04375,0.06875,0.496702
5/5/2019 7:30,0.09125,0.175,0.04965,0.069583,0.496215
5/5/2019 7:45,0.092358,0.17375,0.053542,0.072118,0.495767
5/5/2019 8:00,0.094792,0.171806,0.067951,0.072433,0.497049
